	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Environmental Benefits and Mapping Program (Version 3.0)	0.8595744680851064	0.8078817733990148	0.8203592814371258	0.7591240875912408	0.7967032967032966	0.7942857142857143	0.625	0.8214285714285714	0.7647058823529411	0.7803030303030303	0.8333333333333334	0.7951807228915663	0.75	0.8037383177570093	0.8035714285714286	0.7910447761194029	0.8392857142857143	0.7678571428571429	0.8255813953488372	0.7926829268292683	0.7798165137614679	0.7310924369747899	0.7956989247311828	0.8145161290322581	0.7628865979381443	0.7866666666666666	0.8333333333333334	0.7864077669902912	0.8152173913043478	0.7922077922077922	0.7678571428571429	0.8	0.8181818181818182	0.7590361445783133	0.8821917808219178	0.8928571428571429	0.8412698412698413
Expanded Expert Judgment Assessment of the Concentration-Response Relationship Between PM2.5 Exposure and Mortality	0.7914893617021277	0.7733990147783252	0.7485029940119761	0.781021897810219	0.7527472527472527	0.7771428571428571	0.8260869565217391	0.7565217391304347	0.782608695652174	0.6287878787878788	0.7598039215686274	0.7652173913043478	0.8260869565217391	0.8	0.808695652173913	0.7739130434782608	0.8956521739130435	0.8260869565217391	0.7558139534883721	0.7565217391304347	0.8347826086956521	0.8319327731092437	0.7913043478260869	0.7983870967741935	0.808695652173913	0.7913043478260869	0.7272727272727273	0.8173913043478261	0.7228260869565217	0.782608695652174	0.808695652173913	0.8	0.7565217391304347	0.7478260869565218	0.8356164383561644	0.9043478260869565	0.782608695652174
Guidelines for Preparing Economic  Analyses: External Review Draft	0.8340425531914893	0.8275862068965517	0.8083832335329342	0.8175182481751825	0.8076923076923077	0.7828571428571428	0.8333333333333334	0.7878787878787878	0.788235294117647	0.7954545454545454	0.7892156862745098	0.8072289156626506	0.36363636363636365	0.7663551401869159	0.7878787878787878	0.835820895522388	0.7878787878787878	0.7575757575757576	0.813953488372093	0.7560975609756098	0.7614678899082569	0.8235294117647058	0.8064516129032258	0.8145161290322581	0.7731958762886598	0.8	0.7878787878787878	0.6990291262135923	0.782608695652174	0.7792207792207793	0.8181818181818182	0.8571428571428571	0.8181818181818182	0.7831325301204819	0.8821917808219178	0.8787878787878788	0.8787878787878788
Guidelines for Preparing Economic Analyses	0.8553191489361702	0.8620689655172413	0.8323353293413174	0.8029197080291971	0.8406593406593407	0.8514285714285714	0.8333333333333334	0.7678571428571429	0.788235294117647	0.8333333333333334	0.8333333333333334	0.7349397590361446	0.023255813953488372	0.7757009345794392	0.7547169811320755	0.746268656716418	0.6904761904761905	0.7142857142857143	0.8313953488372093	0.7926829268292683	0.8165137614678899	0.8403361344537815	0.8279569892473119	0.8225806451612904	0.7731958762886598	0.8266666666666667	0.8535353535353535	0.7378640776699029	0.8478260869565217	0.8051948051948052	0.875	0.8285714285714286	0.7878787878787878	0.7831325301204819	0.915068493150685	0.8571428571428571	0.7301587301587301
Integrated Science Assessment for Particulate Matter (External Review Draft)	0.8340425531914893	0.8029556650246306	0.7844311377245509	0.7883211678832117	0.7912087912087912	0.8	0.7763157894736842	0.7894736842105263	0.8352941176470589	0.6742424242424242	0.803921568627451	0.8313253012048193	0.7763157894736842	0.7102803738317757	0.618421052631579	0.7368421052631579	0.8289473684210527	0.7763157894736842	0.7790697674418605	0.7804878048780488	0.7247706422018348	0.7563025210084033	0.7741935483870968	0.7903225806451613	0.7731958762886598	0.8421052631578947	0.797979797979798	0.7475728155339806	0.7989130434782609	0.8311688311688312	0.7894736842105263	0.8421052631578947	0.8157894736842105	0.7831325301204819	0.8602739726027397	0.881578947368421	0.8026315789473685
Integrated Science Assessment for Sulfur Oxides - Health Criteria (Final Report)	0.8170212765957446	0.7931034482758621	0.7784431137724551	0.7737226277372263	0.7857142857142857	0.7885714285714286	0.8125	0.7875	0.8588235294117647	0.7121212121212122	0.7892156862745098	0.8554216867469879	0.7625	0.7383177570093458	0.7625	0.7375	0.85	0.825	0.7732558139534884	0.7682926829268293	0.7431192660550459	0.7563025210084033	0.8172043010752689	0.7741935483870968	0.7835051546391752	0.8125	0.7929292929292929	0.7766990291262136	0.7934782608695652	0.8375	0.825	0.825	0.825	0.7590361445783133	0.8575342465753425	0.8875	0.75
Letter to Recipients of Third Draft EPA PM Criteria Document	0.8468085106382979	0.8275862068965517	0.8323353293413174	0.7956204379562044	0.8296703296703297	0.84	0.8166666666666667	0.8333333333333334	0.7647058823529411	0.7803030303030303	0.8284313725490197	0.7951807228915663	0.7833333333333333	0.4392523364485981	0.7166666666666667	0.7761194029850746	0.8333333333333334	0.7833333333333333	0.8081395348837209	0.7682926829268293	0.7981651376146789	0.773109243697479	0.7956989247311828	0.7741935483870968	0.7525773195876289	0.76	0.8232323232323232	0.7766990291262136	0.8152173913043478	0.7662337662337663	0.7666666666666667	0.8	0.8333333333333334	0.7710843373493976	0.8794520547945206	0.8666666666666667	0.7777777777777778
Maple Syrup � June 12, 2008: Maple Syrup Production Up 30 Percent Nationwide	1.0	0.8226600985221675	0.8023952095808383	1.0	0.8186813186813187	0.7942857142857143	0.7763157894736842	0.8157894736842105	1.0	0.803030303030303	0.8284313725490197	0.8072289156626506	0.8289473684210527	0.7850467289719626	0.8157894736842105	0.8421052631578947	0.8552631578947368	0.8026315789473685	0.8255813953488372	0.8658536585365854	0.8348623853211009	1.0	1.0	0.7903225806451613	0.7835051546391752	0.8421052631578947	0.8282828282828283	0.8155339805825242	0.8097826086956522	1.0	0.8421052631578947	0.881578947368421	0.7763157894736842	0.8192771084337349	1.0	0.8947368421052632	0.8026315789473685
Mercury in fish, bed sediment, and water from streams across the United States, 1998�2005	1.0	0.8226600985221675	0.8023952095808383	1.0	0.8076923076923077	0.8171428571428572	0.8089887640449438	0.7640449438202247	1.0	0.7575757575757576	0.8137254901960784	0.8089887640449438	0.7752808988764045	0.794392523364486	0.7752808988764045	0.7640449438202247	0.8426966292134831	0.8089887640449438	0.7906976744186046	0.7865168539325843	0.7889908256880734	1.0	1.0	0.782258064516129	0.7835051546391752	0.8202247191011236	0.7929292929292929	0.7864077669902912	0.7989130434782609	1.0	0.797752808988764	0.8202247191011236	0.7752808988764045	0.7640449438202247	1.0	0.9101123595505618	0.7752808988764045
Off-Highway Vehicle Recreation in the United States, Regions and States: A National Report from the National Survey on Recreation and the Environment	0.7446808510638298	0.7339901477832512	0.8023952095808383	0.7785234899328859	0.7527472527472527	0.7771428571428571	0.8389261744966443	0.785234899328859	0.7785234899328859	0.7785234899328859	0.7549019607843137	0.7516778523489933	0.8389261744966443	0.7046979865771812	0.8187919463087249	0.7516778523489933	0.8993288590604027	0.825503355704698	0.7848837209302325	0.7785234899328859	0.7449664429530202	0.8053691275167785	0.7181208053691275	0.7516778523489933	0.7315436241610739	0.7651006711409396	0.7676767676767676	0.7114093959731543	0.7717391304347826	0.7516778523489933	0.8322147651006712	0.7718120805369127	0.7651006711409396	0.7114093959731543	0.8027397260273973	0.9395973154362416	0.7919463087248322
Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary	0.825531914893617	0.812807881773399	0.7664670658682635	0.8175182481751825	0.8021978021978022	0.7885714285714286	0.825	0.8	0.8235294117647058	0.7651515151515151	0.6078431372549019	0.8072289156626506	0.7625	0.8130841121495327	0.8125	0.775	0.825	0.8125	0.7732558139534884	0.8048780487804879	0.7522935779816514	0.7983193277310925	0.7741935483870968	0.7661290322580645	0.8144329896907216	0.8125	0.7575757575757576	0.7281553398058253	0.782608695652174	0.875	0.775	0.8	0.825	0.8433734939759037	0.8767123287671232	0.9	0.7875
Profile of the Annual Fall Foliage Tourist in Vermont: Travel Year 2001	0.8297872340425532	0.8275862068965517	0.8143712574850299	0.8029197080291971	0.7967032967032966	0.8171428571428572	0.7887323943661971	0.7887323943661971	0.7529411764705882	0.75	0.8284313725490197	0.8072289156626506	0.8028169014084507	0.7383177570093458	0.8028169014084507	0.7887323943661971	0.8450704225352113	0.7746478873239436	0.8023255813953488	0.8170731707317073	0.7614678899082569	0.7647058823529411	0.7741935483870968	0.7419354838709677	0.7731958762886598	0.8266666666666667	0.8131313131313131	0.7669902912621359	0.7880434782608695	0.8051948051948052	0.7323943661971831	0.8169014084507042	0.8169014084507042	0.7590361445783133	0.863013698630137	0.8873239436619719	0.8169014084507042
Technical Support Document: Calculating Benefit Per-Ton estimates, Ozone NAAQS Docket #EPA-HQ-OAR-2007-0225-0284	0.8340425531914893	0.8029556650246306	0.8143712574850299	0.8394160583941606	0.8076923076923077	0.8171428571428572	0.7767857142857143	0.8214285714285714	0.8035714285714286	0.8257575757575758	0.8186274509803921	0.8125	0.8392857142857143	0.8571428571428571	0.8125	0.8125	0.8660714285714286	0.8482142857142857	0.8197674418604651	0.8214285714285714	0.8660714285714286	0.8739495798319328	0.8303571428571429	0.8548387096774194	0.8125	0.8392857142857143	0.797979797979798	0.8214285714285714	0.7934782608695652	0.7946428571428571	0.8125	0.8035714285714286	0.8303571428571429	0.7678571428571429	0.8438356164383561	0.9285714285714286	0.8035714285714286
The Benefits and Costs of the Clean Air Act 1990 to 2010: EPA Report to Congress. Office of Air and Radiation, Office of Policy	0.7659574468085106	0.7339901477832512	0.6706586826347305	0.8321167883211679	0.7747252747252747	0.7542857142857143	0.84251968503937	0.8031496062992126	0.7716535433070866	0.803030303030303	0.7352941176470589	0.7637795275590551	0.8267716535433071	0.7637795275590551	0.8188976377952756	0.7795275590551181	0.889763779527559	0.84251968503937	0.7616279069767442	0.7952755905511811	0.7874015748031497	0.8582677165354331	0.7637795275590551	0.8503937007874016	0.7952755905511811	0.7322834645669292	0.6717171717171717	0.7637795275590551	0.7391304347826086	0.7716535433070866	0.8346456692913385	0.7165354330708661	0.7795275590551181	0.7401574803149606	0.8164383561643835	0.937007874015748	0.8031496062992126
The Benefits and Costs of the Clean Air Act, 1990�2010	1.0	0.8620689655172413	0.8083832335329342	1.0	0.8406593406593407	0.8514285714285714	0.7777777777777778	0.7857142857142857	1.0	0.7878787878787878	0.8578431372549019	0.7469879518072289	0.8333333333333334	0.7850467289719626	0.8703703703703703	0.6716417910447762	0.8333333333333334	0.7962962962962963	0.8313953488372093	0.7560975609756098	0.7981651376146789	1.0	1.0	0.8064516129032258	0.7835051546391752	0.8	0.8131313131313131	0.7766990291262136	0.842391304347826	1.0	0.8148148148148148	0.7857142857142857	0.7878787878787878	0.7710843373493976	1.0	0.8703703703703703	0.8253968253968254
Updated Outdoor Recreation Use Values With Emphasis On National Park Recreation. Final Report	0.8042553191489362	0.7931034482758621	0.7964071856287425	0.7591240875912408	0.7527472527472527	0.7657142857142857	0.7956989247311828	0.7741935483870968	0.7634408602150538	0.7196969696969697	0.7843137254901961	0.7634408602150538	0.7849462365591398	0.7102803738317757	0.7741935483870968	0.7741935483870968	0.8387096774193549	0.8279569892473119	0.7732558139534884	0.8064516129032258	0.7614678899082569	0.7815126050420168	0.8494623655913979	0.75	0.7938144329896907	0.7741935483870968	0.7575757575757576	0.6990291262135923	0.7608695652173914	0.7741935483870968	0.7956989247311828	0.7849462365591398	0.7419354838709677	0.7956989247311828	0.8383561643835616	0.9032258064516129	0.7096774193548387
Valuation of Reductions in Human Health Symptoms and Risks.	0.8425531914893617	0.8325123152709359	0.8203592814371258	0.781021897810219	0.8076923076923077	0.8114285714285714	0.8305084745762712	0.7796610169491526	0.8117647058823529	0.7727272727272727	0.8284313725490197	0.6867469879518072	0.7796610169491526	0.7663551401869159	0.8305084745762712	0.746268656716418	0.7627118644067796	0.7966101694915254	0.8023255813953488	0.7317073170731707	0.7064220183486238	0.7983193277310925	0.7526881720430108	0.7903225806451613	0.7525773195876289	0.7466666666666667	0.8282828282828283	0.7087378640776699	0.8097826086956522	0.7792207792207793	0.7457627118644068	0.7714285714285715	0.8181818181818182	0.7590361445783133	0.8986301369863013	0.8813559322033898	0.8095238095238095
Willingness to Pay for Environmental Health Risk Reductions when there are Varying Degrees of Life Expectancy: A White Paper	0.7829787234042553	0.7635467980295566	0.7664670658682635	0.8175182481751825	0.7637362637362637	0.7714285714285715	0.7661290322580645	0.7903225806451613	0.782258064516129	0.8106060606060606	0.7696078431372549	0.7258064516129032	0.8064516129032258	0.7903225806451613	0.8225806451612904	0.75	0.8790322580645161	0.7096774193548387	0.7674418604651163	0.7741935483870968	0.7741935483870968	0.7419354838709677	0.7983870967741935	0.8709677419354839	0.782258064516129	0.782258064516129	0.7424242424242424	0.7661290322580645	0.7391304347826086	0.75	0.782258064516129	0.7661290322580645	0.7580645161290323	0.7419354838709677	0.8082191780821918	0.9274193548387096	0.7903225806451613
A New National Park Visibility Value Estimates	0.8765957446808511	0.8571428571428571	0.8562874251497006	0.8248175182481752	0.8296703296703297	0.8457142857142858	0.8260869565217391	0.8214285714285714	0.8117647058823529	0.8181818181818182	0.8578431372549019	0.7349397590361446	0.8478260869565217	0.794392523364486	0.7547169811320755	0.7761194029850746	0.7608695652173914	0.8260869565217391	0.813953488372093	0.7804878048780488	0.7798165137614679	0.8235294117647058	0.7096774193548387	0.8064516129032258	0.7731958762886598	0.76	0.8737373737373737	0.7961165048543689	0.8641304347826086	0.7532467532467533	0.8541666666666666	0.8428571428571429	0.7272727272727273	0.8072289156626506	0.9205479452054794	0.8695652173913043	0.746031746031746
Ecosystems and Human Well-being: Synthesis	0.8765957446808511	0.8669950738916257	0.8502994011976048	0.8321167883211679	0.8736263736263736	0.8628571428571429	0.8571428571428571	0.7857142857142857	0.8235294117647058	0.8333333333333334	0.8725490196078431	0.7590361445783133	0.8372093023255814	0.8411214953271028	0.8679245283018868	0.8208955223880597	0.8333333333333334	0.8095238095238095	0.8546511627906976	0.7682926829268293	0.7889908256880734	0.8151260504201681	0.8494623655913979	0.8145161290322581	0.8041237113402062	0.7866666666666666	0.8787878787878788	0.8155339805825242	0.875	0.8441558441558441	0.8125	0.8142857142857143	0.7727272727272727	0.8072289156626506	0.9178082191780822	0.8809523809523809	0.8095238095238095
