	Total number of HIV-Positive cases due to 1.51% onward transmission connected with U.S.	prevalence estimatesâ€”United States,	Revised recommendations for HIV testing of adults, adolescents, and pregnant women in healthcare settings. MMWR Recomm Rep,	Appendix II: HIVEcon: Additional notes and data on model inputs and outputs.	Yearbook of Immigration Statistics:	Population Prospects: The	AIDS Epidemic Update. WHO Library Cataloguing-in-Publication Data: UNAIDS/07.27E/JC1322E,	Yearbook of Immigration Statistics:	Life expectancy of individuals on combination antiretroviral therapy in highincome countries: a collaborative analysis of 14 cohort studies. Lancet,	The New Americans: Economic, Demographic, and Fiscal Effects of Immigration.	Technical Appendix I: HIVEcon: A model to estimate the economic costs of immigrants who are HIV-positive.	The lifetime cost of current human immunodeficiency virus care in the United States. Med Care,	for the Use of Antiretroviral Agents in HIVâ€“1â€“Infected Adults and Adolescents.	memorandum: Consolidation of Policy Regarding	A quick guide to public charge and receipt to public benefits.	How many sexuallyacquired HIV infections in the USA are due to acute-phase HIV transmission?	Transmission Rates in the United States.	Health status, health insurance, and health care utilization patterns of immigrant Black men.	Effects of immigration on selected health risk behaviors of Black college students.	Acculturation, sexual risk taking, and HIV health promotion among Latinas.	Alcohol and AIDS-related sexual behavior among Hispanics: acculturation and gender differences. AIDS Educ Prev,	Initial acculturation and HIV risk among new Hispanic immigrants.	HIV and sexually transmitted infection risk behaviors and beliefs among Black West Indian immigrants and US-born Blacks.	Immigration measures and reproductive health among Hispanic youth: findings from the national longitudinal survey of youth, 1997â€“2003. J Adolesc Health,	The impact of migration on the health of voluntary migrants in western societies.	Immigration and HIV/AIDS in the New York Metropolitan Area. J Urban Health,	HIV prevalence among foreign- and US-born clients of public STD clinics.	Acculturation and gender differences in sexual attitudes and behaviors: Hispanic vs non-Hispanic white unmarried adults.	Available from: http:// www.cdc.gov/hiv/topics/surveillance/ incidence.htm. V. Regulatory Flexibility Analysis VI. Other Administrative Requirements A. The Unfunded Mandates Reform Act HHS/CDC evaluated the rule requirements for compliance with the Unfunded Mandates Reform Act (UMRA) of 1995. This rule does not contain Federal mandates under the regulatory provisions of Title II of the UMRA for State, local, or Tribal Governments, nor for the private sector. The ruleâ€™s provisions will not affect small Governments. B. Executive Order 13045: Protection of Children From Environmental Health Risks and Safety Risks Executive	The authority citation for part 34 continues to read as follows:	34.2 by removing paragraph (b)(6) and redesignating paragraphs (b)(7) through (10) (b)(6) through (9), respectively.	34.3 by revising paragraphs (b)(1)(i), (e)(1) introductory text, (e)(2)(iii), (e)(2)(iv), (e)(5), and (e)(6) to read as follows: Â§ 34.3 Scope of examinations.
HIV/AIDS Transmission Rates in  the United States	0.3207547169811321	0.4	0.36	0.36363636363636365	0.41463414634146345	0.4358974358974359	0.46031746031746035	0.41463414634146345	0.52	0.36	0.33333333333333337	0.36170212765957444	0.3191489361702128	0.4418604651162791	0.4545454545454546	0.2941176470588235	0.17948717948717952	0.4347826086956522	0.4666666666666667	0.33333333333333337	0.37037037037037035	0.36363636363636365	0.3584905660377359	0.4642857142857143	0.4545454545454546	0.28301886792452835	0.28	0.4285714285714286	0.4285714285714286	0.4545454545454546	0.5555555555555556	0.5517241379310345
Technical  Appendix I: HIVEcon: A model to estimate  the economic costs of immigrants who are  HIV-positive	0.2542372881355932	0.3913043478260869	0.2142857142857143	0.19999999999999996	0.36170212765957444	0.33333333333333337	0.42028985507246375	0.36170212765957444	0.2857142857142857	0.1785714285714286	0.01754385964912286	0.3584905660377359	0.24528301886792447	0.34693877551020413	0.31999999999999995	0.19298245614035092	0.4222222222222223	0.3076923076923077	0.2941176470588235	0.2222222222222222	0.16666666666666663	0.24	0.2542372881355932	0.29032258064516125	0.24	0.35593220338983056	0.2142857142857143	0.12727272727272732	0.3493975903614458	0.28	0.43333333333333335	0.34375
Technical Appendix II: HIVEcon:  Additional notes and data on model inputs  and outputs	0.33333333333333337	0.41463414634146345	0.2941176470588235	0.06666666666666665	0.4285714285714286	0.25	0.4375	0.4285714285714286	0.33333333333333337	0.2549019607843137	0.15384615384615385	0.375	0.29166666666666663	0.36363636363636365	0.33333333333333337	0.23076923076923073	0.4	0.3191489361702128	0.34782608695652173	0.18367346938775508	0.23636363636363633	0.24444444444444446	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.40740740740740744	0.2941176470588235	0.24	0.41025641025641024	0.28888888888888886	0.4545454545454546	0.423728813559322
Life expectancy of individuals on  combination antiretroviral therapy in high-  income countries: a collaborative analysis of 14 cohort studies	0.31034482758620685	0.37777777777777777	0.3090909090909091	0.34693877551020413	0.34782608695652173	0.31818181818181823	0.38235294117647056	0.34782608695652173	0.054545454545454564	0.34545454545454546	0.25	0.3076923076923077	0.3076923076923077	0.25	0.26530612244897955	0.2857142857142857	0.4545454545454546	0.2941176470588235	0.24	0.28301886792452835	0.22033898305084743	0.34693877551020413	0.24137931034482762	0.2786885245901639	0.22448979591836737	0.48275862068965514	0.2727272727272727	0.14814814814814814	0.3902439024390244	0.22448979591836737	0.2542372881355932	0.2063492063492064
The impact of migration on the health of voluntary migrants in western societies	0.3076923076923077	0.33333333333333337	0.22448979591836737	0.39534883720930236	0.35	0.21052631578947367	0.5161290322580645	0.35	0.22448979591836737	0.26530612244897955	0.24	0.21739130434782605	0.30434782608695654	0.23809523809523814	0.2558139534883721	0.28	0.368421052631579	0.24444444444444446	0.2272727272727273	0.3191489361702128	0.3207547169811321	0.2558139534883721	0.3076923076923077	0.3090909090909091	0.023255813953488413	0.46153846153846156	0.26530612244897955	0.20833333333333337	0.4473684210526315	0.16279069767441856	0.3207547169811321	0.29824561403508776
Health status, health insurance, and health care utilization patterns of immigrant Black men	0.37037037037037035	0.31707317073170727	0.21568627450980393	0.33333333333333337	0.33333333333333337	0.30000000000000004	0.46875	0.33333333333333337	0.2549019607843137	0.2941176470588235	0.3076923076923077	0.29166666666666663	0.29166666666666663	0.2727272727272727	0.19999999999999996	0.3076923076923077	0.4	0.021276595744680882	0.17391304347826086	0.18367346938775508	0.2727272727272727	0.19999999999999996	0.2592592592592593	0.29824561403508776	0.24444444444444446	0.37037037037037035	0.2941176470588235	0.24	0.4358974358974359	0.28888888888888886	0.34545454545454546	0.35593220338983056
Estimating sexual transmission of HIV from persons aware and unaware that they are infected with the virus in the USA	0.23333333333333328	0.3191489361702128	0.19298245614035092	0.21568627450980393	0.375	0.3913043478260869	0.37142857142857144	0.375	0.26315789473684215	0.26315789473684215	0.13793103448275867	0.2592592592592593	0.18518518518518523	0.31999999999999995	0.2941176470588235	0.10344827586206895	0.3913043478260869	0.28301886792452835	0.2692307692307693	0.19999999999999996	0.180327868852459	0.21568627450980393	0.16666666666666663	0.2698412698412699	0.21568627450980393	0.30000000000000004	0.19298245614035092	0.1785714285714286	0.30952380952380953	0.2941176470588235	0.3770491803278688	0.29230769230769227
Meta-analysis of high-risk sexual behavior in persons aware and unaware they are infected with HIV in the United States: implications for HIV prevention programs	0.2063492063492064	0.36	0.19999999999999996	0.2962962962962963	0.2941176470588235	0.3877551020408163	0.36986301369863017	0.2941176470588235	0.23333333333333328	0.33333333333333337	0.180327868852459	0.26315789473684215	0.26315789473684215	0.3207547169811321	0.2962962962962963	0.14754098360655743	0.4285714285714286	0.2857142857142857	0.2727272727272727	0.24137931034482762	0.1875	0.2222222222222222	0.11111111111111116	0.303030303030303	0.2592592592592593	0.2698412698412699	0.16666666666666663	0.15254237288135597	0.28735632183908044	0.2962962962962963	0.375	0.2647058823529411
Immigration measures and reproductive health among Hispanic youth: findings from the national longitudinal survey of youth, 1997Ð2003	0.3548387096774194	1.0	0.2542372881355932	0.3584905660377359	0.4	0.375	0.3055555555555556	0.4	0.22033898305084743	0.3220338983050848	0.30000000000000004	0.3214285714285714	1.0	0.3076923076923077	0.3584905660377359	0.33333333333333337	0.5	0.2727272727272727	0.33333333333333337	0.29824561403508776	0.2698412698412699	0.3207547169811321	0.32258064516129037	1.0	0.28301886792452835	0.4516129032258065	0.3220338983050848	0.27586206896551724	1.0	0.28301886792452835	0.17460317460317465	1.0
The lifetime cost of current human immunodeficiencyvirus care in the United States	0.23076923076923073	0.23076923076923073	0.30612244897959184	0.39534883720930236	0.35	0.26315789473684215	0.4838709677419355	0.35	0.26530612244897955	0.34693877551020413	0.31999999999999995	0.08695652173913049	0.26086956521739135	0.23809523809523814	0.3023255813953488	0.24	0.21052631578947367	0.28888888888888886	0.2272727272727273	0.36170212765957444	0.3207547169811321	0.34883720930232553	0.23076923076923073	0.34545454545454546	0.16279069767441856	0.46153846153846156	0.22448979591836737	0.29166666666666663	0.4473684210526315	0.2093023255813954	0.3584905660377359	0.33333333333333337
Effects of immigration on selected health risk behaviors of Black college students	0.3207547169811321	0.35	0.28	0.36363636363636365	0.2682926829268293	0.33333333333333337	0.4920634920634921	0.2682926829268293	0.24	0.31999999999999995	0.2941176470588235	0.276595744680851	0.276595744680851	0.2558139534883721	0.18181818181818177	0.37254901960784315	0.3846153846153846	0.17391304347826086	0.022222222222222254	0.29166666666666663	0.2592592592592593	0.2727272727272727	0.2075471698113207	0.3571428571428571	0.2272727272727273	0.4339622641509434	0.28	0.22448979591836737	0.4285714285714286	0.31818181818181823	0.33333333333333337	0.3448275862068966
Revised recommendations for HIV testing of adults, adolescents, and pregnant women in health- care settings	0.22807017543859653	0.31818181818181823	0.07407407407407407	0.29166666666666663	0.37777777777777777	0.34883720930232553	0.4328358208955224	0.37777777777777777	0.2592592592592593	0.2592592592592593	0.1636363636363637	0.2941176470588235	0.21568627450980393	0.276595744680851	0.29166666666666663	0.19999999999999996	0.39534883720930236	0.19999999999999996	0.26530612244897955	0.1923076923076923	0.2068965517241379	0.16666666666666663	0.22807017543859653	0.2666666666666667	0.20833333333333337	0.33333333333333337	0.18518518518518523	0.16981132075471694	0.3827160493827161	0.29166666666666663	0.3448275862068966	0.32258064516129037
HIV prevalence among foreign- and US-born clients of public STD clinics	0.1724137931034483	0.28888888888888886	0.23636363636363633	0.30612244897959184	0.30434782608695654	0.36363636363636365	0.3529411764705882	0.30434782608695654	0.3090909090909091	0.3090909090909091	0.2142857142857143	0.2692307692307693	0.23076923076923073	0.33333333333333337	0.30612244897959184	0.2142857142857143	0.36363636363636365	0.2941176470588235	0.28	0.28301886792452835	0.18644067796610164	0.22448979591836737	0.1724137931034483	0.34426229508196726	0.26530612244897955	0.31034482758620685	0.018181818181818188	0.2222222222222222	0.36585365853658536	0.34693877551020413	0.38983050847457623	0.3650793650793651
How many sexually- acquired HIV infections in the USA are due to acute-phase HIV transmission	0.22033898305084743	0.34782608695652173	0.25	0.24	0.4042553191489362	0.37777777777777777	0.3913043478260869	0.4042553191489362	0.3214285714285714	0.3214285714285714	0.19298245614035092	0.28301886792452835	0.24528301886792447	0.34693877551020413	0.28	0.01754385964912286	0.37777777777777777	0.3076923076923077	0.37254901960784315	0.2222222222222222	0.23333333333333328	0.24	0.18644067796610164	0.32258064516129037	0.28	0.3220338983050848	0.2142857142857143	0.19999999999999996	0.3493975903614458	0.28	0.43333333333333335	0.34375
Initial acculturation and HIV risk among new Hispanic immigrants	0.3076923076923077	0.33333333333333337	0.18367346938775508	0.2093023255813954	0.30000000000000004	0.3157894736842105	0.4516129032258065	0.30000000000000004	0.34693877551020413	0.30612244897959184	0.24	0.3913043478260869	0.26086956521739135	0.2857142857142857	0.2558139534883721	0.24	0.42105263157894735	0.19999999999999996	0.2727272727272727	0.14893617021276595	0.3207547169811321	0.023255813953488413	0.2692307692307693	0.34545454545454546	0.2558139534883721	0.3076923076923077	0.22448979591836737	0.25	0.4473684210526315	0.3023255813953488	0.39622641509433965	0.4035087719298246
HIV and sexually transmitted infection risk behaviors and beliefs among Black West Indian immigrants and US-born Blacks	0.21311475409836067	0.375	0.24137931034482762	0.34615384615384615	0.30612244897959184	0.44680851063829785	0.3802816901408451	0.30612244897959184	0.27586206896551724	0.4137931034482759	0.2542372881355932	0.2727272727272727	0.23636363636363633	0.33333333333333337	0.3076923076923077	0.18644067796610164	0.4042553191489362	0.2592592592592593	0.2075471698113207	0.25	0.22580645161290325	0.2692307692307693	0.016393442622950838	0.34375	0.3076923076923077	0.34426229508196726	0.1724137931034483	0.22807017543859653	0.3411764705882353	0.3846153846153846	0.3870967741935484	0.33333333333333337
Alcohol and AIDS-related sexual behavior among  Hispanics: acculturation and gender differences	0.2542372881355932	0.34782608695652173	0.25	0.24	0.276595744680851	0.33333333333333337	0.33333333333333337	0.276595744680851	0.2142857142857143	0.25	0.1578947368421053	0.3207547169811321	0.24528301886792447	0.30612244897959184	0.24	0.19298245614035092	0.4222222222222223	0.2692307692307693	0.2549019607843137	0.2222222222222222	0.06666666666666665	0.28	0.18644067796610164	0.25806451612903225	0.28	0.3220338983050848	0.1428571428571429	0.09090909090909094	0.3493975903614458	0.31999999999999995	0.3666666666666667	0.28125
Migration and AIDS	0.5555555555555556	0.5	0.47619047619047616	0.5	0.3939393939393939	0.5483870967741935	0.5272727272727273	0.3939393939393939	0.5714285714285714	0.4285714285714286	0.4883720930232558	0.4871794871794872	0.4358974358974359	0.48571428571428577	0.4444444444444444	0.4883720930232558	0.4193548387096774	0.5263157894736843	0.5135135135135135	0.44999999999999996	0.4347826086956522	0.4444444444444444	0.5111111111111111	0.5416666666666667	0.5555555555555556	0.37777777777777777	0.4285714285714286	0.5121951219512195	0.5942028985507246	0.5555555555555556	0.6086956521739131	0.6
Acculturation and gender differences in sexual attitudes and behaviors: Hispanic vs non-Hispanic white unmarried adults	0.26315789473684215	0.36363636363636365	0.2222222222222222	0.25	0.33333333333333337	0.3023255813953488	0.4029850746268657	0.33333333333333337	0.18518518518518523	0.2592592592592593	0.12727272727272732	0.33333333333333337	0.2549019607843137	0.276595744680851	0.20833333333333337	0.19999999999999996	0.4418604651162791	0.24	0.22448979591836737	0.23076923076923073	0.13793103448275867	0.25	0.22807017543859653	0.2666666666666667	0.20833333333333337	0.368421052631579	0.2222222222222222	0.018867924528301883	0.3827160493827161	0.25	0.3448275862068966	0.25806451612903225
Acculturation, sexual risk taking, and HIV health promotion among Latinas	0.3571428571428571	0.34883720930232553	0.2075471698113207	0.19148936170212771	0.36363636363636365	0.33333333333333337	0.3939393939393939	0.36363636363636365	0.24528301886792447	0.28301886792452835	0.2222222222222222	0.36	0.24	0.34782608695652173	0.23404255319148937	0.2222222222222222	0.4285714285714286	0.18367346938775508	0.29166666666666663	0.019607843137254943	0.22807017543859653	0.14893617021276595	0.25	0.288135593220339	0.3191489361702128	0.2857142857142857	0.28301886792452835	0.23076923076923073	0.4	0.36170212765957444	0.368421052631579	0.3770491803278688
Immigration and HIV/AIDS in the New York Metropolitan Area	0.4035087719298246	0.4545454545454546	0.2962962962962963	0.375	0.37777777777777777	0.4883720930232558	0.4029850746268657	0.37777777777777777	0.4814814814814815	0.2962962962962963	0.3090909090909091	0.4509803921568627	0.37254901960784315	0.4893617021276596	0.375	0.3090909090909091	0.4418604651162791	0.36	0.4285714285714286	0.2692307692307693	0.3448275862068966	0.25	0.368421052631579	0.43333333333333335	0.41666666666666663	0.08771929824561409	0.33333333333333337	0.3584905660377359	0.40740740740740744	0.45833333333333337	0.5172413793103448	0.4838709677419355
