	Urban ornamental plants: sensitivity to ozone and potential economic losses. U.S. EPA, Office of Air Quality Planning and Standards, Research Triangle Park. Under contract to RADIAN Corporation, contract no. 68-D3-0033,	A reassessment of the economic effects of ozone on U.S.	The benefits of pollution control: the case of ozone	Ambient ozone effects on forest trees of the eastern United States: a review.	A preliminary assessment of the Montreal process indicators of air pollution for the United States. Environmental Monitoring and Assessment, Integrated Science Assessment	Air Pollution Damage to U.S. Forests.	Impact of Air Pollutants on Southern Pine Forests,	The physiological basis of ozone injury assessment attributes in Sierran conifers. In	The need for a long term cumulative secondary ozone standard ‚Äì an ecological perspective. Environmental Management,	Implications of environmental policy for U.S. agriculture: the case of ambient ozone standards.	Effects of oxidant air pollutants on forest succession in the mixed conifer forest type of southern California. In: Air Pollutants Effects on Forest Ecosystems,	Oxidant air pollution effects on a western coniferous forest ecosystem.	Little‚Äôs range and FIA importance value database for 135 eastern U.S. tree species. Northeastern Research Station, USDA Forest Service. Available on the Internet at http://www.fs.fed.us/ne/delaware/4153/global/littlefia/index.html Pye,	A national ozone biomonitoring program‚Äî results from field surveys of ozone sensitive plants in Northeastern forests (1994-2000). Environmental Monitoring and Assessment,	Deterministic versus stochastic evaluation of the aggregate economic effects of price support programs.	Variation in plant response to ozone: a conceptual model of physiological events.	The Benefits and Costs of the Clean Air Act, 1990-2010. Prepared for U.S. Congress by U.S.	Available on the Internet at http://www.epa.gov/oar/sect812/1990-2010/chap1130.pdf U.S. Environmental Protection Agency	Guidance on the Use of Models and Other Analyses for Demonstrating Attainment of Air Quality Goals for Ozone, PM2.5, and Regional Haze. Office of Air Quality Planning and Standards. EPA-454/B-07-002. April. Available on the Internet at http://www.epa.gov/scram001/guidance/guide/final-03-pm-rh-guidance.pdf U.S. Environmental Protection Agency	Available on the Internet at http://cfpub.epa.gov/ncea/cfm/recordisplay.cfm?deid=201485 U.S. Environmental Protection Agency
The Benefits and Costs of the Clean Air Act, 1990-2010	0.5833333333333333	0.5517241379310345	0.5172413793103448	0.5757575757575757	0.5555555555555556	0.6666666666666667	0.5161290322580645	0.6	0.5428571428571429	0.6216216216216216	0.5142857142857142	0.59375	0.653061224489796	0.5	0.5806451612903225	0.5882352941176471	0.25	0.5121951219512195	0.5961538461538461	0.5909090909090908
The NOx Budget Trading Program: 2008 Environmental Results. Clean Air Markets Division	0.375	0.6666666666666667	0.641025641025641	0.6097560975609756	0.5238095238095238	0.5405405405405406	0.6341463414634146	0.627906976744186	0.5121951219512195	0.5813953488372092	0.4878048780487805	0.5897435897435898	0.5384615384615384	0.5106382978723405	0.5405405405405406	0.55	0.5333333333333333	0.5208333333333333	0.49090909090909096	0.5
Urban ornamental plants: sensitivity to ozone and potential economic losses	0.5454545454545454	0.48	0.375	0.34615384615384615	0.4516129032258065	0.5714285714285714	0.5517241379310345	0.4482758620689655	0.43333333333333335	0.2592592592592593	0.5	0.42307692307692313	0.5581395348837209	0.5641025641025641	0.46153846153846156	0.3076923076923077	0.5555555555555556	0.5	0.5918367346938775	0.5128205128205128
A reassessment of the economic effects of ozone on U.S. agriculture	0.5227272727272727	0.1428571428571429	0.4	0.3076923076923077	0.31034482758620685	0.29166666666666663	0.34615384615384615	0.2962962962962963	0.4	0.2857142857142857	0.46875	0.4444444444444444	0.5348837209302326	0.5384615384615384	0.29166666666666663	0.33333333333333337	0.48571428571428577	0.5128205128205128	0.5714285714285714	0.4871794871794872
Air Pollution Damage to U.S. Forests	0.5777777777777777	0.41666666666666663	0.6071428571428572	0.5172413793103448	0.4516129032258065	0.0	0.3846153846153846	0.5	0.5757575757575757	0.4838709677419355	0.5	0.5357142857142857	0.5238095238095238	0.6341463414634146	0.4	0.5333333333333333	0.5555555555555556	0.575	0.62	0.55
Expert Judgment Assessment of the Mortality Impact of Changes	0.5106382978723405	0.5333333333333333	0.5	0.5588235294117647	0.25806451612903225	0.5625	0.4	0.40625	0.34375	0.3939393939393939	0.25806451612903225	0.3793103448275862	0.5217391304347826	0.4878048780487805	0.4137931034482759	0.3870967741935484	0.5128205128205128	0.5	0.5576923076923077	0.47619047619047616
Extended follow_up and spatial analysis of the American Cancer Society study linking particulate air pollution and mortality	0.4893617021276596	0.5	0.5161290322580645	0.48484848484848486	0.33333333333333337	0.53125	0.4193548387096774	0.4242424242424242	0.4117647058823529	0.4117647058823529	0.33333333333333337	0.3448275862068966	0.5	0.5348837209302326	0.43333333333333335	0.40625	0.4871794871794872	0.47619047619047616	0.5660377358490566	0.4883720930232558
The need for a long term cumulative secondary ozone standard – an ecological perspective	0.5111111111111111	0.4814814814814815	0.31999999999999995	0.4666666666666667	0.3548387096774194	0.5666666666666667	0.4482758620689655	0.2857142857142857	1.0	0.27586206896551724	0.4545454545454546	0.37037037037037035	1.0	1.0	0.28	0.1923076923076923	0.5135135135135135	0.5365853658536586	0.5882352941176471	0.5121951219512195
Impact of Air Pollutants on Southern Pine Forests	0.5555555555555556	0.375	0.4	0.48275862068965514	0.3666666666666667	0.36	0.045454545454545414	0.3571428571428571	0.5	0.4	0.31034482758620685	0.4444444444444444	0.5	0.6097560975609756	0.36	0.4482758620689655	0.5277777777777778	0.5128205128205128	0.6	0.4871794871794872
Effects of oxidant air pollutants on forest succession in the mixed conifer forest type of southern California	0.5555555555555556	0.5	0.4	0.5333333333333333	0.3666666666666667	0.5862068965517242	0.40740740740740744	0.4137931034482759	0.3448275862068966	0.4	0.25	0.25	0.5681818181818181	0.5384615384615384	0.36	0.33333333333333337	0.5277777777777778	0.55	0.6274509803921569	0.525
2008 National Ambient Air Quality Standards for Ground_level Ozone, Chapter 6	0.36170212765957444	0.5833333333333333	0.5555555555555556	0.5263157894736843	0.475	0.641025641025641	0.5135135135135135	0.5128205128205128	0.5	0.46153846153846156	0.5121951219512195	0.5405405405405406	0.5576923076923077	0.43181818181818177	0.5675675675675675	0.5	0.4883720930232558	0.5106382978723405	0.4814814814814815	0.4893617021276596
National Emission Standards for Hazardous Air Pollutants from the Portland Cement Manufacturing Industry	0.4347826086956522	0.4666666666666667	0.53125	0.5	0.303030303030303	0.5	0.3870967741935484	0.3939393939393939	0.38235294117647056	0.38235294117647056	0.3529411764705882	0.5151515151515151	0.5106382978723405	0.47619047619047616	0.5	0.4242424242424242	0.5	0.4883720930232558	0.4901960784313726	0.4651162790697675
Proposed NO2 NAAQS Regulatory Impact Analysis	0.4444444444444444	0.5806451612903225	0.59375	0.6	0.4117647058823529	0.4666666666666667	0.4	0.4545454545454546	0.5277777777777778	0.4411764705882353	0.4571428571428572	0.43333333333333335	0.48888888888888893	0.5581395348837209	0.5161290322580645	0.48484848484848486	0.5128205128205128	0.5	0.5	0.47619047619047616
Deterministic versus stochastic evaluation of the aggregate economic effects of price support programs	0.5681818181818181	0.45833333333333337	0.34782608695652173	0.5	0.3793103448275862	0.43999999999999995	0.36	0.37037037037037035	0.3571428571428571	0.3571428571428571	0.4838709677419355	0.4	0.5476190476190477	0.5526315789473684	0.050000000000000044	0.28	0.5833333333333333	0.5641025641025641	0.6122448979591837	0.5384615384615384
Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution	0.5208333333333333	0.6363636363636364	0.6060606060606061	0.6486486486486487	0.38235294117647056	0.4838709677419355	0.4193548387096774	0.5555555555555556	0.4117647058823529	0.5405405405405406	0.28125	0.4516129032258065	0.5	0.5	0.53125	0.5	0.4871794871794872	0.5454545454545454	0.5660377358490566	0.5555555555555556
Air pollution and emergency department visits for asthma among Ohio Medicaid recipients	0.5111111111111111	0.4814814814814815	0.4444444444444444	0.4666666666666667	0.24137931034482762	0.5172413793103448	0.3928571428571429	0.4	0.27586206896551724	0.33333333333333337	0.40625	0.3076923076923077	0.5227272727272727	0.4473684210526315	0.28	0.2592592592592593	0.5135135135135135	0.5	0.5306122448979591	0.475
Ambient air pollution and respiratory emergency department visits	0.5454545454545454	0.5384615384615384	0.43999999999999995	0.4642857142857143	0.3448275862068966	0.46153846153846156	0.4444444444444444	0.3928571428571429	0.3793103448275862	0.3214285714285714	0.4516129032258065	0.36	0.5238095238095238	0.4864864864864865	0.33333333333333337	0.3076923076923077	0.5142857142857142	0.5	0.5918367346938775	0.4736842105263158
How sensitive is the association between ozone and daily deaths to control for temperature?	0.5531914893617021	0.5	0.34615384615384615	0.3793103448275862	0.4242424242424242	0.625	0.4666666666666667	0.3666666666666667	0.3548387096774194	0.30000000000000004	0.47058823529411764	0.33333333333333337	0.5333333333333333	0.5	0.37037037037037035	0.2857142857142857	0.5641025641025641	0.5121951219512195	0.54	0.4878048780487805
Ozone exposure and mortality: an empiric bayes metaregression analysis	0.5333333333333333	0.5714285714285714	0.36	0.5	0.48484848484848486	0.5517241379310345	0.5333333333333333	0.3793103448275862	0.4193548387096774	0.31034482758620685	0.4375	0.28	0.5454545454545454	0.55	0.4444444444444444	0.2962962962962963	0.5789473684210527	0.5609756097560976	0.5800000000000001	0.5365853658536586
Reduction in fine particulate air pollution and mortality - Extended follow-up of the Harvard six cities study	0.5319148936170213	0.5666666666666667	0.48275862068965514	0.5	0.3939393939393939	0.6363636363636364	0.4838709677419355	0.48484848484848486	0.375	0.4242424242424242	0.3939393939393939	0.2962962962962963	0.5111111111111111	0.5121951219512195	0.3928571428571429	0.3666666666666667	0.575	0.4878048780487805	0.52	0.5348837209302326
Bayesian Hierarchical Distributed Lag Models for Summer Ozone Exposure and Cardio_Respiratory Mortality 	0.45999999999999996	0.5833333333333333	0.5142857142857142	0.5641025641025641	0.4358974358974359	0.6052631578947368	0.5526315789473684	0.43243243243243246	0.42105263157894735	0.42105263157894735	0.475	0.4571428571428572	0.5	0.5319148936170213	0.48571428571428577	0.45945945945945943	0.5227272727272727	0.5714285714285714	0.4528301886792453	0.5510204081632653
Associations between ozone and daily mortality: analysis and meta_analysis	0.6086956521739131	0.48	0.43999999999999995	0.34615384615384615	0.5454545454545454	0.5714285714285714	0.5517241379310345	0.5	0.53125	0.43333333333333335	0.5	0.42307692307692313	0.5909090909090908	0.6	0.5714285714285714	0.4285714285714286	0.5945945945945945	0.5384615384615384	0.62	0.5853658536585367
A preliminary assessment of the Montreal process indicators of air pollution for the United States	0.5333333333333333	0.33333333333333337	0.42307692307692313	0.3928571428571429	0.2142857142857143	0.4444444444444444	0.3076923076923077	0.3793103448275862	0.3666666666666667	0.31034482758620685	0.3870967741935484	0.34615384615384615	0.5116279069767442	0.5128205128205128	0.3846153846153846	0.3571428571428571	0.4571428571428572	0.4871794871794872	0.5510204081632653	0.46153846153846156
Mechanistic analysis of plant responses to air pollution	0.6444444444444444	0.4782608695652174	0.2857142857142857	0.5714285714285714	0.3928571428571429	0.5769230769230769	0.375	0.3846153846153846	0.37037037037037035	0.4285714285714286	0.4482758620689655	0.34782608695652173	0.627906976744186	0.5675675675675675	0.31818181818181823	0.36	0.5588235294117647	0.6153846153846154	0.653061224489796	0.5897435897435898
The benefits of pollution control: the case of ozone and U.S. agriculture	0.4545454545454546	0.3846153846153846	0.20833333333333337	0.3214285714285714	0.375	0.48275862068965514	0.4666666666666667	0.25	0.3548387096774194	0.1785714285714286	0.47058823529411764	0.4482758620689655	0.5	0.5365853658536586	0.37037037037037035	0.2857142857142857	0.4	0.475	0.54	0.44999999999999996
Implications of environmental policy for U.S. agriculture: the case of ambient ozone standards	0.38636363636363635	0.3928571428571429	0.3571428571428571	0.27586206896551724	0.22580645161290325	0.4838709677419355	0.4193548387096774	0.2068965517241379	0.3125	0.0	0.38235294117647056	0.4	0.39534883720930236	0.46341463414634143	0.3214285714285714	0.1785714285714286	0.4473684210526315	0.3589743589743589	0.44897959183673475	0.33333333333333337
Long_Term Ozone Exposure and Mortality	0.5833333333333333	0.6451612903225806	0.5172413793103448	0.6571428571428571	0.47058823529411764	0.5806451612903225	0.6060606060606061	0.46875	0.3548387096774194	0.5	0.5142857142857142	0.3928571428571429	0.625	0.5365853658536586	0.5333333333333333	0.4516129032258065	0.6341463414634146	0.6444444444444444	0.6226415094339622	0.6222222222222222
A national ozone biomonitoring program—results from field surveys of ozone sensitive plants in Northeastern forests	0.48888888888888893	0.5	0.40740740740740744	0.43333333333333335	0.375	0.5333333333333333	0.4666666666666667	0.3666666666666667	1.0	0.30000000000000004	0.47058823529411764	0.4482758620689655	1.0	1.0	0.37037037037037035	0.2857142857142857	0.5263157894736843	0.5121951219512195	0.5686274509803921	0.4878048780487805
Air pollution, weather, and respiratory emergency room visits in two northern New England cities: an ecological time-series study	0.4444444444444444	0.5806451612903225	0.5	0.46875	0.3125	0.5625	0.4516129032258065	0.5	0.34375	0.3939393939393939	0.36363636363636365	0.43333333333333335	0.4545454545454546	0.41025641025641024	0.4137931034482759	0.33333333333333337	0.5128205128205128	0.42500000000000004	0.5	0.47619047619047616
Impact of ozone on the growth and yield of trees: A review	0.48888888888888893	0.4444444444444444	0.40740740740740744	0.3214285714285714	0.32258064516129037	0.5806451612903225	0.4137931034482759	0.3666666666666667	0.3548387096774194	0.24137931034482762	0.375	0.3928571428571429	0.4651162790697675	0.5	0.37037037037037035	0.2222222222222222	0.5263157894736843	0.39473684210526316	0.5102040816326531	0.44999999999999996
Absorption of air pollution by plants, and consequences for growth	0.5434782608695652	0.5357142857142857	0.3846153846153846	0.4666666666666667	0.3548387096774194	0.5666666666666667	0.3928571428571429	0.4	0.3870967741935484	0.3870967741935484	0.40625	0.37037037037037035	0.4883720930232558	0.4871794871794872	0.40740740740740744	0.3793103448275862	0.4285714285714286	0.5	0.56	0.5121951219512195
A meta_analysis of time_series studies of ozone and mortality with comparison to the national morbidity, mortality, and air pollution study	0.5217391304347826	0.4444444444444444	0.34615384615384615	0.3793103448275862	0.375	0.5806451612903225	0.3571428571428571	0.3666666666666667	0.3548387096774194	0.3548387096774194	0.375	0.33333333333333337	0.5	0.46153846153846156	0.4285714285714286	0.3448275862068966	0.4864864864864865	0.5121951219512195	0.54	0.5238095238095238
Ozone and short-term mortality in 95 US urban communities, 1987-2000	0.4897959183673469	0.5454545454545454	0.5588235294117647	0.5277777777777778	0.5128205128205128	0.6111111111111112	0.5555555555555556	0.5135135135135135	0.5384615384615384	0.45945945945945943	0.5853658536585367	0.5428571428571429	0.56	0.4651162790697675	0.6111111111111112	0.5405405405405406	0.41025641025641024	0.4418604651162791	0.4509803921568627	0.4545454545454546
