	We are chronically sleep deprived.	Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline.	Sleepiness as a consequence of shift work.	Concepts and Models of Sleep Regulation: An overview&quot;,	Homeostatic and circadian components of sUbjective alertness interact in a non-additive manner&quot;,	Bimodal distribution of REM sleep latency during forced desynchrony: model implications&quot;,	Review of fatigue detection and prediction technologies._	Effects of loading and unloading cargo on commercial truck driver alertness and performance~ Federal Motor Carrier Safety Administration FMCSA	Pay for Safety: An Economic Alternative for Truck Driver Safety&quot;,	Commercial Motor Vehicle Driver Fatigue, Alertness, and Countermeasures Survey.&quot; Sponsored by U.S. Department of Transportation, Federal Highway Administration.	A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features,'&quot; OOIDA Foundation,	A Survey of Private Fleets on their Use of Three New 'Hours of Service Features,'&quot;	06 P a 00 00 I' IS 00 os , Ii 00 i~l 1. ________ ~ ____ . ___ .. _ .1 The 'regular' driver, in addition to showing a higher overall effectiveness, also shows much less
Commercial Driver Rest & Parking Requirements: Making Space for Safety - Final Report	0.8235294117647058	0.7764705882352941	0.7529411764705882	0.788235294117647	0.7821782178217822	0.7978723404255319	0.7647058823529411	0.7464788732394366	0.8117647058823529	0.7333333333333333	0.7936507936507936	0.8275862068965517	0.8263473053892215
Commercial motor vehicle driver fatigue and alertness study	0.8135593220338984	0.7532467532467533	0.8305084745762712	0.7288135593220338	0.7326732673267327	0.7872340425531915	0.8135593220338984	0.7676056338028169	0.7857142857142857	0.6909090909090909	0.7936507936507936	0.7816091954022989	0.8083832335329342
Commercial Motor Vehicle Driver Fatigue, Alertness, and Countermeasures Survey	0.7948717948717948	0.7692307692307693	0.8205128205128205	0.7307692307692307	0.7425742574257426	0.7872340425531915	0.782051282051282	0.7535211267605634	0.8205128205128205	0.5272727272727272	0.753968253968254	0.8045977011494253	0.8203592814371258
Costs of Large Truck and Bus Involved Crashes	0.8	0.7922077922077922	0.9111111111111111	0.7796610169491526	0.801980198019802	0.7872340425531915	0.6842105263157895	0.8028169014084507	0.8285714285714286	0.8303030303030303	0.8333333333333334	0.7701149425287356	0.8622754491017964
Costs of Large Truck-and-Bus Involved Crashes	0.8	0.8051948051948052	0.9111111111111111	0.7966101694915254	0.8118811881188119	0.8085106382978723	0.7192982456140351	0.8098591549295775	0.8428571428571429	0.8424242424242424	0.8492063492063492	0.7816091954022989	0.874251497005988
Effects of loading and unloading cargo on commercial truck driver alertness and performance	0.7912087912087912	0.7252747252747253	0.8021978021978022	0.7802197802197802	0.7524752475247525	0.8723404255319149	0.7692307692307693	0.3591549295774648	0.7362637362637363	0.7818181818181819	0.7698412698412699	0.8131868131868132	0.7964071856287425
Effects of operating practices on commercial driver alertness	0.7868852459016393	0.7402597402597403	0.7868852459016393	0.8360655737704918	0.7524752475247525	0.7872340425531915	0.7377049180327869	0.6690140845070423	0.7571428571428571	0.806060606060606	0.7619047619047619	0.7586206896551724	0.8263473053892215
Effects of sleep schedules on commercial motor vehicle driver performance	0.7534246575342466	0.8051948051948052	0.7534246575342466	0.7671232876712328	0.7623762376237624	0.8085106382978723	0.7945205479452054	0.676056338028169	0.7808219178082192	0.7818181818181819	0.7777777777777778	0.7471264367816092	0.8203592814371258
FMCSA's Strategy	0.8823529411764706	0.922077922077922	0.9047619047619048	0.8813559322033898	0.9306930693069307	0.9148936170212766	0.8947368421052632	0.9366197183098591	0.8714285714285714	0.9212121212121213	0.9285714285714286	0.896551724137931	0.9520958083832335
Impact of LocaiiSH Operations on Driver Fatigue: Final Report	0.819672131147541	0.7662337662337663	0.819672131147541	0.8524590163934426	0.7524752475247525	0.7872340425531915	0.7049180327868853	0.7746478873239436	0.7714285714285715	0.8	0.7777777777777778	0.7816091954022989	0.8323353293413174
Literature Review Relating to Proposed Revisions to the Hours of Service Regulation for Commercial Motor Vehicle Drivers	0.8333333333333334	0.7333333333333333	0.8083333333333333	0.7416666666666667	0.8	0.775	0.725	0.7605633802816901	0.7916666666666666	0.7636363636363637	0.7698412698412699	0.7166666666666667	0.7964071856287425
National Institute of Health website	0.8888888888888888	0.7662337662337663	0.7619047619047619	0.7796610169491526	0.801980198019802	0.7872340425531915	0.7719298245614035	0.8380281690140845	0.7857142857142857	0.8666666666666667	0.8492063492063492	0.7931034482758621	0.8922155688622755
Unit Costs of Medium and Heavy Truck Crashes	0.8636363636363636	0.7662337662337663	0.8636363636363636	0.7796610169491526	0.7920792079207921	0.7872340425531915	0.7368421052631579	0.8380281690140845	0.7571428571428571	0.8484848484848485	0.8253968253968254	0.7816091954022989	0.874251497005988
Wage Adjustments in Local Labor Markets: Do the Wage Rates in all Industries Adjust?	0.7976190476190477	0.7857142857142857	0.7857142857142857	0.75	0.7623762376237624	0.8191489361702128	0.7857142857142857	0.7676056338028169	0.8095238095238095	0.7878787878787878	0.7619047619047619	0.8160919540229885	0.8143712574850299
Employer Costs for Employee Compensation, December 2009	0.8181818181818182	0.8181818181818182	0.7818181818181819	0.7966101694915254	0.7920792079207921	0.8085106382978723	0.8245614035087719	0.8309859154929577	0.8	0.8121212121212121	0.8174603174603174	0.7931034482758621	0.874251497005988
Large Truck and Bus Crash Facts 200S	0.8611111111111112	0.8441558441558441	0.8571428571428571	0.864406779661017	0.8514851485148515	0.8297872340425532	0.7894736842105263	0.8380281690140845	0.8	0.8727272727272727	0.8492063492063492	0.8275862068965517	0.8922155688622755
Pay for Safety: An Economic Alternative for Truck Driver Safety	0.7619047619047619	0.8051948051948052	0.7936507936507936	0.873015873015873	0.7722772277227723	0.7872340425531915	0.8412698412698413	0.7605633802816901	0.1	0.8181818181818182	0.7857142857142857	0.7701149425287356	0.844311377245509
Preliminary Regulatory Evaluation and Regulatory Flexibility Act Analysis, Hours of Service NPRM	0.8229166666666666	0.78125	0.8125	0.78125	0.8217821782178217	0.8645833333333334	0.75	0.7816901408450704	0.7916666666666666	0.8	0.7619047619047619	0.8020833333333334	0.8383233532934131
Review of fatigue detection and prediction technologies	0.8	0.7532467532467533	0.8	0.8305084745762712	0.7623762376237624	0.7553191489361702	0.03508771929824561	0.795774647887324	0.8	0.793939393939394	0.8174603174603174	0.7701149425287356	0.844311377245509
supporting statement for the HOS Information Collection Request	0.8253968253968254	0.7922077922077922	0.8095238095238095	0.7777777777777778	0.7227722772277227	0.7446808510638298	0.7777777777777778	0.7887323943661971	0.8142857142857143	0.806060606060606	0.7936507936507936	0.7241379310344828	0.8323353293413174
Table of Small Business Size Standards matched to North American Industry Classification System (NAICS) codes	0.8440366972477065	0.7981651376146789	0.7798165137614679	0.8073394495412844	0.8256880733944955	0.8073394495412844	0.7522935779816514	0.7816901408450704	0.7798165137614679	0.7818181818181819	0.8015873015873016	0.7798165137614679	0.7964071856287425
The effects of sleep schedules on commercial motor vehicle driver performance	0.7662337662337663	0.8051948051948052	0.7402597402597403	0.7662337662337663	0.7722772277227723	0.7978723404255319	0.7792207792207793	0.7112676056338029	0.7662337662337663	0.793939393939394	0.7698412698412699	0.7471264367816092	0.8143712574850299
A Review of the Federal Motor Carrier Safety Administration's Economic Analysis for its Proposed Hours of Service Standard	0.8278688524590164	0.7868852459016393	0.8278688524590164	0.7868852459016393	0.819672131147541	0.8114754098360656	0.7295081967213115	0.795774647887324	0.7295081967213115	0.7878787878787878	0.7698412698412699	0.7131147540983607	0.844311377245509
A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features	0.84	0.78	0.77	0.73	0.8514851485148515	0.86	0.78	0.7605633802816901	0.76	0.7454545454545455	0.20634920634920634	0.37	0.8143712574850299
A Survey of Private Fleets on their Use of Three New 'Hours of Service Features	0.810126582278481	0.810126582278481	0.759493670886076	0.7468354430379747	0.7821782178217822	0.7872340425531915	0.759493670886076	0.7816901408450704	0.7974683544303798	0.7515151515151515	0.4365079365079365	0.09195402298850575	0.8143712574850299
A survey of subjective sleep length of shift workers based on time of day of sleep onset	0.8181818181818182	0.7386363636363636	0.7727272727272727	0.8068181818181818	0.7623762376237624	0.7659574468085106	0.7272727272727273	0.7746478873239436	0.8068181818181818	0.7575757575757576	0.6984126984126984	0.6818181818181818	0.8083832335329342
Empty Seats and Musical Chairs: Critical Success Factors in Truck Driver Retention	0.7926829268292683	0.8292682926829268	0.8170731707317073	0.7317073170731707	0.7326732673267327	0.8297872340425532	0.8292682926829268	0.7253521126760564	0.7195121951219512	0.7878787878787878	0.7380952380952381	0.8160919540229885	0.8203592814371258
Empty Seats and Musical Chairs: Critical Success Factors in Truck Driver Retention	0.7926829268292683	0.8292682926829268	0.8170731707317073	0.7317073170731707	0.7326732673267327	0.8297872340425532	0.8292682926829268	0.7253521126760564	0.7195121951219512	0.7878787878787878	0.7380952380952381	0.8160919540229885	0.8203592814371258
Exploratory analysis of motor carrier accident risk and daily driving patterns	0.8205128205128205	0.7948717948717948	0.7948717948717948	0.7692307692307693	0.7326732673267327	0.7872340425531915	0.782051282051282	0.7394366197183099	0.782051282051282	0.7696969696969697	0.7698412698412699	0.8160919540229885	0.8263473053892215
Fatigue, Sleepiness and Medical Errors, for the Agency for Health Care Research and Quality	0.8241758241758241	0.7802197802197802	0.7032967032967034	0.7472527472527473	0.8217821782178217	0.8617021276595744	0.7912087912087912	0.7323943661971831	0.7582417582417582	0.7333333333333333	0.7222222222222222	0.8021978021978022	0.8203592814371258
Hours of Service Impact Assessment	0.8823529411764706	0.8311688311688312	0.8571428571428571	0.7627118644067796	0.8118811881188119	0.8191489361702128	0.7894736842105263	0.852112676056338	0.8	0.8727272727272727	0.8333333333333334	0.7816091954022989	0.8922155688622755
Let it Be Palletized: A Portrait of Truck Drivers' Work and Lives	0.8	0.7662337662337663	0.8	0.8923076923076924	0.7623762376237624	0.8191489361702128	0.7846153846153846	0.7746478873239436	0.7	0.8	0.7619047619047619	0.7701149425287356	0.844311377245509
Modeling the safety of truck driver service hours using timedependent logistic regression.	0.7888888888888889	0.7777777777777778	0.7555555555555555	0.7888888888888889	0.7920792079207921	0.776595744680851	0.7333333333333333	0.7183098591549296	0.7666666666666667	0.7575757575757576	0.7380952380952381	0.8	0.8083832335329342
Oregelbunndna arbetstider: Sammanfattning av en undersokning av turlistetidsarbetande lokforare.	0.8125	0.78125	0.7708333333333334	0.8125	0.8217821782178217	0.8645833333333334	0.7604166666666666	0.7676056338028169	0.8125	0.793939393939394	0.8095238095238095	0.8541666666666666	0.8383233532934131
Qualcomm reported sales	0.8235294117647058	0.8181818181818182	0.8571428571428571	0.864406779661017	0.8712871287128713	0.851063829787234	0.7894736842105263	0.8732394366197183	0.8142857142857143	0.8909090909090909	0.8809523809523809	0.8390804597701149	0.9161676646706587
The Determinants of Job Satisfaction of Professional Drivers	0.7833333333333333	0.7792207792207793	0.7333333333333333	0.8166666666666667	0.7425742574257426	0.7872340425531915	0.8	0.8098591549295775	0.8	0.7818181818181819	0.7936507936507936	0.7816091954022989	0.8383233532934131
Truck Costing Model for Transportation Managers	0.8723404255319149	0.7532467532467533	0.8723404255319149	0.6949152542372882	0.7821782178217822	0.776595744680851	0.7192982456140351	0.8098591549295775	0.8142857142857143	0.8121212121212121	0.8253968253968254	0.8045977011494253	0.8622754491017964
Wage and Employment Adjustment in Local Labor Markets	0.7924528301886793	0.7922077922077922	0.7924528301886793	0.7796610169491526	0.7425742574257426	0.8085106382978723	0.8596491228070176	0.795774647887324	0.8	0.8363636363636363	0.8253968253968254	0.8160919540229885	0.8682634730538922
Evidence of fatigue and the circadian rhythm in the accident experience	0.7605633802816901	0.7532467532467533	0.7887323943661971	0.8169014084507042	0.7722772277227723	0.7978723404255319	0.6056338028169014	0.7535211267605634	0.8732394366197183	0.7878787878787878	0.7936507936507936	0.7586206896551724	0.8143712574850299
Motor Carrier Annual Report	0.7941176470588235	0.8571428571428571	0.8333333333333334	0.7966101694915254	0.8415841584158416	0.8297872340425532	0.8245614035087719	0.8661971830985915	0.8142857142857143	0.8666666666666667	0.8571428571428571	0.8505747126436781	0.9041916167664671
The 2000 TTS Blue Book of Trucking Companies	0.8636363636363636	0.7792207792207793	0.8636363636363636	0.7796610169491526	0.8118811881188119	0.8085106382978723	0.7543859649122807	0.8309859154929577	0.7857142857142857	0.8545454545454545	0.8571428571428571	0.8045977011494253	0.8562874251497006
The Costs of Driver Turnover	0.7941176470588235	0.8051948051948052	0.8095238095238095	0.7457627118644068	0.801980198019802	0.8404255319148937	0.7894736842105263	0.8802816901408451	0.7571428571428571	0.8848484848484849	0.8333333333333334	0.7931034482758621	0.8982035928143712
The diffusion of hybrid seed corn in two Iowa communities	0.8245614035087719	0.7532467532467533	0.8070175438596491	0.847457627118644	0.7425742574257426	0.7127659574468085	0.8245614035087719	0.7816901408450704	0.8285714285714286	0.8181818181818182	0.7936507936507936	0.7931034482758621	0.8383233532934131
Trucking Activity Report	0.8235294117647058	0.8441558441558441	0.8333333333333334	0.847457627118644	0.8613861386138614	0.851063829787234	0.8245614035087719	0.8943661971830986	0.8428571428571429	0.9030303030303031	0.9126984126984127	0.8735632183908046	0.9221556886227545
What Matters to Drivers	0.7058823529411765	0.8181818181818182	0.8333333333333334	0.8135593220338984	0.8415841584158416	0.8617021276595744	0.8070175438596491	0.8943661971830986	0.7857142857142857	0.8848484848484849	0.873015873015873	0.8160919540229885	0.9161676646706587
A case control study of heavy vehicle drivers' working time and safety	0.7571428571428571	0.7532467532467533	0.8	0.8142857142857143	0.7425742574257426	0.7659574468085106	0.8	0.7605633802816901	0.8428571428571429	0.806060606060606	0.753968253968254	0.7471264367816092	0.8083832335329342
2006 HOS Survey Results	0.8823529411764706	0.9090909090909091	0.8571428571428571	0.847457627118644	0.9108910891089109	0.8829787234042553	0.8771929824561403	0.9154929577464789	0.8571428571428571	0.9212121212121213	0.9047619047619048	0.8735632183908046	0.9101796407185628
Work Schedules Before and After 2004 Hours-of- Service Rule Change and Predictors of Reported Rule Violations in 2004: Survey of Long-Distance Truck Drivers	0.8589743589743589	0.7564102564102564	0.8205128205128205	0.7692307692307693	0.7692307692307693	0.782051282051282	0.7948717948717948	0.8076923076923077	0.8205128205128205	0.8303030303030303	0.782051282051282	0.7628205128205128	0.8323353293413174
conversation with Qualcomm sales representative, Angelo Matera, and FMCSA	0.7808219178082192	0.8051948051948052	0.7945205479452054	0.726027397260274	0.7227722772277227	0.776595744680851	0.8082191780821918	0.7323943661971831	0.8493150684931506	0.7878787878787878	0.7936507936507936	0.8160919540229885	0.844311377245509
SIC 4123 trucking except local	0.8529411764705882	0.8311688311688312	0.7857142857142857	0.847457627118644	0.8811881188118812	0.851063829787234	0.7894736842105263	0.8873239436619719	0.8285714285714286	0.9090909090909091	0.8809523809523809	0.8735632183908046	0.8862275449101796
Electronic On-Board Recorders for Hours-of-Service Compliance	0.7868852459016393	0.7922077922077922	0.7704918032786885	0.8688524590163934	0.7524752475247525	0.7553191489361702	0.8360655737704918	0.7605633802816901	0.8142857142857143	0.8181818181818182	0.7301587301587301	0.7011494252873564	0.8622754491017964
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
Docket 19608	0.8823529411764706	0.948051948051948	0.9047619047619048	0.9152542372881356	0.9504950495049505	0.9574468085106383	0.9122807017543859	0.9577464788732394	0.9285714285714286	0.9696969696969697	0.9523809523809523	0.9540229885057471	0.9760479041916168
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
nan	0.9411764705882353	0.961038961038961	0.9285714285714286	0.9491525423728814	0.9702970297029703	0.9680851063829787	0.9473684210526315	0.9788732394366197	0.9714285714285714	0.9818181818181818	0.9761904761904762	0.9770114942528736	0.9820359281437125
Electronic On-Board Recorder RIA	0.7941176470588235	0.8181818181818182	0.8095238095238095	0.8305084745762712	0.8316831683168316	0.8191489361702128	0.8070175438596491	0.8380281690140845	0.8142857142857143	0.8727272727272727	0.8492063492063492	0.8160919540229885	0.9161676646706587
Hours of Service of Drivers; Driver Rest and Sleep for Safe Operations	0.7857142857142857	0.8181818181818182	0.8	0.8	0.7326732673267327	0.7553191489361702	0.7571428571428571	0.6901408450704225	0.8	0.7575757575757576	0.6904761904761905	0.7471264367816092	0.8263473053892215
Regulatory Impact Analysis and Small Business Impact Analysis for Hours of Service Options	0.8111111111111111	0.8222222222222222	0.7888888888888889	0.7555555555555555	0.8217821782178217	0.8617021276595744	0.8	0.7605633802816901	0.7555555555555555	0.7757575757575758	0.6904761904761905	0.7444444444444445	0.8323353293413174
Regulatory Impact Analysis and Small Business Impact Analysis for Hours of Service Options, in Final Rule, Hours of Service of Drivers	0.835820895522388	0.7611940298507462	0.8134328358208955	0.7761194029850746	0.7686567164179104	0.7985074626865671	0.7835820895522388	0.8450704225352113	0.7910447761194029	0.8121212121212121	0.753731343283582	0.7313432835820896	0.7844311377245509
Bimodal distribution of REM sleep latency during forced desynchrony: model implications	0.8160919540229885	0.7701149425287356	0.8045977011494253	0.7701149425287356	0.801980198019802	0.07446808510638298	0.7586206896551724	0.7394366197183099	0.7816091954022989	0.7575757575757576	0.7857142857142857	0.8620689655172413	0.8323353293413174
Homeostatic and circadian components of subjective alertness interact in a non-additive manner	0.8085106382978723	0.723404255319149	0.7978723404255319	0.7446808510638298	0.07920792079207921	0.8617021276595744	0.7553191489361702	0.6619718309859155	0.7978723404255319	0.7575757575757576	0.7936507936507936	0.851063829787234	0.8083832335329342
Catastrophes, Sleep, and Public Policy: Consensus Report	0.8035714285714286	0.7792207792207793	0.8035714285714286	0.7966101694915254	0.801980198019802	0.7553191489361702	0.8596491228070176	0.8380281690140845	0.8428571428571429	0.8121212121212121	0.8333333333333334	0.8045977011494253	0.8682634730538922
Meta-analysis of the relationship between total sleep deprivation and performance	0.7283950617283951	0.691358024691358	0.7530864197530864	0.7407407407407407	0.7722772277227723	0.776595744680851	0.7160493827160493	0.7676056338028169	0.8024691358024691	0.7818181818181819	0.7936507936507936	0.8275862068965517	0.8143712574850299
Effects of sleep deprivation on performance: A meta-analysis	0.8333333333333334	0.7272727272727273	0.7833333333333333	0.8166666666666667	0.8118811881188119	0.7553191489361702	0.7166666666666667	0.7112676056338029	0.8	0.793939393939394	0.7936507936507936	0.7701149425287356	0.8263473053892215
Interactive mathematical models of SUbjective alertness and cognitive throughput in humans	0.7888888888888889	0.7777777777777778	0.8	0.7	0.6039603960396039	0.8617021276595744	0.7333333333333333	0.7112676056338029	0.7888888888888889	0.7515151515151515	0.7698412698412699	0.8444444444444444	0.8263473053892215
Competition Drives the Trucking Industry	0.875	0.7792207792207793	0.8571428571428571	0.7288135593220338	0.7623762376237624	0.7872340425531915	0.8070175438596491	0.8450704225352113	0.7142857142857143	0.8363636363636363	0.7936507936507936	0.7816091954022989	0.8862275449101796
Effects of sleep loss on sustained cognitive performance during a command and control simulation	0.8541666666666666	0.7291666666666666	0.7604166666666666	0.75	0.7821782178217822	0.7916666666666666	0.7604166666666666	0.6690140845070423	0.7604166666666666	0.7454545454545455	0.7301587301587301	0.8020833333333334	0.8083832335329342
Human sleep: its duration and organization depend on its circadian phase	0.8194444444444444	0.7272727272727273	0.7361111111111112	0.8055555555555556	0.7326732673267327	0.7553191489361702	0.6944444444444444	0.7676056338028169	0.8472222222222222	0.7757575757575758	0.7857142857142857	0.8160919540229885	0.8263473053892215
Circadian and sleep/wake dependent aspects of subjective alertness and cognitive performance	0.8260869565217391	0.6739130434782609	0.7717391304347826	0.7282608695652174	0.6039603960396039	0.8617021276595744	0.7608695652173914	0.7183098591549296	0.8043478260869565	0.7757575757575758	0.8015873015873016	0.8369565217391305	0.8263473053892215
Rotating shift work, sleep and accidents related to sleepiness in hospital nurses	0.8148148148148148	0.7777777777777778	0.7530864197530864	0.7530864197530864	0.7524752475247525	0.7553191489361702	0.7530864197530864	0.7746478873239436	0.8271604938271605	0.7575757575757576	0.7857142857142857	0.8160919540229885	0.7904191616766467
Microcomputer analyses of performance on a portable, using simple visual reaction time task during sustained operations	0.8235294117647058	0.7310924369747899	0.8067226890756303	0.7647058823529411	0.7563025210084033	0.7899159663865546	0.773109243697479	0.7816901408450704	0.7899159663865546	0.7454545454545455	0.7936507936507936	0.7899159663865546	0.8083832335329342
Tractor-trailer driver fatality: the role of nonconnective rest in a sleep berth	0.8125	0.825	0.775	0.8	0.7623762376237624	0.8085106382978723	0.75	0.7816901408450704	0.8	0.7454545454545455	0.746031746031746	0.7701149425287356	0.7904191616766467
Displacement of the sleep period and sleep deprivation	0.6666666666666666	0.7012987012987013	0.8148148148148148	0.7457627118644068	0.7326732673267327	0.6702127659574468	0.7894736842105263	0.7746478873239436	0.8	0.806060606060606	0.7857142857142857	0.7586206896551724	0.8562874251497006
Ultrashort Sleep-waking Schedule .3. Gates and forbidden zones for sleep	0.8194444444444444	0.8051948051948052	0.7361111111111112	0.8194444444444444	0.801980198019802	0.7872340425531915	0.7638888888888888	0.7676056338028169	0.8194444444444444	0.793939393939394	0.8174603174603174	0.7931034482758621	0.8383233532934131
Sleepiness as a consequence of shift work	0.8780487804878049	0.7792207792207793	0.023809523809523808	0.7627118644067796	0.8118811881188119	0.7978723404255319	0.8070175438596491	0.8309859154929577	0.7857142857142857	0.8303030303030303	0.8095238095238095	0.7816091954022989	0.874251497005988
"Sleep loss and performance: no ""safe"" duration of a monotonous task"	0.8059701492537313	0.8051948051948052	0.6716417910447762	0.7164179104477612	0.7425742574257426	0.776595744680851	0.746268656716418	0.7535211267605634	0.8714285714285714	0.7757575757575758	0.753968253968254	0.7931034482758621	0.8263473053892215
Manifest sleepiness and the spectral content of the EEG during shift work	0.8082191780821918	0.7922077922077922	0.589041095890411	0.7808219178082192	0.7623762376237624	0.7872340425531915	0.7808219178082192	0.7816901408450704	0.8082191780821918	0.7515151515151515	0.753968253968254	0.7701149425287356	0.8263473053892215
The circadian variation of experimentally displaced sleep	0.7368421052631579	0.7142857142857143	0.7719298245614035	0.864406779661017	0.7227722772277227	0.7553191489361702	0.8245614035087719	0.7816901408450704	0.8142857142857143	0.8181818181818182	0.8095238095238095	0.8045977011494253	0.8263473053892215
Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline	0.8026315789473685	0.012987012987012988	0.7763157894736842	0.7763157894736842	0.7425742574257426	0.776595744680851	0.7631578947368421	0.7605633802816901	0.8552631578947368	0.7636363636363637	0.746031746031746	0.7816091954022989	0.8083832335329342
Body temperature and sleep at different times of day	0.7307692307692307	0.7662337662337663	0.8076923076923077	0.7966101694915254	0.7920792079207921	0.723404255319149	0.8070175438596491	0.795774647887324	0.7714285714285715	0.7878787878787878	0.7619047619047619	0.7816091954022989	0.844311377245509
The impact of work practices on fatigue in long distance truck drivers	0.7428571428571429	0.8051948051948052	0.7714285714285715	0.8142857142857143	0.7524752475247525	0.7872340425531915	0.7285714285714285	0.7816901408450704	0.8571428571428571	0.8121212121212121	0.7698412698412699	0.7701149425287356	0.8323353293413174
