	Proposed Rules 51 ‘‘Excess Billing and Insurance-Related Administrative Costs,’’ by James Kahn, in The Healthcare Imperative; Lowering Costs and Improving Outcomes: Workshop Series Summary, edited by	55 ‘‘Project Swipe IT Savings Model,’’	56 For billing and posting clerks in physician offices, Department of Labor,	Avoidance: Interest on Loans and Lines of Credit	prepared by Robert E.	The Costs and Benefits of Moving to the ICD–10 Code Sets,’’	65 ‘‘Health Plans’ Estimated Costs of Implementing ICD–10 Diagnosis Coding,’’	Aetna Chief Financial Officer and Senior Executive Vice President. Aetna Fourth Quarter 2011 Earnings Call Webcast (transcript),	TABLE 30—COST AVOIDANCE LESS COST (NET) OF A ONE-YEAR DELAY [In millions] * Low Net Estimate (Low Cost Avoidance with High Costs) .. ¥$2,950 High Net Estimate (High Cost Avoidance with Low Costs) .. 6,846 Mean Net Cost Avoidance (average) ....................................	Flexibility Analysis: Impact on Small Entities of a Delay in the Compliance Date of ICD–10 The Regulatory Flexibility Act (RFA) of	Number of Small Entities and Scope of Analysis a. Health Care Providers: Physician Total Savings/Cost Avoidance ................................................................................................................. $6,532 $13,612 $10,072 Total Costs ............................................................................................................................................... 2,133 8,784 5,459 * Costs and savings of HPID are calculated over 11 years,	[In millions of dollars] Delay in Compliance Date for ICD–10: Avoidance of returned health care claims. COSTS: Annualized Monetized costs: 7% Discount ................	List of Subjects in 45 CFR Part 162 Administrative practice and procedures, Electronic transactions, Health facilities, Health insurance, Hospitals, Incorporation by reference, Medicaid, Medicare, Reporting and 1. The authority citation for part 162 continues to read as follows:	124 Stat. 146–154 and 915– 917. Subpart A—General Provisions 2. Section 162.103 is amended by health plan. Subpart D—Standard Unique Health Identifier for Health Care Providers § 162.402 [Removed and Reserved] 3. Section 162.402 is removed and reserved. 4. Section 162.404 is amended as follows: A. Redesignating paragraph (a) as paragraph (a)(1). B. Adding a paragraph (a)(2). The addition reads as follows: § 162.404 Compliance dates of the implementation of the standard unique health identifier for health care providers. 6. Subpart E is added to part 162 to read as follows: Subpart E—Standard Unique Health Identifier for Health Plans Sec. 162.502 [Reserved] 162.504 Compliance dates for the implementation of the standard unique health plan identifier. 162.506 Standard unique health plan identifier. 162.508 Enumeration System. 162.510 Implementation specifications: Covered entities. 162.512 Implementation specifications: Health plans. 162.514 Other entity identifier. Subpart E—Standard Unique Health Identifier for Health Plans § 162.502 [Reserved] § 162.504 Compliance dates for the implementation of the standard unique health plan identifier.	(a) Covered health care providers. A covered health care provider must comply with the implementation specifications	plans. A health plan must comply with the implementation specifications in § 162.510 and § 162.512 no later than one of the following dates: (1) A health plan that is not a small health plan—October 1,	(2) A health plan that is a small health plan—October 1,	care clearinghouses. A health care clearinghouse must comply with the implementation specifications in § 162.510 no later than October 1, 2014. § 162.506 Standard unique health plan identifier. (a) Standard. The standard unique health plan identifier is the Health Plan Identifier (HPID) that is assigned by the Enumeration System identified in § 162.508. (b) Required and permitted uses for the HPID. (1) The HPID must be used as specified in § 162.510 and § 162.512. (2) The HPID may be used for any other lawful purpose. § 162.508 Enumeration System. The Enumeration System shall do all of the following: (c) If appropriate, deactivate an HPID upon receipt of sufficient information concerning circumstances justifying deactivation. (d) If appropriate, reactivate a deactivated HPID or OEID upon receipt of sufficient information justifying reactivation. (e) Not assign a deactivated HPID to any other health plan or OEID to any other entity. (f) Disseminate Enumeration System information upon approved requests. § 162.510 Implementation specifications: Covered entities. (a) A covered entity must use an HPID standard under this part. § 162.512 Implementation specifications: Health plans. (a) A controlling health plan must do all of the following: (1) Obtain an HPID from the Enumeration System for itself. (2) Disclose its HPID, when requested, to any entity that needs the HPID to identify the health plan in a standard transaction.	(3) Communicate to the Enumeration System any changes in its required data elements in the Enumeration System within 30 days of the change.
National Health Expenditure Projections 2009-2019	0.8743718592964824	0.8163265306122449	0.8289473684210527	0.8775510204081632	0.8367346938775511	0.8305084745762712	0.8051948051948052	0.8203125	0.92	0.8307692307692308	0.93125	0.8502994011976048	0.8853046594982079	0.9645635263612792	0.7844827586206896	0.8756218905472637	0.8214285714285714	0.970853573907009	0.8273381294964028
National Health Plan Identifier White Paper	0.864321608040201	0.8604651162790697	0.7631578947368421	0.8125	0.813953488372093	0.8135593220338984	0.8051948051948052	0.8125	0.9127272727272727	0.8153846153846154	0.93125	0.8562874251497006	0.8781362007168458	0.9645635263612792	0.7931034482758621	0.8557213930348259	0.7321428571428571	0.9715475364330326	0.8129496402877698
Survey: ICD-10 Brief Progress	0.9095477386934674	0.8421052631578947	0.881578947368421	0.8125	0.8275862068965517	0.864406779661017	0.8701298701298701	0.890625	0.9490909090909091	0.9	0.9604166666666667	0.8862275449101796	0.931899641577061	0.9783923941227312	0.8793103448275862	0.9253731343283582	0.875	0.9833448993754337	0.9064748201438849
Survey: Inducstry Reaction to Potential Delay of ICD-10-A Delay will be Costly, but Manageable *** Unless it's more than a year.	0.7939698492462312	0.8515625	0.796875	0.8125	0.890625	0.8046875	0.7890625	0.859375	0.8290909090909091	0.8	0.89375	0.7784431137724551	0.7777777777777778	0.9170267934312878	0.828125	0.7661691542288557	0.8046875	0.9312977099236641	0.8057553956834532
The 2010 Federal Reserve Payments Study: Noncash Payment Trends in the United States 2006-2009	0.7989949748743719	0.851063829787234	0.8191489361702128	0.776595744680851	0.8723404255319149	0.7553191489361702	0.8191489361702128	0.7890625	0.8690909090909091	0.823076923076923	0.9145833333333333	0.7904191616766467	0.8279569892473119	0.9343128781331028	0.7586206896551724	0.8109452736318408	0.776595744680851	0.9472588480222068	0.7553956834532374
The 2010 Federal Reserve Payments Study: Noncash Payment Trends in the United States 2006-2009	0.7989949748743719	0.851063829787234	0.8191489361702128	0.776595744680851	0.8723404255319149	0.7553191489361702	0.8191489361702128	0.7890625	0.8690909090909091	0.823076923076923	0.9145833333333333	0.7904191616766467	0.8279569892473119	0.9343128781331028	0.7586206896551724	0.8109452736318408	0.776595744680851	0.9472588480222068	0.7553956834532374
The Costs and Benefits of Moving to the ICD-10 Code Sets	0.8341708542713567	0.7678571428571429	0.8026315789473685	0.75	0.8571428571428571	0.06779661016949153	0.7272727272727273	0.7734375	0.88	0.7615384615384615	0.9270833333333334	0.8203592814371258	0.8602150537634409	0.9567847882454624	0.7586206896551724	0.8308457711442786	0.8214285714285714	0.9646079111727967	0.7841726618705036
The National Progress Report on Healthcare Efficiency	0.8391959798994975	0.8113207547169812	0.7894736842105263	0.7735849056603774	0.8113207547169812	0.7796610169491526	0.8181818181818182	0.78125	0.8945454545454545	0.8	0.9333333333333333	0.8143712574850299	0.8637992831541219	0.958513396715644	0.75	0.8507462686567164	0.8035714285714286	0.9653018736988203	0.7913669064748201
Version 5010 and ID-10 Readiness Assessment: Conducted among Helath Care Providers, payers, and Vendors for the Centers for Medicare & Medicaid Services (CMS)	0.7738693467336684	0.8924050632911392	0.7911392405063291	0.7974683544303798	0.9177215189873418	0.7974683544303798	0.8164556962025317	0.7658227848101266	0.8290909090909091	0.7911392405063291	0.8979166666666667	0.844311377245509	0.7526881720430108	0.8928262748487468	0.7341772151898734	0.7960199004975125	0.8164556962025317	0.9132546842470507	0.7848101265822784
Comments from VHA Health Care as Health Care Provider: testimony by Barbara Mayerick for NCVHS	0.7839195979899497	0.851063829787234	0.8297872340425532	0.8085106382978723	0.851063829787234	0.776595744680851	0.7659574468085106	0.78125	0.8618181818181818	0.7923076923076923	0.8958333333333334	0.7844311377245509	0.8064516129032258	0.9360414866032843	0.6896551724137931	0.8208955223880597	0.7340425531914894	0.9458709229701596	0.7553956834532374
Testimony before the NCVHS Subcommittee on Standards on the National Health Plan Identifier on behalf of America�s Health Insurance Plans and the Blue Cross and Blue Shield Association	1.0	1.0	0.8043478260869565	0.8152173913043478	0.9293478260869565	1.0	1.0	0.7663043478260869	1.0	1.0	0.8979166666666667	1.0	0.7240143369175627	1.0	0.7391304347826086	1.0	1.0	1.0	0.7391304347826086
Testimony By The American Medical Association	0.864321608040201	0.8666666666666667	0.7763157894736842	0.8333333333333334	0.8444444444444444	0.7796610169491526	0.7922077922077922	0.84375	0.9054545454545454	0.823076923076923	0.9375	0.8383233532934131	0.8853046594982079	0.9662921348314607	0.8017241379310345	0.8606965174129353	0.8571428571428571	0.970853573907009	0.8201438848920863
2010 AFP Electronic Payments: Report of Survey Results	0.8542713567839196	0.8148148148148148	0.8421052631578947	0.8333333333333334	0.8333333333333334	0.864406779661017	0.8311688311688312	0.796875	0.8981818181818182	0.8	0.9395833333333333	0.8562874251497006	0.8637992831541219	0.9593777009507347	0.8103448275862069	0.8606965174129353	0.8571428571428571	0.9666897987508675	0.8129496402877698
An Updated Surve of Health Care Claims Receipt and Processing Times	0.7788944723618091	0.8208955223880597	0.8552631578947368	0.7313432835820896	0.835820895522388	0.835820895522388	0.7922077922077922	0.7734375	0.88	0.7846153846153846	0.9083333333333333	0.7724550898203593	0.8279569892473119	0.9481417458945549	0.7155172413793104	0.8308457711442786	0.8059701492537313	0.9583622484385843	0.7841726618705036
Excess Billing and Insurance-Related Administrative Costs	0.7135678391959799	0.8596491228070176	0.7105263157894737	0.7894736842105263	0.8421052631578947	0.864406779661017	0.8051948051948052	0.7890625	0.88	0.8076923076923077	0.9333333333333333	0.8203592814371258	0.8602150537634409	0.9567847882454624	0.8017241379310345	0.8407960199004975	0.8947368421052632	0.9646079111727967	0.7985611510791367
Health Plans' Estimated Costs of Implementing ICD-10 Diagnosis Coding	0.8040201005025126	0.8260869565217391	0.8289473684210527	0.7536231884057971	0.8840579710144928	0.7536231884057971	0.12987012987012986	0.796875	0.8618181818181818	0.7538461538461538	0.925	0.8083832335329342	0.8494623655913979	0.9498703543647364	0.7758620689655172	0.8109452736318408	0.7536231884057971	0.9576682859125607	0.7697841726618705
Project Swipe IT Savings Model	0.8894472361809045	0.21052631578947367	0.8552631578947368	0.75	0.8333333333333334	0.7796610169491526	0.8181818181818182	0.8671875	0.9309090909090909	0.8846153846153846	0.9520833333333333	0.9041916167664671	0.9247311827956989	0.9775280898876404	0.8620689655172413	0.9104477611940298	0.8214285714285714	0.981263011797363	0.8776978417266187
Replacing ICD-9-CM with ICD-10-CM and ICD-10-PCS: Challenges, Estimated Costs and Potential Benefits	0.7889447236180904	0.85	0.84	0.78	0.89	0.8	0.85	0.8046875	0.84	0.823076923076923	0.9166666666666666	0.7964071856287425	0.8387096774193549	0.9394987035436474	0.8275862068965517	0.7960199004975125	0.82	0.9465648854961832	0.8273381294964028
The 2011 Medicare Trusteess Report: The Baby Boomer Tsunami	0.8241206030150754	0.8305084745762712	0.8157894736842105	0.8135593220338984	0.8135593220338984	0.7627118644067796	0.8051948051948052	0.7890625	0.8945454545454545	0.823076923076923	0.9395833333333333	0.844311377245509	0.8637992831541219	0.958513396715644	0.7672413793103449	0.8606965174129353	0.847457627118644	0.9646079111727967	0.8129496402877698
the complexities of physician supply and demand: Projections through 2025 Center for workforce Studies	0.7839195979899497	0.8627450980392157	0.7745098039215687	0.7549019607843137	0.8823529411764706	0.7549019607843137	0.8137254901960784	0.78125	0.8618181818181818	0.8153846153846154	0.9	0.7904191616766467	0.8136200716845878	0.9265341400172861	0.7931034482758621	0.7711442786069652	0.7941176470588235	0.9354614850798056	0.762589928057554
the complexities of physician supply and demand: Projections through 2025 Center for workforce Studies	0.7839195979899497	0.8627450980392157	0.7745098039215687	0.7549019607843137	0.8823529411764706	0.7549019607843137	0.8137254901960784	0.78125	0.8618181818181818	0.8153846153846154	0.9	0.7904191616766467	0.8136200716845878	0.9265341400172861	0.7931034482758621	0.7711442786069652	0.7941176470588235	0.9354614850798056	0.762589928057554
The Impact of Health Care Reform on the Future Supply and Demand for Physicians Updated Projections Through 2025	0.7939698492462312	0.8571428571428571	0.7589285714285714	0.7857142857142857	0.875	0.7589285714285714	0.7857142857142857	0.8125	0.8472727272727273	0.7769230769230769	0.9041666666666667	0.7604790419161677	0.7956989247311828	0.9204840103716508	0.7586206896551724	0.7910447761194029	0.7410714285714286	0.9326856349757113	0.7553956834532374
The Impact of Implementing ICD-10 on Physician Practices and Clinical Laboratories: A Report to the ICD-10 Coalition	0.7788944723618091	0.8706896551724138	0.7241379310344828	0.7586206896551724	0.8879310344827587	0.7241379310344828	0.8189655172413793	0.8359375	0.8472727272727273	0.7923076923076923	0.9020833333333333	0.7844311377245509	0.7813620071684588	0.9239412273120138	0.8706896551724138	0.7512437810945274	0.8017241379310345	0.9326856349757113	0.7338129496402878
The National Progress Report on Healthcare Efficiency, 2010	0.8291457286432161	0.7966101694915254	0.7894736842105263	0.7627118644067796	0.8305084745762712	0.8305084745762712	0.8181818181818182	0.78125	0.8909090909090909	0.7923076923076923	0.93125	0.8083832335329342	0.8566308243727598	0.9541918755401901	0.75	0.845771144278607	0.8135593220338984	0.9632199861207494	0.7985611510791367
Version 5010 and ID-10 Readiness Assessment: Conducted among Health Care Providers, payers, and Vendors for the Centers for Medicare & Medicaid Services	0.7537688442211056	0.8881578947368421	0.7828947368421053	0.7894736842105263	0.9144736842105263	0.7960526315789473	0.8092105263157895	0.7828947368421053	0.8327272727272728	0.8026315789473685	0.8916666666666667	0.7964071856287425	0.7491039426523297	0.8928262748487468	0.7105263157894737	0.7860696517412935	0.8157894736842105	0.9139486467730743	0.7960526315789473
2010 AFP Electronic Payments: Report of Survey Results	0.8542713567839196	0.8148148148148148	0.8421052631578947	0.8333333333333334	0.8333333333333334	0.864406779661017	0.8311688311688312	0.796875	0.8981818181818182	0.8	0.9395833333333333	0.8562874251497006	0.8637992831541219	0.9593777009507347	0.8103448275862069	0.8606965174129353	0.8571428571428571	0.9666897987508675	0.8129496402877698
Aetna Fourth Quarter 2011 Earnings Call Webcast (transcript)	0.8442211055276382	0.8	0.8421052631578947	0.7666666666666667	0.85	0.8666666666666667	0.8311688311688312	0.53125	0.8909090909090909	0.8	0.9354166666666667	0.8263473053892215	0.8637992831541219	0.9559204840103717	0.7844827586206896	0.8208955223880597	0.7666666666666667	0.9618320610687023	0.7985611510791367
An Updated Survey of Health Care Claims Receipt and Processing Times	0.7788944723618091	0.8235294117647058	0.8552631578947368	0.7352941176470589	0.8382352941176471	0.8382352941176471	0.7922077922077922	0.7734375	0.88	0.7846153846153846	0.9104166666666667	0.7784431137724551	0.8279569892473119	0.9481417458945549	0.7155172413793104	0.835820895522388	0.8088235294117647	0.9583622484385843	0.7913669064748201
CMS Hints at Delay in ICD-10 Implementation Deadline	0.8492462311557789	0.8269230769230769	0.7763157894736842	0.7884615384615384	0.8653846153846154	0.7796610169491526	0.7272727272727273	0.8125	0.8909090909090909	0.7846153846153846	0.9375	0.8023952095808383	0.8781362007168458	0.9611063094209161	0.7413793103448276	0.845771144278607	0.8214285714285714	0.9666897987508675	0.7769784172661871
Edifecs poll, 2012: And February 28, 2012 Letter In Regards to ICD-10, Implementation Date Delay to Denise M. Buenning, Director	0.7939698492462312	0.8671875	0.796875	0.8046875	0.8984375	0.7890625	0.75	0.875	0.8327272727272728	0.8384615384615385	0.9020833333333333	0.8143712574850299	0.7956989247311828	0.9170267934312878	0.84375	0.7860696517412935	0.8203125	0.9271339347675226	0.8201438848920863
Examining the Cost of Implementing ICD-10	0.864321608040201	0.9024390243902439	0.75	0.75	0.8536585365853658	0.7796610169491526	0.5844155844155844	0.8515625	0.9054545454545454	0.823076923076923	0.95	0.8622754491017964	0.9032258064516129	0.9697493517718236	0.8017241379310345	0.8805970149253731	0.7857142857142857	0.9750173490631506	0.8345323741007195
ICD-10 Frequently Asked Questions	0.9095477386934674	0.8947368421052632	0.8552631578947368	0.8125	0.8181818181818182	0.8305084745762712	0.8701298701298701	0.859375	0.9309090909090909	0.9	0.9666666666666667	0.8622754491017964	0.921146953405018	0.9766637856525497	0.8448275862068966	0.9154228855721394	0.875	0.981263011797363	0.8561151079136691
Letter to Kathleen G. Sebelius, Secretary, U.S. Department of Health and Human Services	0.7889447236180904	0.8505747126436781	0.8045977011494253	0.7816091954022989	0.8735632183908046	0.7586206896551724	0.8275862068965517	0.765625	0.8690909090909091	0.7846153846153846	0.9125	0.8203592814371258	0.8207885304659498	0.9369057908383751	0.7413793103448276	0.7810945273631841	0.7586206896551724	0.945176960444136	0.7553956834532374
National Health Plan Identifier White Paper	0.864321608040201	0.8604651162790697	0.7631578947368421	0.8125	0.813953488372093	0.8135593220338984	0.8051948051948052	0.8125	0.9127272727272727	0.8153846153846154	0.93125	0.8562874251497006	0.8781362007168458	0.9645635263612792	0.7931034482758621	0.8557213930348259	0.7321428571428571	0.9715475364330326	0.8129496402877698
Oregon Provider and Payer Survey: Overhauling the US Healthcare Payment System	0.7989949748743719	0.8076923076923077	0.7948717948717948	0.7948717948717948	0.8461538461538461	0.7307692307692307	0.8846153846153846	0.75	0.8836363636363637	0.8	0.91875	0.7724550898203593	0.8422939068100358	0.9438202247191011	0.7413793103448276	0.8009950248756219	0.782051282051282	0.952116585704372	0.762589928057554
Survey: ICD-10 Brief Progress	0.9095477386934674	0.8421052631578947	0.881578947368421	0.8125	0.8275862068965517	0.864406779661017	0.8701298701298701	0.890625	0.9490909090909091	0.9	0.9604166666666667	0.8862275449101796	0.931899641577061	0.9783923941227312	0.8793103448275862	0.9253731343283582	0.875	0.9833448993754337	0.9064748201438849
Survey: Industry Reaction to Potential Delay of ICD-10 - A Delay will be Costly, but Manageable Unless it's more than a Year	0.7889447236180904	0.8467741935483871	0.7903225806451613	0.8145161290322581	0.8951612903225806	0.7983870967741935	0.7903225806451613	0.8515625	0.8327272727272728	0.8	0.8958333333333334	0.7784431137724551	0.7813620071684588	0.9170267934312878	0.8306451612903226	0.7512437810945274	0.7983870967741935	0.9319916724496877	0.7985611510791367
The 2011 Medicare Trustees Report: The Baby Boomer Tsunami	0.8241206030150754	0.8275862068965517	0.8157894736842105	0.8103448275862069	0.8103448275862069	0.7627118644067796	0.8051948051948052	0.7890625	0.8981818181818182	0.823076923076923	0.9416666666666667	0.844311377245509	0.8673835125448028	0.958513396715644	0.7672413793103449	0.8606965174129353	0.8448275862068966	0.9653018736988203	0.8129496402877698
WellPoint Fourth Quarter 2011 Results Conference Call (transcript)	0.8442211055276382	0.8484848484848485	0.8289473684210527	0.7727272727272727	0.8333333333333334	0.8484848484848485	0.8311688311688312	0.6640625	0.88	0.7846153846153846	0.9291666666666667	0.8203592814371258	0.8530465949820788	0.9507346585998271	0.7758620689655172	0.8258706467661692	0.8181818181818182	0.9590562109646079	0.7913669064748201
Comments from VHA Health Care as Healthe Care Provider	0.8291457286432161	0.8333333333333334	0.8157894736842105	0.8148148148148148	0.8333333333333334	0.8135593220338984	0.7922077922077922	0.7890625	0.8836363636363637	0.8076923076923077	0.91875	0.8143712574850299	0.8637992831541219	0.9567847882454624	0.75	0.8407960199004975	0.7857142857142857	0.9659958362248439	0.7769784172661871
Testimony before the NCVHS Subcommittee on Standards on the National Health Plan Identifier on behalf of America�s Health Insurance Plans and the Blue Cross and Blue Shield Association	1.0	1.0	0.8043478260869565	0.8152173913043478	0.9293478260869565	1.0	1.0	0.7663043478260869	1.0	1.0	0.8979166666666667	1.0	0.7240143369175627	1.0	0.7391304347826086	1.0	1.0	1.0	0.7391304347826086
Ambulatory Medical Care Utilization Estimates for 2007	0.8442211055276382	0.7962962962962963	0.8026315789473685	0.8148148148148148	0.8333333333333334	0.8813559322033898	0.7922077922077922	0.828125	0.8909090909090909	0.8153846153846154	0.9333333333333333	0.8383233532934131	0.8637992831541219	0.9567847882454624	0.7844827586206896	0.8507462686567164	0.8928571428571429	0.9673837612768911	0.7769784172661871
What Does it cost physician practices to interact with health insurance plans?	0.7839195979899497	0.8205128205128205	0.8589743589743589	0.7948717948717948	0.8589743589743589	0.7692307692307693	0.8717948717948718	0.71875	0.850909090909091	0.7769230769230769	0.90625	0.7964071856287425	0.8028673835125448	0.9386343993085566	0.7068965517241379	0.7512437810945274	0.717948717948718	0.9486467730742539	0.7410071942446043
What does it cost physician practices to interact with health insurance plans?	0.7839195979899497	0.8205128205128205	0.8589743589743589	0.7948717948717948	0.8589743589743589	0.7692307692307693	0.8717948717948718	0.71875	0.8545454545454545	0.7769230769230769	0.9041666666666667	0.7964071856287425	0.8028673835125448	0.9386343993085566	0.7068965517241379	0.7512437810945274	0.717948717948718	0.9486467730742539	0.7410071942446043
