	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
The Impact of Obesity on Wages	0.8383838383838383	0.859504132231405	0.8561151079136691	0.8390804597701149	0.7719298245614035	0.8181818181818182	0.8333333333333334	0.7532467532467533	0.7590361445783133	0.7757009345794392	0.8383838383838383	0.7222222222222222	0.7884615384615384	0.2	0.7636363636363637	0.7640449438202247	0.7	0.81	0.8076923076923077	0.9147286821705426	0.8558558558558559	0.9303135888501742	0.7735849056603774	0.8333333333333334	0.8222222222222222	0.7640449438202247	0.7468354430379747	0.8367346938775511	0.8125	0.8421052631578947	0.7721518987341772	0.6904761904761905	0.8235294117647058	0.8627450980392157	0.8584070796460177	0.7333333333333333	0.8225806451612904	0.8157894736842105	0.85	0.7971014492753623	0.8559322033898306
Doing it Now or Later	0.8585858585858586	0.859504132231405	0.8920863309352518	0.8390804597701149	0.8421052631578947	0.8484848484848485	0.2857142857142857	0.8311688311688312	0.8433734939759037	0.8691588785046729	0.8484848484848485	0.8518518518518519	0.8269230769230769	0.8333333333333334	0.7818181818181819	0.8651685393258427	0.8285714285714286	0.85	0.8205128205128205	0.9341085271317829	0.8648648648648649	0.9407665505226481	0.7924528301886793	0.7222222222222222	0.8444444444444444	0.8651685393258427	0.8481012658227848	0.8571428571428571	0.75	0.8421052631578947	0.8481012658227848	0.7857142857142857	0.7058823529411765	0.8529411764705882	0.8495575221238938	0.7555555555555555	0.8064516129032258	0.8157894736842105	0.84	0.7971014492753623	0.864406779661017
The Economics of Immediate Gratification	0.8282828282828283	0.7851239669421488	0.8057553956834532	0.8045977011494253	0.7894736842105263	0.8181818181818182	0.825	0.7662337662337663	0.8192771084337349	0.7476635514018691	0.8181818181818182	0.7777777777777778	0.7884615384615384	0.625	0.8363636363636363	0.7415730337078652	0.7285714285714285	0.75	0.8205128205128205	0.8798449612403101	0.8468468468468469	0.9059233449477352	0.8301886792452831	0.825	0.7888888888888889	0.7528089887640449	0.759493670886076	0.7448979591836735	0.825	0.8552631578947368	0.810126582278481	0.8571428571428571	0.8	0.8333333333333334	0.8141592920353983	0.8222222222222222	0.7903225806451613	0.7894736842105263	0.82	0.8115942028985508	0.8220338983050848
Mandatory Menu Labeling in One Fast-Food Chain in King County, Washington	0.8585858585858586	0.7355371900826446	0.7769784172661871	0.7816091954022989	0.821917808219178	0.7575757575757576	0.8493150684931506	0.8051948051948052	0.7951807228915663	0.7663551401869159	0.7272727272727273	0.821917808219178	0.7534246575342466	0.821917808219178	0.7671232876712328	0.7752808988764045	0.7945205479452054	0.79	0.7948717948717948	0.8410852713178295	0.8018018018018018	0.8327526132404182	0.7671232876712328	0.7945205479452054	0.7777777777777778	0.797752808988764	0.8354430379746836	0.7959183673469388	0.7945205479452054	0.868421052631579	0.8354430379746836	0.7945205479452054	0.7945205479452054	0.7352941176470589	0.7256637168141593	0.7671232876712328	0.1506849315068493	0.7631578947368421	0.7	0.7945205479452054	0.7288135593220338
The Economics of Obesity	0.8787878787878788	0.8677685950413223	0.8848920863309353	0.8735632183908046	0.8070175438596491	0.8383838383838383	0.8333333333333334	0.8051948051948052	0.8313253012048193	0.7850467289719626	0.8585858585858586	0.7592592592592593	0.8653846153846154	0.4583333333333333	0.7636363636363637	0.8426966292134831	0.7857142857142857	0.8	0.8589743589743589	0.9224806201550387	0.8828828828828829	0.9407665505226481	0.8490566037735849	0.7222222222222222	0.8444444444444444	0.8089887640449438	0.8227848101265823	0.8673469387755102	0.8125	0.881578947368421	0.7974683544303798	0.7857142857142857	0.8823529411764706	0.8431372549019608	0.9026548672566371	0.8222222222222222	0.8225806451612904	0.8157894736842105	0.87	0.8260869565217391	0.8898305084745762
Separating what We Eat from where: Measuring the Effect of Food Away from Home on Diet	0.8383838383838383	0.7851239669421488	0.7553956834532374	0.7931034482758621	0.813953488372093	0.8080808080808081	0.872093023255814	0.8023255813953488	0.8488372093023255	0.794392523364486	0.7777777777777778	0.7558139534883721	0.7674418604651163	0.8255813953488372	0.813953488372093	0.8314606741573034	0.7906976744186046	0.8	0.7790697674418605	0.8217054263565892	0.8018018018018018	0.8257839721254355	0.8023255813953488	0.813953488372093	0.8555555555555555	0.8539325842696629	0.872093023255814	0.8367346938775511	0.7558139534883721	0.7906976744186046	0.8255813953488372	0.7790697674418605	0.6046511627906976	0.696078431372549	0.7610619469026548	0.813953488372093	0.7325581395348837	0.7441860465116279	0.79	0.7906976744186046	0.7457627118644068
Social Dynamics of Obesity	0.8686868686868687	0.8677685950413223	0.8848920863309353	0.8620689655172413	0.8421052631578947	0.8484848484848485	0.7692307692307693	0.8051948051948052	0.8313253012048193	0.822429906542056	0.8282828282828283	0.7592592592592593	0.8461538461538461	0.5769230769230769	0.7272727272727273	0.8539325842696629	0.8428571428571429	0.85	0.8333333333333334	0.9263565891472868	0.8738738738738738	0.926829268292683	0.8113207547169812	0.75	0.8666666666666667	0.8539325842696629	0.810126582278481	0.8673469387755102	0.78125	0.8552631578947368	0.7974683544303798	0.6904761904761905	0.8235294117647058	0.8333333333333334	0.8938053097345132	0.8	0.7903225806451613	0.8157894736842105	0.84	0.8260869565217391	0.8813559322033898
School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth	0.8103448275862069	0.8347107438016529	0.8129496402877698	0.8017241379310345	0.8189655172413793	0.7758620689655172	0.896551724137931	0.7844827586206896	0.7844827586206896	0.8017241379310345	0.7758620689655172	0.7844827586206896	0.7931034482758621	0.8879310344827587	0.8017241379310345	0.7672413793103449	0.7931034482758621	0.8103448275862069	0.7327586206896551	0.8062015503875969	0.8879310344827587	0.7839721254355401	0.8275862068965517	0.8448275862068966	0.7155172413793104	0.7931034482758621	0.6982758620689655	0.7241379310344828	0.8362068965517241	0.8189655172413793	0.7844827586206896	0.7844827586206896	0.8189655172413793	0.7931034482758621	0.7586206896551724	0.8362068965517241	0.7586206896551724	0.6896551724137931	0.7586206896551724	0.75	0.01694915254237288
Measuring the Health of the U.S. Population	0.8383838383838383	0.8016528925619835	0.8201438848920863	0.7701149425287356	0.8245614035087719	0.7676767676767676	0.813953488372093	0.7402597402597403	0.7831325301204819	0.822429906542056	0.7878787878787878	0.7407407407407407	0.8076923076923077	0.7209302325581395	0.8	0.7865168539325843	0.7857142857142857	0.78	0.782051282051282	0.8837209302325582	0.8288288288288288	0.8954703832752613	0.7924528301886793	0.7674418604651163	0.7888888888888889	0.797752808988764	0.8354430379746836	0.7857142857142857	0.2558139534883721	0.7236842105263158	0.7974683544303798	0.6744186046511628	0.7209302325581395	0.7941176470588235	0.7610619469026548	0.8444444444444444	0.7580645161290323	0.7763157894736842	0.77	0.7681159420289855	0.8135593220338984
Why Have Americans Become More Obese	0.8181818181818182	0.8429752066115702	0.8345323741007195	0.8275862068965517	0.7368421052631579	0.7878787878787878	0.8055555555555556	0.6363636363636364	0.7951807228915663	0.8037383177570093	0.8080808080808081	0.7962962962962963	0.7692307692307693	0.7777777777777778	0.7636363636363637	0.8089887640449438	0.8142857142857143	0.82	0.7948717948717948	0.9031007751937985	0.8288288288288288	0.9198606271777003	0.8113207547169812	0.8055555555555556	0.8	0.7865168539325843	0.8354430379746836	0.8163265306122449	0.8333333333333334	0.8157894736842105	0.7848101265822784	0.7857142857142857	0.8055555555555556	0.8137254901960784	0.8407079646017699	0.7555555555555555	0.8387096774193549	0.75	0.81	0.8260869565217391	0.8389830508474576
Will all Americans Become Overweight or Obese? Estimating the Progression and Cost of the US Obesity Epidemic	0.8715596330275229	0.8264462809917356	0.7553956834532374	0.8165137614678899	0.7889908256880734	0.8348623853211009	0.908256880733945	0.29357798165137616	0.6697247706422018	0.7889908256880734	0.8073394495412844	0.7981651376146789	0.7614678899082569	0.8348623853211009	0.7522935779816514	0.7981651376146789	0.7706422018348624	0.7798165137614679	0.7798165137614679	0.810077519379845	0.8648648648648649	0.8083623693379791	0.8073394495412844	0.8165137614678899	0.8073394495412844	0.7798165137614679	0.7614678899082569	0.8440366972477065	0.7889908256880734	0.7798165137614679	0.7889908256880734	0.7889908256880734	0.8256880733944955	0.7981651376146789	0.8141592920353983	0.8165137614678899	0.7889908256880734	0.7431192660550459	0.8256880733944955	0.7614678899082569	0.8135593220338984
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.7927927927927928	0.7933884297520661	0.7697841726618705	0.7477477477477478	0.7927927927927928	0.8108108108108109	0.8918918918918919	0.7657657657657657	0.7747747747747747	0.8108108108108109	0.7837837837837838	0.8108108108108109	0.7837837837837838	0.8828828828828829	0.7927927927927928	0.7567567567567568	0.7837837837837838	0.7837837837837838	0.7837837837837838	0.810077519379845	0.8828828828828829	0.7770034843205574	0.7657657657657657	0.8378378378378378	0.7747747747747747	0.7477477477477478	0.7927927927927928	0.7387387387387387	0.8198198198198198	0.8018018018018018	0.7567567567567568	0.7837837837837838	0.8108108108108109	0.7927927927927928	0.017699115044247787	0.8288288288288288	0.7477477477477478	0.7207207207207207	0.8018018018018018	0.7747747747747747	0.7288135593220338
