	Department of Energy, Energy Information Administration, Transportation Sector Module of the National Energy Modeling System: Model Documentation	Technical Support Document: Fuel Economy Labeling of Motor Vehicle Revisions to Improve Calculation of Fuel Economy Estimates,	The survival rates were calculated from R.L. Polk, National Vehicle Population Profile, 1977-2003; see NHTSA,	Vehicle Survivability and Travel Mileage Schedules,” Office of Regulatory Analysis and Evaluation,	Oil Imports: An Assessment of Benefits and Costs,	"Estimating the Energy Security Benefits of Reduced U.S. Oil Imports,"" Oak Ridge National Laboratory, ORNL/TM-2007/028, Revised July 23,"	Contribution of Working Group II to the Fourth Assessment Report of the IPCC, 17. Available at http://www.ipcc-wg2.org (last accessed 4,	Description of VMT Forecasting Procedure for ‘Car Talk’ Base line Forecasts,” manuscript, Volpe National Transportation Systems Center, U.S. Department of Transportation,	Environmental Protection Agency, MOBILE Motor Vehicle Emission Factor Model, version 6.2,	Uncertainty: A Guide to Dealing with Uncertainty in Quantitative Risk and Policy Analysis”,	CAFE Compliance and Effects Modeling System Documentation,
Annual Energy Outlook 2007	0.44680851063829785	0.5294117647058824	0.5087719298245614	0.4042553191489362	0.4871794871794872	0.4516129032258065	0.5172413793103448	0.5471698113207547	0.4285714285714286	0.44680851063829785	0.4418604651162791
Annual Energy Outlook 2008, Early Release	0.4	0.4444444444444444	0.4666666666666667	0.31999999999999995	0.4285714285714286	0.3846153846153846	0.47540983606557374	0.5	0.3846153846153846	0.36	0.3913043478260869
Annual Energy Review 2006	0.4893617021276596	0.4901960784313726	0.5087719298245614	0.4042553191489362	0.5897435897435898	0.5161290322580645	0.5172413793103448	0.6226415094339622	0.4285714285714286	0.4042553191489362	0.4883720930232558
Climate Change 2007 - Impacts, Adaptation and Vulnerability, Contribution of Working Group II to the Fourth Assessment Report	0.3015873015873016	0.25373134328358204	0.28767123287671237	0.3015873015873016	0.34545454545454546	0.28205128205128205	0.16216216216216217	0.33333333333333337	0.32307692307692304	0.33333333333333337	0.288135593220339
Climate Change 2007: Synthesis Report: Contributions of Working Group I, II, and III to the Fourth Assessment Report of the Intergovernmental Panel on Climate Change	0.28125	0.23529411764705888	0.29729729729729726	0.3125	0.3214285714285714	0.2911392405063291	0.1466666666666666	0.34285714285714286	0.33333333333333337	0.28125	0.30000000000000004
Comparison of Indirect Cost Multipliers for Vehicle Manufacturing 	0.21568627450980393	0.23636363636363633	0.4098360655737705	0.2941176470588235	0.2558139534883721	0.3939393939393939	0.3548387096774194	0.29824561403508776	0.3207547169811321	0.4117647058823529	0.23404255319148937
Cost and Effectiveness Estimates of Technologies Used to Reduce Light-Duty Vehicle Carbon Dioxide Emissions	0.288135593220339	0.17460317460317465	0.3623188405797102	0.22033898305084743	0.4509803921568627	0.29729729729729726	0.37142857142857144	0.32307692307692304	0.34426229508196726	0.3220338983050848	0.3090909090909091
Costs of Effectiveness of Increasing Corporate Average Fuel Economy Standards	0.18518518518518523	0.2068965517241379	0.40625	0.2592592592592593	0.26086956521739135	0.3623188405797102	0.32307692307692304	0.30000000000000004	0.2857142857142857	0.37037037037037035	0.12
Draft Inventory of GHG Emissions and Sinks (1990-1999)	0.3928571428571429	0.43333333333333335	0.3939393939393939	0.4642857142857143	0.45833333333333337	0.43661971830985913	0.4328358208955224	0.4838709677419355	0.48275862068965514	0.4642857142857143	0.42307692307692313
Effectiveness and Impact of Corporate Average Fuel Economy (CAFE) Standards	0.2142857142857143	0.23333333333333328	0.4242424242424242	0.2857142857142857	0.29166666666666663	0.3802816901408451	0.31343283582089554	0.32258064516129037	0.31034482758620685	0.3928571428571429	0.15384615384615385
Estimating the Energy Security Benefits of Reduced U.S. Oil Imports	0.2142857142857143	0.2666666666666667	0.3939393939393939	0.25	0.29166666666666663	0.23943661971830987	0.3731343283582089	0.29032258064516125	0.27586206896551724	0.3571428571428571	0.2692307692307693
Impacts, Adaption and Vulnerability, Contribution of Working Group II to the Fourth Assessement Report	0.2542372881355932	0.2063492063492064	0.3623188405797102	0.2542372881355932	0.2941176470588235	0.3513513513513513	0.19999999999999996	0.29230769230769227	0.3114754098360656	0.288135593220339	0.23636363636363633
Inventory of U.S. Greenhouse Gas Emissions and Sinks 1990-2005	0.3793103448275862	0.4193548387096774	0.32352941176470584	0.4137931034482759	0.48	0.31506849315068497	0.3623188405797102	0.4375	0.4	0.4137931034482759	0.4444444444444444
Mobile Source $ per Ton Estimate	0.26530612244897955	0.28301886792452835	0.4576271186440678	0.30612244897959184	0.41463414634146345	0.40625	0.5	0.38181818181818183	0.4509803921568627	0.5102040816326531	0.28888888888888886
Oil Imports: An Assessment of Benefits and Costs	0.30612244897959184	0.39622641509433965	0.4915254237288136	0.4285714285714286	0.024390243902439046	0.46875	0.4	0.4181818181818182	0.37254901960784315	0.4693877551020408	0.33333333333333337
Oil Improts: An Assessment of Benefits and Costs	0.30612244897959184	0.39622641509433965	0.4915254237288136	0.4285714285714286	0.024390243902439046	0.46875	0.4	0.4181818181818182	0.37254901960784315	0.4693877551020408	0.33333333333333337
Perform Cost and Weight Analysis, Head Protection Air Bag Systems, FMVSS 201	0.30000000000000004	0.3125	0.3142857142857143	0.30000000000000004	0.34615384615384615	0.3866666666666667	0.323943661971831	0.2727272727272727	0.22580645161290325	0.4	0.25
Perspectives on climate change and sustainability	0.28	0.2962962962962963	0.4	0.28	0.38095238095238093	0.3846153846153846	0.34426229508196726	0.3571428571428571	0.3076923076923077	0.28	0.30434782608695654
TAFV Alternative Fuels and Vehicles Choice Model Documentation	0.2692307692307693	0.25	0.3870967741935484	0.2692307692307693	0.36363636363636365	0.4626865671641791	0.39682539682539686	0.31034482758620685	0.2962962962962963	0.34615384615384615	0.25
Teardown Cost Estimates of Automotive Equipment Manufactured to Comply with Motor Vehicle Standard - FMVSS 214(D) - Side Impact Protection, Side Air Bag Features	0.22857142857142854	0.21621621621621623	0.30000000000000004	0.2857142857142857	0.3870967741935484	0.3176470588235294	0.23456790123456794	0.26315789473684215	0.25	0.37142857142857144	0.24242424242424243
Transportation Sector Module of the National Energy Modeling System: Model Documentation 2007	0.10344827586206895	0.22580645161290325	0.32352941176470584	0.27586206896551724	0.4	0.26027397260273977	0.3913043478260869	0.28125	0.3666666666666667	0.3793103448275862	0.2222222222222222
U.S. Automotive Industry Employment Trends	0.2549019607843137	0.34545454545454546	0.4098360655737705	0.33333333333333337	0.34883720930232553	0.36363636363636365	0.4516129032258065	0.368421052631579	0.3584905660377359	0.4117647058823529	0.3191489361702128
Vehicle Survivability and Travel Mileage Schedules	0.28	0.2592592592592593	0.43333333333333335	0.16000000000000003	0.5238095238095238	0.3846153846153846	0.47540983606557374	0.3571428571428571	0.34615384615384615	0.36	0.34782608695652173
Vehicle Survivability and Travel Mileage Schedules	0.28	0.2592592592592593	0.43333333333333335	0.16000000000000003	0.5238095238095238	0.3846153846153846	0.47540983606557374	0.3571428571428571	0.34615384615384615	0.36	0.34782608695652173
Vehicle Weight, Fatality Risk and Crash Compatibility of Model Year 1991-99 Passenger Cars and Light Trucks	0.3125	0.20588235294117652	0.2702702702702703	0.28125	0.4285714285714286	0.31645569620253167	0.2533333333333333	0.2571428571428571	0.33333333333333337	0.375	0.30000000000000004
Staff Report: Initial Statement of Reasons	0.30434782608695654	0.31999999999999995	0.4642857142857143	0.4347826086956522	0.21052631578947367	0.47540983606557374	0.4385964912280702	0.46153846153846156	0.5	0.4782608695652174	0.38095238095238093
Peer Review Report Summary: Estimating the Energy Security Benefits of Reduced U.S. Oil Imports	0.23333333333333328	0.25	0.34285714285714286	0.2666666666666667	0.3076923076923077	0.2533333333333333	0.295774647887324	0.303030303030303	0.25806451612903225	0.2666666666666667	0.3214285714285714
Reducing Greenhouse Gas Emissions from Light-Duty Motor Vehicles	0.23636363636363633	0.22033898305084743	0.3846153846153846	0.23636363636363633	0.44680851063829785	0.34285714285714286	0.3939393939393939	0.34426229508196726	0.29824561403508776	0.3090909090909091	0.2549019607843137
Variable Costs of Fuel Economy Technologies	0.2692307692307693	0.1785714285714286	0.4516129032258065	0.23076923076923073	0.40909090909090906	0.4029850746268657	0.39682539682539686	0.31034482758620685	0.33333333333333337	0.42307692307692313	0.25
Does Britain or the U.S. Have the Right Gasoline Tax?	0.4339622641509434	0.4035087719298246	0.46031746031746035	0.39622641509433965	0.5111111111111111	0.4411764705882353	0.5	0.423728813559322	0.4545454545454546	0.3584905660377359	0.5102040816326531
How to make a car lighter and safer	0.33333333333333337	0.42307692307692313	0.3793103448275862	0.375	0.35	0.46031746031746035	0.38983050847457623	0.40740740740740744	0.4	0.33333333333333337	0.36363636363636365
National Household Transportation Survey	0.26530612244897955	0.3584905660377359	0.35593220338983056	0.30612244897959184	0.41463414634146345	0.40625	0.5	0.38181818181818183	0.4509803921568627	0.3877551020408163	0.37777777777777777
Note on Strategic Cost Dynamics	0.30434782608695654	0.36	0.5357142857142857	0.4347826086956522	0.42105263157894735	0.5081967213114754	0.543859649122807	0.34615384615384615	0.45833333333333337	0.4347826086956522	0.2857142857142857
Regulatory Analysis 	0.36363636363636365	0.41666666666666663	0.5185185185185186	0.31818181818181823	0.38888888888888884	0.5254237288135593	0.49090909090909096	0.48	0.4347826086956522	0.31818181818181823	0.35
The Economics of Energy Security: Theory, Evidence, Policy	0.16981132075471694	0.22807017543859653	0.3650793650793651	0.2075471698113207	0.37777777777777777	0.3529411764705882	0.375	0.3220338983050848	0.3090909090909091	0.28301886792452835	0.26530612244897955
The Value of Saving Travel Time: Departmental Guidance for Conducting Economic Evaluations	0.1785714285714286	0.16666666666666663	0.36363636363636365	0.25	0.33333333333333337	0.3802816901408451	0.34328358208955223	0.29032258064516125	0.3793103448275862	0.3214285714285714	0.23076923076923073
Toward Cost Buydown via Learning-by-Doing for Environmental Energy Technologies	0.26315789473684215	0.21311475409836067	0.3731343283582089	0.26315789473684215	0.3877551020408163	0.3055555555555556	0.3529411764705882	0.33333333333333337	0.3220338983050848	0.33333333333333337	0.28301886792452835
Unpublished analysis of R.L. Polk vehicle registration data	0.34545454545454546	0.288135593220339	0.32307692307692304	0.2727272727272727	0.44680851063829785	0.2857142857142857	0.303030303030303	0.3114754098360656	0.33333333333333337	0.23636363636363633	0.37254901960784315
Vehicle Use and Fuel Economy: How Big is the Rebound Effect	0.3214285714285714	0.2666666666666667	0.4242424242424242	0.2857142857142857	0.41666666666666663	0.3802816901408451	0.3731343283582089	0.3548387096774194	0.3448275862068966	0.3214285714285714	0.3076923076923077
Joint Press Release of the Council of Economic Advisors, the Department of the Treasury, and the Office of Management and Budget	0.180327868852459	0.19999999999999996	0.352112676056338	0.180327868852459	0.28301886792452835	0.26315789473684215	0.33333333333333337	0.25373134328358204	0.23809523809523814	0.2786885245901639	0.19298245614035092
National Vehicle Population Profile, 1977-2003	0.40740740740740744	0.4482758620689655	0.21875	0.4444444444444444	0.4782608695652174	0.3913043478260869	0.3846153846153846	0.43333333333333335	0.4642857142857143	0.4814814814814815	0.48
Transportation Energy Data Book: Edition 26	0.31999999999999995	0.40740740740740744	0.5333333333333333	0.43999999999999995	0.38095238095238093	0.4461538461538461	0.5081967213114754	0.3928571428571429	0.3846153846153846	0.4	0.3913043478260869
49 USC 32902(f)	0.8536585365853658	0.8222222222222222	0.7254901960784313	0.8536585365853658	0.8181818181818181	0.75	0.7692307692307692	0.7872340425531915	0.9069767441860466	0.9024390243902439	0.7837837837837838
71 Fed Reg 17566, 17669-70	0.7674418604651163	0.7446808510638299	0.6226415094339622	0.7209302325581395	0.7714285714285715	0.6896551724137931	0.6296296296296297	0.7551020408163265	0.6888888888888889	0.7209302325581395	0.6923076923076923
71 FR 17596-97	0.9473684210526316	0.8571428571428572	0.75	0.8947368421052632	0.9333333333333333	0.8490566037735849	0.7551020408163265	0.9090909090909091	0.85	0.8947368421052632	0.8823529411764706
71 FR 77871	0.9428571428571428	0.8461538461538461	0.8222222222222222	0.8857142857142857	0.9259259259259259	0.84	0.782608695652174	0.9024390243902439	0.8918918918918919	0.8857142857142857	0.8709677419354839
71 FR 77871 	0.9428571428571428	0.8461538461538461	0.8222222222222222	0.8857142857142857	0.9259259259259259	0.84	0.782608695652174	0.9024390243902439	0.8918918918918919	0.8857142857142857	0.8709677419354839
71 FR 77872	0.9444444444444444	0.85	0.782608695652174	0.8888888888888888	0.9285714285714286	0.803921568627451	0.7446808510638299	0.9047619047619048	0.8421052631578947	0.8888888888888888	0.875
72 FR 23899	0.9459459459459459	0.8536585365853658	0.7446808510638299	0.8918918918918919	0.9310344827586207	0.7692307692307692	0.7916666666666666	0.9069767441860466	0.8461538461538461	0.8918918918918919	0.8787878787878788
Federal Register Vol. 72, #83	0.52	0.4814814814814815	0.43333333333333335	0.43999999999999995	0.47619047619047616	0.4461538461538461	0.4426229508196722	0.4642857142857143	0.3846153846153846	0.48	0.4782608695652174
Fuel Economy Labeling of Motor Vehicles: Revisions to Improve Calculations of Fuel Economy Estimates 	0.24137931034482762	0.06451612903225812	0.4117647058823529	0.24137931034482762	0.36	0.31506849315068497	0.30434782608695654	0.34375	0.2666666666666667	0.3793103448275862	0.2592592592592593
Corporate Average Fuel Economy and CAFE Reform for MY 2008-2011 Light Trucks	0.28125	0.23529411764705888	0.2702702702702703	0.28125	0.4285714285714286	0.240506329113924	0.28	0.34285714285714286	0.303030303030303	0.375	0.2666666666666667
Oil Prices, Energy Security, and Import Policy 	0.1923076923076923	0.2857142857142857	0.4193548387096774	0.2692307692307693	0.2727272727272727	0.34328358208955223	0.39682539682539686	0.31034482758620685	0.2592592592592593	0.34615384615384615	0.20833333333333337
Learning Curves in Manufacturing 	0.4222222222222223	0.34693877551020413	0.5272727272727273	0.37777777777777777	0.45945945945945943	0.5	0.5	0.4509803921568627	0.44680851063829785	0.4666666666666667	0.36585365853658536
The Effect of Annual Changes in Automobile Fuel Economy Standards	0.18518518518518523	0.2068965517241379	0.40625	0.18518518518518523	0.34782608695652173	0.3623188405797102	0.3538461538461538	0.30000000000000004	0.3214285714285714	0.37037037037037035	0.16000000000000003
An Overlapping Choice Set Model of Automotive Price Elasticities	0.19999999999999996	0.2542372881355932	0.3538461538461538	0.19999999999999996	0.276595744680851	0.34285714285714286	0.33333333333333337	0.3114754098360656	0.26315789473684215	0.34545454545454546	0.17647058823529416
The marginal damage costs of carbon dioxide emissions: an assessment of the uncertainties	0.24	0.2962962962962963	0.43333333333333335	0.28	0.33333333333333337	0.41538461538461535	0.3770491803278688	0.3928571428571429	0.42307692307692313	0.36	0.34782608695652173
The Demand for Vehicle Use in the Urban Household Sector: Theory and Empirical Evidence	0.19298245614035092	0.180327868852459	0.34328358208955223	0.22807017543859653	0.3877551020408163	0.33333333333333337	0.4117647058823529	0.3015873015873016	0.38983050847457623	0.33333333333333337	0.28301886792452835
Gasoline Price Expectations and the Used Automobile Market: A Rational Expectations Asset Price Approach	0.2857142857142857	0.33333333333333337	0.3939393939393939	0.3214285714285714	0.375	0.3802816901408451	0.31343283582089554	0.3870967741935484	0.3793103448275862	0.25	0.34615384615384615
Fuel Economy Rebound Effect for U.S. Household Vehicles	0.33333333333333337	0.27586206896551724	0.375	0.2592592592592593	0.4782608695652174	0.3623188405797102	0.41538461538461535	0.33333333333333337	0.3571428571428571	0.40740740740740744	0.31999999999999995
Market Price and Income Elasticities of New Vehicle Demands	0.24528301886792447	0.33333333333333337	0.3650793650793651	0.3584905660377359	0.37777777777777777	0.4117647058823529	0.40625	0.3220338983050848	0.3090909090909091	0.3584905660377359	0.34693877551020413
Energy and Security: Externalities and Policies	0.26530612244897955	0.3584905660377359	0.4915254237288136	0.30612244897959184	0.41463414634146345	0.46875	0.4666666666666667	0.38181818181818183	0.37254901960784315	0.30612244897959184	0.28888888888888886
The Production Recipes Approach to Modeling Technological Innovation: An Application to Learning by Doing	0.19298245614035092	0.180327868852459	0.3731343283582089	0.22807017543859653	0.3877551020408163	0.33333333333333337	0.32352941176470584	0.3650793650793651	0.288135593220339	0.22807017543859653	0.3207547169811321
Causal Influence of Car Mass and Size on Driver Fatality Risk	0.2962962962962963	0.24137931034482762	0.4375	0.2962962962962963	0.3913043478260869	0.3913043478260869	0.3846153846153846	0.30000000000000004	0.3928571428571429	0.33333333333333337	0.24
