	We are chronically sleep deprived.	Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline.	Sleepiness as a consequence of shift work.	Concepts and Models of Sleep Regulation: An overview&quot;,	Homeostatic and circadian components of sUbjective alertness interact in a non-additive manner&quot;,	Bimodal distribution of REM sleep latency during forced desynchrony: model implications&quot;,	Review of fatigue detection and prediction technologies._	Effects of loading and unloading cargo on commercial truck driver alertness and performance~ Federal Motor Carrier Safety Administration FMCSA	Pay for Safety: An Economic Alternative for Truck Driver Safety&quot;,	Commercial Motor Vehicle Driver Fatigue, Alertness, and Countermeasures Survey.&quot; Sponsored by U.S. Department of Transportation, Federal Highway Administration.	A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features,'&quot; OOIDA Foundation,	A Survey of Private Fleets on their Use of Three New 'Hours of Service Features,'&quot;	06 P a 00 00 I' IS 00 os , Ii 00 i~l 1. ________ ~ ____ . ___ .. _ .1 The 'regular' driver, in addition to showing a higher overall effectiveness, also shows much less
Effects of loading and unloading cargo on commercial truck driver alertness and performance	0.45833333333333337	0.43999999999999995	0.4	0.4516129032258065	0.4137931034482759	0.4193548387096774	0.31999999999999995	0.2592592592592593	0.4838709677419355	0.5384615384615384	0.6	0.6111111111111112	0.5
Effects of operating practices on commercial driver alertness	0.40909090909090906	0.3913043478260869	0.48	0.4666666666666667	0.4285714285714286	0.43333333333333335	0.33333333333333337	0.33333333333333337	0.5483870967741935	0.5526315789473684	0.6153846153846154	0.6285714285714286	0.5151515151515151
Effects of sleep schedules on commercial motor vehicle driver performance	0.36363636363636365	0.34782608695652173	0.375	0.4838709677419355	0.3928571428571429	0.4	0.29166666666666663	0.3571428571428571	0.5161290322580645	0.5263157894736843	0.5526315789473684	0.5588235294117647	0.48484848484848486
FMCSA's Strategy	0.76	0.6799999999999999	0.7407407407407407	0.6451612903225806	0.8235294117647058	0.7352941176470589	0.7586206896551724	0.5357142857142857	0.7575757575757576	0.6578947368421053	0.6842105263157895	0.6666666666666667	0.75
Impact of LocaiiSH Operations on Driver Fatigue: Final Report	0.6129032258064516	0.59375	0.5161290322580645	0.4571428571428572	0.5142857142857142	0.5135135135135135	0.4516129032258065	0.4411764705882353	0.5277777777777778	0.5	0.4878048780487805	0.5641025641025641	0.5384615384615384
Literature Review Relating to Proposed Revisions to the Hours of Service Regulation for Commercial Motor Vehicle Drivers	0.5625	0.5	0.46875	0.37142857142857144	0.5135135135135135	0.4736842105263158	0.3548387096774194	0.4	0.5641025641025641	0.35	0.4883720930232558	0.525	0.46153846153846156
National Institute of Health website	0.64	0.56	0.45833333333333337	0.6363636363636364	0.5666666666666667	0.6060606060606061	0.5	0.6666666666666667	0.7058823529411764	0.6153846153846154	0.6052631578947368	0.53125	0.5882352941176471
Unit Costs of Medium and Heavy Truck Crashes	0.5185185185185186	0.3846153846153846	0.5172413793103448	0.5428571428571429	0.46875	0.5142857142857142	0.5	0.3870967741935484	0.5294117647058824	0.42105263157894735	0.4473684210526315	0.48571428571428577	0.5405405405405406
Wage Adjustments in Local Labor Markets: Do the Wage Rates in all Industries Adjust?	0.59375	0.5757575757575757	0.5882352941176471	0.5263157894736843	0.5789473684210527	0.45945945945945943	0.5294117647058824	0.5135135135135135	0.5897435897435898	0.5555555555555556	0.6382978723404256	0.6818181818181819	0.5952380952380952
Employer Costs for Employee Compensation, December 2009	0.5714285714285714	0.3846153846153846	0.5666666666666667	0.5833333333333333	0.5151515151515151	0.47058823529411764	0.59375	0.48484848484848486	0.5294117647058824	0.5365853658536586	0.5952380952380952	0.641025641025641	0.6153846153846154
Large Truck and Bus Crash Facts 200S	0.6896551724137931	0.6206896551724138	0.5862068965517242	0.6388888888888888	0.7297297297297297	0.6486486486486487	0.6129032258064516	0.5454545454545454	0.7027027027027026	0.6190476190476191	0.6428571428571428	0.6578947368421053	0.5945945945945945
Pay for Safety: An Economic Alternative for Truck Driver Safety	0.6206896551724138	0.5517241379310345	0.5172413793103448	0.5428571428571429	0.6	0.5555555555555556	0.59375	0.3870967741935484	0.14814814814814814	0.5365853658536586	0.5609756097560976	0.48571428571428577	0.5405405405405406
Preliminary Regulatory Evaluation and Regulatory Flexibility Act Analysis, Hours of Service NPRM	0.6176470588235294	0.5151515151515151	0.6111111111111112	0.43243243243243246	0.4864864864864865	0.4054054054054054	0.5142857142857142	0.32352941176470584	0.45945945945945943	0.40476190476190477	0.5	0.42105263157894735	0.5121951219512195
Review of fatigue detection and prediction technologies	0.3913043478260869	0.43999999999999995	0.33333333333333337	0.3448275862068966	0.4666666666666667	0.4193548387096774	0.09090909090909094	0.43333333333333335	0.6176470588235294	0.5	0.5641025641025641	0.5294117647058824	0.4545454545454546
supporting statement for the HOS Information Collection Request	0.5862068965517242	0.4642857142857143	0.37037037037037035	0.4242424242424242	0.48484848484848486	0.4411764705882353	0.4137931034482759	0.4545454545454546	0.5833333333333333	0.475	0.46153846153846156	0.5405405405405406	0.5135135135135135
Table of Small Business Size Standards matched to North American Industry Classification System (NAICS) codes	0.59375	0.43333333333333335	0.5454545454545454	0.5641025641025641	0.5789473684210527	0.5	0.5714285714285714	0.4722222222222222	0.5526315789473684	0.4883720930232558	0.47619047619047616	0.5128205128205128	0.525
The effects of sleep schedules on commercial motor vehicle driver performance	0.36363636363636365	0.34782608695652173	0.375	0.4838709677419355	0.3928571428571429	0.4516129032258065	0.29166666666666663	0.4137931034482759	0.5161290322580645	0.4864864864864865	0.5135135135135135	0.5151515151515151	0.4375
A Review of the Federal Motor Carrier Safety Administration's Economic Analysis for its Proposed Hours of Service Standard	0.53125	0.46875	0.48484848484848486	0.38888888888888884	0.5263157894736843	0.4473684210526315	0.4242424242424242	0.2727272727272727	0.5	0.36585365853658536	0.3902439024390244	0.3783783783783784	0.475
A Survey of Owner-Operators and Company Drivers on their Use of Three New 'Hours of Service Features	0.5882352941176471	0.5294117647058824	0.5428571428571429	0.525	0.5	0.6046511627906976	0.5277777777777778	0.43243243243243246	0.55	0.3414634146341463	0.13888888888888884	0.3513513513513513	0.5238095238095238
A Survey of Private Fleets on their Use of Three New 'Hours of Service Features	0.5666666666666667	0.5483870967741935	0.4666666666666667	0.5405405405405406	0.5555555555555556	0.625	0.5	0.48571428571428577	0.48571428571428577	0.42500000000000004	0.368421052631579	0.1333333333333333	0.45945945945945943
A survey of subjective sleep length of shift workers based on time of day of sleep onset	0.4444444444444444	0.4285714285714286	0.3928571428571429	0.4411764705882353	0.40625	0.4117647058823529	0.3214285714285714	0.32258064516129037	0.5142857142857142	0.41025641025641024	0.5121951219512195	0.5135135135135135	0.4864864864864865
Empty Seats and Musical Chairs: Critical Success Factors in Truck Driver Retention	0.5	0.4838709677419355	0.5	0.4444444444444444	0.5789473684210527	0.41666666666666663	0.48484848484848486	0.28125	0.4285714285714286	0.41463414634146345	0.47619047619047616	0.55	0.5609756097560976
Empty Seats and Musical Chairs: Critical Success Factors in Truck Driver Retention	0.5	0.4838709677419355	0.5	0.4444444444444444	0.5789473684210527	0.41666666666666663	0.48484848484848486	0.28125	0.4285714285714286	0.41463414634146345	0.47619047619047616	0.55	0.5609756097560976
Exploratory analysis of motor carrier accident risk and daily driving patterns	0.41666666666666663	0.4	0.4814814814814815	0.5151515151515151	0.4838709677419355	0.4375	0.40740740740740744	0.2857142857142857	0.5	0.55	0.6097560975609756	0.6216216216216216	0.5555555555555556
Fatigue, Sleepiness and Medical Errors, for the Agency for Health Care Research and Quality	0.5483870967741935	0.43333333333333335	0.5	0.3529411764705882	0.5405405405405406	0.37142857142857144	0.4375	0.28125	0.5526315789473684	0.375	0.47619047619047616	0.4736842105263158	0.5609756097560976
Hours of Service Impact Assessment	0.56	0.5384615384615384	0.43999999999999995	0.4838709677419355	0.4482758620689655	0.5882352941176471	0.4814814814814815	0.4137931034482759	0.5161290322580645	0.5263157894736843	0.4722222222222222	0.5151515151515151	0.5294117647058824
Let it Be Palletized: A Portrait of Truck Drivers' Work and Lives	0.5666666666666667	0.59375	0.5625	0.5405405405405406	0.5945945945945945	0.5897435897435898	0.5454545454545454	0.5277777777777778	0.4411764705882353	0.6	0.5909090909090908	0.5263157894736843	0.5384615384615384
Modeling the safety of truck driver service hours using timedependent logistic regression.	0.33333333333333337	0.31999999999999995	0.34615384615384615	0.4545454545454546	0.46875	0.375	0.2692307692307693	0.27586206896551724	0.5294117647058824	0.42105263157894735	0.5609756097560976	0.5675675675675675	0.4571428571428572
Oregelbunndna arbetstider: Sammanfattning av en undersokning av turlistetidsarbetande lokforare.	0.5555555555555556	0.4814814814814815	0.4444444444444444	0.48484848484848486	0.5	0.5	0.4285714285714286	0.4193548387096774	0.5151515151515151	0.525	0.6190476190476191	0.631578947368421	0.48571428571428577
Qualcomm reported sales	0.5238095238095238	0.5	0.5217391304347826	0.6	0.5185185185185186	0.5666666666666667	0.5	0.5357142857142857	0.6774193548387097	0.6578947368421053	0.6842105263157895	0.7058823529411764	0.6363636363636364
The Determinants of Job Satisfaction of Professional Drivers	0.5384615384615384	0.46153846153846156	0.4814814814814815	0.6	0.53125	0.5714285714285714	0.5172413793103448	0.5454545454545454	0.4516129032258065	0.5128205128205128	0.575	0.5	0.47058823529411764
Truck Costing Model for Transportation Managers	0.52	0.43999999999999995	0.4	0.4	0.5161290322580645	0.46875	0.3846153846153846	0.3214285714285714	0.5757575757575757	0.5	0.6	0.6111111111111112	0.5428571428571429
Wage and Employment Adjustment in Local Labor Markets	0.5	0.5333333333333333	0.5483870967741935	0.5277777777777778	0.5	0.4117647058823529	0.53125	0.32258064516129037	0.5555555555555556	0.5238095238095238	0.6444444444444444	0.6585365853658536	0.6341463414634146
Evidence of fatigue and the circadian rhythm in the accident experience	0.45833333333333337	0.43999999999999995	0.5185185185185186	0.5454545454545454	0.5161290322580645	0.4193548387096774	0.3846153846153846	0.3793103448275862	0.53125	0.5384615384615384	0.5641025641025641	0.6111111111111112	0.5428571428571429
Motor Carrier Annual Report	0.6086956521739131	0.5833333333333333	0.5416666666666667	0.4642857142857143	0.6333333333333333	0.5806451612903225	0.52	0.5	0.6451612903225806	0.631578947368421	0.6923076923076923	0.6764705882352942	0.7222222222222222
The 2000 TTS Blue Book of Trucking Companies	0.5714285714285714	0.5	0.40740740740740744	0.5428571428571429	0.6	0.5142857142857142	0.5	0.4375	0.5714285714285714	0.5365853658536586	0.5952380952380952	0.6052631578947368	0.5
The Costs of Driver Turnover	0.6086956521739131	0.5217391304347826	0.5416666666666667	0.6129032258064516	0.6333333333333333	0.6666666666666667	0.52	0.6	0.6	0.5945945945945945	0.5833333333333333	0.59375	0.6060606060606061
The diffusion of hybrid seed corn in two Iowa communities	0.52	0.375	0.46153846153846156	0.5882352941176471	0.5161290322580645	0.46875	0.4444444444444444	0.53125	0.5757575757575757	0.5	0.4864864864864865	0.5294117647058824	0.4545454545454546
Trucking Activity Report	0.5833333333333333	0.6666666666666667	0.5769230769230769	0.5483870967741935	0.65625	0.6060606060606061	0.5	0.48275862068965514	0.5333333333333333	0.6153846153846154	0.641025641025641	0.6176470588235294	0.6666666666666667
What Matters to Drivers	0.5	0.6086956521739131	0.625	0.6774193548387097	0.7	0.6875	0.6	0.6666666666666667	0.7096774193548387	0.6842105263157895	0.7105263157894737	0.696969696969697	0.7058823529411764
A case control study of heavy vehicle drivers' working time and safety	0.46153846153846156	0.3846153846153846	0.40740740740740744	0.4545454545454546	0.5151515151515151	0.47058823529411764	0.33333333333333337	0.33333333333333337	0.48484848484848486	0.46153846153846156	0.4871794871794872	0.4411764705882353	0.4117647058823529
2006 HOS Survey Results	0.7307692307692308	0.75	0.7142857142857143	0.7058823529411764	0.7272727272727273	0.75	0.6896551724137931	0.696969696969697	0.7352941176470589	0.7380952380952381	0.7317073170731707	0.6857142857142857	0.6944444444444444
Work Schedules Before and After 2004 Hours-of- Service Rule Change and Predictors of Reported Rule Violations in 2004: Survey of Long-Distance Truck Drivers	0.5789473684210527	0.6	0.575	0.4883720930232558	0.6	0.5333333333333333	0.525	0.47619047619047616	0.5116279069767442	0.45833333333333337	0.5102040816326531	0.5434782608695652	0.5531914893617021
conversation with Qualcomm sales representative, Angelo Matera, and FMCSA	0.5172413793103448	0.4482758620689655	0.4666666666666667	0.3125	0.5142857142857142	0.4722222222222222	0.4	0.29032258064516125	0.5675675675675675	0.3421052631578947	0.44999999999999996	0.4864864864864865	0.45945945945945943
SIC 4123 trucking except local	0.6551724137931034	0.6333333333333333	0.5	0.5714285714285714	0.6666666666666667	0.6578947368421053	0.5806451612903225	0.5151515151515151	0.6388888888888888	0.6590909090909092	0.6818181818181819	0.7	0.6052631578947368
Electronic On-Board Recorders for Hours-of-Service Compliance	0.5517241379310345	0.48275862068965514	0.5	0.4411764705882353	0.40625	0.4571428571428572	0.43333333333333335	0.375	0.5555555555555556	0.5238095238095238	0.475	0.5897435897435898	0.5641025641025641
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
Docket 19608	0.84	0.8076923076923077	0.7692307692307692	0.8571428571428572	0.8484848484848485	0.8611111111111112	0.8275862068965517	0.8181818181818181	0.78125	0.8604651162790697	0.8571428571428572	0.8648648648648649	0.7714285714285715
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
nan	0.8823529411764706	0.8947368421052632	0.9	0.9285714285714286	0.9230769230769231	0.9310344827586207	0.9090909090909091	0.9259259259259259	0.9259259259259259	0.9459459459459459	0.9444444444444444	0.9333333333333333	0.935483870967742
Electronic On-Board Recorder RIA	0.6	0.5769230769230769	0.6428571428571428	0.6060606060606061	0.625	0.5757575757575757	0.5714285714285714	0.59375	0.6363636363636364	0.7209302325581395	0.65	0.7027027027027026	0.6756756756756757
Hours of Service of Drivers; Driver Rest and Sleep for Safe Operations	0.5	0.5357142857142857	0.4444444444444444	0.3870967741935484	0.4	0.5	0.37037037037037035	0.46875	0.5151515151515151	0.4871794871794872	0.4736842105263158	0.5142857142857142	0.5675675675675675
Regulatory Impact Analysis and Small Business Impact Analysis for Hours of Service Options	0.5172413793103448	0.5	0.5161290322580645	0.4117647058823529	0.47058823529411764	0.4285714285714286	0.4	0.34375	0.5277777777777778	0.46341463414634143	0.44999999999999996	0.5263157894736843	0.5
Regulatory Impact Analysis and Small Business Impact Analysis for Hours of Service Options, in Final Rule, Hours of Service of Drivers	0.5625	0.5	0.5588235294117647	0.41666666666666663	0.4722222222222222	0.43243243243243246	0.4545454545454546	0.3529411764705882	0.4864864864864865	0.3902439024390244	0.375	0.4871794871794872	0.5
Bimodal distribution of REM sleep latency during forced desynchrony: model implications	0.5	0.4285714285714286	0.5	0.4411764705882353	0.5	0.13793103448275867	0.3793103448275862	0.375	0.5555555555555556	0.4878048780487805	0.6136363636363636	0.625	0.5641025641025641
Homeostatic and circadian components of subjective alertness interact in a non-additive manner	0.48	0.46153846153846156	0.4814814814814815	0.5151515151515151	0.1923076923076923	0.48484848484848486	0.40740740740740744	0.4516129032258065	0.5882352941176471	0.5128205128205128	0.5384615384615384	0.5833333333333333	0.5555555555555556
Catastrophes, Sleep, and Public Policy: Consensus Report	0.46153846153846156	0.3846153846153846	0.4642857142857143	0.40625	0.5151515151515151	0.375	0.4482758620689655	0.48484848484848486	0.5294117647058824	0.5	0.5609756097560976	0.5277777777777778	0.5405405405405406
Meta-analysis of the relationship between total sleep deprivation and performance	0.375	0.36	0.4444444444444444	0.48484848484848486	0.4	0.40625	0.37037037037037035	0.4193548387096774	0.6	0.4473684210526315	0.5128205128205128	0.5555555555555556	0.5277777777777778
Effects of sleep deprivation on performance: A meta-analysis	0.41666666666666663	0.4	0.5357142857142857	0.46875	0.43333333333333335	0.4375	0.4642857142857143	0.3448275862068966	0.4516129032258065	0.55	0.5384615384615384	0.5833333333333333	0.5945945945945945
Interactive mathematical models of SUbjective alertness and cognitive throughput in humans	0.4814814814814815	0.4642857142857143	0.4285714285714286	0.47058823529411764	0.33333333333333337	0.4411764705882353	0.3571428571428571	0.40625	0.5833333333333333	0.4358974358974359	0.5	0.5405405405405406	0.4285714285714286
Competition Drives the Trucking Industry	0.5	0.4814814814814815	0.5517241379310345	0.5714285714285714	0.5882352941176471	0.5428571428571429	0.48275862068965514	0.4193548387096774	0.5588235294117647	0.4871794871794872	0.4736842105263158	0.631578947368421	0.5277777777777778
Effects of sleep loss on sustained cognitive performance during a command and control simulation	0.4347826086956522	0.41666666666666663	0.43999999999999995	0.43333333333333335	0.3928571428571429	0.4	0.29166666666666663	0.2962962962962963	0.5161290322580645	0.5263157894736843	0.5897435897435898	0.6	0.48484848484848486
Human sleep: its duration and organization depend on its circadian phase	0.45833333333333337	0.43999999999999995	0.46153846153846156	0.5	0.4666666666666667	0.4193548387096774	0.3846153846153846	0.4838709677419355	0.6176470588235294	0.5384615384615384	0.6	0.6111111111111112	0.5428571428571429
Circadian and sleep/wake dependent aspects of subjective alertness and cognitive performance	0.5357142857142857	0.4642857142857143	0.4285714285714286	0.4242424242424242	0.3870967741935484	0.48571428571428577	0.3571428571428571	0.3548387096774194	0.5833333333333333	0.475	0.5714285714285714	0.6153846153846154	0.5135135135135135
Rotating shift work, sleep and accidents related to sleepiness in hospital nurses	0.48	0.4	0.29166666666666663	0.3666666666666667	0.4838709677419355	0.3870967741935484	0.20833333333333337	0.4516129032258065	0.5882352941176471	0.5128205128205128	0.575	0.5428571428571429	0.47058823529411764
Microcomputer analyses of performance on a portable, using simple visual reaction time task during sustained operations	0.46153846153846156	0.3846153846153846	0.4642857142857143	0.40625	0.3666666666666667	0.32258064516129037	0.3928571428571429	0.27586206896551724	0.48484848484848486	0.42105263157894735	0.5609756097560976	0.5675675675675675	0.5
Tractor-trailer driver fatality: the role of nonconnective rest in a sleep berth	0.34782608695652173	0.4	0.4814814814814815	0.5151515151515151	0.43333333333333335	0.4375	0.40740740740740744	0.5	0.5454545454545454	0.5128205128205128	0.5384615384615384	0.5428571428571429	0.5555555555555556
Displacement of the sleep period and sleep deprivation	0.33333333333333337	0.31818181818181823	0.41666666666666663	0.5161290322580645	0.4285714285714286	0.4838709677419355	0.33333333333333337	0.4482758620689655	0.5483870967741935	0.5135135135135135	0.5405405405405406	0.5882352941176471	0.5151515151515151
Ultrashort Sleep-waking Schedule .3. Gates and forbidden zones for sleep	0.5333333333333333	0.5161290322580645	0.3214285714285714	0.5135135135135135	0.48571428571428577	0.5263157894736843	0.3666666666666667	0.5	0.65	0.47619047619047616	0.5681818181818181	0.575	0.5128205128205128
Sleepiness as a consequence of shift work	0.5	0.48	0.050000000000000044	0.43333333333333335	0.5	0.5	0.36	0.4666666666666667	0.5161290322580645	0.5263157894736843	0.5526315789473684	0.46875	0.5294117647058824
"Sleep loss and performance: no ""safe"" duration of a monotonous task"	0.52	0.43999999999999995	0.33333333333333337	0.4516129032258065	0.4666666666666667	0.46875	0.4444444444444444	0.3793103448275862	0.4838709677419355	0.575	0.6	0.6111111111111112	0.5428571428571429
Manifest sleepiness and the spectral content of the EEG during shift work	0.5	0.4814814814814815	0.31999999999999995	0.4375	0.5454545454545454	0.40625	0.3076923076923077	0.3666666666666667	0.6	0.525	0.6190476190476191	0.5945945945945945	0.5277777777777778
The circadian variation of experimentally displaced sleep	0.31818181818181823	0.30434782608695654	0.46153846153846156	0.5454545454545454	0.4666666666666667	0.46875	0.3846153846153846	0.43333333333333335	0.53125	0.5	0.5263157894736843	0.5294117647058824	0.5
Circadian rhythms in the secretion of cortisol, adrenaline and noradrenaline	0.40909090909090906	0.052631578947368474	0.48	0.5161290322580645	0.48275862068965514	0.43333333333333335	0.46153846153846156	0.4482758620689655	0.5483870967741935	0.5135135135135135	0.5405405405405406	0.5454545454545454	0.5151515151515151
Body temperature and sleep at different times of day	0.4545454545454546	0.36363636363636365	0.45833333333333337	0.5483870967741935	0.4642857142857143	0.4137931034482759	0.43999999999999995	0.4285714285714286	0.5806451612903225	0.5789473684210527	0.6052631578947368	0.6176470588235294	0.5882352941176471
The impact of work practices on fatigue in long distance truck drivers	0.43999999999999995	0.42307692307692313	0.31999999999999995	0.4375	0.4516129032258065	0.4545454545454546	0.24	0.3666666666666667	0.5151515151515151	0.4473684210526315	0.5128205128205128	0.5142857142857142	0.3939393939393939
Multiday driving patterns and motor carrier accident risk: a disaggregate analysis	0.41666666666666663	0.46153846153846156	0.4814814814814815	0.4193548387096774	0.4838709677419355	0.3870967741935484	0.40740740740740744	0.2857142857142857	0.5	0.5128205128205128	0.6097560975609756	0.6216216216216216	0.5555555555555556
Hybrid Corn: An Exploration in the Economics of Technological Change	0.5172413793103448	0.3928571428571429	0.5625	0.5	0.5142857142857142	0.38235294117647056	0.5	0.3939393939393939	0.5277777777777778	0.42500000000000004	0.5238095238095238	0.5641025641025641	0.575
Factors associated with falling asleep at the wheel among long-distance truck drivers	0.46153846153846156	0.4444444444444444	0.34615384615384615	0.4545454545454546	0.4193548387096774	0.47058823529411764	0.2692307692307693	0.33333333333333337	0.5714285714285714	0.46153846153846156	0.4871794871794872	0.5277777777777778	0.4571428571428572
The effects of regularizing sleep-wake schedules on daytime sleepiness 	0.4814814814814815	0.40740740740740744	0.37037037037037035	0.5142857142857142	0.48484848484848486	0.4411764705882353	0.3571428571428571	0.40625	0.5428571428571429	0.475	0.5	0.5405405405405406	0.4722222222222222
Do Electronic Logbooks Contribute to Motor Carrier Safety Performance	0.6451612903225806	0.48275862068965514	0.5	0.5277777777777778	0.5833333333333333	0.4571428571428572	0.5757575757575757	0.32258064516129037	0.4242424242424242	0.4878048780487805	0.6136363636363636	0.5897435897435898	0.5641025641025641
Shiftwork and Performance	0.5833333333333333	0.4347826086956522	0.3913043478260869	0.59375	0.6129032258064516	0.6060606060606061	0.5	0.5333333333333333	0.5333333333333333	0.6153846153846154	0.6052631578947368	0.5757575757575757	0.5
