	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Environmental Benefits and Mapping Program (Version 3.0)	0.4029850746268657	0.32307692307692304	0.30000000000000004	0.28125	0.303030303030303	0.32307692307692304	0.26086956521739135	0.30434782608695654	0.34545454545454546	0.34426229508196726	0.3548387096774194	0.4	0.29166666666666663	0.3214285714285714	0.4042553191489362	0.4	0.4347826086956522	0.2727272727272727	0.3793103448275862	0.37254901960784315	0.36	0.3770491803278688	0.3793103448275862	0.3207547169811321	0.37254901960784315	0.48	0.4098360655737705	0.3571428571428571	0.3846153846153846	0.5087719298245614	0.33333333333333337	0.44680851063829785	0.3191489361702128	0.4339622641509434	0.4	0.6	0.4285714285714286
Expanded Expert Judgment Assessment of the Concentration-Response Relationship Between PM2.5 Exposure and Mortality	0.29729729729729726	0.25	0.25373134328358204	0.323943661971831	0.26027397260273977	0.33333333333333337	0.3584905660377359	0.3207547169811321	0.19354838709677424	0.20588235294117652	0.18840579710144922	0.22807017543859653	0.23636363636363633	0.23809523809523814	0.33333333333333337	0.22807017543859653	0.3207547169811321	0.37254901960784315	0.3538461538461538	0.3448275862068966	0.33333333333333337	0.23529411764705888	0.29230769230769227	0.19999999999999996	0.31034482758620685	0.29824561403508776	0.2647058823529411	0.3015873015873016	0.2222222222222222	0.34375	0.3448275862068966	0.37037037037037035	0.2962962962962963	0.33333333333333337	0.3563218390804598	0.5714285714285714	0.3571428571428571
Guidelines for Preparing Economic  Analyses: External Review Draft	0.24637681159420288	0.28358208955223885	0.29032258064516125	0.303030303030303	0.32352941176470584	0.31343283582089554	0.29166666666666663	0.20833333333333337	0.26315789473684215	0.2698412698412699	0.21875	0.23076923076923073	0.16000000000000003	0.24137931034482762	0.3877551020408163	0.2692307692307693	0.25	0.26086956521739135	0.23333333333333328	0.3207547169811321	0.3076923076923077	0.23809523809523814	0.30000000000000004	0.19999999999999996	0.24528301886792447	0.2692307692307693	0.23809523809523814	0.31034482758620685	0.25373134328358204	0.2542372881355932	0.28301886792452835	0.34693877551020413	0.22448979591836737	0.2727272727272727	0.3414634146341463	0.6216216216216216	0.33333333333333337
Guidelines for Preparing Economic Analyses	0.3548387096774194	0.33333333333333337	0.3090909090909091	0.3220338983050848	0.34426229508196726	0.33333333333333337	0.2682926829268293	0.2682926829268293	0.24	0.2857142857142857	0.29824561403508776	0.24444444444444446	0.023255813953488413	0.2941176470588235	0.33333333333333337	0.24444444444444446	0.2195121951219512	0.23076923076923073	0.28301886792452835	0.30434782608695654	0.28888888888888886	0.3214285714285714	0.39622641509433965	0.25	0.26086956521739135	0.28888888888888886	0.3214285714285714	0.2941176470588235	0.33333333333333337	0.3076923076923077	0.34782608695652173	0.2857142857142857	0.19047619047619047	0.33333333333333337	0.43999999999999995	0.5333333333333333	0.31818181818181823
Integrated Science Assessment for Particulate Matter (External Review Draft)	0.2857142857142857	0.23529411764705888	0.17460317460317465	0.25373134328358204	0.24637681159420288	0.2647058823529411	0.26530612244897955	0.26530612244897955	0.31034482758620685	0.25	0.29230769230769227	0.3584905660377359	0.2941176470588235	0.2542372881355932	0.36	0.3207547169811321	0.30612244897959184	0.3191489361702128	0.2786885245901639	0.2962962962962963	0.39622641509433965	0.28125	0.2786885245901639	0.2857142857142857	0.33333333333333337	0.3584905660377359	0.28125	0.2542372881355932	0.2647058823529411	0.33333333333333337	0.2962962962962963	0.4	0.28	0.3214285714285714	0.32530120481927716	0.631578947368421	0.2692307692307693
Integrated Science Assessment for Sulfur Oxides - Health Criteria (Final Report)	0.2676056338028169	0.24637681159420288	0.21875	0.3529411764705882	0.22857142857142854	0.2753623188405797	0.4	0.31999999999999995	0.288135593220339	0.2615384615384615	0.24242424242424243	0.2592592592592593	0.34615384615384615	0.33333333333333337	0.4117647058823529	0.18518518518518523	0.28	0.45833333333333337	0.29032258064516125	0.34545454545454546	0.33333333333333337	0.2615384615384615	0.3548387096774194	0.29824561403508776	0.34545454545454546	0.2592592592592593	0.29230769230769227	0.2666666666666667	0.2753623188405797	0.34426229508196726	0.38181818181818183	0.33333333333333337	0.2549019607843137	0.29824561403508776	0.33333333333333337	0.5897435897435898	0.24528301886792447
Letter to Recipients of Third Draft EPA PM Criteria Document	0.303030303030303	0.28125	0.288135593220339	0.4285714285714286	0.32307692307692304	0.40625	0.4222222222222223	0.28888888888888886	0.2592592592592593	0.2666666666666667	0.2786885245901639	0.34693877551020413	0.276595744680851	0.09090909090909094	0.34782608695652173	0.26530612244897955	0.33333333333333337	0.39534883720930236	0.368421052631579	0.4	0.34693877551020413	0.2666666666666667	0.26315789473684215	0.34615384615384615	0.36	0.26530612244897955	0.2666666666666667	0.23636363636363633	0.25	0.2857142857142857	0.31999999999999995	0.34782608695652173	0.26086956521739135	0.34615384615384615	0.36708860759493667	0.5294117647058824	0.33333333333333337
Maple Syrup � June 12, 2008: Maple Syrup Production Up 30 Percent Nationwide	1.0	0.4117647058823529	0.4285714285714286	1.0	0.3913043478260869	0.3529411764705882	0.5102040816326531	0.4693877551020408	1.0	0.375	0.41538461538461535	0.4339622641509434	0.4509803921568627	0.423728813559322	0.48	0.5094339622641509	0.4285714285714286	0.5319148936170213	0.34426229508196726	0.40740740740740744	0.39622641509433965	1.0	1.0	0.4642857142857143	0.40740740740740744	0.39622641509433965	0.3125	0.423728813559322	0.32352941176470584	1.0	0.4444444444444444	0.43999999999999995	0.48	0.4285714285714286	1.0	0.6842105263157895	0.46153846153846156
Mercury in fish, bed sediment, and water from streams across the United States, 1998�2005	1.0	0.3529411764705882	0.3650793650793651	1.0	0.3623188405797102	0.3529411764705882	0.5510204081632653	0.4285714285714286	1.0	0.34375	0.3846153846153846	0.39622641509433965	0.4509803921568627	0.423728813559322	0.48	0.4339622641509434	0.4285714285714286	0.4893617021276596	0.3770491803278688	0.2962962962962963	0.3207547169811321	1.0	1.0	0.3571428571428571	0.33333333333333337	0.39622641509433965	0.3125	0.35593220338983056	0.32352941176470584	1.0	0.37037037037037035	0.4	0.4	0.4642857142857143	1.0	0.631578947368421	0.3846153846153846
Off-Highway Vehicle Recreation in the United States, Regions and States: A National Report from the National Survey on Recreation and the Environment	0.16216216216216217	0.25	0.22388059701492535	0.2676056338028169	0.28767123287671237	0.25	0.39622641509433965	0.3584905660377359	0.32258064516129037	0.2647058823529411	0.1594202898550725	0.26315789473684215	0.3090909090909091	0.2698412698412699	0.4444444444444444	0.29824561403508776	0.28301886792452835	0.37254901960784315	0.19999999999999996	0.31034482758620685	0.26315789473684215	0.20588235294117652	0.2615384615384615	0.23333333333333328	0.2068965517241379	0.26315789473684215	0.20588235294117652	0.2698412698412699	0.2222222222222222	0.3125	0.31034482758620685	0.2962962962962963	0.2592592592592593	0.30000000000000004	0.33333333333333337	0.6666666666666667	0.2857142857142857
Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary	0.30434782608695654	0.31343283582089554	0.25806451612903225	0.36363636363636365	0.32352941176470584	0.34328358208955223	0.33333333333333337	0.29166666666666663	0.26315789473684215	0.2698412698412699	0.125	0.1923076923076923	0.28	0.31034482758620685	0.4285714285714286	0.3076923076923077	0.33333333333333337	0.30434782608695654	0.2666666666666667	0.28301886792452835	0.2692307692307693	0.17460317460317465	0.2666666666666667	0.19999999999999996	0.28301886792452835	0.3076923076923077	0.2698412698412699	0.27586206896551724	0.22388059701492535	0.2542372881355932	0.24528301886792447	0.30612244897959184	0.22448979591836737	0.3090909090909091	0.36585365853658536	0.5675675675675675	0.2549019607843137
Profile of the Annual Fall Foliage Tourist in Vermont: Travel Year 2001	0.34328358208955223	0.3538461538461538	0.4	0.375	0.36363636363636365	0.3846153846153846	0.3913043478260869	0.3913043478260869	0.4181818181818182	0.34426229508196726	0.3870967741935484	0.36	0.375	0.3571428571428571	0.4042553191489362	0.31999999999999995	0.3913043478260869	0.31818181818181823	0.3448275862068966	0.4117647058823529	0.4	0.34426229508196726	0.3448275862068966	0.39622641509433965	0.33333333333333337	0.4	0.34426229508196726	0.4285714285714286	0.32307692307692304	0.4035087719298246	0.2941176470588235	0.4042553191489362	0.276595744680851	0.3584905660377359	0.4	0.6	0.34693877551020413
Technical Support Document: Calculating Benefit Per-Ton estimates, Ozone NAAQS Docket #EPA-HQ-OAR-2007-0225-0284	0.27710843373493976	0.23456790123456794	0.3421052631578947	0.35	0.2682926829268293	0.28395061728395066	0.5161290322580645	0.4838709677419355	0.4084507042253521	0.37662337662337664	0.28205128205128205	0.4242424242424242	0.4375	0.3055555555555556	0.4920634920634921	0.3939393939393939	0.4193548387096774	0.5	0.3513513513513513	0.5223880597014925	0.4545454545454546	0.22077922077922074	0.3783783783783784	0.42028985507246375	0.4328358208955224	0.3939393939393939	0.2727272727272727	0.36111111111111116	0.28395061728395066	0.3972602739726028	0.4328358208955224	0.4285714285714286	0.4285714285714286	0.42028985507246375	0.3125	0.6470588235294117	0.41538461538461535
The Benefits and Costs of the Clean Air Act 1990 to 2010: EPA Report to Congress. Office of Air and Radiation, Office of Policy	0.26027397260273977	0.21126760563380287	0.2727272727272727	0.34285714285714286	0.2777777777777778	0.295774647887324	0.3846153846153846	0.42307692307692313	0.3114754098360656	0.28358208955223885	0.20588235294117652	0.3214285714285714	0.2962962962962963	0.25806451612903225	0.4339622641509434	0.2857142857142857	0.34615384615384615	0.4	0.3125	0.4035087719298246	0.3214285714285714	0.22388059701492535	0.34375	0.35593220338983056	0.368421052631579	0.2857142857142857	0.19402985074626866	0.32258064516129037	0.18309859154929575	0.3650793650793651	0.368421052631579	0.3207547169811321	0.3584905660377359	0.35593220338983056	0.3023255813953488	0.6097560975609756	0.38181818181818183
The Benefits and Costs of the Clean Air Act, 1990�2010	1.0	0.3650793650793651	0.4137931034482759	1.0	0.4375	0.46031746031746035	0.5	0.40909090909090906	1.0	0.38983050847457623	0.4	0.41666666666666663	0.4347826086956522	0.33333333333333337	0.4666666666666667	0.375	0.40909090909090906	0.47619047619047616	0.4642857142857143	0.4285714285714286	0.41666666666666663	1.0	1.0	0.4509803921568627	0.3877551020408163	0.33333333333333337	0.35593220338983056	0.37037037037037035	0.3650793650793651	1.0	0.4285714285714286	0.28888888888888886	0.33333333333333337	0.4117647058823529	1.0	0.5151515151515151	0.3191489361702128
Updated Outdoor Recreation Use Values With Emphasis On National Park Recreation. Final Report	0.2941176470588235	0.33333333333333337	0.3114754098360656	0.3538461538461538	0.31343283582089554	0.303030303030303	0.4042553191489362	0.3191489361702128	0.3214285714285714	0.32258064516129037	0.3015873015873016	0.33333333333333337	0.30612244897959184	0.26315789473684215	0.41666666666666663	0.2941176470588235	0.36170212765957444	0.37777777777777777	0.288135593220339	0.3846153846153846	0.2549019607843137	0.32258064516129037	0.3220338983050848	0.33333333333333337	0.34615384615384615	0.33333333333333337	0.29032258064516125	0.368421052631579	0.33333333333333337	0.3793103448275862	0.3076923076923077	0.41666666666666663	0.33333333333333337	0.37037037037037035	0.3827160493827161	0.6111111111111112	0.4
Valuation of Reductions in Human Health Symptoms and Risks.	0.3125	0.3548387096774194	0.33333333333333337	0.34426229508196726	0.3650793650793651	0.3870967741935484	0.4418604651162791	0.2558139534883721	0.3846153846153846	0.3448275862068966	0.3220338983050848	0.276595744680851	0.28888888888888886	0.3207547169811321	0.36363636363636365	0.23404255319148937	0.3023255813953488	0.41463414634146345	0.34545454545454546	0.29166666666666663	0.23404255319148937	0.27586206896551724	0.3090909090909091	0.28	0.29166666666666663	0.276595744680851	0.31034482758620685	0.3207547169811321	0.3548387096774194	0.37037037037037035	0.33333333333333337	0.31818181818181823	0.2727272727272727	0.36	0.4545454545454546	0.625	0.34782608695652173
Willingness to Pay for Environmental Health Risk Reductions when there are Varying Degrees of Life Expectancy: A White Paper	0.21621621621621623	0.3055555555555556	0.31343283582089554	0.295774647887324	0.34246575342465757	0.36111111111111116	0.3584905660377359	0.28301886792452835	0.29032258064516125	0.2941176470588235	0.21739130434782605	0.26315789473684215	0.2727272727272727	0.23809523809523814	0.40740740740740744	0.29824561403508776	0.3207547169811321	0.2941176470588235	0.29230769230769227	0.3793103448275862	0.33333333333333337	0.20588235294117652	0.19999999999999996	0.23333333333333328	0.24137931034482762	0.29824561403508776	0.2647058823529411	0.33333333333333337	0.25	0.28125	0.31034482758620685	0.37037037037037035	0.2592592592592593	0.30000000000000004	0.33333333333333337	0.6666666666666667	0.3571428571428571
A New National Park Visibility Value Estimates	0.4193548387096774	0.4666666666666667	0.4181818181818182	0.288135593220339	0.4098360655737705	0.4	0.31707317073170727	0.41463414634146345	0.36	0.3928571428571429	0.4035087719298246	0.33333333333333337	0.3023255813953488	0.37254901960784315	0.33333333333333337	0.37777777777777777	0.31707317073170727	0.28205128205128205	0.3584905660377359	0.4347826086956522	0.37777777777777777	0.3928571428571429	0.39622641509433965	0.33333333333333337	0.26086956521739135	0.37777777777777777	0.4285714285714286	0.4117647058823529	0.4666666666666667	0.3846153846153846	0.34782608695652173	0.38095238095238093	0.38095238095238093	0.45833333333333337	0.4933333333333333	0.5333333333333333	0.36363636363636365
Ecosystems and Human Well-being: Synthesis	0.375	0.4193548387096774	0.368421052631579	0.4098360655737705	0.39682539682539686	0.4193548387096774	0.39534883720930236	0.39534883720930236	0.34615384615384615	0.3448275862068966	0.288135593220339	0.19148936170212771	0.33333333333333337	0.4339622641509434	0.5	0.36170212765957444	0.34883720930232553	0.31707317073170727	0.34545454545454546	0.29166666666666663	0.23404255319148937	0.27586206896551724	0.34545454545454546	0.24	0.29166666666666663	0.3191489361702128	0.3793103448275862	0.3207547169811321	0.3870967741935484	0.2592592592592593	0.29166666666666663	0.36363636363636365	0.31818181818181823	0.31999999999999995	0.48051948051948057	0.625	0.30434782608695654
