	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Statistics. “Occupational Employment Statistics Query System:	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 72: Sub: Single Unit & Multiunit Firms for the US:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
"""FAQS (Ask Dr. NAICS"""	0.9206349206349206	0.9122807017543859	0.9393939393939394	0.8571428571428571	0.8837209302325582	0.9156626506024096	0.9345794392523364	0.9259259259259259	0.9487179487179487	0.9583333333333334	0.9272727272727272	0.935064935064935	0.9421965317919075	0.9438202247191011	0.9285714285714286	0.9238095238095239	0.8823529411764706	0.9432624113475178	0.9107142857142857	0.8979591836734694	0.9166666666666666	0.8939393939393939	0.8775510204081632	0.9554655870445344	0.8717948717948718	0.8695652173913043	0.93	0.896551724137931	0.9074074074074074	0.9411764705882353	0.9523809523809523	0.8771929824561403	0.9294117647058824	0.9354838709677419	0.9135802469135802	0.9180327868852459	0.9180327868852459	0.9180327868852459	0.9256198347107438	0.868421052631579	0.9242424242424242	0.9369369369369369	0.9019607843137255	0.9380530973451328	0.8666666666666667	0.9193548387096774	0.9078947368421053	0.94	0.9230769230769231	0.9090909090909091	0.8987341772151899	0.8809523809523809	0.927536231884058	0.9032258064516129	0.8947368421052632	0.8947368421052632	0.8947368421052632	0.9047619047619048	0.9069767441860465	0.9113924050632911	0.9230769230769231	0.9158878504672897	0.9230769230769231	0.9032258064516129
"""Occupational Employment Statistics Query System: SOC code 119051, NAICS 7221, 7222, 7224"""	0.8333333333333334	0.8444444444444444	0.8686868686868687	0.9111111111111111	0.8444444444444444	0.8555555555555555	0.8598130841121495	0.8444444444444444	0.8777777777777778	0.8888888888888888	0.8444444444444444	0.8444444444444444	0.815028901734104	0.9111111111111111	0.8777777777777778	0.8761904761904762	0.8444444444444444	0.8156028368794326	0.8111111111111111	0.8877551020408163	0.8444444444444444	0.8111111111111111	0.8555555555555555	0.8299595141700404	0.8555555555555555	0.8777777777777778	0.83	0.8222222222222222	0.8222222222222222	0.8739495798319328	0.9	0.8111111111111111	0.8444444444444444	0.8555555555555555	0.8555555555555555	0.6	0.6	0.6	0.8347107438016529	0.8555555555555555	0.8333333333333334	0.8288288288288288	0.8529411764705882	0.8407079646017699	0.8222222222222222	0.8	0.8111111111111111	0.85	0.8888888888888888	0.8222222222222222	0.8444444444444444	0.8111111111111111	0.8444444444444444	0.8222222222222222	0.8222222222222222	0.8222222222222222	0.8222222222222222	0.9444444444444444	0.8222222222222222	0.8555555555555555	0.8846153846153846	0.8411214953271028	0.8555555555555555	0.7555555555555555
"""Occupational Employment Statistics Query System: SOC code 350000, NAICS 7221,7222,7224"""	0.8409090909090909	0.8409090909090909	0.8585858585858586	0.9090909090909091	0.8409090909090909	0.8636363636363636	0.8504672897196262	0.8522727272727273	0.875	0.8863636363636364	0.8409090909090909	0.8522727272727273	0.8265895953757225	0.9213483146067416	0.875	0.8761904761904762	0.8409090909090909	0.8156028368794326	0.8181818181818182	0.8775510204081632	0.8409090909090909	0.8295454545454546	0.8522727272727273	0.8380566801619433	0.8522727272727273	0.8636363636363636	0.82	0.8409090909090909	0.8181818181818182	0.8739495798319328	0.8977272727272727	0.8068181818181818	0.8522727272727273	0.8522727272727273	0.8636363636363636	0.5909090909090909	0.5909090909090909	0.5909090909090909	0.8347107438016529	0.8522727272727273	0.8409090909090909	0.8288288288288288	0.8431372549019608	0.8407079646017699	0.8181818181818182	0.8068181818181818	0.8181818181818182	0.86	0.8863636363636364	0.8181818181818182	0.8522727272727273	0.8068181818181818	0.8409090909090909	0.8409090909090909	0.8409090909090909	0.8409090909090909	0.8409090909090909	0.9431818181818182	0.8181818181818182	0.8636363636363636	0.8846153846153846	0.8504672897196262	0.8636363636363636	0.7613636363636364
"""Occupational Employment Statistics Query System: SOC code 351012, NAICS 7221,7222, 7224"""	0.8314606741573034	0.8426966292134831	0.8585858585858586	0.9101123595505618	0.8426966292134831	0.8651685393258427	0.8598130841121495	0.8426966292134831	0.8764044943820225	0.8876404494382022	0.8426966292134831	0.8539325842696629	0.8208092485549133	0.9213483146067416	0.8764044943820225	0.8761904761904762	0.8426966292134831	0.8156028368794326	0.8089887640449438	0.8877551020408163	0.8426966292134831	0.8202247191011236	0.8539325842696629	0.8340080971659919	0.8539325842696629	0.8651685393258427	0.82	0.8314606741573034	0.8202247191011236	0.8739495798319328	0.898876404494382	0.8089887640449438	0.8539325842696629	0.8539325842696629	0.8651685393258427	0.5955056179775281	0.5955056179775281	0.5955056179775281	0.8429752066115702	0.8539325842696629	0.8314606741573034	0.8288288288288288	0.8529411764705882	0.8407079646017699	0.8202247191011236	0.8089887640449438	0.8202247191011236	0.86	0.8876404494382022	0.8202247191011236	0.8539325842696629	0.8089887640449438	0.8426966292134831	0.8314606741573034	0.8314606741573034	0.8314606741573034	0.8314606741573034	0.9438202247191011	0.8202247191011236	0.8539325842696629	0.8846153846153846	0.8504672897196262	0.8539325842696629	0.7640449438202247
"""Sector 51: Sub: Single Unit & Multiunit Firms for the US: 2007"" "	0.8923076923076924	0.8	0.797979797979798	0.8307692307692308	0.8153846153846154	0.8072289156626506	0.7663551401869159	0.8307692307692308	0.8	0.8769230769230769	0.8	0.8181818181818182	0.7976878612716763	0.8314606741573034	0.8142857142857143	0.819047619047619	0.7384615384615385	0.7872340425531915	0.8615384615384616	0.8163265306122449	0.8	0.9242424242424242	0.8153846153846154	0.854251012145749	0.8307692307692308	0.8615384615384616	0.78	0.16923076923076924	0.8307692307692308	0.8403361344537815	0.8769230769230769	0.6	0.8117647058823529	0.8	0.8395061728395061	0.8615384615384616	0.8615384615384616	0.8615384615384616	0.8347107438016529	0.7692307692307693	0.8484848484848485	0.7837837837837838	0.8137254901960784	0.7787610619469026	0.8461538461538461	0.8	0.8552631578947368	0.75	0.7564102564102564	0.7792207792207793	0.8354430379746836	0.8	0.855072463768116	0.23076923076923078	0.15384615384615385	0.13846153846153847	0.12307692307692308	0.9230769230769231	0.8	0.7974683544303798	0.8076923076923077	0.8130841121495327	0.8153846153846154	0.8307692307692308
"""Sector 71: Sub: Single Unit & Multiunit Firms for the US: 2007"""	0.90625	0.8125	0.797979797979798	0.828125	0.8125	0.8072289156626506	0.7663551401869159	0.828125	0.796875	0.875	0.8125	0.8311688311688312	0.8034682080924855	0.8314606741573034	0.8	0.8095238095238095	0.734375	0.7872340425531915	0.859375	0.826530612244898	0.796875	0.9242424242424242	0.8125	0.8582995951417004	0.828125	0.859375	0.78	0.140625	0.828125	0.8487394957983193	0.875	0.59375	0.8117647058823529	0.796875	0.8395061728395061	0.859375	0.859375	0.859375	0.8347107438016529	0.765625	0.8333333333333334	0.7837837837837838	0.803921568627451	0.7787610619469026	0.84375	0.796875	0.8421052631578947	0.75	0.7564102564102564	0.7792207792207793	0.8227848101265823	0.796875	0.8405797101449275	0.21875	0.125	0.109375	0.125	0.921875	0.796875	0.7974683544303798	0.8076923076923077	0.8130841121495327	0.8125	0.84375
�Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S: 2007�	0.855072463768116	0.8260869565217391	1.0	0.8405797101449275	0.7971014492753623	0.8313253012048193	1.0	1.0	0.7971014492753623	0.8695652173913043	0.7971014492753623	0.8441558441558441	1.0	1.0	1.0	0.819047619047619	0.7536231884057971	1.0	0.8695652173913043	1.0	1.0	1.0	1.0	1.0	1.0	0.8695652173913043	0.82	0.18840579710144928	1.0	1.0	1.0	0.6086956521739131	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.782608695652174	0.8260869565217391	1.0	0.8235294117647058	1.0	0.855072463768116	0.782608695652174	0.868421052631579	0.78	1.0	1.0	1.0	0.782608695652174	1.0	0.10144927536231885	0.2028985507246377	0.2028985507246377	0.2028985507246377	0.9130434782608695	0.7971014492753623	1.0	1.0	1.0	0.8260869565217391	0.8260869565217391
County Business Patterns, United States NAICS 722, 2000-2008	0.9047619047619048	0.8666666666666667	0.8484848484848485	0.85	0.8333333333333334	0.8313253012048193	0.8037383177570093	0.8666666666666667	0.8333333333333334	0.8666666666666667	0.85	0.8441558441558441	0.8497109826589595	0.8539325842696629	0.8571428571428571	0.8285714285714286	0.8166666666666667	0.8226950354609929	0.85	0.826530612244898	0.85	0.8636363636363636	0.85	0.8582995951417004	0.85	0.8166666666666667	0.8	0.85	0.8166666666666667	0.8319327731092437	0.9	0.85	0.8235294117647058	0.7833333333333333	0.7901234567901234	0.8524590163934426	0.8524590163934426	0.8524590163934426	0.7933884297520661	0.8	0.8636363636363636	0.8288288288288288	0.8333333333333334	0.7964601769911505	0.8166666666666667	0.8548387096774194	0.8026315789473685	0.81	0.8461538461538461	0.7532467532467533	0.810126582278481	0.75	0.7971014492753623	0.8387096774193549	0.85	0.85	0.85	0.9166666666666666	0.8166666666666667	0.7974683544303798	0.8076923076923077	0.8317757009345794	0.8166666666666667	0.8709677419354839
Occupational Employment Statistics	0.8095238095238095	0.8421052631578947	0.8484848484848485	0.8529411764705882	0.8837209302325582	0.8192771084337349	0.8411214953271028	0.7962962962962963	0.7948717948717948	0.8529411764705882	0.8181818181818182	0.8311688311688312	0.884393063583815	0.8314606741573034	0.8714285714285714	0.8380952380952381	0.8529411764705882	0.8581560283687943	0.8035714285714286	0.8673469387755102	0.8888888888888888	0.8181818181818182	0.8163265306122449	0.9068825910931174	0.8461538461538461	0.9117647058823529	0.81	0.8275862068965517	0.8148148148148148	0.8823529411764706	0.7352941176470589	0.7719298245614035	0.8117647058823529	0.8235294117647058	0.8641975308641975	0.4426229508196721	0.4426229508196721	0.4426229508196721	0.8429752066115702	0.868421052631579	0.7575757575757576	0.8468468468468469	0.8921568627450981	0.8407079646017699	0.6666666666666666	0.8387096774193549	0.8421052631578947	0.81	0.8205128205128205	0.8571428571428571	0.8481012658227848	0.7380952380952381	0.8115942028985508	0.8225806451612904	0.8245614035087719	0.8245614035087719	0.8245614035087719	0.8823529411764706	0.7441860465116279	0.8481012658227848	0.8653846153846154	0.7663551401869159	0.8461538461538461	0.7741935483870968
Statistical Abstract of the United States: 2011 (130th Edition)	0.8571428571428571	0.8888888888888888	0.7676767676767676	0.8888888888888888	0.8253968253968254	0.8072289156626506	0.7850467289719626	0.7936507936507936	0.7619047619047619	0.7777777777777778	0.8412698412698413	0.7792207792207793	0.8208092485549133	0.7640449438202247	0.8857142857142857	0.7904761904761904	0.7777777777777778	0.7943262411347518	0.746031746031746	0.8163265306122449	0.7777777777777778	0.8636363636363636	0.7936507936507936	0.8582995951417004	0.8253968253968254	0.8095238095238095	0.8	0.7936507936507936	0.8095238095238095	0.8403361344537815	0.8571428571428571	0.8095238095238095	0.7058823529411765	0.746031746031746	0.8395061728395061	0.6825396825396826	0.6825396825396826	0.6825396825396826	0.7851239669421488	0.7777777777777778	0.8636363636363636	0.8108108108108109	0.803921568627451	0.7610619469026548	0.8412698412698413	0.873015873015873	0.7894736842105263	0.77	0.7564102564102564	0.8441558441558441	0.7974683544303798	0.3333333333333333	0.8115942028985508	0.8095238095238095	0.7936507936507936	0.7936507936507936	0.7936507936507936	0.8571428571428571	0.8095238095238095	0.7974683544303798	0.7884615384615384	0.7570093457943925	0.7936507936507936	0.873015873015873
"""Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States, Trends 1976-1980 Through 2007-2008"""	0.8	0.7916666666666666	0.8	0.9166666666666666	0.725	0.30833333333333335	0.75	0.8	0.8166666666666667	0.8666666666666667	0.8083333333333333	0.7833333333333333	0.7976878612716763	0.75	0.775	0.8416666666666667	0.8416666666666667	0.8368794326241135	0.8	0.8583333333333333	0.8666666666666667	0.7916666666666666	0.8333333333333334	0.8016194331983806	0.8333333333333334	0.875	0.8166666666666667	0.7833333333333333	0.7916666666666666	0.85	0.9083333333333333	0.8	0.8083333333333333	0.8416666666666667	0.7833333333333333	0.8166666666666667	0.8166666666666667	0.8166666666666667	0.8760330578512396	0.825	0.7833333333333333	0.8166666666666667	0.8333333333333334	0.8416666666666667	0.8333333333333334	0.7916666666666666	0.8083333333333333	0.8416666666666667	0.8083333333333333	0.7416666666666667	0.8	0.7833333333333333	0.7833333333333333	0.7916666666666666	0.7833333333333333	0.7833333333333333	0.7833333333333333	0.9416666666666667	0.8333333333333334	0.8083333333333333	0.8333333333333334	0.85	0.85	0.8083333333333333
"""Nutrient Contribution of Food Away From Home"""	0.7619047619047619	0.7894736842105263	0.7777777777777778	0.782608695652174	0.8260869565217391	0.8072289156626506	0.8130841121495327	0.8333333333333334	0.8043478260869565	0.782608695652174	0.8181818181818182	0.8051948051948052	0.861271676300578	0.8314606741573034	0.7857142857142857	0.580952380952381	0.7391304347826086	0.8156028368794326	0.8392857142857143	0.826530612244898	0.7391304347826086	0.8333333333333334	0.8571428571428571	0.8785425101214575	0.8695652173913043	0.8260869565217391	0.76	0.7931034482758621	0.8148148148148148	0.8487394957983193	0.8913043478260869	0.8070175438596491	0.788235294117647	0.7391304347826086	0.8024691358024691	0.7868852459016393	0.7868852459016393	0.7868852459016393	0.8099173553719008	0.717391304347826	0.7878787878787878	0.7927927927927928	0.803921568627451	0.7964601769911505	0.7391304347826086	0.7096774193548387	0.8026315789473685	0.79	0.7564102564102564	0.7792207792207793	0.7721518987341772	0.8043478260869565	0.8115942028985508	0.8064516129032258	0.7894736842105263	0.7894736842105263	0.7894736842105263	0.8695652173913043	0.8478260869565217	0.7848101265822784	0.7788461538461539	0.8317757009345794	0.8260869565217391	0.7580645161290323
"""2010 Dietary Guidelines for Americans,"" 7th edition"	0.7777777777777778	0.8070175438596491	0.7575757575757576	0.8461538461538461	0.8076923076923077	0.8192771084337349	0.7757009345794392	0.7962962962962963	0.7692307692307693	0.7884615384615384	0.8727272727272727	0.7662337662337663	0.7167630057803468	0.7528089887640449	0.8285714285714286	0.780952380952381	0.8269230769230769	0.8226950354609929	0.8214285714285714	0.7959183673469388	0.7884615384615384	0.8333333333333334	0.8846153846153846	0.8744939271255061	0.8076923076923077	0.8461538461538461	0.8	0.8620689655172413	0.8333333333333334	0.8319327731092437	0.8076923076923077	0.8421052631578947	0.788235294117647	0.7884615384615384	0.7901234567901234	0.819672131147541	0.819672131147541	0.819672131147541	0.7768595041322314	0.7884615384615384	0.7878787878787878	0.8018018018018018	0.8137254901960784	0.7787610619469026	0.8269230769230769	0.8225806451612904	0.8289473684210527	0.78	0.8205128205128205	0.8051948051948052	0.7721518987341772	0.8076923076923077	0.782608695652174	0.8548387096774194	0.8596491228070176	0.8596491228070176	0.8596491228070176	0.8653846153846154	0.75	0.810126582278481	0.8076923076923077	0.794392523364486	0.7884615384615384	0.8387096774193549
"""Appendix D � Modal Profiles, Rail Profile"""	0.8095238095238095	0.8070175438596491	1.0	0.8372093023255814	0.9069767441860465	0.8433734939759037	1.0	1.0	0.8837209302325582	0.813953488372093	0.8181818181818182	0.8051948051948052	1.0	1.0	1.0	0.819047619047619	0.7906976744186046	1.0	0.8392857142857143	1.0	1.0	1.0	1.0	1.0	1.0	0.7906976744186046	0.82	0.8448275862068966	1.0	1.0	1.0	0.8596491228070176	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.8372093023255814	0.803030303030303	1.0	0.8333333333333334	1.0	0.8444444444444444	0.8387096774193549	0.8157894736842105	0.79	1.0	1.0	1.0	0.8372093023255814	1.0	0.8548387096774194	0.8421052631578947	0.8421052631578947	0.8421052631578947	0.8837209302325582	0.8604651162790697	1.0	1.0	1.0	0.813953488372093	0.8225806451612904
"""Job Openings and Labor Turnover Survey: Accomodation and food services, Total US, Total Separations, Rate, Series Id: JTU720000000TSR (3,9)"""	0.8085106382978723	0.8297872340425532	0.7801418439716312	0.9148936170212766	0.8368794326241135	0.7801418439716312	0.8226950354609929	0.8226950354609929	0.8368794326241135	0.900709219858156	0.8297872340425532	0.8085106382978723	0.8034682080924855	0.8085106382978723	0.8156028368794326	0.7872340425531915	0.851063829787234	0.8297872340425532	0.8014184397163121	0.8226950354609929	0.8581560283687943	0.8085106382978723	0.8156028368794326	0.7894736842105263	0.8581560283687943	0.8865248226950354	0.8014184397163121	0.8085106382978723	0.8297872340425532	0.8439716312056738	0.9219858156028369	0.8014184397163121	0.5886524822695035	0.8652482269503546	0.7801418439716312	0.8156028368794326	0.8156028368794326	0.8156028368794326	0.7801418439716312	0.851063829787234	0.7872340425531915	0.8014184397163121	0.7730496453900709	0.7943262411347518	0.8439716312056738	0.8156028368794326	0.7872340425531915	0.7872340425531915	0.7943262411347518	0.8014184397163121	0.8156028368794326	0.8439716312056738	0.8085106382978723	0.8156028368794326	0.8085106382978723	0.8085106382978723	0.8085106382978723	0.9361702127659575	0.8226950354609929	0.7872340425531915	0.7588652482269503	0.8014184397163121	0.8368794326241135	0.8014184397163121
"""Sector 72: Sub: Seating capacity for the U.S: 2007"	0.8095238095238095	0.8771929824561403	0.8181818181818182	0.803921568627451	0.7647058823529411	0.7710843373493976	0.7757009345794392	0.8888888888888888	0.803921568627451	0.7843137254901961	0.7818181818181819	0.8441558441558441	0.8208092485549133	0.8202247191011236	0.8142857142857143	0.819047619047619	0.7058823529411765	0.8226950354609929	0.8214285714285714	0.826530612244898	0.8235294117647058	0.8333333333333334	0.7843137254901961	0.8744939271255061	0.8431372549019608	0.803921568627451	0.8	0.5	0.8703703703703703	0.8739495798319328	0.8431372549019608	0.24561403508771928	0.8352941176470589	0.8235294117647058	0.7901234567901234	0.819672131147541	0.819672131147541	0.819672131147541	0.8264462809917356	0.803921568627451	0.8333333333333334	0.7837837837837838	0.8431372549019608	0.7876106194690266	0.8627450980392157	0.7741935483870968	0.8289473684210527	0.78	0.8076923076923077	0.7402597402597403	0.8227848101265823	0.7843137254901961	0.8405797101449275	0.5645161290322581	0.5263157894736842	0.543859649122807	0.5614035087719298	0.8823529411764706	0.8627450980392157	0.7974683544303798	0.7692307692307693	0.8411214953271028	0.8235294117647058	0.8225806451612904
"""Sector 72: Sub: Single Unit & Multiunit Firms for the U.S: 2007"""	0.8923076923076924	0.8153846153846154	0.797979797979798	0.8307692307692308	0.7846153846153846	0.8072289156626506	0.7757009345794392	0.8307692307692308	0.8	0.8769230769230769	0.8	0.8311688311688312	0.7976878612716763	0.8314606741573034	0.8142857142857143	0.819047619047619	0.7384615384615385	0.7872340425531915	0.8615384615384616	0.826530612244898	0.8	0.9242424242424242	0.8153846153846154	0.854251012145749	0.8307692307692308	0.8615384615384616	0.79	0.1076923076923077	0.8153846153846154	0.8487394957983193	0.8769230769230769	0.5538461538461539	0.8117647058823529	0.8	0.8395061728395061	0.8461538461538461	0.8461538461538461	0.8461538461538461	0.8347107438016529	0.7538461538461538	0.8484848484848485	0.7837837837837838	0.803921568627451	0.7787610619469026	0.8461538461538461	0.8	0.8552631578947368	0.75	0.7564102564102564	0.7662337662337663	0.8354430379746836	0.8	0.855072463768116	0.2	0.12307692307692308	0.13846153846153847	0.15384615384615385	0.9076923076923077	0.8	0.7974683544303798	0.8076923076923077	0.8130841121495327	0.8153846153846154	0.8307692307692308
National Census of Ferry Operators	0.7936507936507936	0.8596491228070176	0.7878787878787878	0.7941176470588235	0.7674418604651163	0.8313253012048193	0.8411214953271028	0.7592592592592593	0.8461538461538461	0.7941176470588235	0.7636363636363637	0.7792207792207793	0.8728323699421965	0.8089887640449438	0.8285714285714286	0.8095238095238095	0.8529411764705882	0.8368794326241135	0.7857142857142857	0.8367346938775511	0.9166666666666666	0.7878787878787878	0.7959183673469388	0.8906882591093117	0.8461538461538461	0.8823529411764706	0.81	0.8275862068965517	0.7777777777777778	0.865546218487395	0.7352941176470589	0.8070175438596491	0.7647058823529411	0.7941176470588235	0.8148148148148148	0.7704918032786885	0.7704918032786885	0.7704918032786885	0.8429752066115702	0.7894736842105263	0.803030303030303	0.8468468468468469	0.8235294117647058	0.831858407079646	0.6888888888888889	0.8064516129032258	0.8026315789473685	0.79	0.7948717948717948	0.8181818181818182	0.810126582278481	0.6904761904761905	0.8115942028985508	0.8387096774193549	0.8245614035087719	0.8245614035087719	0.8245614035087719	0.8529411764705882	0.7441860465116279	0.7848101265822784	0.8076923076923077	0.8037383177570093	0.8205128205128205	0.45161290322580644
"""Taxing Calorie Sweetened Beverages: Potential Effects on Beverage Consumption, Calorie Intake, and Obesity"""	0.7592592592592593	0.8148148148148148	0.7685185185185185	0.8888888888888888	0.8055555555555556	0.7685185185185185	0.7685185185185185	0.7685185185185185	0.8148148148148148	0.8611111111111112	0.7962962962962963	0.7592592592592593	0.7861271676300579	0.8148148148148148	0.7777777777777778	0.7870370370370371	0.8333333333333334	0.7446808510638298	0.49074074074074076	0.8055555555555556	0.8148148148148148	0.7870370370370371	0.7777777777777778	0.8016194331983806	0.8055555555555556	0.8796296296296297	0.8333333333333334	0.8055555555555556	0.7777777777777778	0.8151260504201681	0.8981481481481481	0.7962962962962963	0.7870370370370371	0.7962962962962963	0.7962962962962963	0.8240740740740741	0.8240740740740741	0.8240740740740741	0.7933884297520661	0.7592592592592593	0.7777777777777778	0.8288288288288288	0.7592592592592593	0.7964601769911505	0.7962962962962963	0.7407407407407407	0.7222222222222222	0.7870370370370371	0.7685185185185185	0.8055555555555556	0.7222222222222222	0.7962962962962963	0.7777777777777778	0.8055555555555556	0.8055555555555556	0.8055555555555556	0.8055555555555556	0.9259259259259259	0.8240740740740741	0.7777777777777778	0.8055555555555556	0.8333333333333334	0.8055555555555556	0.7592592592592593
"""Average Seat Capacity of Total Operating Fleet"""	0.8253968253968254	0.8245614035087719	0.7878787878787878	0.8333333333333334	0.7916666666666666	0.7469879518072289	0.7850467289719626	0.8148148148148148	0.75	0.7083333333333334	0.7454545454545455	0.7402597402597403	0.8323699421965318	0.7865168539325843	0.7857142857142857	0.819047619047619	0.75	0.8226950354609929	0.8392857142857143	0.826530612244898	0.8125	0.7727272727272727	0.8367346938775511	0.8866396761133604	0.8125	0.7708333333333334	0.82	0.8275862068965517	0.8148148148148148	0.8403361344537815	0.8333333333333334	0.6491228070175439	0.8	0.7708333333333334	0.7777777777777778	0.819672131147541	0.819672131147541	0.819672131147541	0.7768595041322314	0.7708333333333334	0.7878787878787878	0.8108108108108109	0.7941176470588235	0.8053097345132744	0.8541666666666666	0.7741935483870968	0.7894736842105263	0.79	0.7692307692307693	0.8051948051948052	0.7974683544303798	0.7708333333333334	0.7971014492753623	0.8387096774193549	0.8245614035087719	0.8245614035087719	0.8245614035087719	0.875	0.8333333333333334	0.6708860759493671	0.5576923076923077	0.7663551401869159	0.7708333333333334	0.7741935483870968
"""Evaluation of Recordkeeping Costs For Food Manufacturers, Final Report"""	0.7638888888888888	0.8333333333333334	0.7878787878787878	0.8472222222222222	0.8333333333333334	0.8072289156626506	0.794392523364486	0.8194444444444444	0.7638888888888888	0.8472222222222222	0.7916666666666666	0.8441558441558441	0.815028901734104	0.797752808988764	0.8333333333333334	0.7904761904761904	0.7777777777777778	0.7588652482269503	0.8194444444444444	0.7857142857142857	0.7777777777777778	0.8194444444444444	0.7916666666666666	0.7246963562753036	0.7916666666666666	0.8472222222222222	0.78	0.8194444444444444	0.7777777777777778	0.7899159663865546	0.8888888888888888	0.7777777777777778	0.8117647058823529	0.7916666666666666	0.8271604938271605	0.8194444444444444	0.8194444444444444	0.8194444444444444	0.7851239669421488	0.7777777777777778	0.8055555555555556	0.7477477477477478	0.7843137254901961	0.7433628318584071	0.8194444444444444	0.7083333333333334	0.8421052631578947	0.77	0.8076923076923077	0.8961038961038961	0.8227848101265823	0.7777777777777778	0.8333333333333334	0.8333333333333334	0.8194444444444444	0.8194444444444444	0.8194444444444444	0.9027777777777778	0.7361111111111112	0.8354430379746836	0.7692307692307693	0.7570093457943925	0.75	0.8194444444444444
