"Journal Data Filtered By:  Selected JCR Year: 2013 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
3070,TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,1366-5545,"2,255",2.193,2.943,99,,0.007160
3073,JOURNAL OF CRITICAL CARE,0883-9441,"2,556",2.191,2.510,212,,0.009260
3073,LETHAIA,0024-1164,"1,705",2.191,2.188,46,,0.002860
3073,Molecular Imaging,1535-3508,"1,007",2.191,2.870,0,,0.002860
3073,ONCOLOGY REPORTS,1021-335X,"8,656",2.191,2.121,730,,0.020540
3077,EPILEPSY RESEARCH,0920-1211,"5,488",2.190,2.347,216,,0.010170
3077,Journal of Hand Surgery-European Volume,1753-1934,"3,740",2.190,1.700,115,,0.004490
3079,JOURNAL OF APPLIED PHYSICS,0021-8979,"145,455",2.185,2.259,"4,353",,0.253740
3080,EUROPEAN PHYSICAL JOURNAL E,1292-8941,"3,670",2.183,2.103,137,,0.009220
3080,Pain Practice,1530-7085,"1,054",2.183,Not Available,77,,0.003400
3082,CHILD NEUROPSYCHOLOGY,0929-7049,"1,169",2.181,2.186,40,,0.002400
3083,CLINICAL REHABILITATION,0269-2155,"3,950",2.180,2.601,114,,0.006640
3084,DEVELOPMENT GENES AND EVOLUTION,0949-944X,"1,760",2.179,2.079,36,,0.002990
3084,JOURNAL OF PROCESS CONTROL,0959-1524,"3,474",2.179,2.555,140,,0.007770
3084,Reproductive Sciences,1933-7191,"1,709",2.179,2.295,161,,0.007240
3087,American Journal of Rhinology & Allergy,1945-8924,"3,116",2.178,2.429,146,,0.005560
3087,BIOPHARMACEUTICS & DRUG DISPOSITION,0142-2782,"1,327",2.178,2.127,46,,0.002270
3087,COMPUTERS & STRUCTURES,0045-7949,"9,044",2.178,2.676,209,,0.015680
3087,DEVELOPMENT GROWTH & DIFFERENTIATION,0012-1592,"1,991",2.178,2.339,68,,0.006160
3087,Journal of Occupational Health Psychology,1076-8998,"1,582",2.178,3.017,42,,0.003670
3092,GEOLOGICAL MAGAZINE,0016-7568,"3,266",2.177,2.256,70,,0.004110
3092,PERMAFROST AND PERIGLACIAL PROCESSES,1045-6740,"1,434",2.177,3.507,27,,0.003100
3094,Cognitive Neuropsychiatry,1354-6805,889,2.176,Not Available,32,,0.001590
3094,Cognitive Neuropsychiatry,1354-6805,889,2.176,Not Available,32,,0.001590
3094,IEEE PHOTONICS TECHNOLOGY LETTERS,1041-1135,"14,424",2.176,1.960,642,,0.035370
3097,BMC Biophysics,2046-1682,97,2.175,2.325,15,,0.000620
3097,CHEMICAL ENGINEERING & TECHNOLOGY,0930-7516,"4,332",2.175,2.023,243,,0.008800
3097,Current Treatment Options in Neurology,1092-8480,677,2.175,1.906,56,,0.002070
3097,Evidence-based Complementary and Alternative Medicine,1741-427X,"4,798",2.175,2.286,"1,293",,0.009360
3101,DISEASE MARKERS,0278-0240,"1,401",2.174,2.366,168,,0.003970
3101,EXTREMOPHILES,1431-0651,"2,373",2.174,2.741,96,,0.005000
3101,JOURNAL OF MEMBRANE BIOLOGY,0022-2631,"4,273",2.174,2.119,103,,0.004300
3104,IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS,1045-9219,"3,589",2.173,2.182,221,,0.011520
3105,JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,0272-4944,"3,448",2.172,4.294,70,,0.005490
3105,JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES,1045-389X,"4,114",2.172,2.364,176,,0.008350
3107,LUNG,0341-2040,"1,349",2.171,2.118,81,,0.003720
3108,International Journal of Clinical Oncology,1341-9625,"1,474",2.170,1.731,152,,0.004380
3109,IEEE Transactions on Systems Man Cybernetics-Systems,2168-2216,"3,158",2.169,2.565,119,,0.006800
3110,BMC Medical Research Methodology,1471-2288,"3,786",2.168,3.024,152,,0.012930
3110,CLINICS IN CHEST MEDICINE,0272-5231,"1,911",2.168,2.533,65,,0.003900
3110,EXPERIMENTAL BRAIN RESEARCH,0014-4819,"22,201",2.168,2.619,417,,0.030240
3110,PHARMACOPSYCHIATRY,0176-3679,"1,785",2.168,1.993,53,,0.002570
3114,CURRENT PROBLEMS IN CARDIOLOGY,0146-2806,438,2.167,2.847,12,,0.000930
3114,Methods in Microbiology,0580-9517,858,2.167,1.279,7,,0.000500
3116,AMERICAN JOURNAL OF MANAGED CARE,1088-0224,"2,922",2.166,2.688,115,,0.011650
3116,AMERICAN JOURNAL OF MANAGED CARE,1088-0224,"2,922",2.166,2.688,115,,0.011650
3118,Pharmacological Reports,1734-1140,"2,462",2.165,2.402,174,,0.005770
3118,TETRAHEDRON-ASYMMETRY,0957-4166,"11,366",2.165,2.097,227,,0.013730
3118,VETERINARY JOURNAL,1090-0233,"5,621",2.165,2.480,413,,0.014360
3121,PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,1538-6341,"1,058",2.164,2.481,20,,0.002470
3122,IEEE Transactions on Automation Science and Engineering,1545-5955,"1,244",2.162,2.380,108,,0.005330
3123,INTERNATIONAL UROGYNECOLOGY JOURNAL,0937-3462,"3,977",2.161,2.068,286,,0.010330
3123,JOURNAL OF PHARMACY AND PHARMACOLOGY,0022-3573,"7,752",2.161,2.326,180,,0.008790
3123,MICROSCOPY AND MICROANALYSIS,1431-9276,"2,353",2.161,2.624,232,,0.007870
3126,Annual Reports on NMR Spectroscopy,0066-4103,486,2.160,2.133,10,,0.000750
3126,EUROPEAN JOURNAL OF RADIOLOGY,0720-048X,"8,509",2.160,2.304,474,,0.026910
3126,LANGENBECKS ARCHIVES OF SURGERY,1435-2443,"2,846",2.160,2.121,129,,0.007560
3129,JOURNAL OF RESEARCH IN CRIME AND DELINQUENCY,0022-4278,"1,657",2.159,3.100,24,,0.002770
3130,APPLIED MATHEMATICAL MODELLING,0307-904X,"6,174",2.158,2.195,773,,0.019810
3130,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1380-3395,"4,848",2.158,2.464,96,,0.006240
3130,JOURNAL OF CLINICAL AND EXPERIMENTAL NEUROPSYCHOLOGY,1380-3395,"4,848",2.158,2.464,96,,0.006240
3133,Body Image,1740-1445,"1,591",2.156,2.849,86,,0.003280
3134,Solid Earth,1869-9510,193,2.155,2.324,30,,0.001230
3135,Critical Care and Resuscitation,1441-2772,598,2.154,Not Available,33,,0.001990
3135,Neuropsychiatric Disease and Treatment,1176-6328,"1,229",2.154,Not Available,214,,0.003550
3137,LAW AND HUMAN BEHAVIOR,0147-7307,"2,302",2.153,2.817,42,,0.003990
3137,SYSTEMATICS AND BIODIVERSITY,1477-2000,502,2.153,2.013,33,,0.002060
3139,Attention Perception & Psychophysics,1943-3921,"1,856",2.152,2.448,158,,0.012320
3139,Attention Perception & Psychophysics,1943-3921,"1,856",2.152,2.448,158,,0.012320
3139,BMC Pregnancy and Childbirth,1471-2393,"1,787",2.152,Not Available,255,,0.007450
3139,EUROPEAN JOURNAL OF GASTROENTEROLOGY & HEPATOLOGY,0954-691X,"5,147",2.152,1.994,210,,0.010480
3139,EUROPEAN JOURNAL OF POLITICAL RESEARCH,0304-4130,"2,716",2.152,2.065,34,,0.007700
3139,FOUNDATIONS OF COMPUTATIONAL MATHEMATICS,1615-3375,706,2.152,3.423,31,,0.007170
3145,SOCIAL STUDIES OF SCIENCE,0306-3127,"1,971",2.151,2.466,42,,0.003830
3145,SOCIAL STUDIES OF SCIENCE,0306-3127,"1,971",2.151,2.466,42,,0.003830
3145,TRIBOLOGY LETTERS,1023-8883,"3,550",2.151,2.236,192,,0.008190
3148,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,1086-4415,869,2.150,2.350,19,,0.000990
3148,INTERNATIONAL JOURNAL OF ELECTRONIC COMMERCE,1086-4415,869,2.150,2.350,19,,0.000990
3148,JOURNAL OF MICROSCOPY,0022-2720,"5,633",2.150,1.743,107,,0.009140
3148,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,1056-8719,"1,480",2.150,Not Available,72,,0.003060
3152,ELECTROCHEMICAL AND SOLID STATE LETTERS,1099-0062,"9,490",2.149,2.089,0,,0.015720
3152,JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY,1051-0443,"6,430",2.149,2.201,224,,0.013460
3154,ADVANCES IN POLYMER TECHNOLOGY,0730-6679,798,2.147,1.841,117,,0.000760
3154,JOURNAL OF APPLIED ELECTROCHEMISTRY,0021-891X,"7,569",2.147,2.089,120,,0.008370
3156,EUROPEAN JOURNAL OF SOIL BIOLOGY,1164-5563,"1,721",2.146,2.269,78,,0.003570
3157,ANNALS OF EPIDEMIOLOGY,1047-2797,"5,346",2.145,2.895,127,,0.010460
3157,NEUROSCIENCE RESEARCH,0168-0102,"4,809",2.145,2.256,111,,0.008530
3159,INFLAMMATION RESEARCH,1023-3830,"3,086",2.143,2.141,114,,0.006170
3159,JOURNAL OF SERVICE RESEARCH,1094-6705,"1,726",2.143,4.109,35,,0.002810
3159,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,0037-976X,"1,775",2.143,3.596,40,,0.001430
3159,THEORETICAL CHEMISTRY ACCOUNTS,1432-881X,"6,010",2.143,3.078,133,,0.013530
3163,REGULATORY TOXICOLOGY AND PHARMACOLOGY,0273-2300,"3,575",2.142,2.328,131,,0.006650
3164,BIOORGANIC CHEMISTRY,0045-2068,"1,092",2.141,1.720,28,,0.001480
3164,HIV CLINICAL TRIALS,1528-4336,726,2.141,2.133,34,,0.002400
3166,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,0734-2101,"7,214",2.140,1.560,221,,0.008640
3166,WORK AND STRESS,0267-8373,"1,627",2.140,4.933,22,,0.003040
3168,Fungal Biology,1878-6146,790,2.139,2.177,77,,0.003810
3168,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,"8,919",2.139,2.369,418,,0.016120
3168,JOURNAL OF ARCHAEOLOGICAL SCIENCE,0305-4403,"8,919",2.139,2.369,418,,0.016120
3168,JOURNAL OF PALEOLIMNOLOGY,0921-2728,"3,601",2.139,2.536,89,,0.007160
3172,CELLS TISSUES ORGANS,1422-6405,"2,039",2.138,2.116,78,,0.004940
3172,SOCIAL NETWORKS,0378-8733,"2,683",2.138,3.851,59,,0.006010
3174,ANTONIE VAN LEEUWENHOEK INTERNATIONAL JOURNAL OF GENERAL AND MOLECULAR MICROBIOLOGY,0003-6072,"4,214",2.137,2.072,248,,0.005810
3174,Expert Review of Hematology,1747-4086,483,2.137,1.961,64,,0.002510
3174,HEALTH ECONOMICS,1057-9230,"4,065",2.137,2.570,97,,0.012120
3174,HEALTH ECONOMICS,1057-9230,"4,065",2.137,2.570,97,,0.012120
3178,AMERICAN JOURNAL OF PRIMATOLOGY,0275-2565,"4,145",2.136,2.375,109,,0.006620
3179,CHILD ABUSE & NEGLECT,0145-2134,"5,989",2.135,3.036,127,,0.007650
3179,CURRENT HIV RESEARCH,1570-162X,"1,097",2.135,1.856,61,,0.003970
3179,Neurosurgical Focus,1092-0684,"4,269",2.135,2.929,141,,0.011730
3182,CELL BIOCHEMISTRY AND FUNCTION,0263-6484,"1,840",2.134,1.957,94,,0.004120
3182,SEDIMENTARY GEOLOGY,0037-0738,"7,116",2.134,2.223,117,,0.008530
3184,URBAN FORESTRY & URBAN GREENING,1618-8667,821,2.133,Not Available,69,,0.001850
3184,URBAN FORESTRY & URBAN GREENING,1618-8667,821,2.133,Not Available,69,,0.001850
3186,SUPRAMOLECULAR CHEMISTRY,1061-0278,"2,175",2.132,1.892,106,,0.003750
3186,UROLOGY,0090-4295,"19,324",2.132,2.273,524,,0.033610
3188,Human Vaccines & Immunotherapeutics,2164-5515,663,2.131,2.140,337,,0.002100
3189,CLINICS IN PERINATOLOGY,0095-5108,"1,613",2.130,2.816,39,,0.004280
3190,MATERIALS CHEMISTRY AND PHYSICS,0254-0584,"19,530",2.129,2.427,731,,0.038180
3190,PEDIATRIC DIABETES,1399-543X,"1,941",2.129,2.431,77,,0.006370
3190,SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,1386-1425,"16,514",2.129,2.163,"1,043",,0.021350
3193,MYCOLOGIA,0027-5514,"5,754",2.128,2.279,119,,0.006590
3193,QUATERNARY INTERNATIONAL,1040-6182,"7,312",2.128,2.446,555,,0.017750
3195,PROGRESS IN AEROSPACE SCIENCES,0376-0421,"1,431",2.127,3.853,24,,0.003020
3196,International Journal of Simulation Modelling,1726-4529,105,2.125,Not Available,20,,0.000270
3197,CELLULAR ONCOLOGY,2211-3428,691,2.124,2.401,48,,0.002140
3197,INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER,0735-1933,"4,196",2.124,2.260,180,,0.010860
3197,TRIBOLOGY INTERNATIONAL,0301-679X,"5,739",2.124,2.165,348,,0.010940
3200,INVENTIONES MATHEMATICAE,0020-9910,"7,060",2.123,2.783,60,,0.026980
3201,Materials Science and Engineering B-Advanced Functional Solid-State Materials,0921-5107,"9,469",2.122,1.862,223,,0.013930
3202,Academy of Management Learning & Education,1537-260X,"1,106",2.121,3.579,30,,0.003110
3202,JOURNAL OF SURGICAL RESEARCH,0022-4804,"9,412",2.121,2.161,662,,0.020720
3204,BIODRUGS,1173-8804,"1,014",2.120,2.790,51,,0.002450
3204,REGIONAL ANESTHESIA AND PAIN MEDICINE,1098-7339,"2,587",2.120,2.536,66,,0.004940
3206,AGGRESSION AND VIOLENT BEHAVIOR,1359-1789,"1,816",2.119,2.699,87,,0.004110
3206,INTERMETALLICS,0966-9795,"6,189",2.119,2.126,277,,0.014750
3208,Advances in Chemical Physics,0065-2385,"2,131",2.118,2.886,0,,0.001850
3209,Trials,1745-6215,"2,332",2.117,2.398,436,,0.012890
3210,CONTINENTAL SHELF RESEARCH,0278-4343,"7,161",2.115,2.491,246,,0.014480
3210,CURRENT OPINION IN UROLOGY,0963-0643,"1,409",2.115,1.967,84,,0.004450
3210,FORENSIC SCIENCE INTERNATIONAL,0379-0738,"9,667",2.115,2.324,401,,0.015780
3213,JOURNAL OF BONE AND MINERAL METABOLISM,0914-8779,"2,026",2.114,2.298,88,,0.004950
3213,JOURNAL OF PHARMACOLOGICAL SCIENCES,1347-8613,"3,445",2.114,2.047,111,,0.008140
3213,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,0162-1459,"23,305",2.114,3.008,113,,0.035790
3213,NUTRITIONAL NEUROSCIENCE,1028-415X,877,2.114,2.039,36,,0.001420
3217,BMC GASTROENTEROLOGY,1471-230X,"2,175",2.113,2.644,174,,0.008120
3217,IEEE JOURNAL OF QUANTUM ELECTRONICS,0018-9197,"9,913",2.113,2.046,134,,0.012150
3219,SOLID STATE IONICS,0167-2738,"21,499",2.112,2.397,280,,0.018210
3220,JOURNAL OF CARDIOVASCULAR PHARMACOLOGY,0160-2446,"5,702",2.111,2.291,141,,0.008380
3220,JOURNAL OF CLINICAL PSYCHOLOGY,0021-9762,"5,302",2.111,2.586,102,,0.007120
3220,LONG RANGE PLANNING,0024-6301,"1,588",2.111,4.365,22,,0.002910
3220,PARASITOLOGY INTERNATIONAL,1383-5769,"1,810",2.111,2.236,104,,0.005160
3220,Reviews in Aquaculture,1753-5123,216,2.111,3.636,22,,0.000970
3225,CTS-Clinical and Translational Science,1752-8054,665,2.110,2.431,73,,0.004140
3226,ACCOUNTING ORGANIZATIONS AND SOCIETY,0361-3682,"2,835",2.109,3.834,32,,0.004350
3226,HEART AND VESSELS,0910-8327,"1,347",2.109,1.808,108,,0.002530
3226,JOURNAL OF ENVIRONMENTAL MONITORING,1464-0325,"4,890",2.109,2.133,0,,0.013700
3229,BIOMEDICINE & PHARMACOTHERAPY,0753-3322,"3,303",2.108,2.239,118,,0.004700
3230,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,0147-9571,"1,307",2.107,2.367,62,,0.002670
3230,JOURNAL OF SOILS AND SEDIMENTS,1439-0108,"1,625",2.107,2.287,164,,0.005300
3232,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,0923-4748,645,2.106,2.155,21,,0.000790
3232,JOURNAL OF ENGINEERING AND TECHNOLOGY MANAGEMENT,0923-4748,645,2.106,2.155,21,,0.000790
3232,New Biotechnology,1871-6784,"1,015",2.106,2.499,93,,0.004230
3232,Physiotherapy,0031-9406,"1,198",2.106,1.755,53,,0.001760
3232,SIAM JOURNAL ON OPTIMIZATION,1052-6234,"4,277",2.106,2.990,103,,0.015330
3237,THERMOCHIMICA ACTA,0040-6031,"12,842",2.105,2.185,433,,0.012960
3238,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,0020-7128,"2,550",2.104,2.421,86,,0.004460
3239,Hereditary Cancer in Clinical Practice,1731-2302,152,2.103,1.797,19,,0.000680
3239,IEEE PERVASIVE COMPUTING,1536-1268,"1,304",2.103,2.672,30,,0.004630
3241,XENOBIOTICA,0049-8254,"3,248",2.101,2.212,115,,0.005250
3242,WORLD BANK RESEARCH OBSERVER,0257-3032,688,2.100,2.784,11,,0.001740
3243,Health and Quality of Life Outcomes,1477-7525,"4,179",2.099,3.152,213,,0.009900
3243,Health and Quality of Life Outcomes,1477-7525,"4,179",2.099,3.152,213,,0.009900
3243,Journal of Applied Meteorology and Climatology,1558-8424,"9,688",2.099,2.627,188,,0.018560
3243,ULTRASOUND IN MEDICINE AND BIOLOGY,0301-5629,"7,532",2.099,2.416,247,,0.013020
3247,APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,0269-994X,"1,864",2.098,3.565,29,,0.003660
3247,MELANOMA RESEARCH,0960-8931,"1,832",2.098,2.211,69,,0.003530
3247,Parkinsons Disease,2090-8083,377,2.098,1.968,24,,0.001690
3250,Psychological Trauma-Theory Research Practice and Policy,1942-9681,405,2.097,2.151,73,,0.002230
3251,JOURNAL OF MICROBIOLOGICAL METHODS,0167-7012,"8,191",2.096,2.348,251,,0.013730
3252,ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE,0108-7681,"9,551",2.095,1.834,69,,0.003640
3252,JOURNAL OF ENDOUROLOGY,0892-7790,"5,273",2.095,1.897,248,,0.013540
3252,JOURNAL OF SPORTS SCIENCES,0264-0414,"6,288",2.095,2.751,184,,0.011430
3252,MOLECULES,1420-3049,"10,380",2.095,2.638,"1,003",,0.028510
3256,ALCOHOL AND ALCOHOLISM,0735-0414,"3,764",2.092,2.747,94,,0.006500
3256,ALCOHOL AND ALCOHOLISM,0735-0414,"3,764",2.092,2.747,94,,0.006500
3256,Foodborne Pathogens and Disease,1535-3141,"2,583",2.092,2.399,157,,0.009760
3256,JOURNAL OF NONLINEAR SCIENCE,0938-8974,820,2.092,2.053,38,,0.003430
3260,JUSTICE QUARTERLY,0741-8825,"1,392",2.090,2.241,40,,0.003040
3261,ACTA BIOCHIMICA ET BIOPHYSICA SINICA,1672-9145,"2,071",2.089,2.149,122,,0.005580
3261,Electrocatalysis,1868-2529,228,2.089,2.047,49,,0.000900
3261,Virology Journal,1743-422X,"4,724",2.089,2.354,359,,0.018240
3264,ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS,0004-5608,"3,412",2.088,2.466,96,,0.005830
3264,HUMAN RESOURCE MANAGEMENT REVIEW,1053-4822,649,2.088,3.243,30,,0.002700
3266,Hernia,1265-4906,"2,169",2.087,2.103,116,,0.004730
3266,JOURNAL OF COMPUTATIONAL NEUROSCIENCE,0929-5313,"1,860",2.087,2.370,51,,0.005750
3266,Journal of Health Services Research & Policy,1355-8196,"1,399",2.087,2.055,51,,0.002910
3269,ANIMAL FEED SCIENCE AND TECHNOLOGY,0377-8401,"6,437",2.086,2.066,143,,0.009560
3269,CERAMICS INTERNATIONAL,0272-8842,"10,218",2.086,2.110,"1,437",,0.020960
3271,CELESTIAL MECHANICS & DYNAMICAL ASTRONOMY,0923-2958,"2,022",2.084,1.745,69,,0.003970
3271,INTERNATIONAL JOURNAL OF EARTH SCIENCES,1437-3254,"3,034",2.084,2.511,114,,0.007990
3273,JOURNAL OF MOLECULAR LIQUIDS,0167-7322,"3,594",2.083,1.902,345,,0.006370
3273,JOURNAL OF TRAUMATIC STRESS,0894-9867,"5,383",2.083,3.406,103,,0.009570
3275,BIOTROPICA,0006-3606,"5,281",2.082,2.459,88,,0.006720
3275,GENE,0378-1119,"20,047",2.082,2.246,"1,103",,0.020650
3275,JOURNAL OF BEHAVIORAL DECISION MAKING,0894-3257,"1,480",2.082,2.552,41,,0.004910
3278,Journal of Hospital Medicine,1553-5592,"1,255",2.081,2.020,117,,0.006250
3279,ANNALS OF CLINICAL BIOCHEMISTRY,0004-5632,"2,584",2.080,2.047,83,,0.004480
3279,EXPERIMENTAL THERMAL AND FLUID SCIENCE,0894-1777,"4,093",2.080,2.177,291,,0.009330
3279,FUNDAMENTAL & CLINICAL PHARMACOLOGY,0767-3981,"2,022",2.080,2.151,75,,0.003580
3282,ACADEMIC RADIOLOGY,1076-6332,"4,226",2.077,2.145,198,,0.010570
3282,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,1684-1182,"1,184",2.077,1.751,59,,0.003090
3284,JOURNAL OF COMMUNICATION,0021-9916,"3,061",2.076,3.193,57,,0.006080
3284,NEURAL NETWORKS,0893-6080,"6,135",2.076,2.516,160,,0.008990
3286,ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER,0940-9602,"1,295",2.075,2.006,72,,0.002990
3286,ASSAY AND DRUG DEVELOPMENT TECHNOLOGIES,1540-658X,892,2.075,1.934,44,,0.002270
3286,OPTICAL MATERIALS,0925-3467,"7,403",2.075,2.044,532,,0.013990
3286,SCIENCE TECHNOLOGY & HUMAN VALUES,0162-2439,"1,589",2.075,2.875,33,,0.003130
3290,JOURNAL OF HUMAN NUTRITION AND DIETETICS,0952-3871,"1,434",2.074,2.178,92,,0.003330
3290,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION,1093-474X,"3,853",2.074,2.133,107,,0.006450
3290,LETTERS IN MATHEMATICAL PHYSICS,0377-9017,"1,920",2.074,1.602,68,,0.007100
3290,TRENDS IN CARDIOVASCULAR MEDICINE,1050-1738,"2,137",2.074,3.192,45,,0.004130
3294,EUROPEAN ADDICTION RESEARCH,1022-6877,817,2.073,2.337,40,,0.001930
3294,EUROPEAN ADDICTION RESEARCH,1022-6877,817,2.073,2.337,40,,0.001930
3296,HEMATOLOGY-ONCOLOGY CLINICS OF NORTH AMERICA,0889-8588,"1,692",2.072,2.074,65,,0.005150
3296,IEEE TRANSACTIONS ON INFORMATION TECHNOLOGY IN BIOMEDICINE,1089-7771,"2,525",2.072,2.584,0,,0.007690
3298,Infectious Agents and Cancer,1750-9378,382,2.071,Not Available,36,,0.001650
3298,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,0099-1112,"5,414",2.071,2.108,79,,0.004620
3298,POLAR BIOLOGY,0722-4060,"4,546",2.071,2.027,165,,0.009290
3301,Gut Pathogens,1757-4749,226,2.070,2.371,41,,0.001000
3301,SEMINARS IN DIALYSIS,0894-0959,"2,233",2.070,2.252,103,,0.005430
3303,ACTA CRYSTALLOGRAPHICA SECTION A,0108-7673,"12,476",2.069,17.237,58,,0.024820
3303,DRUG AND ALCOHOL REVIEW,0959-5236,"2,139",2.069,2.404,80,,0.006150
3305,ADVANCED ENGINEERING INFORMATICS,1474-0346,925,2.068,2.126,49,,0.002400
3305,ANNALS OF OCCUPATIONAL HYGIENE,0003-4878,"2,446",2.068,2.148,96,,0.003810
3305,NEUROPSYCHOLOGICAL REHABILITATION,0960-2011,"1,406",2.068,2.758,43,,0.002550
3305,Transportmetrica,1812-8602,241,2.068,2.022,0,,0.001220
3305,Transportmetrica,1812-8602,241,2.068,2.022,0,,0.001220
3310,BIODIVERSITY AND CONSERVATION,0960-3115,"7,589",2.065,2.668,179,,0.016000
3310,IEEE Transactions on Information Forensics and Security,1556-6013,"1,598",2.065,2.379,176,,0.007670
3310,JOURNAL OF MONETARY ECONOMICS,0304-3932,"5,402",2.065,2.684,57,,0.019580
3310,Zoonoses and Public Health,1863-1959,"1,155",2.065,2.352,66,,0.004530
3314,BMJ Open,2044-6055,"2,043",2.063,2.073,935,,0.010240
3314,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,1226-086X,"2,969",2.063,2.011,299,,0.006790
3314,JOURNAL OF PALLIATIVE MEDICINE,1096-6218,"3,144",2.063,2.446,213,,0.009280
3317,COASTAL ENGINEERING,0378-3839,"3,349",2.062,2.343,107,,0.006840
3317,GEO-MARINE LETTERS,0276-0460,"1,340",2.062,2.113,40,,0.002480
3317,HARVARD INTERNATIONAL LAW JOURNAL,0017-8063,228,2.062,1.617,5,,0.000660
3317,INORGANIC CHEMISTRY COMMUNICATIONS,1387-7003,"6,875",2.062,1.838,493,,0.010060
3317,MICRON,0968-4328,"3,022",2.062,1.913,152,,0.006780
3322,EPILEPSY & BEHAVIOR,1525-5050,"5,595",2.061,2.186,344,,0.013710
3322,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,0020-7403,"5,248",2.061,2.168,221,,0.009000
3322,VEGETATION HISTORY AND ARCHAEOBOTANY,0939-6314,"1,379",2.061,2.473,37,,0.003160
3325,CANCER INVESTIGATION,0735-7907,"2,684",2.060,2.094,82,,0.006170
3325,Cardiovascular Toxicology,1530-7905,795,2.060,2.317,43,,0.001640
3325,JOURNAL OF FORAMINIFERAL RESEARCH,0096-1191,"1,408",2.060,1.927,29,,0.001160
3328,AMERICAN MINERALOGIST,0003-004X,"15,024",2.059,2.449,232,,0.017100
3328,APPLIED IMMUNOHISTOCHEMISTRY & MOLECULAR MORPHOLOGY,1541-2016,"1,571",2.059,1.836,86,,0.004250
3328,JOURNAL OF ANIMAL BREEDING AND GENETICS,0931-2668,"1,168",2.059,1.706,49,,0.002150
3328,Psychology of Violence,2152-0828,136,2.059,2.118,29,,0.000660
3328,SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,1059-1311,"3,041",2.059,2.003,169,,0.006510
3333,EARLY CHILDHOOD RESEARCH QUARTERLY,0885-2006,"1,958",2.058,3.657,83,,0.004390
3333,JOURNAL OF PLANT GROWTH REGULATION,0721-7595,"1,664",2.058,2.581,84,,0.002300
3333,LAND DEGRADATION & DEVELOPMENT,1085-3278,"1,503",2.058,2.065,57,,0.002410
3333,MEDICAL ONCOLOGY,1357-0560,"3,174",2.058,1.972,418,,0.010580
3333,NUTRITION IN CLINICAL PRACTICE,0884-5336,"1,359",2.058,2.249,78,,0.003410
3338,BMC MOLECULAR BIOLOGY,1471-2199,"2,226",2.057,3.460,28,,0.007900
3338,DISEASES OF THE ESOPHAGUS,1120-8694,"1,914",2.057,2.005,142,,0.005950
3340,JOURNAL OF STATISTICAL MECHANICS-THEORY AND EXPERIMENT,1742-5468,"4,923",2.056,1.914,268,,0.024960
3340,PROGRESS OF THEORETICAL PHYSICS,0033-068X,"5,835",2.056,1.834,0,,0.007400
3342,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,0022-1481,"8,876",2.055,2.103,226,,0.013010
3342,NEUROSCIENCE LETTERS,0304-3940,"32,601",2.055,2.201,754,,0.049250
3344,Corporate Social Responsibility and Environmental Management,1535-3958,582,2.054,2.804,26,,0.001290
3345,INTERNATIONAL JOURNAL OF EXPERIMENTAL PATHOLOGY,0959-9673,"1,519",2.052,2.328,46,,0.002870
