"Journal Data Filtered By:  Selected JCR Year: 2012 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
41,Living Reviews in Relativity,1433-8351,"1,417",22.333,16.417,11,,0.004520
42,Nature Chemistry,1755-4330,"8,652",21.757,23.020,126,,0.054040
43,Annual Review of Pharmacology and Toxicology,0362-1642,"7,205",21.543,21.644,26,,0.014180
44,ACCOUNTS OF CHEMICAL RESEARCH,0001-4842,"42,112",20.833,24.633,207,,0.108320
45,NATURE CELL BIOLOGY,1465-7392,"32,221",20.761,20.691,132,,0.142570
46,Annual Review of Neuroscience,0147-006X,"12,638",20.614,31.028,26,,0.031830
47,LANCET INFECTIOUS DISEASES,1473-3099,"10,471",19.966,18.095,80,,0.040220
48,IMMUNITY,1074-7613,"32,546",19.795,20.722,164,,0.155000
49,Annual Review of Physiology,0066-4278,"7,914",19.547,18.952,21,,0.017550
50,Nature Physics,1745-2473,"18,004",19.352,19.367,137,,0.175650
51,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,"6,402",18.571,23.173,14,,0.009960
51,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,"6,402",18.571,23.173,14,,0.009960
53,JOURNAL OF CLINICAL ONCOLOGY,0732-183X,"128,679",18.038,17.255,597,,0.398170
54,Annual Review of Cell and Developmental Biology,1081-0706,"8,866",17.983,19.806,28,,0.026010
55,ECOLOGY LETTERS,1461-023X,"17,533",17.949,18.495,166,,0.068960
56,Nano Today,1748-0132,"2,944",17.689,18.192,37,,0.015000
57,Annual Review of Genetics,0066-4197,"6,772",17.436,21.789,32,,0.022790
58,CLINICAL MICROBIOLOGY REVIEWS,0893-8512,"12,055",17.313,19.065,28,,0.019730
59,BRITISH MEDICAL JOURNAL,1756-1833,"81,336",17.215,15.880,328,,0.154710
60,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1092-2172,"9,079",16.417,17.718,29,,0.017170
61,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,0067-0049,"24,764",16.238,14.437,162,,0.088040
62,Annual Review of Materials Research,1531-7331,"5,259",16.179,14.495,18,,0.013620
63,TRENDS IN COGNITIVE SCIENCES,1364-6613,"15,717",16.008,16.845,54,,0.047070
63,TRENDS IN COGNITIVE SCIENCES,1364-6613,"15,717",16.008,16.845,54,,0.047070
65,NEURON,0896-6273,"69,526",15.766,16.403,348,,0.228190
66,PSYCHOLOGICAL BULLETIN,0033-2909,"30,814",15.575,19.676,38,,0.032380
66,PSYCHOLOGICAL BULLETIN,0033-2909,"30,814",15.575,19.676,38,,0.032380
68,Nature Reviews Neurology,1759-4758,"2,295",15.518,13.994,52,,0.014740
69,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,"24,279",15.389,17.112,76,,0.052090
70,SURFACE SCIENCE REPORTS,0167-5729,"4,115",15.333,22.281,8,,0.008790
71,MOLECULAR CELL,1097-2765,"47,818",15.280,14.902,296,,0.228280
72,Annual Review of Psychology,0066-4308,"10,635",15.265,26.624,22,,0.028100
72,Annual Review of Psychology,0066-4308,"10,635",15.265,26.624,22,,0.028100
74,PLOS MEDICINE,1549-1676,"14,820",15.253,16.426,115,,0.075420
75,NATURE NEUROSCIENCE,1097-6256,"42,519",15.251,16.412,228,,0.155500
76,CIRCULATION,0009-7322,"152,281",15.202,15.385,592,,0.315310
77,Annual Review of Condensed Matter Physics,1947-5454,624,15.139,15.139,15,,0.007230
78,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,0360-1285,"4,767",15.089,17.778,30,,0.010290
79,Nature Reviews Clinical Oncology,1759-4774,"2,768",15.031,14.931,60,,0.018260
80,MOLECULAR PSYCHIATRY,1359-4184,"12,686",14.897,13.985,116,,0.042150
81,ENDOCRINE REVIEWS,0163-769X,"13,166",14.873,22.160,26,,0.020490
82,ADVANCED MATERIALS,0935-9648,"91,952",14.829,13.860,867,,0.284600
83,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,"42,730",14.721,14.396,108,,0.062190
83,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,"42,730",14.721,14.396,108,,0.062190
85,Cell Metabolism,1550-4131,"12,432",14.619,17.551,148,,0.072190
86,Annual Review of Medicine,0066-4219,"5,043",14.603,11.681,35,,0.014030
87,Alzheimers & Dementia,1552-5260,"2,907",14.483,8.672,62,,0.014770
88,Nature Climate Change,1758-678X,844,14.472,14.500,120,,0.004410
88,Nature Climate Change,1758-678X,844,14.472,14.500,120,,0.004410
90,GENOME RESEARCH,1088-9051,"28,856",14.397,14.104,238,,0.131700
91,Annual Review of Marine Science,1941-1405,"1,114",14.368,18.196,21,,0.008310
92,JNCI-Journal of the National Cancer Institute,0027-8874,"37,424",14.336,14.794,124,,0.076860
93,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,0907-4449,"12,453",14.103,7.540,182,,0.047820
94,EUROPEAN HEART JOURNAL,0195-668X,"32,629",14.097,11.991,273,,0.112640
95,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,0735-1097,"73,021",14.086,13.710,427,,0.206420
96,ANNALS OF INTERNAL MEDICINE,0003-4819,"46,905",13.976,16.260,176,,0.112570
97,REVIEWS OF GEOPHYSICS,8755-1209,"6,461",13.906,13.333,25,,0.012970
98,MATERIALS SCIENCE & ENGINEERING R-REPORTS,0927-796X,"4,850",13.902,18.974,6,,0.008700
99,Living Reviews in Solar Physics,1614-4961,498,13.833,Not Available,6,,0.002630
100,ARCHIVES OF GENERAL PSYCHIATRY,0003-990X,"37,412",13.772,14.466,125,,0.061300
100,ARCHIVES OF GENERAL PSYCHIATRY,0003-990X,"37,412",13.772,14.466,125,,0.061300
102,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,"229,894",13.734,13.560,"2,227",,0.538130
103,Annual Review of Entomology,0066-4170,"8,777",13.589,14.047,22,,0.011920
104,TRENDS IN NEUROSCIENCES,0166-2236,"17,889",13.582,14.466,73,,0.040620
105,Annual Review of Physical Chemistry,0066-426X,"7,002",13.365,18.121,29,,0.018700
106,REPORTS ON PROGRESS IN PHYSICS,0034-4885,"10,223",13.232,14.937,67,,0.028840
107,FEMS MICROBIOLOGY REVIEWS,0168-6445,"7,926",13.231,12.987,52,,0.019610
108,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,"65,088",13.214,14.102,190,,0.165060
109,TRENDS IN BIOCHEMICAL SCIENCES,0968-0004,"15,642",13.076,12.005,64,,0.038500
110,NANO LETTERS,1530-6984,"88,431",13.025,14.132,"1,078",,0.376990
111,Nature Chemical Biology,1552-4450,"10,819",12.948,15.600,130,,0.067360
112,Annual Review of Microbiology,0066-4227,"8,449",12.900,15.214,25,,0.017180
113,ADVANCED DRUG DELIVERY REVIEWS,0169-409X,"21,563",12.888,15.431,162,,0.041290
114,DEVELOPMENTAL CELL,1534-5807,"20,306",12.861,14.091,201,,0.106050
115,GASTROENTEROLOGY,0016-5085,"60,408",12.821,12.835,276,,0.155040
116,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,"94,264",12.812,14.689,394,,0.202570
117,PLOS BIOLOGY,1545-7885,"22,908",12.690,13.447,152,,0.133900
118,Annual Review of Biophysics,1936-122X,"1,529",12.630,16.591,26,,0.013760
119,Cell Host & Microbe,1931-3128,"6,108",12.609,13.567,122,,0.048620
120,Annual Review of Fluid Mechanics,0066-4189,"6,750",12.600,12.933,23,,0.013450
121,GENES & DEVELOPMENT,0890-9369,"57,627",12.444,12.741,249,,0.171800
122,Annual Review of Clinical Psychology,1548-5943,"2,043",12.422,14.073,18,,0.009620
122,Annual Review of Clinical Psychology,1548-5943,"2,043",12.422,14.073,18,,0.009620
124,Nature Geoscience,1752-0894,"7,451",12.367,12.905,148,,0.076160
125,ALDRICHIMICA ACTA,0002-5100,"1,050",12.231,13.886,6,,0.002730
126,SYSTEMATIC BIOLOGY,1063-5157,"11,411",12.169,13.316,73,,0.027910
127,IMMUNOLOGICAL REVIEWS,0105-2896,"12,634",12.155,11.892,105,,0.052160
128,ACS Nano,1936-0851,"38,585",12.062,12.524,"1,191",,0.206420
129,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,0091-6749,"36,074",12.047,10.108,327,,0.084090
130,Autophagy,1554-8627,"6,661",12.042,8.503,114,,0.034820
131,HEPATOLOGY,0270-9139,"50,127",12.003,11.400,419,,0.121630
132,NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,"24,299",11.902,12.307,184,,0.122720
133,QUARTERLY REVIEWS OF BIOPHYSICS,0033-5835,"2,277",11.875,12.163,12,,0.006090
134,CIRCULATION RESEARCH,0009-7330,"46,448",11.861,11.028,275,,0.098190
135,TRENDS IN PLANT SCIENCE,1360-1385,"12,941",11.808,11.675,82,,0.030980
136,TRENDS IN CELL BIOLOGY,0962-8924,"11,039",11.721,12.095,74,,0.043170
137,Energy & Environmental Science,1754-5692,"12,849",11.653,12.462,473,,0.056720
138,CURRENT OPINION IN CELL BIOLOGY,0955-0674,"13,866",11.410,12.034,110,,0.054140
139,Molecular Systems Biology,1744-4292,"6,335",11.340,12.392,57,,0.043130
140,Advances in Applied Mechanics,0065-2156,960,11.333,7.143,5,,0.000790
141,AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,"34,687",11.202,12.512,223,,0.098740
142,ANNALS OF NEUROLOGY,0364-5134,"32,256",11.193,11.047,173,,0.066810
143,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,"49,712",11.041,10.919,264,,0.101590
144,Nature Reviews Endocrinology,1759-5029,"2,021",11.025,11.479,64,,0.012300
145,COORDINATION CHEMISTRY REVIEWS,0010-8545,"25,601",11.016,12.257,136,,0.038090
146,Annual Review of Biomedical Engineering,1523-9829,"3,150",10.946,14.566,19,,0.007560
147,JOURNAL OF CELL BIOLOGY,0021-9525,"72,974",10.822,10.367,283,,0.167820
148,Science Translational Medicine,1946-6234,"5,574",10.757,10.481,219,,0.040770
149,GUT,0017-5749,"30,719",10.732,9.988,190,,0.060220
150,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,0002-7863,"431,286",10.677,10.237,"3,099",,0.835620
151,ARCHIVES OF INTERNAL MEDICINE,0003-9926,"39,907",10.579,11.413,138,,0.096470
152,CELL RESEARCH,1001-0602,"7,026",10.526,10.216,99,,0.034840
153,EUROPEAN UROLOGY,0302-2838,"17,088",10.476,8.083,211,,0.054620
154,Nature Reviews Gastroenterology & Hepatology,1759-5045,"1,552",10.426,9.715,66,,0.009050
155,Nature Reviews Cardiology,1759-5002,"1,672",10.400,10.155,51,,0.010630
156,Annual Review of Ecology Evolution and Systematics,1543-592X,"14,909",10.375,16.831,21,,0.018480
156,MOLECULAR ASPECTS OF MEDICINE,0098-2997,"3,016",10.375,10.821,39,,0.008420
158,MOLECULAR BIOLOGY AND EVOLUTION,0737-4038,"32,168",10.353,11.221,294,,0.095190
159,GENOME BIOLOGY,1474-7596,"17,478",10.288,8.959,147,,0.085530
160,BIOLOGICAL REVIEWS,1464-7931,"6,326",10.256,10.949,53,,0.012890
161,PROGRESS IN LIPID RESEARCH,0163-7827,"3,893",10.250,10.690,24,,0.008170
162,Annual Review of Phytopathology,0066-4286,"5,676",10.229,12.313,23,,0.007530
163,NATURAL PRODUCT REPORTS,0265-0568,"6,609",10.178,10.072,65,,0.017450
164,LEUKEMIA,0887-6924,"18,259",10.164,8.692,242,,0.059770
165,Cancer Discovery,2159-8274,639,10.143,10.143,71,,0.004530
166,Advanced Energy Materials,1614-6832,"1,995",10.043,10.050,169,,0.009670
167,Nature Communications,2041-1723,"7,322",10.015,10.020,612,,0.058800
168,BRAIN,0006-8950,"41,189",9.915,10.870,280,,0.098740
169,JOURNAL OF HEPATOLOGY,0168-8278,"22,281",9.858,8.897,336,,0.058520
170,EMBO JOURNAL,0261-4189,"75,950",9.822,9.602,333,,0.160160
171,PSYCHOLOGICAL REVIEW,0033-295X,"21,374",9.797,11.342,36,,0.021330
171,PSYCHOLOGICAL REVIEW,0033-295X,"21,374",9.797,11.342,36,,0.021330
173,PROGRESS IN QUANTUM ELECTRONICS,0079-6727,745,9.786,8.290,11,,0.001890
174,TRENDS IN GENETICS,0168-9525,"10,798",9.772,9.325,69,,0.032580
175,ADVANCED FUNCTIONAL MATERIALS,1616-301X,"34,758",9.765,10.342,569,,0.126970
176,Nature Reviews Rheumatology,1759-4790,"1,921",9.745,9.318,65,,0.011960
177,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,"534,951",9.737,10.583,"3,801",,1.546240
178,ACTA NEUROPATHOLOGICA,0001-6322,"11,664",9.734,8.562,124,,0.030080
179,TRENDS IN BIOTECHNOLOGY,0167-7799,"9,833",9.660,9.289,73,,0.021330
180,Cold Spring Harbor Perspectives in Biology,1943-0264,"3,921",9.630,10.367,155,,0.034720
181,BIOTECHNOLOGY ADVANCES,0734-9750,"6,699",9.599,11.850,133,,0.018910
182,MEDICINAL RESEARCH REVIEWS,0198-6325,"3,297",9.583,9.978,37,,0.006430
183,TRENDS IN MOLECULAR MEDICINE,1471-4914,"5,945",9.571,10.142,76,,0.021630
184,ASTRONOMY AND ASTROPHYSICS REVIEW,0935-4956,973,9.500,13.190,7,,0.004510
184,Annual Review of Genomics and Human Genetics,1527-8204,"2,327",9.500,14.125,20,,0.011860
186,CURRENT BIOLOGY,0960-9822,"43,191",9.494,10.445,371,,0.166370
187,TRENDS IN IMMUNOLOGY,1471-4906,"7,850",9.486,9.715,78,,0.028070
188,CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,"8,869",9.471,9.256,76,,0.026240
189,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,0149-7634,"12,968",9.440,9.924,147,,0.033490
190,PROGRESS IN RETINAL AND EYE RESEARCH,1350-9462,"3,544",9.439,10.188,33,,0.008470
191,CLINICAL INFECTIOUS DISEASES,1058-4838,"45,556",9.374,8.980,523,,0.130040
192,EPIDEMIOLOGIC REVIEWS,0193-936X,"2,913",9.269,19.051,14,,0.007710
193,Enterprise Information Systems,1751-7575,579,9.256,4.771,22,,0.001730
194,PLANT CELL,1040-4651,"39,067",9.251,10.125,325,,0.088430
195,TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,"10,417",9.250,10.158,74,,0.025250
196,BIOLOGICAL PSYCHIATRY,0006-3223,"37,840",9.247,9.773,251,,0.095170
197,Particle and Fibre Toxicology,1743-8977,"1,471",9.178,Not Available,44,,0.005570
198,Annual Review of Nutrition,0199-9885,"4,490",9.158,10.188,20,,0.006620
199,DRUG RESISTANCE UPDATES,1368-7646,"1,965",9.114,9.813,23,,0.004890
200,ANNALS OF THE RHEUMATIC DISEASES,0003-4967,"27,020",9.111,8.351,325,,0.072030
201,BLOOD,0006-4971,"143,670",9.060,9.338,"1,251",,0.399030
202,NPG Asia Materials,1884-4049,301,9.042,8.556,29,,0.001560
203,PROGRESS IN NEUROBIOLOGY,0301-0082,"10,714",9.035,10.322,75,,0.020410
204,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,"3,334",9.033,10.118,60,,0.011320
205,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1046-6673,"30,132",8.987,8.477,195,,0.069120
206,World Psychiatry,1723-8617,"1,193",8.974,6.413,21,,0.003730
206,World Psychiatry,1723-8617,"1,193",8.974,6.413,21,,0.003730
208,ISME Journal,1751-7362,"6,129",8.951,8.927,208,,0.036930
209,TRENDS IN ENDOCRINOLOGY AND METABOLISM,1043-2760,"5,613",8.901,8.248,74,,0.017230
210,HUMAN REPRODUCTION UPDATE,1355-4786,"5,685",8.847,9.512,43,,0.013500
211,Annual Review of Earth and Planetary Sciences,0084-6597,"4,653",8.833,9.861,27,,0.011090
212,CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,"4,587",8.831,7.919,34,,0.010860
213,CURRENT OPINION IN IMMUNOLOGY,0952-7915,"8,689",8.771,8.826,84,,0.035970
214,CURRENT OPINION IN STRUCTURAL BIOLOGY,0959-440X,"10,116",8.738,9.020,93,,0.036830
215,SLEEP MEDICINE REVIEWS,1087-0792,"2,976",8.681,8.260,35,,0.008820
216,NEUROPSYCHOPHARMACOLOGY,0893-133X,"19,882",8.678,7.796,248,,0.057160
217,CANCER RESEARCH,0008-5472,"143,522",8.650,8.576,625,,0.302650
218,Annual Review of Analytical Chemistry,1936-1327,"1,149",8.600,12.283,23,,0.007120
219,PLoS Genetics,1553-7404,"22,212",8.517,9.440,691,,0.173350
220,SCHIZOPHRENIA BULLETIN,0586-7614,"11,606",8.486,8.934,136,,0.031520
220,SCHIZOPHRENIA BULLETIN,0586-7614,"11,606",8.486,8.934,136,,0.031520
222,Topics in Current Chemistry,0340-1022,"5,507",8.456,6.205,55,,0.010440
223,CURRENT OPINION IN PLANT BIOLOGY,1369-5266,"9,461",8.455,9.221,96,,0.029960
224,TRENDS IN MICROBIOLOGY,0966-842X,"8,226",8.434,8.090,72,,0.020760
225,THORAX,0040-6376,"17,786",8.376,7.808,159,,0.037050
226,CELL DEATH AND DIFFERENTIATION,1350-9047,"14,551",8.371,8.395,190,,0.049340
227,Chemical Science,2041-6520,"4,845",8.314,8.330,458,,0.021290
228,NUCLEIC ACIDS RESEARCH,0305-1048,"118,715",8.278,8.055,"1,425",,0.323620
229,SEMINARS IN LIVER DISEASE,0272-8087,"3,515",8.274,6.824,37,,0.007260
230,NEUROLOGY,0028-3878,"74,408",8.249,8.397,527,,0.135040
231,CHEMISTRY OF MATERIALS,0897-4756,"74,651",8.238,7.627,576,,0.156550
232,CURRENT OPINION IN MICROBIOLOGY,1369-5274,"7,695",8.230,8.104,99,,0.027640
233,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,1088-8683,"2,926",8.195,9.844,17,,0.009230
234,JOURNAL OF AUTOIMMUNITY,0896-8411,"4,168",8.145,6.075,98,,0.010420
235,PLoS Pathogens,1553-7374,"19,743",8.136,8.917,627,,0.119080
236,ECOLOGICAL MONOGRAPHS,0012-9615,"8,447",8.085,8.129,26,,0.010040
237,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1389-5567,"2,026",8.069,11.952,16,,0.003430
238,FRONTIERS IN NEUROENDOCRINOLOGY,0091-3022,"2,842",7.985,10.876,29,,0.008930
239,Laser & Photonics Reviews,1863-8880,"1,549",7.976,8.779,43,,0.010700
240,AUTOIMMUNITY REVIEWS,1568-9972,"5,002",7.975,6.069,163,,0.014780
241,Nature Protocols,1754-2189,"16,922",7.960,11.743,174,,0.094100
242,Nature Reviews Nephrology,1759-5061,"1,354",7.943,7.409,63,,0.007800
242,PHYSICAL REVIEW LETTERS,0031-9007,"362,185",7.943,7.435,"3,789",,1.084440
244,KIDNEY INTERNATIONAL,0085-2538,"38,094",7.916,6.968,234,,0.065270
245,ACADEMY OF MANAGEMENT REVIEW,0363-7425,"16,810",7.895,11.578,30,,0.020340
245,DIABETES,0012-1797,"46,158",7.895,8.611,347,,0.096140
247,CURRENT OPINION IN BIOTECHNOLOGY,0958-1669,"9,501",7.860,9.006,131,,0.025590
248,Nanotoxicology,1743-5390,"1,387",7.844,7.758,74,,0.005900
249,Brain Structure & Function,1863-2653,"1,259",7.837,6.821,55,,0.008180
249,CLINICAL CANCER RESEARCH,1078-0432,"65,704",7.837,7.827,665,,0.198580
251,Small,1613-6810,"18,137",7.823,8.084,457,,0.079520
252,BRAIN RESEARCH REVIEWS,0165-0173,"8,903",7.818,8.786,0,,0.019960
253,Theranostics,1838-7640,428,7.806,7.806,93,,0.000940
254,EMBO Molecular Medicine,1757-4676,"1,290",7.795,9.390,106,,0.008270
255,Polymer Reviews,1558-3724,"1,155",7.794,10.021,11,,0.004850
256,PHARMACOLOGY & THERAPEUTICS,0163-7258,"10,655",7.793,8.736,108,,0.024080
257,CANCER AND METASTASIS REVIEWS,0167-7659,"5,016",7.787,10.088,68,,0.014990
258,DIABETES CARE,0149-5992,"49,025",7.735,7.555,427,,0.114460
258,MASS SPECTROMETRY REVIEWS,0277-7037,"3,944",7.735,9.924,28,,0.010390
260,LASER PHYSICS LETTERS,1612-2011,"4,116",7.714,4.974,158,,0.012600
261,PROGRESS IN PHOTOVOLTAICS,1062-7995,"4,535",7.712,7.023,112,,0.011980
262,STEM CELLS,1066-5099,"18,253",7.701,8.368,269,,0.067380
263,HUMAN MOLECULAR GENETICS,0964-6906,"36,041",7.692,7.541,478,,0.112340
264,ARCHIVES OF NEUROLOGY,0003-9942,"21,999",7.685,7.430,186,,0.044400
265,Science Signaling,1937-9145,"5,168",7.648,7.603,182,,0.040510
266,JOURNAL OF CONTROLLED RELEASE,0168-3659,"29,755",7.633,8.078,501,,0.050010
267,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,"4,316",7.615,10.061,60,,0.019720
267,REVIEWS IN MEDICAL VIROLOGY,1052-9276,"1,758",7.615,7.024,28,,0.005520
269,BIOMATERIALS,0142-9612,"69,792",7.604,8.496,898,,0.141250
270,JOURNAL OF PATHOLOGY,0022-3417,"14,468",7.585,6.928,173,,0.034480
271,AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,"27,521",7.553,7.019,188,,0.059070
272,JOURNAL OF MAMMARY GLAND BIOLOGY AND NEOPLASIA,1083-3021,"2,120",7.524,5.838,25,,0.005260
273,Annual Review of Chemical and Biomolecular Engineering,1947-5438,331,7.512,7.512,22,,0.001960
274,QUARTERLY REVIEW OF BIOLOGY,0033-5770,"3,312",7.500,7.904,9,,0.003340
275,INTERNATIONAL MATERIALS REVIEWS,0950-6608,"2,255",7.480,7.149,16,,0.003270
276,ARTHRITIS AND RHEUMATISM,0004-3591,"45,200",7.477,7.630,411,,0.088330
277,ChemSusChem,1864-5631,"5,056",7.475,7.951,286,,0.020930
278,CURRENT OPINION IN GENETICS & DEVELOPMENT,0959-437X,"8,178",7.470,8.209,80,,0.033330
279,SEMINARS IN CANCER BIOLOGY,1044-579X,"4,299",7.436,7.107,53,,0.010880
280,Molecular Ecology Resources,1755-098X,"4,736",7.432,4.150,132,,0.023280
281,PROGRESS IN SOLID STATE CHEMISTRY,0079-6786,"1,474",7.429,3.338,6,,0.001420
282,Annual Review of Nuclear and Particle Science,0163-8998,"2,116",7.400,8.777,19,,0.007120
283,GONDWANA RESEARCH,1342-937X,"4,394",7.396,6.171,157,,0.013090
284,Nano Research,1998-0124,"3,031",7.392,7.801,96,,0.015420
285,ANNALS OF ONCOLOGY,0923-7534,"22,805",7.384,6.473,541,,0.072050
286,ONCOGENE,0950-9232,"60,526",7.357,7.180,458,,0.144060
287,EARTH-SCIENCE REVIEWS,0012-8252,"6,204",7.339,8.759,81,,0.017310
288,CURRENT OPINION IN NEUROBIOLOGY,0959-4388,"11,429",7.335,8.165,135,,0.036380
289,Journal of Molecular Cell Biology,1674-2788,651,7.308,8.271,37,,0.003420
290,JOURNAL OF PINEAL RESEARCH,0742-3098,"4,956",7.304,5.451,92,,0.007340
291,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,"30,111",7.260,7.522,268,,0.059520
292,Advances in Immunology,0065-2776,"2,325",7.256,8.020,31,,0.007190
293,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,"14,201",7.251,8.051,310,,0.051780
294,PSYCHOTHERAPY AND PSYCHOSOMATICS,0033-3190,"2,761",7.230,5.825,26,,0.005170
294,PSYCHOTHERAPY AND PSYCHOSOMATICS,0033-3190,"2,761",7.230,5.825,26,,0.005170
296,GLOBAL ECOLOGY AND BIOGEOGRAPHY,1466-822X,"5,276",7.223,7.284,108,,0.018830
