"Journal Data Filtered By:  Selected JCR Year: 2010 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
4694,Bioanalysis,1757-6180,197,1.337,1.337,117,,0.000320
4695,DERMATOLOGIC CLINICS,0733-8635,"1,455",1.336,1.601,95,,0.002340
4695,Hematology,1024-5332,939,1.336,1.438,56,,0.003400
4695,JOURNAL OF SAFETY RESEARCH,0022-4375,"1,401",1.336,1.853,65,,0.004880
4698,International Journal of Nanotechnology,1475-7435,429,1.335,1.309,72,,0.002320
4698,JOURNAL OF SOLUTION CHEMISTRY,0095-9782,"2,693",1.335,1.448,139,,0.003860
4700,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-EXPRESS BRIEFS,1549-7747,"3,787",1.334,1.639,195,,0.019130
4700,JOURNAL OF SOUND AND VIBRATION,0022-460X,"15,652",1.334,1.572,353,,0.037690
4702,Attention Perception & Psychophysics,1943-3921,333,1.333,1.364,190,,0.001560
4702,Attention Perception & Psychophysics,1943-3921,333,1.333,1.364,190,,0.001560
4702,CLINICAL AUTONOMIC RESEARCH,0959-9851,965,1.333,1.553,46,,0.002150
4702,JOURNAL OF SPINAL DISORDERS & TECHNIQUES,1536-0652,"2,939",1.333,1.939,100,,0.008190
4702,Journal of Environmental Engineering and Landscape Management,1648-6897,178,1.333,Not Available,38,,0.000290
4702,MATHEMATICAL MEDICINE AND BIOLOGY-A JOURNAL OF THE IMA,1477-8599,262,1.333,1.914,17,,0.001510
4702,OPHTHALMIC GENETICS,1381-6810,424,1.333,Not Available,45,,0.001370
4702,SCANNING,0161-0457,709,1.333,1.251,41,,0.001390
4702,SEMICONDUCTOR SCIENCE AND TECHNOLOGY,0268-1242,"5,368",1.333,1.586,209,,0.017960
4702,URBAN AFFAIRS REVIEW,1078-0874,971,1.333,1.913,28,,0.002760
4702,VETERINARY PATHOLOGY,0300-9858,"3,830",1.333,1.707,125,,0.005710
4713,ANNALS OF VASCULAR SURGERY,0890-5096,"2,661",1.332,1.436,285,,0.005620
4714,INTERNATIONAL JOURNAL OF INTELLIGENT SYSTEMS,0884-8173,"1,087",1.331,1.256,64,,0.002470
4714,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,0884-2175,"1,242",1.331,1.677,70,,0.003360
4714,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,0884-2175,"1,242",1.331,1.677,70,,0.003360
4714,JOURNAL OF ECT,1095-0680,809,1.331,1.319,62,,0.001340
4714,JOURNAL OF ECT,1095-0680,809,1.331,1.319,62,,0.001340
4714,SIGNAL PROCESSING-IMAGE COMMUNICATION,0923-5965,865,1.331,1.220,62,,0.002260
4720,Heart Lung and Circulation,1443-9506,584,1.330,Not Available,100,,0.002670
4720,JOURNAL OF FISH BIOLOGY,0022-1112,"10,719",1.330,1.515,324,,0.015920
4720,RESEARCH IN VETERINARY SCIENCE,0034-5288,"3,618",1.330,1.544,182,,0.005200
4723,ACTA NEUROCHIRURGICA,0001-6268,"5,743",1.329,1.770,277,,0.009680
4723,AGRICULTURAL ECONOMICS,0169-5150,"1,182",1.329,1.320,70,,0.003850
4723,AGRICULTURAL ECONOMICS,0169-5150,"1,182",1.329,1.320,70,,0.003850
4723,HUMAN BIOLOGY,0018-7143,"2,038",1.329,1.338,37,,0.001960
4723,HUMAN BIOLOGY,0018-7143,"2,038",1.329,1.338,37,,0.001960
4723,JOURNAL OF HUMAN LACTATION,0890-3344,852,1.329,1.534,38,,0.001370
4723,JOURNAL OF THE AMERICAN PHARMACISTS ASSOCIATION,1544-3191,"1,212",1.329,1.264,77,,0.002110
4730,ANTARCTIC SCIENCE,0954-1020,"1,587",1.328,1.616,83,,0.003510
4730,AUSTRALIAN JOURNAL OF AGRICULTURAL RESEARCH,0004-9409,"4,401",1.328,1.781,0,,0.005280
4730,COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS,0925-7721,"1,253",1.328,1.304,55,,0.002950
4730,MODERN LANGUAGE JOURNAL,0026-7902,"1,311",1.328,2.204,38,,0.002810
4734,INFORMATION RETRIEVAL,1386-4564,582,1.327,1.222,28,,0.001090
4734,Intellectual and Developmental Disabilities,1934-9491,146,1.327,1.459,24,,0.000480
4734,PSYCHIATRIC QUARTERLY,0033-2720,666,1.327,1.458,31,,0.001160
4737,ANNALS OF FOREST SCIENCE,1286-4560,"1,642",1.326,1.713,100,,0.004620
4737,CONCEPTS IN MAGNETIC RESONANCE PART A,1546-6086,294,1.326,1.398,22,,0.001290
4737,FINANCE AND STOCHASTICS,0949-2984,763,1.326,1.870,23,,0.005120
4737,FINANCE AND STOCHASTICS,0949-2984,763,1.326,1.870,23,,0.005120
4737,HYDROGEOLOGY JOURNAL,1431-2174,"2,012",1.326,1.861,136,,0.007120
4737,JOURNAL OF ALGEBRAIC GEOMETRY,1056-3911,515,1.326,1.203,20,,0.004740
4737,MEDIA PSYCHOLOGY,1521-3269,487,1.326,1.919,17,,0.002130
4737,SUICIDE AND LIFE-THREATENING BEHAVIOR,0363-0234,"2,091",1.326,2.248,63,,0.004380
4745,CLINICAL EEG AND NEUROSCIENCE,1550-0594,274,1.325,1.441,32,,0.001450
4745,Mobile Information Systems,1574-017X,67,1.325,Not Available,18,,0.000210
4745,Regional Environmental Change,1436-3798,249,1.325,Not Available,27,,0.000930
4745,Regional Environmental Change,1436-3798,249,1.325,Not Available,27,,0.000930
4749,INTERNATIONAL JOURNAL OF HEMATOLOGY,0925-5710,"2,252",1.324,1.325,232,,0.006940
4750,JOURNAL OF RADIOLOGICAL PROTECTION,0952-4746,576,1.323,1.351,50,,0.001810
4751,EUROPEAN CYTOKINE NETWORK,1148-5493,"1,107",1.322,2.128,42,,0.001750
4751,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,"1,853",1.322,1.429,85,,0.003060
4751,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,0169-8141,"1,853",1.322,1.429,85,,0.003060
4754,Journal of Linguistic Anthropology,1055-1360,297,1.321,Not Available,21,,0.001420
4755,JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,1488-2159,"1,096",1.320,Not Available,9,,0.002280
4756,ETHNIC AND RACIAL STUDIES,0141-9870,"1,326",1.319,1.917,78,,0.004880
4756,LASER PHYSICS,1054-660X,"1,855",1.319,0.947,338,,0.006640
4758,HIGH PERFORMANCE POLYMERS,0954-0083,714,1.318,1.181,66,,0.001340
4758,WORLD BANK ECONOMIC REVIEW,0258-6770,"1,224",1.318,2.160,19,,0.003390
4760,INTERNATIONAL JOURNAL OF TECHNOLOGY ASSESSMENT IN HEALTH CARE,0266-4623,"1,310",1.317,1.424,58,,0.003520
4760,Particuology,1674-2001,199,1.317,1.345,98,,0.001080
4762,ACTA HAEMATOLOGICA,0001-5792,"1,638",1.316,1.216,99,,0.002830
4762,AGING & MENTAL HEALTH,1360-7863,"1,417",1.316,1.899,111,,0.004010
4762,AGING & MENTAL HEALTH,1360-7863,"1,417",1.316,1.899,111,,0.004010
4762,PHYSICA MEDICA,1120-1797,254,1.316,1.014,30,,0.000970
4762,Smart Structures and Systems,1738-1584,235,1.316,1.292,64,,0.001100
4767,CHILDS NERVOUS SYSTEM,0256-7040,"3,641",1.314,1.645,222,,0.008400
4767,HEALTH COMMUNICATION,1041-0236,930,1.314,1.840,66,,0.002830
4767,JOURNAL OF PSYCHOSOCIAL ONCOLOGY,0734-7332,555,1.314,1.567,41,,0.001080
4770,ROBOTICS AND AUTONOMOUS SYSTEMS,0921-8890,"1,665",1.313,1.803,119,,0.004070
4771,ACTA PHARMACEUTICA,1330-0075,638,1.312,Not Available,40,,0.001410
4771,NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS,0028-8306,"1,648",1.312,1.488,30,,0.001820
4773,AUTOMATION IN CONSTRUCTION,0926-5805,996,1.311,1.454,101,,0.002750
4773,ENVIRONMENTAL POLITICS,0964-4016,718,1.311,1.815,46,,0.002600
4773,FOLIA PRIMATOLOGICA,0015-5713,"1,430",1.311,1.307,26,,0.001630
4773,INDUSTRIAL RELATIONS,0019-8676,"1,196",1.311,1.948,34,,0.003530
4777,AGEING & SOCIETY,0144-686X,"1,090",1.309,1.900,66,,0.002610
4777,JOURNAL OF PROSTHETIC DENTISTRY,0022-3913,"7,295",1.309,1.848,102,,0.007550
4779,CHILD CARE HEALTH AND DEVELOPMENT,0305-1862,"1,502",1.308,1.732,100,,0.004340
4779,CHILD CARE HEALTH AND DEVELOPMENT,0305-1862,"1,502",1.308,1.732,100,,0.004340
4779,ENVIRONMENTAL PROGRESS,0278-4491,756,1.308,1.848,0,,0.001680
4779,JOURNAL OF PEDIATRIC SURGERY,0022-3468,"11,659",1.308,1.496,527,,0.018770
4779,Journal of Functional Foods,1756-4646,73,1.308,1.308,31,,0.000310
4784,HOLZFORSCHUNG,0018-3830,"2,506",1.307,1.402,105,,0.004390
4784,JOURNAL OF PUBLIC HEALTH MANAGEMENT AND PRACTICE,1078-4659,864,1.307,1.200,84,,0.002870
4784,MECHANICS RESEARCH COMMUNICATIONS,0093-6413,"1,168",1.307,1.199,131,,0.003880
4787,Cancer Radiotherapie,1278-3218,610,1.306,Not Available,102,,0.000730
4787,International Journal for Equity in Health,1475-9276,274,1.306,Not Available,28,,0.001580
4787,International Journal of Wavelets Multiresolution and Information Processing,0219-6913,279,1.306,0.838,56,,0.000980
4787,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,1355-3259,419,1.306,1.595,25,,0.001040
4787,SCIENCE OF COMPUTER PROGRAMMING,0167-6423,882,1.306,1.341,58,,0.002910
4792,JOURNAL OF GREAT LAKES RESEARCH,0380-1330,"2,234",1.305,1.789,124,,0.003550
4793,ATMOSPHERE-OCEAN,0705-5900,734,1.304,1.605,19,,0.001790
4793,BEHAVIOURAL NEUROLOGY,0953-4180,490,1.304,1.349,39,,0.001170
4793,INTERNATIONAL JOURNAL OF BEHAVIORAL DEVELOPMENT,0165-0254,"1,747",1.304,2.082,57,,0.004750
4793,Journal of Nutrigenetics and Nutrigenomics,1661-6499,62,1.304,Not Available,5,,0.000270
4793,Journal of Wound Ostomy and Continence Nursing,1071-5754,629,1.304,1.419,62,,0.001230
4793,Journal of Wound Ostomy and Continence Nursing,1071-5754,629,1.304,1.419,62,,0.001230
4793,PHILOSOPHICAL MAGAZINE,1478-6435,"8,424",1.304,1.368,283,,0.020960
4793,PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES,1386-9477,"4,714",1.304,1.244,651,,0.017800
4801,JOURNAL OF GAMBLING STUDIES,1050-5350,887,1.303,1.881,42,,0.001570
4801,OPHTHALMOLOGICA,0030-3755,"1,534",1.303,1.257,68,,0.002930
4803,CLINICAL PHYSIOLOGY AND FUNCTIONAL IMAGING,1475-0961,"1,443",1.302,1.353,73,,0.002440
4803,INTERNATIONAL JOURNAL OF ORAL AND MAXILLOFACIAL SURGERY,0901-5027,"4,350",1.302,1.766,211,,0.009360
4803,INTERNATIONAL JOURNAL OF QUANTUM CHEMISTRY,0020-7608,"7,123",1.302,1.305,312,,0.014960
4806,NUTRITIONAL NEUROSCIENCE,1028-415X,614,1.301,1.599,35,,0.001310
4807,JOURNAL OF POLYMER SCIENCE PART B-POLYMER PHYSICS,0887-6266,"9,906",1.300,1.807,278,,0.016160
4807,NONLINEAR PROCESSES IN GEOPHYSICS,1023-5809,958,1.300,1.473,66,,0.005290
4809,Journal of International Management,1075-4253,467,1.298,Not Available,29,,0.001270
4810,ENVIRONMENTAL & RESOURCE ECONOMICS,0924-6460,"1,784",1.297,1.743,85,,0.006480
4810,FINANCIAL MANAGEMENT,0046-3892,"1,140",1.297,1.644,60,,0.002120
4810,JOURNAL OF ORNITHOLOGY,0021-8375,"1,308",1.297,1.691,112,,0.004880
4810,JOURNAL OF SCHEDULING,1094-6136,607,1.297,1.889,41,,0.003180
4810,JOURNAL OF SOCIAL AND CLINICAL PSYCHOLOGY,0736-7236,"1,547",1.297,2.011,48,,0.004340
4810,READING AND WRITING,0922-4777,823,1.297,Not Available,49,,0.002650
4810,SIAM JOURNAL ON CONTROL AND OPTIMIZATION,0363-0129,"4,326",1.297,1.666,102,,0.014290
4810,TELEMEDICINE JOURNAL AND E-HEALTH,1530-5627,871,1.297,1.310,116,,0.002950
4818,BOREAL ENVIRONMENT RESEARCH,1239-6095,867,1.296,1.841,44,,0.003290
4818,GEOMETRIC AND FUNCTIONAL ANALYSIS,1016-443X,"1,236",1.296,1.557,68,,0.010680
4818,MATHEMATICS AND MECHANICS OF SOLIDS,1081-2865,296,1.296,0.842,44,,0.001640
4818,POLYMER ENGINEERING AND SCIENCE,0032-3888,"7,588",1.296,1.557,270,,0.010140
4822,AMERICAN JOURNAL OF HEALTH BEHAVIOR,1087-3244,988,1.295,1.572,0,,0.003580
4822,DIAGNOSTIC CYTOPATHOLOGY,8755-1039,"2,725",1.295,1.263,153,,0.004720
4822,Journal of Systematics and Evolution,1674-4918,207,1.295,1.295,45,,0.001320
4822,Livestock Science,1871-1413,"1,664",1.295,1.520,317,,0.007780
4822,Public Management Review,1471-9037,485,1.295,1.387,40,,0.001450
4827,CANADIAN JOURNAL OF OPHTHALMOLOGY-JOURNAL CANADIEN D OPHTALMOLOGIE,0008-4182,"1,192",1.294,1.309,72,,0.003780
4827,CANADIAN JOURNAL OF VETERINARY RESEARCH-REVUE CANADIENNE DE RECHERCHE VETERINAIRE,0830-9000,"1,346",1.294,1.478,52,,0.001990
4827,EMERGENCY MEDICINE CLINICS OF NORTH AMERICA,0733-8627,790,1.294,1.237,53,,0.002100
4827,JOURNAL OF LAW MEDICINE & ETHICS,1073-1105,949,1.294,1.373,73,,0.004100
4827,JOURNAL OF LAW MEDICINE & ETHICS,1073-1105,949,1.294,1.373,73,,0.004100
4827,JOURNAL OF NONVERBAL BEHAVIOR,0191-5886,743,1.294,1.699,14,,0.001100
4827,Journal of Mining and Metallurgy Section B-Metallurgy,1450-5339,72,1.294,Not Available,21,,0.000080
4827,PETROLEUM GEOSCIENCE,1354-0793,477,1.294,1.226,30,,0.001480
4835,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL HYGIENE,1545-9624,803,1.293,1.332,79,,0.003910
4835,JOURNAL OF OCEANOGRAPHY,0916-8370,"1,527",1.293,1.286,71,,0.004460
4835,JOURNAL OF SYSTEMS AND SOFTWARE,0164-1212,"1,789",1.293,1.293,205,,0.005390
4835,PERCEPTION,0301-0066,"4,458",1.293,1.553,136,,0.007020
4835,PERCEPTION,0301-0066,"4,458",1.293,1.553,136,,0.007020
4835,SCANDINAVIAN JOURNAL OF UROLOGY AND NEPHROLOGY,0036-5599,"1,836",1.293,1.197,70,,0.003650
4841,AGING NEUROPSYCHOLOGY AND COGNITION,1382-5585,594,1.292,1.606,44,,0.002000
4841,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,0916-8451,"9,694",1.292,1.496,492,,0.019070
4841,PUBLIC ADMINISTRATION,0033-3298,"1,320",1.292,1.938,57,,0.003590
4841,ZEITSCHRIFT FUR KINDER-UND JUGENDPSYCHIATRIE UND PSYCHOTHERAPIE,1422-4917,314,1.292,1.019,36,,0.000500
4845,JOURNAL OF MATHEMATICAL PHYSICS,0022-2488,"13,267",1.291,1.210,561,,0.025060
4845,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY A,0734-2101,"6,674",1.291,1.233,235,,0.011710
4847,Accountability in Research-Policies and Quality Assurance,0898-9621,153,1.290,3.032,18,,0.000390
4847,CONDOR,0010-5422,"4,730",1.290,1.775,93,,0.005880
4847,MULTIVARIATE BEHAVIORAL RESEARCH,0027-3171,"2,415",1.290,3.295,36,,0.005280
4847,MULTIVARIATE BEHAVIORAL RESEARCH,0027-3171,"2,415",1.290,3.295,36,,0.005280
4847,RESEARCH ON AGING,0164-0275,881,1.290,1.855,28,,0.002460
4847,REVIEWS IN MATHEMATICAL PHYSICS,0129-055X,655,1.290,1.289,32,,0.002660
4847,VETERINARY ANAESTHESIA AND ANALGESIA,1467-2987,641,1.290,1.495,70,,0.001620
4847,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,0044-2275,"1,600",1.290,1.213,78,,0.003500
4855,CANADIAN MINERALOGIST,0008-4476,"3,098",1.289,1.377,101,,0.005430
4855,International Journal of Paediatric Dentistry,0960-7439,"1,029",1.289,Not Available,68,,0.002330
4855,Journal of Geographical Systems,1435-5930,344,1.289,Not Available,21,,0.001240
4858,ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY,0003-4983,"2,782",1.288,1.579,73,,0.004580
4858,IEEE TRANSACTIONS ON RELIABILITY,0018-9529,"2,329",1.288,1.698,75,,0.004540
4858,INTERNATIONAL GEOLOGY REVIEW,0020-6814,"1,641",1.288,1.629,44,,0.003000
4858,JOURNAL OF MOLECULAR STRUCTURE-THEOCHEM,0166-1280,"7,724",1.288,1.207,475,,0.015880
4862,JOURNAL OF NEUROIMAGING,1051-2284,"1,059",1.287,1.586,77,,0.003880
4862,MINERALOGY AND PETROLOGY,0930-0708,"1,221",1.287,1.551,55,,0.002580
4862,WOMENS HEALTH ISSUES,1049-3867,786,1.287,1.968,55,,0.002490
4865,ECONOMICA,0013-0427,"1,645",1.286,1.354,36,,0.004730
4865,EDUCATIONAL ADMINISTRATION QUARTERLY,0013-161X,618,1.286,1.563,23,,0.001370
4865,Journal of Comparative Germanic Linguistics,1383-4924,110,1.286,Not Available,7,,0.000360
4865,MEDICC Review,1555-7960,51,1.286,Not Available,15,,0.000140
4865,MEDICC Review,1555-7960,51,1.286,Not Available,15,,0.000140
4865,NEW ZEALAND JOURNAL OF ECOLOGY,0110-6465,899,1.286,1.281,33,,0.000840
4871,HPB,1365-182X,729,1.285,Not Available,90,,0.003090
4871,JOURNAL OF MATHEMATICAL IMAGING AND VISION,0924-9907,"1,063",1.285,1.734,54,,0.004720
4873,ANTIPODE,0066-4812,"1,313",1.284,2.113,67,,0.004260
4873,HELVETICA CHIMICA ACTA,0018-019X,"7,813",1.284,1.332,280,,0.008240
4875,IET Control Theory and Applications,1751-8644,728,1.283,1.549,266,,0.004330
4875,JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,1076-1608,850,1.283,1.324,102,,0.003080
4875,JOURNAL OF MANAGEMENT INQUIRY,1056-4926,585,1.283,1.600,29,,0.002020
4875,Mind Brain and Education,1751-2271,130,1.283,Not Available,22,,0.000370
4875,Universitas Psychologica,1657-9267,196,1.283,Not Available,61,,0.000230
4880,LABORATORY ANIMALS,0023-6772,"1,227",1.282,1.280,56,,0.002020
4880,RAND JOURNAL OF ECONOMICS,0741-6261,"3,521",1.282,2.441,34,,0.014960
4882,COMPUTATIONAL BIOLOGY AND CHEMISTRY,1476-9271,587,1.281,1.476,41,,0.002660
4882,MIDWIFERY,0266-6138,887,1.281,1.468,77,,0.001590
4882,MIDWIFERY,0266-6138,887,1.281,1.468,77,,0.001590
4885,Analysis & PDE,1948-206X,36,1.280,1.280,15,,0.000670
4885,International Journal of Applied Ceramic Technology,1546-542X,812,1.280,1.893,98,,0.003790
4887,ECOLOGICAL RESEARCH,0912-3814,"2,003",1.279,1.671,117,,0.005910
4887,JOURNAL OF CLINICAL ANESTHESIA,0952-8180,"1,960",1.279,1.540,89,,0.003530
4887,JOURNAL OF NUCLEAR MATERIALS,0022-3115,"11,075",1.279,1.329,381,,0.031010
4887,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,0362-546X,"9,265",1.279,1.409,764,,0.035750
4891,AUSTRALIAN JOURNAL OF EARTH SCIENCES,0812-0099,"1,767",1.278,1.340,55,,0.003040
4891,Evolutionary Psychology,1474-7049,218,1.278,Not Available,43,,0.001500
4891,HUMAN DEVELOPMENT,0018-716X,845,1.278,1.948,16,,0.001540
4891,WOOD SCIENCE AND TECHNOLOGY,0043-7719,"1,648",1.278,1.492,50,,0.002430
4895,CYTOTECHNOLOGY,0920-9069,"1,175",1.277,1.447,62,,0.002120
4896,JOURNAL OF APPLIED ENTOMOLOGY,0931-2048,"1,890",1.276,1.436,91,,0.003950
4897,BIOCATALYSIS AND BIOTRANSFORMATION,1024-2422,880,1.275,1.433,51,,0.001970
4897,CLINICAL PSYCHOLOGY & PSYCHOTHERAPY,1063-3995,725,1.275,1.534,49,,0.002040
4899,ANNALS OF PLASTIC SURGERY,0148-7043,"5,759",1.274,1.499,260,,0.012340
4899,COMPUTATIONAL OPTIMIZATION AND APPLICATIONS,0926-6003,"1,040",1.274,1.470,76,,0.004760
4899,Contributions to Nephrology,0302-5144,948,1.274,1.361,94,,0.003020
4899,JCMS-Journal of Common Market Studies,0021-9886,"1,165",1.274,1.643,71,,0.004260
4899,JOURNAL OF SEISMOLOGY,1383-4649,653,1.274,1.337,45,,0.002340
4899,JOURNAL OF TELEMEDICINE AND TELECARE,1357-633X,"1,372",1.274,1.133,87,,0.003530
4905,ETHOS,0091-2131,485,1.273,1.179,24,,0.000970
4905,GENES & GENETIC SYSTEMS,1341-7568,695,1.273,1.414,28,,0.002480
4905,JOURNAL OF THERMAL BIOLOGY,0306-4565,"1,511",1.273,1.500,69,,0.002830
4905,Journal of Intelligent Transportation Systems,1547-2450,137,1.273,Not Available,19,,0.000680
4905,Journal of Lower Genital Tract Disease,1089-2591,347,1.273,Not Available,59,,0.001740
4905,Mitochondrial DNA,1940-1736,49,1.273,1.273,31,,0.000140
4905,Semiconductors and Semimetals,0080-8784,486,1.273,1.000,3,,0.000450
4912,International Heart Journal,1349-2365,485,1.272,1.094,82,,0.002560
4912,Marine Ecology-An Evolutionary Perspective,0173-9565,"1,076",1.272,1.702,67,,0.002300
4914,JOURNAL OF VACUUM SCIENCE & TECHNOLOGY B,1071-1023,"10,476",1.271,1.343,526,,0.024150
4914,Nursing Philosophy,1466-7681,228,1.271,Not Available,23,,0.000520
4914,Nursing Philosophy,1466-7681,228,1.271,Not Available,23,,0.000520
4914,SCIENCE IN CHINA SERIES D-EARTH SCIENCES,1006-9313,"2,634",1.271,1.220,0,,0.007540
4918,IMMUNOLOGICAL INVESTIGATIONS,0882-0139,666,1.270,1.363,54,,0.001380
4919,EMERGENCY MEDICINE JOURNAL,1472-0205,"2,270",1.269,1.442,183,,0.008070
4919,Journal of Neurodevelopmental Disorders,1866-1947,40,1.269,1.269,22,,0.000260
4921,CHAOS SOLITONS & FRACTALS,0960-0779,"9,415",1.268,1.729,12,,0.039410
4921,DENTAL TRAUMATOLOGY,1600-4469,"1,481",1.268,1.723,100,,0.002650
4921,GEOFLUIDS,1468-8115,529,1.268,1.875,38,,0.001790
4921,REPRODUCTIVE HEALTH MATTERS,0968-8080,648,1.268,1.437,33,,0.002240
4925,CLINICAL AND EXPERIMENTAL DERMATOLOGY,0307-6938,"3,771",1.267,1.548,235,,0.007310
4925,EXPERIMENTAL THERMAL AND FLUID SCIENCE,0894-1777,"2,371",1.267,1.572,161,,0.006400
4925,PUBLIC HEALTH,0033-3506,"1,956",1.267,1.493,102,,0.007110
4925,PUBLIC HEALTH,0033-3506,"1,956",1.267,1.493,102,,0.007110
4925,Studies in Science Education,0305-7267,262,1.267,Not Available,7,,0.000370
4925,Studies in Science Education,0305-7267,262,1.267,Not Available,7,,0.000370
4931,DIGESTIVE SURGERY,0253-4886,"1,370",1.266,1.532,82,,0.002990
4931,INTERNATIONAL JOURNAL OF AUDIOLOGY,1499-2027,"1,210",1.266,1.591,108,,0.004930
4931,INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES,0020-7403,"3,665",1.266,1.542,166,,0.008330
4931,JOURNAL OF MICROBIOLOGY,1225-8873,"1,158",1.266,1.820,133,,0.005340
4931,MYCOLOGICAL PROGRESS,1617-416X,334,1.266,1.458,53,,0.001130
4936,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,0002-9459,"1,129",1.265,1.280,147,,0.001450
4936,INTERNATIONAL JOURNAL OF DERMATOLOGY,0011-9059,"5,111",1.265,1.485,226,,0.009220
4938,ACTA VETERINARIA HUNGARICA,0236-6290,575,1.264,0.980,48,,0.001010
4938,JOURNAL OF APPLIED SPORT PSYCHOLOGY,1041-3200,829,1.264,1.762,33,,0.001270
4938,JOURNAL OF APPLIED SPORT PSYCHOLOGY,1041-3200,829,1.264,1.762,33,,0.001270
4938,JOURNAL OF FAMILY ISSUES,0192-513X,"1,924",1.264,2.248,68,,0.005680
4938,MAMMALIAN BIOLOGY,1616-5047,489,1.264,1.441,61,,0.001570
4938,THEORY IN BIOSCIENCES,1431-7613,240,1.264,1.456,28,,0.001150
4944,AMERICAN JOURNAL OF DERMATOPATHOLOGY,0193-1091,"2,576",1.263,1.370,145,,0.003600
4944,BIOMEDICAL RESEARCH-TOKYO,0388-6107,415,1.263,1.191,51,,0.001440
4944,MARKETING LETTERS,0923-0645,756,1.263,1.607,27,,0.002570
4947,JOURNAL OF NURSING CARE QUALITY,1057-3631,555,1.262,1.338,42,,0.001360
4947,JOURNAL OF NURSING CARE QUALITY,1057-3631,555,1.262,1.338,42,,0.001360
4947,PHILOSOPHICAL MAGAZINE LETTERS,0950-0839,"1,665",1.262,1.457,101,,0.006500
4950,Educational Research Review,1747-938X,33,1.261,Not Available,15,,0.000000
4950,JOURNAL OF DIFFERENTIAL EQUATIONS,0022-0396,"7,332",1.261,1.696,261,,0.030540
4950,JOURNAL OF WATER RESOURCES PLANNING AND MANAGEMENT-ASCE,0733-9496,"1,900",1.261,1.996,71,,0.002580
4950,STARCH-STARKE,0038-9056,"2,625",1.261,1.744,72,,0.002420
4954,BIOSECURITY AND BIOTERRORISM-BIODEFENSE STRATEGY PRACTICE AND SCIENCE,1538-7135,238,1.260,1.265,21,,0.001340
4954,ECONOMIC BOTANY,0013-0001,"1,620",1.260,1.321,24,,0.001120
4954,INTERNATIONAL JOURNAL OF BIOLOGICAL MARKERS,0393-6155,578,1.260,1.304,35,,0.001180
4954,Journal of the Taiwan Institute of Chemical Engineers,1876-1070,159,1.260,1.271,95,,0.000410
4954,SURGICAL NEUROLOGY,0090-3019,"5,891",1.260,1.688,0,,0.011360
4959,ACTA PHYSICA SINICA,1000-3290,"8,556",1.259,1.063,"1,366",,0.007100
4959,JOURNAL OF MATHEMATICAL CHEMISTRY,0259-9791,"1,540",1.259,1.299,176,,0.004830
4959,MULTIBODY SYSTEM DYNAMICS,1384-5640,589,1.259,1.402,42,,0.001800
4959,OPHTHALMIC AND PHYSIOLOGICAL OPTICS,0275-5408,"1,599",1.259,1.392,99,,0.003220
4959,REGIONAL STUDIES,0034-3404,"2,338",1.259,2.212,86,,0.005940
4959,REVIEW OF ECONOMIC DYNAMICS,1094-2025,727,1.259,1.550,43,,0.008370
4965,IEEE TRANSACTIONS ON COMPUTER-AIDED DESIGN OF INTEGRATED CIRCUITS AND SYSTEMS,0278-0070,"3,562",1.258,1.497,182,,0.008920
4965,PATHOLOGY RESEARCH AND PRACTICE,0344-0338,"2,058",1.258,1.305,159,,0.004210
4967,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629,"3,680",1.257,1.334,207,,0.006590
4967,International Journal of Medical Robotics and Computer Assisted Surgery,1478-5951,364,1.257,1.544,59,,0.001730
4967,KNOWLEDGE ENGINEERING REVIEW,0269-8889,635,1.257,1.830,16,,0.001050
4970,BLOOD PRESSURE,0803-7051,905,1.256,1.358,56,,0.001750
4970,JOURNAL OF VECTOR ECOLOGY,1081-1710,729,1.256,1.405,55,,0.002280
4970,PRIMATES,0032-8332,"1,491",1.256,1.477,45,,0.002480
