"Journal Data Filtered By:  Selected JCR Year: 2011 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,
Rank,Full Journal Title,Issn,Total Cites,Journal Impact Factor,5-Year Impact Factor,Citable Items,,Eigenfactor Score
31,Cell Stem Cell,1934-5909,"10,145",25.421,27.494,96,,0.100820
32,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,"6,081",25.056,22.558,7,,0.010260
32,BEHAVIORAL AND BRAIN SCIENCES,0140-525X,"6,081",25.056,22.558,7,,0.010260
34,PROGRESS IN POLYMER SCIENCE,0079-6700,"12,408",24.100,28.980,47,,0.029600
35,LANCET NEUROLOGY,1474-4422,"12,969",23.462,20.598,86,,0.068990
36,NATURE BIOTECHNOLOGY,1087-0156,"36,144",23.268,28.161,84,,0.129420
37,LANCET ONCOLOGY,1470-2045,"13,237",22.589,18.730,105,,0.069140
38,NATURE MEDICINE,1078-8956,"54,228",22.462,26.418,187,,0.165420
39,Annual Review of Genetics,0066-4197,"6,212",22.233,20.637,20,,0.025150
40,ACCOUNTS OF CHEMICAL RESEARCH,0001-4842,"39,664",21.640,22.507,126,,0.101200
41,Annual Review of Pharmacology and Toxicology,0362-1642,"7,084",21.639,22.330,18,,0.015160
42,IMMUNITY,1074-7613,"31,337",21.637,21.094,149,,0.157100
43,NATURE REVIEWS MICROBIOLOGY,1740-1526,"12,517",21.182,20.928,70,,0.066820
44,Annual Review of Physiology,0066-4278,"7,768",20.827,20.504,25,,0.022140
45,Nature Chemistry,1755-4330,"5,260",20.524,20.533,120,,0.032840
46,PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS,0370-1573,"18,742",20.394,20.574,35,,0.045320
47,PHARMACOLOGICAL REVIEWS,0031-6997,"9,712",20.225,23.667,33,,0.016050
48,Annual Review of Pathology-Mechanisms of Disease,1553-4006,"1,762",20.000,17.750,21,,0.013620
49,ENDOCRINE REVIEWS,0163-769X,"12,765",19.929,21.712,27,,0.023340
50,NATURE CELL BIOLOGY,1465-7392,"29,959",19.488,20.116,159,,0.158770
51,NATURE METHODS,1548-7091,"15,269",19.276,20.454,128,,0.125120
52,Nature Physics,1745-2473,"14,228",18.967,18.557,163,,0.172450
53,JOURNAL OF CLINICAL ONCOLOGY,0732-183X,"120,262",18.372,16.762,729,,0.394630
54,PROGRESS IN MATERIALS SCIENCE,0079-6425,"5,017",18.216,23.899,23,,0.015130
55,ECOLOGY LETTERS,1461-023X,"14,561",17.557,15.389,94,,0.067130
56,Living Reviews in Relativity,1433-8351,"1,215",17.462,Not Available,8,,0.005600
57,LANCET INFECTIOUS DISEASES,1473-3099,"8,629",17.391,16.161,77,,0.035210
58,Annual Review of Psychology,0066-4308,"9,464",16.833,23.274,23,,0.025750
58,Annual Review of Psychology,0066-4308,"9,464",16.833,23.274,23,,0.025750
60,ANNALS OF INTERNAL MEDICINE,0003-4819,"45,683",16.733,17.035,171,,0.120290
61,Annual Review of Marine Science,1941-1405,653,16.457,16.457,21,,0.005260
62,PLOS MEDICINE,1549-1277,"12,574",16.269,15.379,126,,0.076260
63,CLINICAL MICROBIOLOGY REVIEWS,0893-8512,"11,551",16.129,19.832,32,,0.021690
64,ALDRICHIMICA ACTA,0002-5100,"1,100",16.091,16.882,2,,0.003280
65,Annual Review of Cell and Developmental Biology,1081-0706,"8,399",15.836,19.733,30,,0.027440
66,TRENDS IN ECOLOGY & EVOLUTION,0169-5347,"22,734",15.748,16.981,74,,0.060080
67,NATURE NEUROSCIENCE,1097-6256,"39,636",15.531,16.289,226,,0.159630
68,Nano Today,1748-0132,"2,170",15.355,16.078,37,,0.012130
69,MATERIALS SCIENCE & ENGINEERING R-REPORTS,0927-796X,"4,487",14.951,16.500,12,,0.008150
70,Annual Review of Genomics and Human Genetics,1527-8204,"2,172",14.829,14.615,18,,0.014790
71,CIRCULATION,0009-7322,"148,286",14.739,15.304,582,,0.339280
72,NEURON,0896-6273,"64,092",14.736,15.710,327,,0.227500
73,REPORTS ON PROGRESS IN PHYSICS,0034-4885,"9,150",14.720,14.356,53,,0.029050
74,Nature Chemical Biology,1552-4450,"9,001",14.690,16.052,124,,0.065140
75,PSYCHOLOGICAL BULLETIN,0033-2909,"28,331",14.457,18.100,41,,0.029690
75,PSYCHOLOGICAL BULLETIN,0033-2909,"28,331",14.457,18.100,41,,0.029690
77,Annual Review of Ecology Evolution and Systematics,1543-592X,"14,049",14.373,18.007,22,,0.023300
78,Annual Review of Microbiology,0066-4227,"7,940",14.345,16.083,31,,0.018120
79,TRENDS IN NEUROSCIENCES,0166-2236,"17,821",14.235,14.684,60,,0.045690
80,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,0360-1285,"4,279",14.220,17.133,25,,0.010340
81,MOLECULAR CELL,1097-2765,"44,493",14.178,14.202,288,,0.250750
82,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,0735-1097,"70,298",14.156,13.065,435,,0.220350
83,Annual Review of Physical Chemistry,0066-426X,"6,657",14.130,17.480,30,,0.016860
84,BRITISH MEDICAL JOURNAL,0959-535X,"74,759",14.093,13.511,261,,0.144020
85,DEVELOPMENTAL CELL,1534-5807,"18,481",14.030,14.202,154,,0.118390
86,ADVANCED MATERIALS,0935-9648,"79,860",13.877,12.813,789,,0.262410
87,JOURNAL OF EXPERIMENTAL MEDICINE,0022-1007,"67,223",13.853,14.665,220,,0.188510
88,JOURNAL OF THE NATIONAL CANCER INSTITUTE,0027-8874,"35,847",13.757,14.537,130,,0.080690
89,Cell Metabolism,1550-4131,"9,907",13.668,17.770,133,,0.071500
89,MOLECULAR PSYCHIATRY,1359-4184,"11,679",13.668,12.992,102,,0.040570
91,GENOME RESEARCH,1088-9051,"24,988",13.608,12.486,208,,0.127020
92,Annual Review of Biophysics,1936-122X,"1,294",13.574,17.729,18,,0.013080
93,Cell Host & Microbe,1931-3128,"4,840",13.500,14.067,95,,0.041960
94,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,0067-0049,"21,343",13.456,11.438,182,,0.076400
95,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,1433-7851,"209,862",13.455,13.195,"2,002",,0.514210
96,NANO LETTERS,1530-6984,"75,287",13.198,13.843,955,,0.345910
97,Annual Review of Medicine,0066-4219,"4,559",13.104,10.710,32,,0.013450
98,Annual Review of Materials Research,1531-7331,"4,964",13.073,12.451,17,,0.011710
99,JOURNAL OF CLINICAL INVESTIGATION,0021-9738,"91,498",13.069,15.430,402,,0.218370
100,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,1092-2172,"8,496",13.018,16.814,22,,0.019410
101,CURRENT OPINION IN CELL BIOLOGY,0955-0674,"13,795",12.897,12.594,91,,0.063740
102,Annual Review of Fluid Mechanics,0066-4189,"6,234",12.767,12.558,27,,0.012960
103,NATURE STRUCTURAL & MOLECULAR BIOLOGY,1545-9993,"22,401",12.712,12.114,208,,0.122860
104,ACTA CRYSTALLOGRAPHICA SECTION D-BIOLOGICAL CRYSTALLOGRAPHY,0907-4449,"12,770",12.619,7.038,124,,0.053840
105,TRENDS IN COGNITIVE SCIENCES,1364-6613,"13,558",12.586,14.857,62,,0.046700
105,TRENDS IN COGNITIVE SCIENCES,1364-6613,"13,558",12.586,14.857,62,,0.046700
107,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,"41,901",12.539,12.679,103,,0.067580
107,AMERICAN JOURNAL OF PSYCHIATRY,0002-953X,"41,901",12.539,12.679,103,,0.067580
109,Living Reviews in Solar Physics,1614-4961,370,12.500,Not Available,6,,0.002780
110,Nature Reviews Neurology,1759-4758,"1,390",12.461,12.480,55,,0.009220
111,Annual Review of Condensed Matter Physics,1947-5454,293,12.389,12.389,18,,0.003480
112,REVIEWS OF GEOPHYSICS,8755-1209,"5,798",12.364,11.341,15,,0.010920
113,TRENDS IN CELL BIOLOGY,0962-8924,"10,684",12.354,12.481,85,,0.047010
114,Annual Review of Biomedical Engineering,1523-9829,"2,868",12.214,15.667,21,,0.008200
115,COORDINATION CHEMISTRY REVIEWS,0010-8545,"25,062",12.110,12.744,151,,0.041690
116,ARCHIVES OF GENERAL PSYCHIATRY,0003-990X,"35,277",12.016,14.179,124,,0.062500
116,ARCHIVES OF GENERAL PSYCHIATRY,0003-990X,"35,277",12.016,14.179,124,,0.062500
118,Nature Reviews Clinical Oncology,1759-4774,"1,558",11.963,12.000,65,,0.009990
119,Nature Geoscience,1752-0894,"5,131",11.754,11.920,147,,0.054330
120,SURFACE SCIENCE REPORTS,0167-5729,"3,702",11.696,18.095,8,,0.009040
121,GASTROENTEROLOGY,0016-5085,"57,982",11.675,12.455,375,,0.156400
122,HEPATOLOGY,0270-9139,"46,871",11.665,11.089,387,,0.120260
123,GENES & DEVELOPMENT,0890-9369,"55,857",11.659,12.785,236,,0.209550
124,ASTRONOMY AND ASTROPHYSICS REVIEW,0935-4956,817,11.526,14.108,8,,0.005480
125,ADVANCED DRUG DELIVERY REVIEWS,0169-409X,"19,409",11.502,14.608,101,,0.039340
126,ARCHIVES OF INTERNAL MEDICINE,0003-9926,"37,598",11.462,11.000,171,,0.107640
127,Annual Review of Entomology,0066-4170,"8,270",11.455,14.154,25,,0.012090
128,PLOS BIOLOGY,1545-7885,"20,579",11.452,13.630,180,,0.149590
129,FRONTIERS IN NEUROENDOCRINOLOGY,0091-3022,"2,660",11.429,11.648,33,,0.008980
130,ACS Nano,1936-0851,"22,409",11.421,11.708,"1,141",,0.120830
131,IMMUNOLOGICAL REVIEWS,0105-2896,"11,982",11.148,11.293,97,,0.055220
132,ANNALS OF NEUROLOGY,0364-5134,"31,352",11.089,10.644,192,,0.067360
133,AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE,1073-449X,"46,471",11.080,10.424,317,,0.102820
134,TRENDS IN PLANT SCIENCE,1360-1385,"11,845",11.047,10.991,83,,0.031280
135,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,0091-6749,"35,353",11.003,9.712,321,,0.089690
136,FEMS MICROBIOLOGY REVIEWS,0168-6445,"7,160",10.960,11.754,46,,0.017590
137,TRENDS IN PHARMACOLOGICAL SCIENCES,0165-6147,"10,380",10.927,10.322,87,,0.029000
138,TRENDS IN BIOCHEMICAL SCIENCES,0968-0004,"15,180",10.847,11.587,74,,0.041660
139,Pain Physician,1533-3159,"2,790",10.722,Not Available,72,,0.004590
140,MEDICINAL RESEARCH REVIEWS,0198-6325,"3,096",10.700,10.030,24,,0.006770
141,PROGRESS IN LIPID RESEARCH,0163-7827,"3,761",10.667,11.950,30,,0.008970
142,STUDIES IN MYCOLOGY,0166-0616,"1,266",10.625,7.714,21,,0.003040
143,AMERICAN JOURNAL OF HUMAN GENETICS,0002-9297,"34,192",10.603,11.716,162,,0.106840
144,CANCER AND METASTASIS REVIEWS,0167-7659,"4,501",10.573,10.339,50,,0.018040
145,EUROPEAN HEART JOURNAL,0195-668X,"28,286",10.478,10.511,282,,0.111140
146,MASS SPECTROMETRY REVIEWS,0277-7037,"3,994",10.461,11.676,47,,0.011040
147,TRENDS IN IMMUNOLOGY,1471-4906,"7,232",10.403,8.992,81,,0.027310
148,JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY C-PHOTOCHEMISTRY REVIEWS,1389-5567,"1,654",10.360,12.458,16,,0.003670
149,TRENDS IN MOLECULAR MEDICINE,1471-4914,"5,639",10.355,9.835,79,,0.022640
150,BRAIN RESEARCH REVIEWS,0165-0173,"8,773",10.342,9.199,43,,0.022520
151,EMBO Molecular Medicine,1757-4676,776,10.333,10.333,52,,0.005830
152,JOURNAL OF CELL BIOLOGY,0021-9525,"71,070",10.264,9.947,316,,0.186320
153,SYSTEMATIC BIOLOGY,1063-5157,"10,361",10.225,12.061,66,,0.026720
154,ADVANCED FUNCTIONAL MATERIALS,1616-301X,"28,503",10.179,9.920,533,,0.112690
155,GUT,0017-5749,"29,465",10.111,9.885,192,,0.062140
156,QUARTERLY REVIEWS OF BIOPHYSICS,0033-5835,"2,221",10.091,14.044,12,,0.007040
157,TRENDS IN GENETICS,0168-9525,"10,591",10.064,8.986,60,,0.036120
158,SIAM REVIEW,0036-1445,"4,537",10.020,7.043,21,,0.011460
159,Nature Reviews Endocrinology,1759-5029,"1,179",9.971,10.000,60,,0.007730
160,LASER PHYSICS LETTERS,1612-2011,"4,670",9.970,5.927,145,,0.011500
160,MOLECULAR ASPECTS OF MEDICINE,0098-2997,"2,656",9.970,10.272,14,,0.008430
162,Nature Protocols,1754-2189,"13,626",9.924,10.201,157,,0.107160
163,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,0002-7863,"408,307",9.907,9.766,"3,176",,0.817300
164,BLOOD,0006-4971,"140,118",9.898,9.785,"1,568",,0.427940
165,Advances in Microbial Physiology,0065-2911,909,9.875,8.650,5,,0.001290
165,Annual Review of Phytopathology,0066-4286,"5,009",9.875,13.000,26,,0.007710
167,CURRENT OPINION IN CHEMICAL BIOLOGY,1367-5931,"8,599",9.850,9.723,108,,0.027870
168,NATURAL PRODUCT REPORTS,0265-0568,"5,774",9.790,9.671,72,,0.015940
169,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,0027-8424,"504,243",9.681,10.472,"3,614",,1.601680
170,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,1046-6673,"29,678",9.663,8.306,228,,0.078300
171,CURRENT BIOLOGY,0960-9822,"41,572",9.647,10.881,333,,0.186070
172,BIOTECHNOLOGY ADVANCES,0734-9750,"5,293",9.646,10.959,88,,0.015840
173,Energy & Environmental Science,1754-5692,"5,087",9.610,10.813,548,,0.018020
174,LEUKEMIA,0887-6924,"17,255",9.561,8.205,183,,0.067640
175,DRUG RESISTANCE UPDATES,1368-7646,"1,854",9.559,10.048,26,,0.005000
176,CURRENT OPINION IN IMMUNOLOGY,0952-7915,"8,729",9.522,9.142,109,,0.037930
177,CIRCULATION RESEARCH,0009-7330,"43,101",9.489,10.037,262,,0.108840
178,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,1040-8436,694,9.467,8.906,11,,0.002090
179,BRAIN,0006-8950,"38,614",9.457,10.545,269,,0.099640
180,PROGRESS IN RETINAL AND EYE RESEARCH,1350-9462,"3,277",9.455,10.252,25,,0.008310
181,Annual Review of Nutrition,0199-9885,"4,095",9.447,9.708,17,,0.006920
182,CURRENT OPINION IN STRUCTURAL BIOLOGY,0959-440X,"10,190",9.424,9.485,93,,0.041080
183,Cold Spring Harbor Perspectives in Biology,1943-0264,"2,379",9.402,9.402,141,,0.022790
184,BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,0304-419X,"3,046",9.380,9.939,41,,0.012460
185,PROGRESS IN INORGANIC CHEMISTRY,0079-6379,"1,495",9.333,8.333,0,,0.000810
186,ACTA NEUROPATHOLOGICA,0001-6322,"10,562",9.320,7.280,114,,0.026390
187,CURRENT OPINION IN PLANT BIOLOGY,1369-5266,"8,747",9.272,9.462,99,,0.030500
188,JOURNAL OF HEPATOLOGY,0168-8278,"19,779",9.264,7.872,305,,0.052350
189,JOURNAL OF ECONOMIC LITERATURE,0022-0515,"4,715",9.243,9.426,20,,0.016960
190,HUMAN REPRODUCTION UPDATE,1355-4786,"5,125",9.234,9.609,62,,0.013390
191,EMBO JOURNAL,0261-4189,"73,390",9.205,8.833,379,,0.173350
192,CLINICAL INFECTIOUS DISEASES,1058-4838,"43,819",9.154,8.667,397,,0.133960
193,TRENDS IN BIOTECHNOLOGY,0167-7799,"9,581",9.148,9.487,76,,0.021900
194,PLoS Pathogens,1553-7366,"15,642",9.127,9.629,542,,0.113820
195,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,1540-9295,"3,745",9.113,9.023,54,,0.019700
196,Annual Review of Clinical Psychology,1548-5943,"1,573",9.111,11.287,20,,0.008300
196,Annual Review of Clinical Psychology,1548-5943,"1,573",9.111,11.287,20,,0.008300
198,BIOLOGICAL REVIEWS,1464-7931,"5,678",9.067,11.790,47,,0.014020
199,Annual Review of Analytical Chemistry,1936-1327,876,9.048,11.806,20,,0.005200
200,GENOME BIOLOGY,1474-7596,"15,556",9.036,7.896,151,,0.082190
201,PLANT CELL,1040-4651,"36,816",8.987,10.224,288,,0.089380
202,PROGRESS IN NEUROBIOLOGY,0301-0082,"9,985",8.874,10.056,88,,0.019380
203,CELL DEATH AND DIFFERENTIATION,1350-9047,"13,183",8.849,7.955,174,,0.057510
204,Nature Reviews Cardiology,1759-5002,"1,018",8.833,8.863,53,,0.007160
205,SCHIZOPHRENIA BULLETIN,0586-7614,"10,353",8.800,8.857,149,,0.029690
205,SCHIZOPHRENIA BULLETIN,0586-7614,"10,353",8.800,8.857,149,,0.029690
207,ANNALS OF THE RHEUMATIC DISEASES,0003-4967,"24,321",8.727,7.792,364,,0.068220
208,PLoS Genetics,1553-7390,"16,668",8.694,9.173,548,,0.154260
209,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,0149-7634,"11,422",8.650,9.673,142,,0.029650
210,PROGRESS IN SURFACE SCIENCE,0079-6816,"1,728",8.636,8.088,12,,0.004130
211,Molecular Systems Biology,1744-4292,"4,671",8.626,11.620,95,,0.039150
212,PHARMACOLOGY & THERAPEUTICS,0163-7258,"10,260",8.562,9.350,100,,0.029170
213,EUROPEAN UROLOGY,0302-2838,"14,914",8.493,7.123,229,,0.051070
214,ANTIOXIDANTS & REDOX SIGNALING,1523-0864,"9,629",8.456,7.615,361,,0.037020
215,Nature Reviews Rheumatology,1759-4790,"1,196",8.388,8.395,66,,0.007930
216,Small,1613-6810,"15,181",8.349,8.262,430,,0.072370
217,NEUROLOGY,0028-3878,"72,475",8.312,7.634,497,,0.143830
218,DIABETES,0012-1797,"44,820",8.286,8.301,356,,0.104170
219,BIOLOGICAL PSYCHIATRY,0006-3223,"34,481",8.283,9.247,298,,0.093870
220,CANADIAN MEDICAL ASSOCIATION JOURNAL,0820-3946,"11,413",8.217,8.311,133,,0.029470
221,CELL RESEARCH,1001-0602,"5,318",8.190,7.889,113,,0.027960
222,ADVANCES IN COLLOID AND INTERFACE SCIENCE,0001-8686,"6,414",8.120,8.372,79,,0.013140
223,TRENDS IN ENDOCRINOLOGY AND METABOLISM,1043-2760,"5,044",8.115,7.592,62,,0.017470
224,Nature Reviews Gastroenterology & Hepatology,1759-5045,888,8.102,8.102,53,,0.005360
225,DIABETES CARE,0149-5992,"44,452",8.087,7.424,532,,0.114230
226,CURRENT OPINION IN GENETICS & DEVELOPMENT,0959-437X,"7,832",8.086,8.040,105,,0.033730
227,NUCLEIC ACIDS RESEARCH,0305-1048,"106,520",8.026,7.417,"1,230",,0.304880
228,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,1359-0294,"4,478",8.010,7.837,70,,0.009190
229,Nature Clinical Practice Oncology,1743-4254,"1,527",8.000,7.327,0,,0.008690
230,NEUROPSYCHOPHARMACOLOGY,0893-133X,"18,318",7.991,7.223,232,,0.053450
231,PHYSIOLOGY,1548-9213,"2,230",7.953,8.689,33,,0.011740
232,CURRENT OPINION IN MICROBIOLOGY,1369-5274,"7,344",7.929,8.418,100,,0.029690
233,TRENDS IN MICROBIOLOGY,0966-842X,"7,745",7.910,7.269,74,,0.020870
234,CLINICAL CHEMISTRY,0009-9147,"25,542",7.905,6.725,163,,0.046520
235,ARTHRITIS AND RHEUMATISM,0004-3591,"43,887",7.866,7.979,406,,0.098670
236,CANCER RESEARCH,0008-5472,"138,772",7.856,8.164,749,,0.362730
237,CYTOKINE & GROWTH FACTOR REVIEWS,1359-6101,"4,405",7.812,8.013,33,,0.012780
238,Science Translational Medicine,1946-6234,"2,509",7.804,7.809,216,,0.017730
239,STEM CELLS,1066-5099,"17,241",7.781,8.612,206,,0.081180
240,PSYCHOLOGICAL REVIEW,0033-295X,"19,753",7.756,11.010,28,,0.022030
240,PSYCHOLOGICAL REVIEW,0033-295X,"19,753",7.756,11.010,28,,0.022030
242,CLINICAL CANCER RESEARCH,1078-0432,"60,853",7.742,7.508,767,,0.205970
243,QUARTERLY REVIEW OF BIOLOGY,0033-5770,"3,153",7.727,6.538,8,,0.003200
244,CURRENT OPINION IN BIOTECHNOLOGY,0958-1669,"8,718",7.711,8.934,124,,0.023570
245,Journal of Molecular Cell Biology,1674-2788,298,7.667,7.667,37,,0.001700
246,CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,1040-9238,"2,500",7.655,8.916,33,,0.008700
247,Advances in Carbohydrate Chemistry and Biochemistry,0065-2318,851,7.643,5.560,6,,0.000820
248,HUMAN MOLECULAR GENETICS,0964-6906,"33,384",7.636,7.510,463,,0.115140
248,Nature Clinical Practice Neurology,1745-834X,"1,055",7.636,6.712,0,,0.006630
250,ARCHIVES OF NEUROLOGY,0003-9942,"21,196",7.584,6.928,179,,0.045610
251,EPIDEMIOLOGIC REVIEWS,0193-936X,"2,589",7.583,15.491,13,,0.006100
252,Nature Clinical Practice Endocrinology & Metabolism,1745-8366,"1,127",7.545,6.195,0,,0.006780
253,Chemical Science,2041-6520,"1,697",7.525,7.545,328,,0.004520
254,CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,0161-4940,"2,737",7.500,9.927,7,,0.002190
255,Science Signaling,1937-9145,"3,597",7.499,7.143,177,,0.032350
256,ANNALS OF SURGERY,0003-4932,"35,171",7.492,8.875,317,,0.070660
257,Autophagy,1554-8627,"4,923",7.453,6.699,108,,0.029950
258,CURRENT OPINION IN NEUROBIOLOGY,0959-4388,"10,788",7.444,8.742,120,,0.040300
259,ECOLOGICAL MONOGRAPHS,0012-9615,"8,300",7.433,7.750,30,,0.010710
260,BIOMATERIALS,0142-9612,"60,902",7.404,8.415,"1,007",,0.130650
261,MOLECULAR & CELLULAR PROTEOMICS,1535-9476,"12,985",7.398,8.633,265,,0.054250
262,Nature Communications,2041-1723,"1,859",7.396,7.396,451,,0.012220
263,Laser & Photonics Reviews,1863-8880,"1,188",7.388,8.772,40,,0.009180
264,ISME Journal,1751-7362,"3,899",7.375,7.850,178,,0.023420
265,PHYSICAL REVIEW LETTERS,0031-9007,"335,444",7.370,7.013,"3,229",,1.144570
266,JOURNAL OF AUTOIMMUNITY,0896-8411,"3,583",7.368,5.165,70,,0.010810
267,EMBO REPORTS,1469-221X,"9,618",7.355,7.366,154,,0.046600
268,BASIC RESEARCH IN CARDIOLOGY,0300-8428,"3,310",7.348,5.941,104,,0.008390
269,Annual Review of Chemical and Biomolecular Engineering,1947-5438,158,7.294,7.294,24,,0.000930
270,CHEMISTRY OF MATERIALS,0897-4756,"69,926",7.286,6.949,673,,0.158360
271,AMERICAN JOURNAL OF GASTROENTEROLOGY,0002-9270,"26,645",7.282,6.680,225,,0.062320
272,Particle and Fibre Toxicology,1743-8977,"1,029",7.253,Not Available,32,,0.004600
273,Annual Review of Earth and Planetary Sciences,0084-6597,"4,024",7.227,8.850,21,,0.010650
274,Physics of Life Reviews,1571-0645,549,7.208,5.241,12,,0.002150
275,REVIEWS IN MEDICAL VIROLOGY,1052-9276,"1,696",7.200,7.434,26,,0.005420
276,EXPERT REVIEWS IN MOLECULAR MEDICINE,1462-3994,"1,511",7.143,Not Available,38,,0.006930
277,JOURNAL OF NEUROSCIENCE,0270-6474,"150,228",7.115,7.915,"1,790",,0.449630
278,Nature Reviews Nephrology,1759-5061,849,7.092,7.110,62,,0.005330
279,INTERNATIONAL JOURNAL OF CARDIOLOGY,0167-5273,"11,668",7.078,4.111,373,,0.033420
280,CLINICAL PSYCHOLOGY REVIEW,0272-7358,"6,710",7.071,8.392,110,,0.019190
281,SEMINARS IN LIVER DISEASE,0272-8087,"3,337",7.053,6.138,36,,0.007480
282,Nature Clinical Practice Cardiovascular Medicine,1743-4297,"1,403",7.043,5.633,0,,0.007500
283,Obesity Reviews,1467-7881,"4,347",7.038,7.231,148,,0.015640
284,ENVIRONMENTAL HEALTH PERSPECTIVES,0091-6765,"28,595",7.036,7.366,288,,0.063130
285,Advances in Organometallic Chemistry,0065-3055,951,7.000,6.636,2,,0.000740
285,PROGRESS IN QUANTUM ELECTRONICS,0079-6727,699,7.000,6.818,5,,0.001870
287,Nano Research,1998-0124,"2,017",6.970,7.461,122,,0.011140
288,Mucosal Immunology,1933-0219,"1,475",6.963,7.006,67,,0.010400
289,INTERNATIONAL MATERIALS REVIEWS,0950-6608,"2,026",6.962,6.567,13,,0.003400
290,SLEEP MEDICINE REVIEWS,1087-0792,"2,482",6.931,7.543,36,,0.007990
291,MOLECULAR THERAPY,1525-0016,"11,679",6.873,6.284,230,,0.042980
292,AMERICAN PSYCHOLOGIST,0003-066X,"14,908",6.869,8.991,64,,0.016220
293,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,0959-3780,"3,816",6.868,8.262,128,,0.011200
