	Proposed Rules 51 ‘‘Excess Billing and Insurance-Related Administrative Costs,’’ by James Kahn, in The Healthcare Imperative; Lowering Costs and Improving Outcomes: Workshop Series Summary, edited by	55 ‘‘Project Swipe IT Savings Model,’’	56 For billing and posting clerks in physician offices, Department of Labor,	Avoidance: Interest on Loans and Lines of Credit	prepared by Robert E.	The Costs and Benefits of Moving to the ICD–10 Code Sets,’’	65 ‘‘Health Plans’ Estimated Costs of Implementing ICD–10 Diagnosis Coding,’’	Aetna Chief Financial Officer and Senior Executive Vice President. Aetna Fourth Quarter 2011 Earnings Call Webcast (transcript),	TABLE 30—COST AVOIDANCE LESS COST (NET) OF A ONE-YEAR DELAY [In millions] * Low Net Estimate (Low Cost Avoidance with High Costs) .. ¥$2,950 High Net Estimate (High Cost Avoidance with Low Costs) .. 6,846 Mean Net Cost Avoidance (average) ....................................	Flexibility Analysis: Impact on Small Entities of a Delay in the Compliance Date of ICD–10 The Regulatory Flexibility Act (RFA) of	Number of Small Entities and Scope of Analysis a. Health Care Providers: Physician Total Savings/Cost Avoidance ................................................................................................................. $6,532 $13,612 $10,072 Total Costs ............................................................................................................................................... 2,133 8,784 5,459 * Costs and savings of HPID are calculated over 11 years,	[In millions of dollars] Delay in Compliance Date for ICD–10: Avoidance of returned health care claims. COSTS: Annualized Monetized costs: 7% Discount ................	List of Subjects in 45 CFR Part 162 Administrative practice and procedures, Electronic transactions, Health facilities, Health insurance, Hospitals, Incorporation by reference, Medicaid, Medicare, Reporting and 1. The authority citation for part 162 continues to read as follows:	124 Stat. 146–154 and 915– 917. Subpart A—General Provisions 2. Section 162.103 is amended by health plan. Subpart D—Standard Unique Health Identifier for Health Care Providers § 162.402 [Removed and Reserved] 3. Section 162.402 is removed and reserved. 4. Section 162.404 is amended as follows: A. Redesignating paragraph (a) as paragraph (a)(1). B. Adding a paragraph (a)(2). The addition reads as follows: § 162.404 Compliance dates of the implementation of the standard unique health identifier for health care providers. 6. Subpart E is added to part 162 to read as follows: Subpart E—Standard Unique Health Identifier for Health Plans Sec. 162.502 [Reserved] 162.504 Compliance dates for the implementation of the standard unique health plan identifier. 162.506 Standard unique health plan identifier. 162.508 Enumeration System. 162.510 Implementation specifications: Covered entities. 162.512 Implementation specifications: Health plans. 162.514 Other entity identifier. Subpart E—Standard Unique Health Identifier for Health Plans § 162.502 [Reserved] § 162.504 Compliance dates for the implementation of the standard unique health plan identifier.	(a) Covered health care providers. A covered health care provider must comply with the implementation specifications	plans. A health plan must comply with the implementation specifications in § 162.510 and § 162.512 no later than one of the following dates: (1) A health plan that is not a small health plan—October 1,	(2) A health plan that is a small health plan—October 1,	care clearinghouses. A health care clearinghouse must comply with the implementation specifications in § 162.510 no later than October 1, 2014. § 162.506 Standard unique health plan identifier. (a) Standard. The standard unique health plan identifier is the Health Plan Identifier (HPID) that is assigned by the Enumeration System identified in § 162.508. (b) Required and permitted uses for the HPID. (1) The HPID must be used as specified in § 162.510 and § 162.512. (2) The HPID may be used for any other lawful purpose. § 162.508 Enumeration System. The Enumeration System shall do all of the following: (c) If appropriate, deactivate an HPID upon receipt of sufficient information concerning circumstances justifying deactivation. (d) If appropriate, reactivate a deactivated HPID or OEID upon receipt of sufficient information justifying reactivation. (e) Not assign a deactivated HPID to any other health plan or OEID to any other entity. (f) Disseminate Enumeration System information upon approved requests. § 162.510 Implementation specifications: Covered entities. (a) A covered entity must use an HPID standard under this part. § 162.512 Implementation specifications: Health plans. (a) A controlling health plan must do all of the following: (1) Obtain an HPID from the Enumeration System for itself. (2) Disclose its HPID, when requested, to any entity that needs the HPID to identify the health plan in a standard transaction.	(3) Communicate to the Enumeration System any changes in its required data elements in the Enumeration System within 30 days of the change.
National Health Plan Identifier White Paper	0.4838709677419355	0.4222222222222223	0.39534883720930236	0.37142857142857144	0.4666666666666667	0.5	0.375	0.4117647058823529	0.5692307692307692	0.5	0.423728813559322	0.46153846153846156	0.4482758620689655	0.5492957746478873	0.35	0.4901960784313726	0.44999999999999996	0.46031746031746035	0.4418604651162791
Survey ICD10 Brief Progress	0.4920634920634921	0.5217391304347826	0.5454545454545454	0.4444444444444444	0.6774193548387097	0.33333333333333337	0.4693877551020408	0.42307692307692313	0.5757575757575757	0.39622641509433965	0.4	0.39622641509433965	0.4576271186440678	0.4722222222222222	0.46341463414634143	0.5384615384615384	0.6585365853658536	0.4375	0.40909090909090906
Survey Inducstry Reaction to Potential Delay of ICD10A Delay will be Costly but Manageable  Unless its more than a year	0.2894736842105263	0.35593220338983056	0.33333333333333337	0.34693877551020413	0.5454545454545454	0.31034482758620685	0.3548387096774194	0.2615384615384615	0.36708860759493667	0.21212121212121215	0.23287671232876717	0.21212121212121215	0.19444444444444442	0.2705882352941177	0.2222222222222222	0.29230769230769227	0.40740740740740744	0.22077922077922074	0.22807017543859653
The 2010 Federal Reserve Payments Study Noncash Payment Trends in the United States 20062009	0.3972602739726028	0.4285714285714286	0.37037037037037035	0.4782608695652174	0.5609756097560976	0.4545454545454546	0.4576271186440678	0.32258064516129037	0.368421052631579	0.33333333333333337	0.2571428571428571	0.33333333333333337	0.2753623188405797	0.3414634146341463	0.33333333333333337	0.3548387096774194	0.4117647058823529	0.29729729729729726	0.33333333333333337
The Costs and Benefits of Moving to the ICD10 Code Sets	0.4545454545454546	0.3877551020408163	0.44680851063829785	0.33333333333333337	0.6470588235294117	0.08333333333333337	0.34615384615384615	0.38181818181818183	0.42028985507246375	0.3571428571428571	0.3650793650793651	0.2857142857142857	0.3870967741935484	0.43999999999999995	0.40909090909090906	0.49090909090909096	0.5454545454545454	0.4029850746268657	0.36170212765957444
The National Progress Report on Healthcare Efficiency	0.3939393939393939	0.3877551020408163	0.3191489361702128	0.4358974358974359	0.4117647058823529	0.5	0.3846153846153846	0.38181818181818183	0.4782608695652174	0.3214285714285714	0.33333333333333337	0.4285714285714286	0.32258064516129037	0.43999999999999995	0.31818181818181823	0.4181818181818182	0.40909090909090906	0.34328358208955223	0.3191489361702128
Version 5010 and ID10 Readiness Assessment Conducted among Helath Care Providers payers and Vendors for the Centers for Medicare  Medicaid Services CMS	0.2727272727272727	0.33333333333333337	0.31034482758620685	0.36	0.5555555555555556	0.3220338983050848	0.2698412698412699	0.24242424242424243	0.32499999999999996	0.22388059701492535	0.18918918918918914	0.19402985074626866	0.17808219178082196	0.2790697674418605	0.23636363636363633	0.303030303030303	0.4181818181818182	0.20512820512820518	0.27586206896551724
Comments from VHA Health Care as Health Care Provider testimony by Barbara Mayerick for NCVHS	0.33333333333333337	0.4181818181818182	0.3207547169811321	0.33333333333333337	0.55	0.40740740740740744	0.4482758620689655	0.3114754098360656	0.3866666666666667	0.3870967741935484	0.30434782608695654	0.32258064516129037	0.2941176470588235	0.40740740740740744	0.24	0.4098360655737705	0.4	0.34246575342465757	0.3207547169811321
Testimony before the NCVHS Subcommittee on Standards on the National Health Plan Identifier on behalf of America�s Health Insurance Plans and the Blue Cross and Blue Shield Association	0.31506849315068497	0.4285714285714286	0.37037037037037035	0.34782608695652173	0.5609756097560976	0.4181818181818182	0.423728813559322	0.32258064516129037	0.39473684210526316	0.3015873015873016	0.2571428571428571	0.3015873015873016	0.2753623188405797	0.36585365853658536	0.2549019607843137	0.3870967741935484	0.4117647058823529	0.29729729729729726	0.2962962962962963
Testimony By The American Medical Association	0.4285714285714286	0.3913043478260869	0.31818181818181823	0.33333333333333337	0.4838709677419355	0.4222222222222223	0.5102040816326531	0.46153846153846156	0.4545454545454546	0.39622641509433965	0.43333333333333335	0.3207547169811321	0.38983050847457623	0.5	0.2195121951219512	0.3846153846153846	0.31707317073170727	0.46875	0.31818181818181823
2010 AFP Electronic Payments Report of Survey Results	0.37142857142857144	0.4339622641509434	0.37254901960784315	0.39534883720930236	0.4736842105263158	0.5	0.4285714285714286	0.22033898305084743	0.452054794520548	0.23333333333333328	0.28358208955223885	0.30000000000000004	0.24242424242424243	0.36708860759493667	0.25	0.3220338983050848	0.33333333333333337	0.295774647887324	0.2941176470588235
An Updated Surve of Health Care Claims Receipt and Processing Times	0.295774647887324	0.33333333333333337	0.34615384615384615	0.31818181818181823	0.5384615384615384	0.39622641509433965	0.368421052631579	0.2666666666666667	0.4054054054054054	0.2786885245901639	0.2647058823529411	0.2786885245901639	0.22388059701492535	0.32499999999999996	0.18367346938775508	0.3666666666666667	0.3877551020408163	0.2777777777777778	0.2692307692307693
Health Plans Estimated Costs of Implementing ICD10 Diagnosis Coding	0.4029850746268657	0.43999999999999995	0.33333333333333337	0.4	0.5428571428571429	0.30612244897959184	0.13207547169811318	0.3214285714285714	0.4571428571428572	0.29824561403508776	0.28125	0.33333333333333337	0.33333333333333337	0.39473684210526316	0.33333333333333337	0.3928571428571429	0.4222222222222223	0.32352941176470584	0.29166666666666663
Project Swipe IT Savings Model	0.3939393939393939	0.10204081632653061	0.4042553191489362	0.33333333333333337	0.5294117647058824	0.375	0.46153846153846156	0.38181818181818183	0.4492753623188406	0.4285714285714286	0.39682539682539686	0.3571428571428571	0.29032258064516125	0.4666666666666667	0.31818181818181823	0.4545454545454546	0.4545454545454546	0.3731343283582089	0.36170212765957444
Replacing ICD9CM with ICD10CM and ICD10PCS Challenges Estimated Costs and Potential Benefits	0.34246575342465757	0.3571428571428571	0.37037037037037035	0.4347826086956522	0.5609756097560976	0.2727272727272727	0.2542372881355932	0.32258064516129037	0.3421052631578947	0.2698412698412699	0.2857142857142857	0.3015873015873016	0.2753623188405797	0.31707317073170727	0.33333333333333337	0.3870967741935484	0.4509803921568627	0.29729729729729726	0.2592592592592593
The 2011 Medicare Trusteess Report The Baby Boomer Tsunami	0.38235294117647056	0.4509803921568627	0.34693877551020413	0.46341463414634143	0.38888888888888884	0.4	0.4814814814814815	0.368421052631579	0.46478873239436624	0.31034482758620685	0.3538461538461538	0.31034482758620685	0.3125	0.4025974025974026	0.30434782608695654	0.29824561403508776	0.30434782608695654	0.3623188405797102	0.34693877551020413
the complexities of physician supply and demand Projections through 2025 Center for workforce Studies	0.31506849315068497	0.3214285714285714	0.2592592592592593	0.4347826086956522	0.5609756097560976	0.4545454545454546	0.35593220338983056	0.25806451612903225	0.4473684210526315	0.3015873015873016	0.2857142857142857	0.33333333333333337	0.24637681159420288	0.36585365853658536	0.21568627450980393	0.25806451612903225	0.4117647058823529	0.2702702702702703	0.18518518518518523
The Impact of Health Care Reform on the Future Supply and Demand for Physicians Updated Projections Through 2025	0.3246753246753247	0.33333333333333337	0.27586206896551724	0.43999999999999995	0.5555555555555556	0.38983050847457623	0.3015873015873016	0.303030303030303	0.35	0.22388059701492535	0.21621621621621623	0.28358208955223885	0.17808219178082196	0.2790697674418605	0.3090909090909091	0.33333333333333337	0.4545454545454546	0.20512820512820518	0.27586206896551724
The Impact of Implementing ICD10 on Physician Practices and Clinical Laboratories A Report to the ICD10 Coalition	0.28767123287671237	0.3928571428571429	0.2222222222222222	0.30434782608695654	0.46341463414634143	0.34545454545454546	0.288135593220339	0.29032258064516125	0.39473684210526316	0.17460317460317465	0.22857142857142854	0.23809523809523814	0.21739130434782605	0.31707317073170727	0.2549019607843137	0.29032258064516125	0.33333333333333337	0.2432432432432432	0.2962962962962963
The National Progress Report on Healthcare Efficiency 2010	0.3913043478260869	0.42307692307692313	0.36	0.47619047619047616	0.45945945945945943	0.4509803921568627	0.34545454545454546	0.31034482758620685	0.4444444444444444	0.288135593220339	0.2727272727272727	0.38983050847457623	0.29230769230769227	0.3846153846153846	0.36170212765957444	0.3448275862068966	0.36170212765957444	0.2857142857142857	0.31999999999999995
Aetna Fourth Quarter 2011 Earnings Call Webcast transcript	0.3913043478260869	0.5	0.36	0.4285714285714286	0.5135135135135135	0.4901960784313726	0.4181818181818182	0.13793103448275867	0.4722222222222222	0.2542372881355932	0.33333333333333337	0.38983050847457623	0.32307692307692304	0.4358974358974359	0.3191489361702128	0.31034482758620685	0.276595744680851	0.37142857142857144	0.31999999999999995
An Updated Survey of Health Care Claims Receipt and Processing Times	0.2777777777777778	0.34545454545454546	0.3207547169811321	0.33333333333333337	0.5	0.40740740740740744	0.3793103448275862	0.2786885245901639	0.41333333333333333	0.25806451612903225	0.24637681159420288	0.25806451612903225	0.20588235294117652	0.308641975308642	0.16000000000000003	0.34426229508196726	0.4	0.26027397260273977	0.24528301886792447
CMS Hints at Delay in ICD10 Implementation Deadline	0.4461538461538461	0.41666666666666663	0.3913043478260869	0.42105263157894735	0.5151515151515151	0.3191489361702128	0.2941176470588235	0.4444444444444444	0.47058823529411764	0.34545454545454546	0.3548387096774194	0.2727272727272727	0.3770491803278688	0.45945945945945943	0.34883720930232553	0.4444444444444444	0.4418604651162791	0.3939393939393939	0.34782608695652173
Edifecs poll 2012 And February 28 2012 Letter In Regards to ICD10 Implementation Date Delay to Denise M Buenning Director	0.3246753246753247	0.4666666666666667	0.27586206896551724	0.36	0.4666666666666667	0.38983050847457623	0.3650793650793651	0.2727272727272727	0.32499999999999996	0.19402985074626866	0.2432432432432432	0.28358208955223885	0.20547945205479456	0.3023255813953488	0.3090909090909091	0.303030303030303	0.38181818181818183	0.2564102564102564	0.31034482758620685
Examining the Cost of Implementing ICD10	0.4461538461538461	0.5	0.34782608695652173	0.42105263157894735	0.5757575757575757	0.3191489361702128	0.21568627450980393	0.33333333333333337	0.5	0.23636363636363633	0.3548387096774194	0.34545454545454546	0.4098360655737705	0.45945945945945943	0.34883720930232553	0.40740740740740744	0.39534883720930236	0.3939393939393939	0.30434782608695654
ICD10 Frequently Asked Questions	0.48484848484848486	0.5510204081632653	0.4042553191489362	0.3846153846153846	0.5882352941176471	0.45833333333333337	0.46153846153846156	0.38181818181818183	0.536231884057971	0.3571428571428571	0.4285714285714286	0.3571428571428571	0.4516129032258065	0.4933333333333333	0.36363636363636365	0.4545454545454546	0.5	0.4328358208955224	0.36170212765957444
Letter to Kathleen G Sebelius Secretary US Department of Health and Human Services	0.352112676056338	0.4444444444444444	0.23076923076923073	0.36363636363636365	0.4871794871794872	0.4716981132075472	0.4385964912280702	0.3666666666666667	0.4864864864864865	0.34426229508196726	0.32352941176470584	0.3114754098360656	0.31343283582089554	0.375	0.22448979591836737	0.3666666666666667	0.3877551020408163	0.36111111111111116	0.3076923076923077
Oregon Provider and Payer Survey Overhauling the US Healthcare Payment System	0.34328358208955223	0.36	0.33333333333333337	0.4	0.5428571428571429	0.4693877551020408	0.4339622641509434	0.3214285714285714	0.4571428571428572	0.4035087719298246	0.34375	0.33333333333333337	0.33333333333333337	0.39473684210526316	0.24444444444444446	0.3571428571428571	0.37777777777777777	0.3529411764705882	0.25
Survey Industry Reaction to Potential Delay of ICD10  A Delay will be Costly but Manageable Unless its more than a Year	0.2987012987012987	0.3666666666666667	0.3448275862068966	0.36	0.5555555555555556	0.3220338983050848	0.3650793650793651	0.2727272727272727	0.35	0.22388059701492535	0.2432432432432432	0.22388059701492535	0.20547945205479456	0.2790697674418605	0.23636363636363633	0.303030303030303	0.4181818181818182	0.23076923076923073	0.24137931034482762
WellPoint Fourth Quarter 2011 Results Conference Call transcript	0.4411764705882353	0.4901960784313726	0.3877551020408163	0.41463414634146345	0.5555555555555556	0.48	0.40740740740740744	0.19298245614035092	0.5211267605633803	0.31034482758620685	0.3846153846153846	0.3793103448275862	0.34375	0.4545454545454546	0.30434782608695654	0.368421052631579	0.34782608695652173	0.3913043478260869	0.34693877551020413
Comments from VHA Health Care as Healthe Care Provider	0.4375	0.44680851063829785	0.37777777777777777	0.2432432432432432	0.5625	0.4347826086956522	0.36	0.3207547169811321	0.4626865671641791	0.4444444444444444	0.3770491803278688	0.37037037037037035	0.3666666666666667	0.4794520547945206	0.19047619047619047	0.4339622641509434	0.38095238095238093	0.41538461538461535	0.33333333333333337
What Does it cost physician practices to interact with health insurance plans	0.4516129032258065	0.4222222222222223	0.3023255813953488	0.4285714285714286	0.4666666666666667	0.5454545454545454	0.5	0.4117647058823529	0.5692307692307692	0.3846153846153846	0.4576271186440678	0.3846153846153846	0.4482758620689655	0.5211267605633803	0.19999999999999996	0.37254901960784315	0.35	0.46031746031746035	0.3023255813953488
What does it cost physician practices to interact with health insurance plans	0.4193548387096774	0.37777777777777777	0.3023255813953488	0.37142857142857144	0.4	0.5454545454545454	0.5	0.37254901960784315	0.5692307692307692	0.42307692307692313	0.4576271186440678	0.3846153846153846	0.4137931034482759	0.5211267605633803	0.15000000000000002	0.33333333333333337	0.35	0.46031746031746035	0.2558139534883721
