	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem A Decade	Strategies for Promoting Healthier Food Choices” American Economic Review Papers and Proceedings	Doing it Now or	Prevalence and Trends in Obesity Among US	Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US” Obesity	Size Matters The Influence of Adolescent’s Weight and	SelfPerception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity Payer	Will all Americans become Overweight or Obese Estimating the Progression and	Department of Health and Human Services and US Department of Agriculture “2010 Dietary Guidelines for Americans” 7th ed Washington DC US Government Printing Office	The Growth of Obesity and Technological Change A Theoretical and Empirical Examination”	The LongRun Growth in Obesity as a Function of Technological Change”	Nutrient Contribution of Food Away From Home In Americaaposs Eating Habits Changes and Consequences	Separating what We Eat from where	Foundation “Menu Labeling Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior” Healthy Eating Research	Taxing Caloric Sweetened Beverages Potential Effects on	FDA Labeling Cost Model Final Report” Prepared for Amber Jessup DHHSPHSFDACFSAN Prepared by	Silliker Information” Memo to File	Online Appendix for ‘Are Restaurants Really Supersizing America’”	Testing Laboratory “Quality Nutrition Analysis”	Evaluation Of Recordkeeping Costs For Food Manufacturers Final Report” Prepared for Andy Estrin and Cristina McLaughlin DHHSPHSFDACFSAN Prepared by Aylin Sertkaya Ayesha Berlind and Seda Erdem Contract No 223012461 Task Order Number 5	FDA Report” ReCount Restaurant Census	Under the Radar Top 50	Acquisition Pace Quickens in 2010 but Despite Consolidation Top Chains Still Account for Nearly 40	Sector 72 Sub Single Unit  Multiunit Firms for the US	Insights “New menu items at restaurants” Memo to File	Display Signs  Design “OrderGet Menu Pricing” website httpwwwdsdsigncomPagesmenus3htm accessed on October 6	McDonald’s meeting	Sector 72 Sub Seating Capacity for the US and States	Statistics “Job Openings and Labor Turnover Survey Accommodation and food services	Paying Attention to Retention”	KFC’s New ComputerBased Training Program Proves a Time Saver and Better Tool for	Statistics “Occupational Employment Statistics Query System	Consumer Awareness of FastFood Calorie Information in New York City After Implementation of a Menu Labeling Regulation”	Calorie Posting in Chain Restaurants	Purchasing Behavior and Calorie Information at FastFood Chains in	The Psychology of Food Consumption Strategies for Promoting Healthier Food Choices” American Economic Review	Calorie Labeling And Food Choices A First Look At The Effects On LowIncome People In New York City	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information”	Do Nutrition Labels Improve Dietary Outcomes	Mandatory Menu Labeling in One FastFood Chain in King County	Child and Adolescent FastFood Choice and the Influence of Calorie Labeling	Nutrition Menu Labeling May Lead to LowerCalorie Restaurant Meal Choices for Children Pediatrics	Measuring the Health of the US Population” Brookings Paper Microeconomics	ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008”	Trends in QualityAdjusted LifeYears Lost Contributed by Smoking and Obesity”	Statistical Abstract of the United States	Modeling WeightLoss Maintenance to Help Prevent Body Weight Regain”	Sectors 4445 Sub Single Unit  Multiunit Firms for the US	Sector 71 Sub Single Unit  Multiunit Firms for the US	Sector 51 Sub Single Unit  Multiunit Firms for the US	Association	Association When American Flies it Works	Global Airline Industry Program “Total Operating Fleet” Airline Data Project	Global Airline Industry Program “Average Seat Capacity of Total Operating Fleet” Airline Data Project	Transportation Statistics “Appendix D – Modal Profiles Rail Profile” National Transportation Statistics	The Partner of Choice Annual Report FY	Transportation Statistics National Census of Ferry Operators
FAQS Ask Dr NAICS	0.5882352941176471	0.6666666666666667	0.6666666666666667	0.6363636363636364	0.7142857142857143	0.75	0.6956521739130435	0.6842105263157895	0.8125	0.8	0.7058823529411764	0.7714285714285715	0.72	0.7619047619047619	0.75	0.6	0.7931034482758621	0.6326530612244898	0.7142857142857143	0.6	0.6129032258064516	0.7560975609756098	0.6571428571428571	0.6610169491525424	0.5333333333333333	0.8518518518518519	0.5454545454545454	0.7058823529411764	0.6571428571428571	0.7727272727272727	0.8	0.7142857142857143	0.75	0.8518518518518519	0.6585365853658536	0.7058823529411764	0.5909090909090908	0.7142857142857143	0.6571428571428571	0.6888888888888889	0.5909090909090908	0.6666666666666667	0.6470588235294117	0.7058823529411764	0.5882352941176471	0.7297297297297297	0.7435897435897436	0.7446808510638299	0.6190476190476191	0.6666666666666667	0.8461538461538461	0.7058823529411764	0.7058823529411764	0.7058823529411764	0.8	0.5862068965517242	0.6744186046511628	0.6170212765957447	0.65	0.696969696969697	0.5757575757575757
Occupational Employment Statistics Query System SOC code 119051 NAICS 7221 7222 7224	0.3584905660377359	0.3090909090909091	0.4098360655737705	0.6585365853658536	0.37037037037037035	0.35593220338983056	0.3846153846153846	0.4385964912280702	0.4509803921568627	0.4285714285714286	0.3207547169811321	0.40740740740740744	0.30434782608695654	0.3770491803278688	0.4915254237288136	0.3220338983050848	0.5	0.4117647058823529	0.4444444444444444	0.40625	0.52	0.3666666666666667	0.4444444444444444	0.3076923076923077	0.5102040816326531	0.5217391304347826	0.23809523809523814	0.4339622641509434	0.4814814814814815	0.4285714285714286	0.5102040816326531	0.33333333333333337	0.38983050847457623	0.6086956521739131	0.43333333333333335	0.28301886792452835	0.39682539682539686	0.4893617021276596	0.40740740740740744	0.375	0.33333333333333337	0.4098360655737705	0.3207547169811321	0.4339622641509434	0.39622641509433965	0.4285714285714286	0.48275862068965514	0.33333333333333337	0.3770491803278688	0.4285714285714286	0.5172413793103448	0.4339622641509434	0.4339622641509434	0.4339622641509434	0.5897435897435898	0.45833333333333337	0.3870967741935484	0.36363636363636365	0.4576271186440678	0.46153846153846156	0.3076923076923077
Occupational Employment Statistics Query System SOC code 350000 NAICS 722172227224	0.3584905660377359	0.3090909090909091	0.4098360655737705	0.6585365853658536	0.37037037037037035	0.35593220338983056	0.3846153846153846	0.4385964912280702	0.4509803921568627	0.4285714285714286	0.3207547169811321	0.40740740740740744	0.30434782608695654	0.3770491803278688	0.4915254237288136	0.3220338983050848	0.5	0.4117647058823529	0.4444444444444444	0.40625	0.52	0.3666666666666667	0.4444444444444444	0.28205128205128205	0.5102040816326531	0.5217391304347826	0.23809523809523814	0.4339622641509434	0.4814814814814815	0.39682539682539686	0.5102040816326531	0.33333333333333337	0.38983050847457623	0.6086956521739131	0.43333333333333335	0.28301886792452835	0.39682539682539686	0.4893617021276596	0.40740740740740744	0.375	0.33333333333333337	0.4098360655737705	0.3207547169811321	0.4339622641509434	0.39622641509433965	0.4285714285714286	0.48275862068965514	0.33333333333333337	0.3770491803278688	0.4285714285714286	0.5172413793103448	0.4339622641509434	0.4339622641509434	0.4339622641509434	0.5897435897435898	0.45833333333333337	0.3870967741935484	0.36363636363636365	0.4576271186440678	0.46153846153846156	0.3076923076923077
Sector 51 Sub Single Unit  Multiunit Firms for the US 2007 	0.4042553191489362	0.4693877551020408	0.4181818181818182	0.6	0.375	0.3207547169811321	0.38983050847457623	0.37254901960784315	0.33333333333333337	0.4418604651162791	0.36170212765957444	0.41666666666666663	0.33333333333333337	0.4545454545454546	0.39622641509433965	0.39622641509433965	0.4285714285714286	0.4193548387096774	0.45833333333333337	0.4137931034482759	0.40909090909090906	0.4444444444444444	0.5	0.36111111111111116	0.5813953488372092	0.5	0.368421052631579	0.06382978723404253	0.375	0.4035087719298246	0.4418604651162791	0.25	0.4339622641509434	0.65	0.4444444444444444	0.44680851063829785	0.4385964912280702	0.41463414634146345	0.33333333333333337	0.4137931034482759	0.4385964912280702	0.38181818181818183	0.44680851063829785	0.36170212765957444	0.3191489361702128	0.36	0.3076923076923077	0.3666666666666667	0.4545454545454546	0.3023255813953488	0.5	0.1063829787234043	0.06382978723404253	0.06382978723404253	0.6363636363636364	0.38095238095238093	0.4642857142857143	0.43333333333333335	0.5094339622641509	0.4347826086956522	0.3913043478260869
Sector 71 Sub Single Unit  Multiunit Firms for the US 2007	0.3913043478260869	0.45833333333333337	0.40740740740740744	0.5882352941176471	0.36170212765957444	0.3076923076923077	0.3793103448275862	0.36	0.31818181818181823	0.4285714285714286	0.34782608695652173	0.4042553191489362	0.32258064516129037	0.4444444444444444	0.3846153846153846	0.3846153846153846	0.41463414634146345	0.4098360655737705	0.44680851063829785	0.4035087719298246	0.39534883720930236	0.4339622641509434	0.4893617021276596	0.3802816901408451	0.5714285714285714	0.5384615384615384	0.3571428571428571	0.04347826086956519	0.36170212765957444	0.3928571428571429	0.4285714285714286	0.23404255319148937	0.42307692307692313	0.641025641025641	0.4339622641509434	0.4347826086956522	0.4285714285714286	0.4	0.3191489361702128	0.4035087719298246	0.4285714285714286	0.37037037037037035	0.4347826086956522	0.34782608695652173	0.30434782608695654	0.34693877551020413	0.2941176470588235	0.35593220338983056	0.4444444444444444	0.2857142857142857	0.4901960784313726	0.13043478260869568	0.04347826086956519	0.08695652173913049	0.625	0.36585365853658536	0.4545454545454546	0.423728813559322	0.5	0.4222222222222223	0.37777777777777777
�Sectors 4445 Sub Single Unit  Multiunit Firms for the US 2007�	0.4285714285714286	0.4901960784313726	0.4385964912280702	0.6216216216216216	0.4	0.34545454545454546	0.4098360655737705	0.39622641509433965	0.36170212765957444	0.4666666666666667	0.3877551020408163	0.43999999999999995	0.3846153846153846	0.4736842105263158	0.4181818181818182	0.4181818181818182	0.4545454545454546	0.4375	0.48	0.43333333333333335	0.4347826086956522	0.4642857142857143	0.52	0.3783783783783784	0.6	0.5238095238095238	0.38983050847457623	0.10204081632653061	0.4	0.423728813559322	0.4666666666666667	0.28	0.4545454545454546	0.6666666666666667	0.4642857142857143	0.4693877551020408	0.4576271186440678	0.4418604651162791	0.36	0.43333333333333335	0.4576271186440678	0.4035087719298246	0.4693877551020408	0.3877551020408163	0.34693877551020413	0.3846153846153846	0.33333333333333337	0.4193548387096774	0.4736842105263158	0.33333333333333337	0.5185185185185186	0.10204081632653061	0.1428571428571429	0.1428571428571429	0.6571428571428571	0.40909090909090906	0.48275862068965514	0.4516129032258065	0.5272727272727273	0.45833333333333337	0.41666666666666663
County Business Patterns United States NAICS 722 20002008	0.34782608695652173	0.41666666666666663	0.4814814814814815	0.5882352941176471	0.36170212765957444	0.3846153846153846	0.4482758620689655	0.43999999999999995	0.5	0.5238095238095238	0.34782608695652173	0.4893617021276596	0.3548387096774194	0.5185185185185186	0.5384615384615384	0.3846153846153846	0.5609756097560976	0.4098360655737705	0.4042553191489362	0.4035087719298246	0.5348837209302326	0.4716981132075472	0.44680851063829785	0.43661971830985913	0.47619047619047616	0.4871794871794872	0.3214285714285714	0.4347826086956522	0.4893617021276596	0.5	0.5714285714285714	0.276595744680851	0.46153846153846156	0.4871794871794872	0.39622641509433965	0.4782608695652174	0.4285714285714286	0.4	0.36170212765957444	0.4385964912280702	0.4285714285714286	0.4444444444444444	0.4347826086956522	0.4347826086956522	0.3913043478260869	0.3877551020408163	0.4509803921568627	0.38983050847457623	0.4444444444444444	0.38095238095238093	0.4901960784313726	0.5217391304347826	0.4782608695652174	0.5217391304347826	0.5625	0.5121951219512195	0.4545454545454546	0.423728813559322	0.46153846153846156	0.4666666666666667	0.37777777777777777
Occupational Employment Statistics	0.3846153846153846	0.2682926829268293	0.4042553191489362	0.6296296296296297	0.30000000000000004	0.28888888888888886	0.33333333333333337	0.4418604651162791	0.3513513513513513	0.2571428571428571	0.23076923076923073	0.35	0.4181818181818182	0.36170212765957444	0.4222222222222223	0.37777777777777777	0.3529411764705882	0.4814814814814815	0.4	0.43999999999999995	0.4444444444444444	0.30434782608695654	0.44999999999999996	0.46875	0.48571428571428577	0.5625	0.4285714285714286	0.3846153846153846	0.44999999999999996	0.34693877551020413	0.37142857142857144	0.35	0.33333333333333337	0.5	0.4347826086956522	0.1282051282051282	0.4693877551020408	0.3939393939393939	0.4	0.36	0.3877551020408163	0.44680851063829785	0.23076923076923073	0.3846153846153846	0.4358974358974359	0.4285714285714286	0.36363636363636365	0.46153846153846156	0.4042553191489362	0.37142857142857144	0.4545454545454546	0.3846153846153846	0.3846153846153846	0.3846153846153846	0.43999999999999995	0.3529411764705882	0.375	0.3846153846153846	0.4666666666666667	0.42105263157894735	0.21052631578947367
Statistical Abstract of the United States 2011 130th Edition	0.37777777777777777	0.36170212765957444	0.3584905660377359	0.6363636363636364	0.30434782608695654	0.2549019607843137	0.368421052631579	0.34693877551020413	0.34883720930232553	0.41463414634146345	0.33333333333333337	0.30434782608695654	0.34426229508196726	0.3584905660377359	0.4509803921568627	0.37254901960784315	0.4	0.43333333333333335	0.34782608695652173	0.4642857142857143	0.47619047619047616	0.42307692307692313	0.4782608695652174	0.37142857142857144	0.5609756097560976	0.42105263157894735	0.2727272727272727	0.28888888888888886	0.5217391304347826	0.4181818181818182	0.46341463414634143	0.26086956521739135	0.4117647058823529	0.5789473684210527	0.5	0.4222222222222223	0.49090909090909096	0.4358974358974359	0.3913043478260869	0.3928571428571429	0.38181818181818183	0.4339622641509434	0.4666666666666667	0.4222222222222223	0.28888888888888886	0.375	0.4	0.27586206896551724	0.4339622641509434	0.12195121951219512	0.48	0.33333333333333337	0.28888888888888886	0.28888888888888886	0.4838709677419355	0.35	0.4814814814814815	0.4482758620689655	0.4117647058823529	0.40909090909090906	0.40909090909090906
Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States Trends 19761980 Through 20072008	0.3793103448275862	0.33333333333333337	0.33333333333333337	0.6521739130434783	0.22033898305084743	0.125	0.2571428571428571	0.3870967741935484	0.3928571428571429	0.40740740740740744	0.31034482758620685	0.2542372881355932	0.2432432432432432	0.2727272727272727	0.375	0.34375	0.4339622641509434	0.36986301369863017	0.288135593220339	0.42028985507246375	0.5636363636363637	0.3538461538461538	0.4576271186440678	0.27710843373493976	0.6296296296296297	0.5294117647058824	0.2941176470588235	0.31034482758620685	0.4915254237288136	0.32352941176470584	0.5185185185185186	0.288135593220339	0.3125	0.5686274509803921	0.3846153846153846	0.4137931034482759	0.4411764705882353	0.46153846153846156	0.35593220338983056	0.2753623188405797	0.2941176470588235	0.36363636363636365	0.4137931034482759	0.4137931034482759	0.3793103448275862	0.34426229508196726	0.39682539682539686	0.2676056338028169	0.36363636363636365	0.33333333333333337	0.46031746031746035	0.3793103448275862	0.31034482758620685	0.3448275862068966	0.6363636363636364	0.4716981132075472	0.3731343283582089	0.323943661971831	0.4375	0.4385964912280702	0.4035087719298246
Nutrient Contribution of Food Away From Home	0.23809523809523814	0.36363636363636365	0.36	0.4666666666666667	0.39534883720930236	0.33333333333333337	0.40740740740740744	0.4782608695652174	0.4	0.42105263157894735	0.38095238095238093	0.39534883720930236	0.4482758620689655	0.36	0.375	0.16666666666666663	0.4054054054054054	0.33333333333333337	0.4418604651162791	0.28301886792452835	0.4358974358974359	0.4285714285714286	0.39534883720930236	0.4328358208955224	0.42105263157894735	0.5428571428571429	0.3846153846153846	0.4285714285714286	0.39534883720930236	0.46153846153846156	0.5263157894736843	0.34883720930232553	0.375	0.48571428571428577	0.34693877551020413	0.47619047619047616	0.2692307692307693	0.4444444444444444	0.34883720930232553	0.3207547169811321	0.3076923076923077	0.36	0.38095238095238093	0.33333333333333337	0.2857142857142857	0.28888888888888886	0.4893617021276596	0.4545454545454546	0.36	0.368421052631579	0.5319148936170213	0.4285714285714286	0.4285714285714286	0.4285714285714286	0.5714285714285714	0.4054054054054054	0.4117647058823529	0.38181818181818183	0.5	0.36585365853658536	0.31707317073170727
2010 Dietary Guidelines for Americans 7th edition	0.30434782608695654	0.29166666666666663	0.40740740740740744	0.5882352941176471	0.36170212765957444	0.3076923076923077	0.4137931034482759	0.36	0.36363636363636365	0.38095238095238093	0.34782608695652173	0.36170212765957444	0.22580645161290325	0.33333333333333337	0.3846153846153846	0.34615384615384615	0.46341463414634143	0.3770491803278688	0.44680851063829785	0.4035087719298246	0.4883720930232558	0.3584905660377359	0.44680851063829785	0.3802816901408451	0.47619047619047616	0.4871794871794872	0.25	0.30434782608695654	0.44680851063829785	0.3571428571428571	0.38095238095238093	0.276595744680851	0.3846153846153846	0.5384615384615384	0.4716981132075472	0.3913043478260869	0.4285714285714286	0.4	0.3191489361702128	0.368421052631579	0.3928571428571429	0.37037037037037035	0.34782608695652173	0.3913043478260869	0.30434782608695654	0.34693877551020413	0.4117647058823529	0.3220338983050848	0.40740740740740744	0.2857142857142857	0.4509803921568627	0.3913043478260869	0.30434782608695654	0.34782608695652173	0.5	0.31707317073170727	0.34545454545454546	0.35593220338983056	0.42307692307692313	0.37777777777777777	0.37777777777777777
Appendix D � Modal Profiles Rail Profile	0.41463414634146345	0.39534883720930236	0.3877551020408163	0.5862068965517242	0.4285714285714286	0.4042553191489362	0.4339622641509434	0.4222222222222223	0.33333333333333337	0.5135135135135135	0.31707317073170727	0.4285714285714286	0.4736842105263158	0.4285714285714286	0.5319148936170213	0.4893617021276596	0.5	0.4285714285714286	0.38095238095238093	0.34615384615384615	0.4736842105263158	0.375	0.5238095238095238	0.48484848484848486	0.4054054054054054	0.47058823529411764	0.4117647058823529	0.5121951219512195	0.5238095238095238	0.4509803921568627	0.4054054054054054	0.47619047619047616	0.4893617021276596	0.47058823529411764	0.45833333333333337	0.5121951219512195	0.4117647058823529	0.37142857142857144	0.4285714285714286	0.42307692307692313	0.4509803921568627	0.4285714285714286	0.46341463414634143	0.46341463414634143	0.41463414634146345	0.36363636363636365	0.4347826086956522	0.5185185185185186	0.5102040816326531	0.3513513513513513	0.3913043478260869	0.5121951219512195	0.5121951219512195	0.5121951219512195	0.5555555555555556	0.4444444444444444	0.43999999999999995	0.4444444444444444	0.23404255319148937	0.35	0.44999999999999996
Job Openings and Labor Turnover Survey Accomodation and food services Total US Total Separations Rate Series Id JTU720000000TSR 39	0.3214285714285714	0.3448275862068966	0.375	0.6818181818181819	0.22807017543859653	0.25806451612903225	0.2941176470588235	0.3666666666666667	0.40740740740740744	0.34615384615384615	0.2857142857142857	0.368421052631579	0.2777777777777778	0.34375	0.3548387096774194	0.3548387096774194	0.4901960784313726	0.352112676056338	0.4035087719298246	0.31343283582089554	0.5094339622641509	0.3015873015873016	0.4035087719298246	0.28395061728395066	0.5384615384615384	0.4693877551020408	0.33333333333333337	0.3214285714285714	0.5087719298245614	0.36363636363636365	0.5	0.26315789473684215	0.19354838709677424	0.5510204081632653	0.39682539682539686	0.3928571428571429	0.33333333333333337	0.48	0.368421052631579	0.31343283582089554	0.303030303030303	0.34375	0.2857142857142857	0.3928571428571429	0.3214285714285714	0.35593220338983056	0.4098360655737705	0.24637681159420288	0.3125	0.34615384615384615	0.4098360655737705	0.3928571428571429	0.3571428571428571	0.3928571428571429	0.6190476190476191	0.4901960784313726	0.32307692307692304	0.2753623188405797	0.4193548387096774	0.4181818181818182	0.34545454545454546
Sector 72 Sub Seating capacity for the US 2007	0.39534883720930236	0.4222222222222223	0.4509803921568627	0.5483870967741935	0.36363636363636365	0.30612244897959184	0.38181818181818183	0.4042553191489362	0.31707317073170727	0.33333333333333337	0.3023255813953488	0.4545454545454546	0.3220338983050848	0.4117647058823529	0.3877551020408163	0.34693877551020413	0.3157894736842105	0.48275862068965514	0.4545454545454546	0.4444444444444444	0.5	0.4	0.4545454545454546	0.4411764705882353	0.5384615384615384	0.38888888888888884	0.3207547169811321	0.2093023255813954	0.5	0.39622641509433965	0.5384615384615384	0.09090909090909094	0.34693877551020413	0.5	0.48	0.39534883720930236	0.4716981132075472	0.4054054054054054	0.40909090909090906	0.40740740740740744	0.4339622641509434	0.4901960784313726	0.39534883720930236	0.39534883720930236	0.34883720930232553	0.34782608695652173	0.33333333333333337	0.3928571428571429	0.4509803921568627	0.28205128205128205	0.45833333333333337	0.3023255813953488	0.2558139534883721	0.3023255813953488	0.5862068965517242	0.4736842105263158	0.46153846153846156	0.4285714285714286	0.5102040816326531	0.38095238095238093	0.33333333333333337
Sector 72 Sub Single Unit  Multiunit Firms for the US 2007	0.37777777777777777	0.44680851063829785	0.39622641509433965	0.5757575757575757	0.34782608695652173	0.2941176470588235	0.368421052631579	0.34693877551020413	0.3023255813953488	0.41463414634146345	0.33333333333333337	0.3913043478260869	0.34426229508196726	0.4339622641509434	0.37254901960784315	0.37254901960784315	0.4	0.4	0.4347826086956522	0.3928571428571429	0.38095238095238093	0.42307692307692313	0.4782608695652174	0.4	0.5609756097560976	0.5263157894736843	0.38181818181818183	0.022222222222222254	0.34782608695652173	0.38181818181818183	0.41463414634146345	0.21739130434782605	0.4117647058823529	0.631578947368421	0.42307692307692313	0.4222222222222223	0.4181818181818182	0.3846153846153846	0.30434782608695654	0.3928571428571429	0.4181818181818182	0.3584905660377359	0.4222222222222223	0.33333333333333337	0.28888888888888886	0.33333333333333337	0.28	0.3793103448275862	0.4339622641509434	0.2682926829268293	0.48	0.11111111111111116	0.06666666666666665	0.11111111111111116	0.6129032258064516	0.35	0.4444444444444444	0.4137931034482759	0.4901960784313726	0.40909090909090906	0.36363636363636365
National Census of Ferry Operators	0.25	0.38095238095238093	0.41666666666666663	0.5	0.41463414634146345	0.3913043478260869	0.34615384615384615	0.4545454545454546	0.42105263157894735	0.33333333333333337	0.30000000000000004	0.46341463414634143	0.4285714285714286	0.375	0.30434782608695654	0.30434782608695654	0.4285714285714286	0.4181818181818182	0.41463414634146345	0.33333333333333337	0.4054054054054054	0.36170212765957444	0.36585365853658536	0.4461538461538461	0.33333333333333337	0.5151515151515151	0.36	0.4	0.36585365853658536	0.43999999999999995	0.5	0.31707317073170727	0.3913043478260869	0.5151515151515151	0.3191489361702128	0.30000000000000004	0.31999999999999995	0.2941176470588235	0.31707317073170727	0.37254901960784315	0.31999999999999995	0.375	0.25	0.25	0.30000000000000004	0.3023255813953488	0.4222222222222223	0.4716981132075472	0.375	0.38888888888888884	0.4666666666666667	0.4	0.4	0.4	0.5384615384615384	0.37142857142857144	0.3877551020408163	0.3584905660377359	0.4347826086956522	0.28205128205128205	0.07692307692307687
Taxing Calorie Sweetened Beverages Potential Effects on Beverage Consumption Calorie Intake and Obesity	0.3207547169811321	0.2727272727272727	0.2786885245901639	0.6097560975609756	0.2222222222222222	0.15254237288135597	0.16923076923076918	0.368421052631579	0.33333333333333337	0.30612244897959184	0.24528301886792447	0.2592592592592593	0.33333333333333337	0.21311475409836067	0.3220338983050848	0.2542372881355932	0.375	0.2941176470588235	0.14814814814814814	0.34375	0.43999999999999995	0.30000000000000004	0.4444444444444444	0.28205128205128205	0.5510204081632653	0.5652173913043479	0.3015873015873016	0.39622641509433965	0.4444444444444444	0.3015873015873016	0.4693877551020408	0.2962962962962963	0.2542372881355932	0.5652173913043479	0.23333333333333328	0.3207547169811321	0.3015873015873016	0.4042553191489362	0.2222222222222222	0.21875	0.17460317460317465	0.2786885245901639	0.28301886792452835	0.3584905660377359	0.3207547169811321	0.2857142857142857	0.31034482758620685	0.4545454545454546	0.2786885245901639	0.3877551020408163	0.3793103448275862	0.39622641509433965	0.39622641509433965	0.39622641509433965	0.641025641025641	0.45833333333333337	0.29032258064516125	0.21212121212121215	0.38983050847457623	0.3846153846153846	0.2692307692307693
Average Seat Capacity of Total Operating Fleet	0.34883720930232553	0.4222222222222223	0.2941176470588235	0.5483870967741935	0.2272727272727273	0.30612244897959184	0.3090909090909091	0.36170212765957444	0.31707317073170727	0.33333333333333337	0.2558139534883721	0.36363636363636365	0.35593220338983056	0.2941176470588235	0.30612244897959184	0.34693877551020413	0.368421052631579	0.4137931034482759	0.2727272727272727	0.37037037037037035	0.4	0.31999999999999995	0.40909090909090906	0.38235294117647056	0.4358974358974359	0.5	0.3584905660377359	0.39534883720930236	0.5	0.4339622641509434	0.4871794871794872	0.31818181818181823	0.26530612244897955	0.4444444444444444	0.31999999999999995	0.34883720930232553	0.39622641509433965	0.4054054054054054	0.31818181818181823	0.2592592592592593	0.28301886792452835	0.33333333333333337	0.34883720930232553	0.34883720930232553	0.3023255813953488	0.3913043478260869	0.41666666666666663	0.5	0.33333333333333337	0.33333333333333337	0.41666666666666663	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.5172413793103448	0.368421052631579	0.34615384615384615	0.25	0.3877551020408163	0.23809523809523814	0.1428571428571429
Evaluation of Recordkeeping Costs For Food Manufacturers Final Report	0.33333333333333337	0.4042553191489362	0.24528301886792447	0.5757575757575757	0.3913043478260869	0.33333333333333337	0.26315789473684215	0.34693877551020413	0.3023255813953488	0.46341463414634143	0.28888888888888886	0.34782608695652173	0.4098360655737705	0.3584905660377359	0.33333333333333337	0.2941176470588235	0.4	0.30000000000000004	0.26086956521739135	0.3214285714285714	0.38095238095238093	0.34615384615384615	0.4782608695652174	0.34285714285714286	0.36585365853658536	0.4736842105263158	0.38181818181818183	0.33333333333333337	0.3913043478260869	0.4181818181818182	0.36585365853658536	0.30434782608695654	0.37254901960784315	0.5263157894736843	0.3076923076923077	0.37777777777777777	0.2727272727272727	0.28205128205128205	0.21739130434782605	0.25	0.3090909090909091	0.24528301886792447	0.37777777777777777	0.28888888888888886	0.24444444444444446	0.25	0.31999999999999995	0.5172413793103448	0.39622641509433965	0.36585365853658536	0.31999999999999995	0.33333333333333337	0.33333333333333337	0.33333333333333337	0.5483870967741935	0.35	0.40740740740740744	0.3448275862068966	0.37254901960784315	0.2727272727272727	0.2727272727272727
FDA Labeling Cost Model Final Report	0.34883720930232553	0.37777777777777777	0.33333333333333337	0.4838709677419355	0.36363636363636365	0.4285714285714286	0.4181818181818182	0.4042553191489362	0.36585365853658536	0.4871794871794872	0.2558139534883721	0.36363636363636365	0.4576271186440678	0.37254901960784315	0.34693877551020413	0.34693877551020413	0.4736842105263158	0.31034482758620685	0.40909090909090906	0.2222222222222222	0.44999999999999996	0.4	0.36363636363636365	0.38235294117647056	0.28205128205128205	0.4444444444444444	0.39622641509433965	0.39534883720930236	0.40909090909090906	0.39622641509433965	0.33333333333333337	0.36363636363636365	0.3877551020408163	0.4444444444444444	0.4	0.4883720930232558	0.24528301886792447	0.29729729729729726	0.36363636363636365	0.37037037037037035	0.3207547169811321	0.33333333333333337	0.34883720930232553	0.2093023255813954	0.2093023255813954	0.26086956521739135	0.45833333333333337	0.4642857142857143	0.37254901960784315	0.33333333333333337	0.33333333333333337	0.39534883720930236	0.39534883720930236	0.39534883720930236	0.5172413793103448	0.368421052631579	0.34615384615384615	0.3571428571428571	0.34693877551020413	0.33333333333333337	0.38095238095238093
FDA Report	0.5625	0.5294117647058824	0.55	0.5	0.6363636363636364	0.6842105263157895	0.6363636363636364	0.6666666666666667	0.6	0.6428571428571428	0.5625	0.6363636363636364	0.6666666666666667	0.65	0.631578947368421	0.5789473684210527	0.5555555555555556	0.6170212765957447	0.696969696969697	0.5348837209302326	0.5862068965517242	0.5897435897435898	0.6363636363636364	0.6491228070175439	0.2857142857142857	0.43999999999999995	0.6190476190476191	0.625	0.6363636363636364	0.6666666666666667	0.6428571428571428	0.6363636363636364	0.631578947368421	0.52	0.641025641025641	0.625	0.5714285714285714	0.5384615384615384	0.6363636363636364	0.5813953488372092	0.6190476190476191	0.6	0.5625	0.625	0.5625	0.6571428571428571	0.6756756756756757	0.6888888888888889	0.7	0.5714285714285714	0.6216216216216216	0.625	0.625	0.625	0.6666666666666667	0.4814814814814815	0.5609756097560976	0.6	0.5263157894736843	0.4193548387096774	0.5483870967741935
