	Proposed Rules 51 ‘‘Excess Billing and Insurance-Related Administrative Costs,’’ by James Kahn, in The Healthcare Imperative; Lowering Costs and Improving Outcomes: Workshop Series Summary, edited by	55 ‘‘Project Swipe IT Savings Model,’’	56 For billing and posting clerks in physician offices, Department of Labor,	Avoidance: Interest on Loans and Lines of Credit	prepared by Robert E.	The Costs and Benefits of Moving to the ICD–10 Code Sets,’’	65 ‘‘Health Plans’ Estimated Costs of Implementing ICD–10 Diagnosis Coding,’’	Aetna Chief Financial Officer and Senior Executive Vice President. Aetna Fourth Quarter 2011 Earnings Call Webcast (transcript),	TABLE 30—COST AVOIDANCE LESS COST (NET) OF A ONE-YEAR DELAY [In millions] * Low Net Estimate (Low Cost Avoidance with High Costs) .. ¥$2,950 High Net Estimate (High Cost Avoidance with Low Costs) .. 6,846 Mean Net Cost Avoidance (average) ....................................	Flexibility Analysis: Impact on Small Entities of a Delay in the Compliance Date of ICD–10 The Regulatory Flexibility Act (RFA) of	Number of Small Entities and Scope of Analysis a. Health Care Providers: Physician Total Savings/Cost Avoidance ................................................................................................................. $6,532 $13,612 $10,072 Total Costs ............................................................................................................................................... 2,133 8,784 5,459 * Costs and savings of HPID are calculated over 11 years,	[In millions of dollars] Delay in Compliance Date for ICD–10: Avoidance of returned health care claims. COSTS: Annualized Monetized costs: 7% Discount ................	List of Subjects in 45 CFR Part 162 Administrative practice and procedures, Electronic transactions, Health facilities, Health insurance, Hospitals, Incorporation by reference, Medicaid, Medicare, Reporting and 1. The authority citation for part 162 continues to read as follows:	124 Stat. 146–154 and 915– 917. Subpart A—General Provisions 2. Section 162.103 is amended by health plan. Subpart D—Standard Unique Health Identifier for Health Care Providers § 162.402 [Removed and Reserved] 3. Section 162.402 is removed and reserved. 4. Section 162.404 is amended as follows: A. Redesignating paragraph (a) as paragraph (a)(1). B. Adding a paragraph (a)(2). The addition reads as follows: § 162.404 Compliance dates of the implementation of the standard unique health identifier for health care providers. 6. Subpart E is added to part 162 to read as follows: Subpart E—Standard Unique Health Identifier for Health Plans Sec. 162.502 [Reserved] 162.504 Compliance dates for the implementation of the standard unique health plan identifier. 162.506 Standard unique health plan identifier. 162.508 Enumeration System. 162.510 Implementation specifications: Covered entities. 162.512 Implementation specifications: Health plans. 162.514 Other entity identifier. Subpart E—Standard Unique Health Identifier for Health Plans § 162.502 [Reserved] § 162.504 Compliance dates for the implementation of the standard unique health plan identifier.	(a) Covered health care providers. A covered health care provider must comply with the implementation specifications	plans. A health plan must comply with the implementation specifications in § 162.510 and § 162.512 no later than one of the following dates: (1) A health plan that is not a small health plan—October 1,	(2) A health plan that is a small health plan—October 1,	care clearinghouses. A health care clearinghouse must comply with the implementation specifications in § 162.510 no later than October 1, 2014. § 162.506 Standard unique health plan identifier. (a) Standard. The standard unique health plan identifier is the Health Plan Identifier (HPID) that is assigned by the Enumeration System identified in § 162.508. (b) Required and permitted uses for the HPID. (1) The HPID must be used as specified in § 162.510 and § 162.512. (2) The HPID may be used for any other lawful purpose. § 162.508 Enumeration System. The Enumeration System shall do all of the following: (c) If appropriate, deactivate an HPID upon receipt of sufficient information concerning circumstances justifying deactivation. (d) If appropriate, reactivate a deactivated HPID or OEID upon receipt of sufficient information justifying reactivation. (e) Not assign a deactivated HPID to any other health plan or OEID to any other entity. (f) Disseminate Enumeration System information upon approved requests. § 162.510 Implementation specifications: Covered entities. (a) A covered entity must use an HPID standard under this part. § 162.512 Implementation specifications: Health plans. (a) A controlling health plan must do all of the following: (1) Obtain an HPID from the Enumeration System for itself. (2) Disclose its HPID, when requested, to any entity that needs the HPID to identify the health plan in a standard transaction.	(3) Communicate to the Enumeration System any changes in its required data elements in the Enumeration System within 30 days of the change.
National Health Plan Identifier White Paper	0.8656716417910447	0.9111111111111111	0.7567567567567568	0.8085106382978723	0.813953488372093	0.828125	0.7727272727272727	0.8145161290322581	0.8923766816143498	0.813953488372093	0.8428571428571429	0.8356164383561644	0.8736059479553904	0.963294538943599	0.7964601769911505	0.8535353535353535	0.7636363636363637	0.9704610951008645	0.8161764705882353
Survey ICD10 Brief Progress	0.9104477611940298	0.8666666666666667	0.8783783783783784	0.8297872340425532	0.8148148148148148	0.859375	0.8863636363636364	0.8870967741935484	0.9372197309417041	0.8992248062015504	0.9095238095238095	0.8698630136986302	0.929368029739777	0.9776186213070726	0.8761061946902655	0.9242424242424242	0.8909090909090909	0.9827089337175793	0.8970588235294118
Survey Inducstry Reaction to Potential Delay of ICD10A Delay will be Costly but Manageable  Unless its more than a year	0.7860696517412935	0.8403361344537815	0.7815126050420168	0.7983193277310925	0.8907563025210085	0.7899159663865546	0.7899159663865546	0.8387096774193549	0.7937219730941704	0.7674418604651163	0.7619047619047619	0.7671232876712328	0.7732342007434945	0.9149507609668756	0.8235294117647058	0.7626262626262627	0.7899159663865546	0.9301152737752162	0.7867647058823529
The 2010 Federal Reserve Payments Study Noncash Payment Trends in the United States 20062009	0.8009950248756219	0.8478260869565217	0.8043478260869565	0.7717391304347826	0.8695652173913043	0.7608695652173914	0.8695652173913043	0.782258064516129	0.8430493273542601	0.813953488372093	0.8047619047619048	0.7808219178082192	0.8215613382899628	0.9310653536257834	0.7699115044247787	0.8080808080808081	0.782608695652174	0.9452449567723343	0.75
The Costs and Benefits of Moving to the ICD10 Code Sets	0.835820895522388	0.8363636363636363	0.7972972972972973	0.7272727272727273	0.8545454545454545	0.140625	0.7613636363636364	0.7580645161290323	0.8475336322869955	0.7596899224806202	0.8333333333333334	0.8013698630136986	0.8550185873605948	0.955237242614145	0.7610619469026548	0.8282828282828283	0.8181818181818182	0.9632564841498559	0.7794117647058824
The National Progress Report on Healthcare Efficiency	0.8407960199004975	0.8301886792452831	0.7972972972972973	0.7547169811320755	0.8113207547169812	0.78125	0.8181818181818182	0.7741935483870968	0.874439461883408	0.7984496124031008	0.8476190476190476	0.7945205479452054	0.862453531598513	0.9570277529095792	0.7433628318584071	0.8484848484848485	0.7818181818181819	0.9639769452449568	0.7867647058823529
Version 5010 and ID10 Readiness Assessment Conducted among Helath Care Providers payers and Vendors for the Centers for Medicare  Medicaid Services CMS	0.7562189054726368	0.8874172185430463	0.7880794701986755	0.7947019867549668	0.9139072847682119	0.7947019867549668	0.8278145695364238	0.7748344370860927	0.8161434977578476	0.7880794701986755	0.7714285714285715	0.8344370860927153	0.7472118959107806	0.8898836168307968	0.7152317880794702	0.7878787878787878	0.8145695364238411	0.909942363112392	0.7880794701986755
Comments from VHA Health Care as Health Care Provider testimony by Barbara Mayerick for NCVHS	0.7860696517412935	0.8494623655913979	0.8279569892473119	0.8064516129032258	0.8494623655913979	0.7849462365591398	0.8387096774193549	0.782258064516129	0.8385650224215246	0.7906976744186046	0.7666666666666667	0.7602739726027398	0.7992565055762082	0.9337511190689346	0.672566371681416	0.8232323232323232	0.7419354838709677	0.9438040345821326	0.75
Testimony before the NCVHS Subcommittee on Standards on the National Health Plan Identifier on behalf of America�s Health Insurance Plans and the Blue Cross and Blue Shield Association	0.8059701492537313	0.8913043478260869	0.7934782608695652	0.8152173913043478	0.9293478260869565	0.8043478260869565	0.8369565217391305	0.7608695652173914	0.8071748878923767	0.7554347826086957	0.8095238095238095	0.7717391304347826	0.724907063197026	0.8728737690241719	0.7391304347826086	0.7929292929292929	0.8152173913043478	0.8933717579250721	0.7282608695652174
Testimony By The American Medical Association	0.8656716417910447	0.9111111111111111	0.7702702702702703	0.8297872340425532	0.8444444444444444	0.796875	0.8181818181818182	0.8387096774193549	0.8834080717488789	0.8217054263565892	0.861904761904762	0.815068493150685	0.8810408921933085	0.9650850492390332	0.7964601769911505	0.8585858585858586	0.8363636363636363	0.9697406340057637	0.8161764705882353
2010 AFP Electronic Payments Report of Survey Results	0.8557213930348259	0.8490566037735849	0.8243243243243243	0.8113207547169812	0.8301886792452831	0.84375	0.8522727272727273	0.7903225806451613	0.8834080717488789	0.7984496124031008	0.861904761904762	0.8356164383561644	0.8587360594795539	0.9588182632050134	0.7964601769911505	0.8636363636363636	0.8545454545454545	0.9654178674351584	0.8088235294117647
An Updated Surve of Health Care Claims Receipt and Processing Times	0.7810945273631841	0.8208955223880597	0.8648648648648649	0.7313432835820896	0.835820895522388	0.8656716417910447	0.7954545454545454	0.7741935483870968	0.8565022421524664	0.7829457364341085	0.7904761904761904	0.7534246575342466	0.8215613382899628	0.946284691136974	0.7168141592920354	0.8282828282828283	0.8059701492537313	0.9567723342939481	0.7867647058823529
Health Plans Estimated Costs of Implementing ICD10 Diagnosis Coding	0.8009950248756219	0.8507462686567164	0.8243243243243243	0.746268656716418	0.8805970149253731	0.7910447761194029	0.23863636363636365	0.7903225806451613	0.8251121076233184	0.751937984496124	0.8285714285714286	0.7808219178082192	0.8438661710037175	0.9480752014324082	0.7699115044247787	0.8080808080808081	0.7313432835820896	0.9560518731988472	0.7647058823529411
Project Swipe IT Savings Model	0.8905472636815921	0.3333333333333333	0.8513513513513513	0.7446808510638298	0.8333333333333334	0.796875	0.8409090909090909	0.8629032258064516	0.9147982062780269	0.8837209302325582	0.8904761904761904	0.8904109589041096	0.9219330855018587	0.9767233661593554	0.8584070796460177	0.9090909090909091	0.8181818181818182	0.9805475504322767	0.875
Replacing ICD9CM with ICD10CM and ICD10PCS Challenges Estimated Costs and Potential Benefits	0.7960199004975125	0.8369565217391305	0.8260869565217391	0.7717391304347826	0.8804347826086957	0.8152173913043478	0.8913043478260869	0.782258064516129	0.8116591928251121	0.813953488372093	0.8095238095238095	0.773972602739726	0.8327137546468402	0.937332139659803	0.7876106194690266	0.7878787878787878	0.8152173913043478	0.9452449567723343	0.7941176470588235
The 2011 Medicare Trusteess Report The Baby Boomer Tsunami	0.8258706467661692	0.8620689655172413	0.8108108108108109	0.8103448275862069	0.8103448275862069	0.765625	0.8181818181818182	0.782258064516129	0.8699551569506726	0.8217054263565892	0.861904761904762	0.8287671232876712	0.8587360594795539	0.9570277529095792	0.7699115044247787	0.8636363636363636	0.8793103448275862	0.9632564841498559	0.8161764705882353
the complexities of physician supply and demand Projections through 2025 Center for workforce Studies	0.7810945273631841	0.8613861386138614	0.7623762376237624	0.7524752475247525	0.8811881188118812	0.7722772277227723	0.8613861386138614	0.7741935483870968	0.8251121076233184	0.813953488372093	0.7761904761904762	0.7945205479452054	0.8066914498141264	0.9239033124440466	0.8053097345132744	0.7676767676767676	0.7920792079207921	0.9329971181556196	0.7647058823529411
The Impact of Health Care Reform on the Future Supply and Demand for Physicians Updated Projections Through 2025	0.8009950248756219	0.8571428571428571	0.75	0.7857142857142857	0.875	0.7767857142857143	0.7946428571428571	0.8225806451612904	0.820627802690583	0.7829457364341085	0.7857142857142857	0.7602739726027398	0.7881040892193308	0.9176365264100269	0.7787610619469026	0.7878787878787878	0.7410714285714286	0.9301152737752162	0.7573529411764706
The Impact of Implementing ICD10 on Physician Practices and Clinical Laboratories A Report to the ICD10 Coalition	0.7810945273631841	0.8849557522123894	0.7079646017699115	0.7522123893805309	0.8849557522123894	0.7699115044247787	0.8495575221238938	0.8225806451612904	0.8161434977578476	0.7829457364341085	0.7761904761904762	0.7808219178082192	0.7732342007434945	0.9203222918531782	0.8672566371681416	0.7525252525252525	0.7876106194690266	0.930835734870317	0.7426470588235294
The National Progress Report on Healthcare Efficiency 2010	0.835820895522388	0.8103448275862069	0.7837837837837838	0.7586206896551724	0.8275862068965517	0.78125	0.8181818181818182	0.7741935483870968	0.8699551569506726	0.7906976744186046	0.8428571428571429	0.7876712328767124	0.8550185873605948	0.9525514771709938	0.7433628318584071	0.8484848484848485	0.7758620689655172	0.9618155619596542	0.7941176470588235
Version 5010 and ID10 Readiness Assessment Conducted among Health Care Providers payers and Vendors for the Centers for Medicare  Medicaid Services	0.746268656716418	0.8843537414965986	0.782312925170068	0.7891156462585034	0.9115646258503401	0.7959183673469388	0.8231292517006803	0.782312925170068	0.8026905829596412	0.8027210884353742	0.7523809523809524	0.8503401360544217	0.7434944237918215	0.8898836168307968	0.6938775510204082	0.7828282828282829	0.8163265306122449	0.9106628242074928	0.7891156462585034
Aetna Fourth Quarter 2011 Earnings Call Webcast transcript	0.845771144278607	0.8620689655172413	0.8378378378378378	0.7586206896551724	0.8448275862068966	0.859375	0.8068181818181818	0.532258064516129	0.8699551569506726	0.8062015503875969	0.8523809523809524	0.8013698630136986	0.8587360594795539	0.954341987466428	0.7787610619469026	0.8181818181818182	0.7931034482758621	0.9618155619596542	0.7941176470588235
An Updated Survey of Health Care Claims Receipt and Processing Times	0.7810945273631841	0.8235294117647058	0.8648648648648649	0.7352941176470589	0.8382352941176471	0.8676470588235294	0.7954545454545454	0.7741935483870968	0.8565022421524664	0.7829457364341085	0.7952380952380952	0.7602739726027398	0.8215613382899628	0.946284691136974	0.7168141592920354	0.8333333333333334	0.8088235294117647	0.9567723342939481	0.7941176470588235
CMS Hints at Delay in ICD10 Implementation Deadline	0.8507462686567164	0.8627450980392157	0.7702702702702703	0.7647058823529411	0.8627450980392157	0.78125	0.75	0.8064516129032258	0.8654708520179372	0.7829457364341085	0.8571428571428571	0.7808219178082192	0.8736059479553904	0.9597135183527306	0.7345132743362832	0.8434343434343434	0.8	0.9654178674351584	0.7720588235294118
Edifecs poll 2012 And February 28 2012 Letter In Regards to ICD10 Implementation Date Delay to Denise M Buenning Director	0.7960199004975125	0.8677685950413223	0.768595041322314	0.8016528925619835	0.8925619834710744	0.8016528925619835	0.7603305785123967	0.8709677419354839	0.8071748878923767	0.8217054263565892	0.7857142857142857	0.7876712328767124	0.79182156133829	0.9149507609668756	0.8347107438016529	0.7777777777777778	0.8099173553719008	0.9250720461095101	0.8088235294117647
Examining the Cost of Implementing ICD10	0.8656716417910447	0.9111111111111111	0.7432432432432432	0.7446808510638298	0.85	0.796875	0.6363636363636364	0.8467741935483871	0.8878923766816144	0.8217054263565892	0.8857142857142857	0.8424657534246576	0.8996282527881041	0.9686660698299016	0.7964601769911505	0.8838383838383839	0.8181818181818182	0.9740634005763689	0.8308823529411765
ICD10 Frequently Asked Questions	0.9104477611940298	0.8888888888888888	0.8513513513513513	0.8085106382978723	0.8125	0.84375	0.8636363636363636	0.8548387096774194	0.9147982062780269	0.8992248062015504	0.9238095238095239	0.8424657534246576	0.9182156133828996	0.9758281110116384	0.8407079646017699	0.9141414141414141	0.8727272727272727	0.9805475504322767	0.8529411764705882
Letter to Kathleen G Sebelius Secretary US Department of Health and Human Services	0.8009950248756219	0.8536585365853658	0.7926829268292683	0.7682926829268293	0.8658536585365854	0.7682926829268293	0.8295454545454546	0.75	0.8430493273542601	0.7596899224806202	0.8	0.8013698630136986	0.8215613382899628	0.9355416293643688	0.7256637168141593	0.7828282828282829	0.7439024390243902	0.9459654178674352	0.7426470588235294
Oregon Provider and Payer Survey Overhauling the US Healthcare Payment System	0.7960199004975125	0.8311688311688312	0.7792207792207793	0.7922077922077922	0.8441558441558441	0.7532467532467533	0.8522727272727273	0.7419354838709677	0.8565022421524664	0.7984496124031008	0.8142857142857143	0.7465753424657534	0.8364312267657993	0.9418084153983886	0.7345132743362832	0.797979797979798	0.7922077922077922	0.9502881844380403	0.7573529411764706
Survey Industry Reaction to Potential Delay of ICD10  A Delay will be Costly but Manageable Unless its more than a Year	0.7860696517412935	0.8487394957983193	0.7815126050420168	0.8067226890756303	0.8907563025210085	0.7899159663865546	0.7983193277310925	0.8387096774193549	0.7982062780269058	0.7829457364341085	0.7666666666666667	0.773972602739726	0.7732342007434945	0.9140555058191585	0.8151260504201681	0.7474747474747475	0.7899159663865546	0.9301152737752162	0.7867647058823529
The 2011 Medicare Trustees Report The Baby Boomer Tsunami	0.8258706467661692	0.8596491228070176	0.8108108108108109	0.8070175438596491	0.8070175438596491	0.765625	0.8181818181818182	0.782258064516129	0.874439461883408	0.8217054263565892	0.8666666666666667	0.8287671232876712	0.862453531598513	0.9570277529095792	0.7699115044247787	0.8636363636363636	0.8771929824561403	0.9639769452449568	0.8161764705882353
WellPoint Fourth Quarter 2011 Results Conference Call transcript	0.845771144278607	0.84375	0.8243243243243243	0.765625	0.828125	0.890625	0.7954545454545454	0.6693548387096774	0.8565022421524664	0.7984496124031008	0.8380952380952381	0.7945205479452054	0.8475836431226765	0.9489704565801254	0.7787610619469026	0.8181818181818182	0.84375	0.9582132564841499	0.7941176470588235
Comments from VHA Health Care as Healthe Care Provider	0.8308457711442786	0.8333333333333334	0.8108108108108109	0.7962962962962963	0.8333333333333334	0.828125	0.8068181818181818	0.7903225806451613	0.8609865470852018	0.8062015503875969	0.8142857142857143	0.7876712328767124	0.8587360594795539	0.955237242614145	0.7433628318584071	0.8383838383838383	0.7818181818181819	0.9646974063400576	0.7720588235294118
What Does it cost physician practices to interact with health insurance plans	0.7910447761194029	0.8441558441558441	0.8441558441558441	0.7922077922077922	0.8571428571428571	0.8051948051948052	0.8636363636363636	0.7096774193548387	0.8161434977578476	0.7751937984496124	0.7952380952380952	0.773972602739726	0.7955390334572491	0.936436884512086	0.7079646017699115	0.7474747474747475	0.7142857142857143	0.946685878962536	0.7352941176470589
What does it cost physician practices to interact with health insurance plans	0.7910447761194029	0.8441558441558441	0.8441558441558441	0.7922077922077922	0.8571428571428571	0.8051948051948052	0.8636363636363636	0.7096774193548387	0.820627802690583	0.7751937984496124	0.7904761904761904	0.773972602739726	0.7955390334572491	0.936436884512086	0.7079646017699115	0.7474747474747475	0.7142857142857143	0.946685878962536	0.7352941176470589
