	Industry-wide Uses of Chlorine by Industry................................................................. 2-7 2-2. Use of Caustic Soda by Industry................................................................................... 2-7 2-3. Use of Caustic Potash by Industry ................................................................................ 2-8 2-4. Income (or Loss) as Net a Percentage of Sales, Basic Chemicals, Resins, and Synthetics (NAICS 3251 and 3252): 2000–2005 ....................................................... 2-14 3-1. Capital Cost Factor ($/ton Cl2 produced) vs. Capacity ................................................ 3-5 4-1. Price Trends: Alkalis and Chlorine Manufacturing:	Oxychem Completes Taft,	Chlorine: Ensuring Rail Transportation Safety.”	Potassium Carbonate Handbook.” http://www.armandproducts.com/pdfs/k2so3P1_12.pdf. Accessed	ASHTA Chemicals Inc. 2009a. About ASHTA. http://www.ashtachemicals.com/aboutfs.htm.	Inc. 2009b. Potassium Hydroxide,	Investment under Uncertainty.	Energy Information Administration.	Potassium Hydroxide.” http://www.ercoworldwide.com/ products_potassiumhydroxide.asp. Accessed	Distributional Effects of Environmental and Energy Policy: An Introduction.	Potassium Carbonate Faces Pressures from the Video Glass.” Chemical Market Reporter,	Site Fact Sheet Ashtabula Complex.” http://www.millenniumchem.com/NR/rdonlyres/6AE8BF59-D7CD-4768-951F37AE6F1C7321/0/SiteFactSheetAshtabula.pdf. Accessed	Occidental Chemical Corporation. 2008a. “OxyChem Caustic Potash Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Pages/chem_products_basic_alkali.aspx #alk_koh. Accessed	Occidental Chemical Corporation. 2008b. “OxyChem Caustic Soda Handbook.” http://www.oxy.com/Our_Businesses/chemicals/Documents/caustic_soda/caustic.pdf.	Form 10-K405. Filed	Form 10-K. Filed	BB&T Capital Markets Presentation Manufacturing and Materials Conference.” http://www.olin.com/. Accessed	Bill Would End Mercury Use at Chlorine Plants.” http://chronicle.augusta.com/stories/031308/met_190792.shtml. Accessed	Accessed	Chlorine Product Bulletin.” http://corporateportal.ppg.com/NA/Chemicals/CAD/ProductInformation/Bull /English/EN. Accessed	PPG Reaches Agreement with State of Maryland.” PPG News Release. http://corporateportal.ppg.com/PPG/Newsroom/News/20090811.htm.	The Effects of Environmental Regulation on Technology Diffusion: The Case of	Special Focus on Chlorine.”	The Innovation Group (TIG).	of Labor Statistics.	of Labor Statistics. 2009b. LAU Local Area Unemployment Statistics Series Id:	4-13 U.S. Bureau of Labor Statistics.	Quarterly Financial Report for Manufacturing, Mining, and Trade Corporations, 1st Quarter reports. http://www.census.gov/prod/www/abs/qfrmm.html. Accessed	Economic Census.	http://factfinder.census.gov/servlet/DatasetMainPageServlet?_program=ECN&_tabId=E CN1&_submenuId=datasets_4&_lang=en&_ts=24636668839. Accessed	Bureau; generated by RTI International; using American FactFinder; “Sector 31: Manufacturing: Industry Series: Industry Statistics by Employment Size:	Department of Transportation.	Environmental Protection Agency (EPA).	Federal Trade Commission (FTC).	Soda Ash. http://minerals.usgs.gov/minerals/pubs/ commodity/soda_ash/mcs-2009-sodaa.pdf. Accessed August 4,	Lung Cancer, Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S.” Environ. Sci. Technol.	Environmental Protection Agency—Science Advisory Board (U.S.	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Environmental Protection Agency. RE: Docket No. EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants:	EPA requested documentation of these emission estimates using their authority under section 114 of the Clean Air Act.	EPA-HQ-OAR-2002-0017—National Emission Standards for Hazardous Air Pollutants: Mercury Emissions from Mercury Cell Chlor-Alkali Plants—Memo: “Updated Cost Impacts Associated with the Conversion from Chlorine Production Utilizing Mercury Cell Chlor-Alkali Technology to Membrane Cell Technology,” from	B-4 Table B-3. Power Company Emission Factors: Fuel=Coal (Short tons per kWh)	Available on the internet at http://www.epa.gov/CAIR/pdfs/finaltech01.pdf U.S. Environmental Protection Agency	Available on the internet at http://www.epa.gov/cleanenergy/documents/egridzips/eGRID2007TechnicalSupportDoc ument.pdf U.S. Environmental Protection Agency
Electric Power Annual 2007 State Data Tables	0.5700000000000001	0.69	0.62	0.71	0.64	0.6599999999999999	0.72	0.64	0.73	0.64	0.69	0.69	0.62	0.62	0.71	0.72	0.64	0.69	0.75	0.6599999999999999	0.62	0.6	0.72	0.71	0.64	0.6599999999999999	0.6699999999999999	0.62	0.6	0.64	0.6	0.6799999999999999	0.6599999999999999	0.6799999999999999	0.71	0.6599999999999999	0.64	0.71	0.62	0.6599999999999999	0.64	0.6599999999999999	0.64	0.6599999999999999	0.64
Summary of 2005 Cell Room Mercury Emissions Data for Occidental Chemical Company Mercury Cell ChlorAlkali Plants	0.5800000000000001	0.6	0.64	0.73	0.6599999999999999	0.69	0.65	0.61	0.72	0.62	0.6	0.75	0.64	0.6699999999999999	0.5900000000000001	0.65	0.62	0.65	0.63	0.65	0.74	0.63	0.5800000000000001	0.5900000000000001	0.64	0.65	0.6699999999999999	0.64	0.6	0.73	0.6699999999999999	0.65	0.55	0.54	0.69	0.63	0.6699999999999999	0.65	0.65	0.64	0.62	0.43000000000000005	0.56	0.69	0.69
The TravancoreCochin Chemicals Limited	0.56	0.6	0.6599999999999999	0.69	0.61	0.69	0.6799999999999999	0.64	0.64	0.72	0.5800000000000001	0.69	0.61	0.61	0.71	0.65	0.61	0.64	0.75	0.5800000000000001	0.69	0.64	0.65	0.5900000000000001	0.74	0.64	0.7	0.64	0.54	0.69	0.64	0.65	0.6599999999999999	0.5800000000000001	0.64	0.64	0.56	0.6599999999999999	0.56	0.6599999999999999	0.61	0.64	0.64	0.69	0.64
With Conditions FTC Clears Occidental Chemicals Purchase of Vulcans Chemical Assets	0.52	0.6	0.64	0.69	0.6	0.69	0.65	0.6699999999999999	0.6699999999999999	0.62	0.5700000000000001	0.69	0.5900000000000001	0.62	0.71	0.72	0.6	0.63	0.5	0.62	0.6699999999999999	0.64	0.54	0.63	0.64	0.6699999999999999	0.61	0.62	0.6	0.69	0.64	0.65	0.63	0.61	0.64	0.64	0.63	0.6699999999999999	0.69	0.6799999999999999	0.5800000000000001	0.5800000000000001	0.62	0.6699999999999999	0.6799999999999999
Advisory on Plans for Health Effects Analysis in the Analytical Plan for EPAs Second Prospective AnalysisBenefits and Costs of the Clean Air Act 19902020	0.63	0.6	0.64	0.6799999999999999	0.6699999999999999	0.63	0.65	0.61	0.6599999999999999	0.54	0.61	0.72	0.6799999999999999	0.6699999999999999	0.65	0.5800000000000001	0.61	0.6699999999999999	0.63	0.6699999999999999	0.6699999999999999	0.55	0.61	0.5900000000000001	0.5800000000000001	0.64	0.64	0.6599999999999999	0.6699999999999999	0.7	0.64	0.61	0.5800000000000001	0.61	0.6799999999999999	0.61	0.62	0.56	0.61	0.64	0.5	0.5900000000000001	0.63	0.6	0.65
Average Retail Price of Electricity to Ultimate Customers by EndUse Sector by State for 2006	0.5900000000000001	0.6	0.6599999999999999	0.73	0.7	0.69	0.61	0.64	0.7	0.64	0.65	0.73	0.6699999999999999	0.69	0.71	0.65	0.6699999999999999	0.6699999999999999	0.63	0.6699999999999999	0.65	0.63	0.61	0.6699999999999999	0.5800000000000001	0.63	0.64	0.61	0.6699999999999999	0.6699999999999999	0.5900000000000001	0.65	0.52	0.61	0.73	0.62	0.61	0.6	0.6	0.62	0.54	0.64	0.6	0.65	0.6599999999999999
Clean Air Interstate Rule Emissions Inventory Technical Suport Document 	0.6	0.69	0.6	0.74	0.69	0.73	0.5800000000000001	0.55	0.73	0.64	0.63	0.7	0.7	0.63	0.71	0.65	0.62	0.62	0.63	0.64	0.6599999999999999	0.5800000000000001	0.61	0.63	0.69	0.6699999999999999	0.64	0.62	0.6	0.6599999999999999	0.6	0.5800000000000001	0.6	0.5	0.69	0.62	0.6	0.62	0.64	0.63	0.55	0.55	0.54	0.6	0.49
Early MACT Compliance Consent Agreement Exhibits B and C	0.61	0.6	0.6599999999999999	0.74	0.6699999999999999	0.69	0.61	0.61	0.74	0.65	0.6699999999999999	0.72	0.65	0.6699999999999999	0.77	0.72	0.63	0.6799999999999999	0.75	0.6799999999999999	0.5900000000000001	0.6699999999999999	0.65	0.6699999999999999	0.74	0.63	0.73	0.5800000000000001	0.47	0.7	0.63	0.6799999999999999	0.6	0.61	0.7	0.5800000000000001	0.5800000000000001	0.61	0.63	0.6699999999999999	0.65	0.63	0.63	0.6799999999999999	0.6699999999999999
Guidelines for Preparing Economic Analyses External Review Draft	0.6	0.6	0.6	0.75	0.71	0.69	0.61	0.5800000000000001	0.71	0.61	0.63	0.72	0.6599999999999999	0.6799999999999999	0.71	0.65	0.61	0.65	0.63	0.63	0.6599999999999999	0.65	0.65	0.6699999999999999	0.69	0.64	0.6699999999999999	0.5800000000000001	0.27	0.6799999999999999	0.61	0.61	0.6	0.65	0.71	0.61	0.61	0.65	0.5800000000000001	0.6799999999999999	0.63	0.65	0.65	0.65	0.6799999999999999
Homeland Security Information Plan	0.5900000000000001	0.69	0.53	0.71	0.71	0.76	0.5800000000000001	0.37	0.6799999999999999	0.5	0.5900000000000001	0.71	0.56	0.5900000000000001	0.71	0.65	0.5900000000000001	0.5	0.75	0.5	0.5900000000000001	0.5900000000000001	0.61	0.55	0.69	0.65	0.6699999999999999	0.56	0.6	0.65	0.56	0.54	0.62	0.61	0.6799999999999999	0.56	0.53	0.62	0.65	0.56	0.56	0.53	0.62	0.62	0.5900000000000001
Lowest Measured Level LML Assessment for Rules without PolicySpecific Air Quality Data Available Technical Support Document	0.65	0.6	0.64	0.76	0.69	0.69	0.5800000000000001	0.6699999999999999	0.7	0.6599999999999999	0.62	0.73	0.7	0.69	0.71	0.65	0.6799999999999999	0.7	0.38	0.7	0.6599999999999999	0.64	0.61	0.6699999999999999	0.69	0.6799999999999999	0.6699999999999999	0.69	0.6	0.73	0.6799999999999999	0.61	0.6599999999999999	0.65	0.6799999999999999	0.65	0.5800000000000001	0.6	0.6599999999999999	0.7	0.64	0.61	0.63	0.6599999999999999	0.63
Mercury from the HoltraChem Manufacturing Co	0.45999999999999996	0.5	0.71	0.64	0.6799999999999999	0.73	0.65	0.61	0.6599999999999999	0.62	0.45999999999999996	0.71	0.6	0.62	0.65	0.65	0.5	0.55	0.88	0.62	0.6	0.6	0.65	0.5900000000000001	0.74	0.69	0.7	0.45999999999999996	0.6699999999999999	0.62	0.5	0.61	0.6	0.6799999999999999	0.71	0.64	0.5700000000000001	0.69	0.6599999999999999	0.69	0.6	0.53	0.64	0.64	0.62
Mercury in fish bed sediment and water from streams across the United States 19982005	0.5900000000000001	0.6	0.6599999999999999	0.6799999999999999	0.7	0.6599999999999999	0.54	0.5800000000000001	0.7	0.5900000000000001	0.63	0.71	0.69	0.69	0.65	0.5800000000000001	0.64	0.5900000000000001	0.5	0.71	0.64	0.63	0.6799999999999999	0.63	0.5800000000000001	0.64	0.64	0.5900000000000001	0.6699999999999999	0.6799999999999999	0.62	0.61	0.63	0.61	0.7	0.63	0.5800000000000001	0.63	0.64	0.63	0.5900000000000001	0.5800000000000001	0.62	0.64	0.65
Mercury Storage Cost EstimatesFinal Report 	0.54	0.6	0.63	0.6799999999999999	0.6799999999999999	0.69	0.65	0.55	0.6599999999999999	0.5900000000000001	0.5900000000000001	0.6799999999999999	0.6599999999999999	0.6599999999999999	0.71	0.65	0.63	0.56	0.75	0.63	0.6599999999999999	0.5900000000000001	0.65	0.6699999999999999	0.5800000000000001	0.61	0.64	0.52	0.6699999999999999	0.5900000000000001	0.56	0.61	0.69	0.5800000000000001	0.6599999999999999	0.61	0.5900000000000001	0.6599999999999999	0.54	0.6599999999999999	0.52	0.56	0.54	0.63	0.61
Mercury Study Report to Congress Volume VIII An Evaluation of Mercury Control Technologies and Costs 	0.62	0.6	0.6	0.72	0.71	0.73	0.65	0.61	0.71	0.62	0.6599999999999999	0.74	0.69	0.6799999999999999	0.71	0.65	0.6	0.64	0.75	0.6599999999999999	0.69	0.52	0.5800000000000001	0.5	0.64	0.6699999999999999	0.6699999999999999	0.62	0.6	0.7	0.5900000000000001	0.61	0.6	0.5800000000000001	0.69	0.64	0.5800000000000001	0.65	0.6799999999999999	0.6799999999999999	0.62	0.5	0.63	0.6799999999999999	0.6599999999999999
Notice of Availability	0.55	0.6799999999999999	0.64	0.69	0.64	0.73	0.6799999999999999	0.6	0.73	0.6	0.64	0.69	0.6	0.64	0.71	0.72	0.64	0.69	0.75	0.6	0.55	0.6	0.69	0.73	0.64	0.64	0.6	0.64	0.8	0.69	0.69	0.6	0.69	0.73	0.64	0.55	0.55	0.64	0.55	0.64	0.64	0.6	0.69	0.69	0.69
Pipeline and Hazardous Materials Safety Administration	0.6	0.64	0.5800000000000001	0.69	0.6699999999999999	0.73	0.61	0.4	0.6699999999999999	0.62	0.65	0.69	0.6699999999999999	0.69	0.71	0.72	0.54	0.62	0.75	0.63	0.6699999999999999	0.6699999999999999	0.61	0.63	0.5800000000000001	0.69	0.6699999999999999	0.5800000000000001	0.74	0.6699999999999999	0.6	0.54	0.6599999999999999	0.5	0.6699999999999999	0.5800000000000001	0.56	0.63	0.6	0.56	0.5800000000000001	0.5	0.63	0.65	0.62
Quarterly Census of Employment and Wages	0.55	0.55	0.6	0.65	0.7	0.73	0.61	0.61	0.7	0.44999999999999996	0.55	0.6799999999999999	0.65	0.65	0.71	0.72	0.6	0.63	0.63	0.6799999999999999	0.65	0.55	0.61	0.75	0.69	0.53	0.6699999999999999	0.53	0.54	0.5800000000000001	0.48	0.5800000000000001	0.69	0.61	0.63	0.5800000000000001	0.6	0.6799999999999999	0.63	0.65	0.6	0.63	0.65	0.65	0.6
Reference Document on Best Available Techniques in the ChlorAlkali Manufacturing Industry	0.54	0.55	0.62	0.75	0.7	0.69	0.54	0.61	0.72	0.61	0.61	0.71	0.7	0.69	0.71	0.65	0.63	0.6699999999999999	0.75	0.6699999999999999	0.6599999999999999	0.56	0.5	0.6699999999999999	0.69	0.6699999999999999	0.7	0.62	0.6	0.69	0.49	0.5800000000000001	0.6	0.61	0.72	0.65	0.5900000000000001	0.63	0.65	0.61	0.53	0.56	0.63	0.6599999999999999	0.65
Soda Ash	0.38	0.88	0.75	0.63	0.63	0.63	0.75	0.63	0.63	0.63	0.63	0.63	0.63	0.38	0.75	0.75	0.63	0.63	0.75	0.63	0.63	0.63	0.63	0.75	0.63	0.5	0.63	0.63	0.75	0.63	0.63	0.75	0.63	0.63	0.0	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63
Status Report Mercury Cell ChlorAlkali Plants in Europe	0.5900000000000001	0.64	0.6599999999999999	0.71	0.77	0.6599999999999999	0.6799999999999999	0.64	0.6799999999999999	0.62	0.64	0.6599999999999999	0.62	0.6599999999999999	0.71	0.72	0.62	0.48	0.75	0.64	0.64	0.6599999999999999	0.5800000000000001	0.63	0.64	0.6799999999999999	0.6699999999999999	0.5900000000000001	0.6699999999999999	0.6799999999999999	0.64	0.65	0.69	0.6799999999999999	0.71	0.5700000000000001	0.62	0.71	0.62	0.64	0.62	0.31000000000000005	0.64	0.7	0.64
Summary of Expert Opinions on the Existence of a Threshold in the ConcentrationResponse Function for PM25Related Mortality Technical suport Document	0.63	0.6	0.5800000000000001	0.6699999999999999	0.6699999999999999	0.6599999999999999	0.54	0.5800000000000001	0.6799999999999999	0.5800000000000001	0.62	0.73	0.64	0.65	0.5900000000000001	0.5800000000000001	0.61	0.65	0.5	0.64	0.64	0.5800000000000001	0.5800000000000001	0.5900000000000001	0.5800000000000001	0.6	0.64	0.62	0.6	0.71	0.63	0.54	0.6	0.61	0.6599999999999999	0.61	0.5800000000000001	0.62	0.61	0.64	0.56	0.5700000000000001	0.5900000000000001	0.5900000000000001	0.61
Technical Support Document Social Cost of Carbon for Regulatory Impact Analysis Under Executive Order 12866	0.63	0.69	0.64	0.6699999999999999	0.6599999999999999	0.63	0.61	0.5800000000000001	0.6599999999999999	0.5900000000000001	0.62	0.73	0.64	0.6599999999999999	0.71	0.72	0.64	0.7	0.63	0.6599999999999999	0.64	0.5800000000000001	0.5	0.6699999999999999	0.5800000000000001	0.61	0.61	0.63	0.6	0.7	0.64	0.5800000000000001	0.5800000000000001	0.65	0.72	0.62	0.5800000000000001	0.63	0.64	0.6599999999999999	0.6	0.62	0.6	0.6699999999999999	0.61
Part 172Hazardous Materials Table special Provisions Hazardous Materials Communications Emergency Response Information Training Requirements and Security Plans	0.63	0.64	0.54	0.6599999999999999	0.64	0.6599999999999999	0.47	0.4	0.6599999999999999	0.5700000000000001	0.5800000000000001	0.73	0.6799999999999999	0.6699999999999999	0.77	0.72	0.54	0.65	0.5	0.61	0.6799999999999999	0.5900000000000001	0.54	0.45999999999999996	0.64	0.64	0.6699999999999999	0.62	0.6	0.7	0.61	0.47	0.52	0.5	0.64	0.61	0.63	0.6	0.64	0.5900000000000001	0.5900000000000001	0.61	0.53	0.63	0.63
Economic Impact Analysis of Final Iron and Steel Foundries NESHAP	0.5700000000000001	0.69	0.64	0.6799999999999999	0.71	0.6599999999999999	0.65	0.5800000000000001	0.6699999999999999	0.62	0.6699999999999999	0.71	0.65	0.6699999999999999	0.71	0.65	0.5900000000000001	0.6799999999999999	0.75	0.6799999999999999	0.65	0.64	0.5800000000000001	0.6699999999999999	0.64	0.64	0.6699999999999999	0.62	0.4	0.73	0.6	0.61	0.5800000000000001	0.61	0.6699999999999999	0.6	0.5900000000000001	0.63	0.65	0.65	0.64	0.5900000000000001	0.63	0.6699999999999999	0.65
Integrated Science Assessment for Oxides of Nitrogen and SulfurEcological Criteria National	0.61	0.6	0.62	0.73	0.75	0.5900000000000001	0.5800000000000001	0.5800000000000001	0.69	0.5700000000000001	0.61	0.71	0.6799999999999999	0.71	0.71	0.65	0.64	0.6599999999999999	0.38	0.65	0.63	0.62	0.61	0.6699999999999999	0.69	0.69	0.6699999999999999	0.6	0.47	0.65	0.6	0.61	0.63	0.61	0.73	0.63	0.5700000000000001	0.6	0.64	0.64	0.61	0.62	0.65	0.64	0.64
Form 10K	0.63	0.75	0.63	0.75	0.75	0.75	0.75	0.63	0.63	0.75	0.63	0.75	0.75	0.75	0.0	0.0	0.63	0.75	1.0	0.63	0.75	0.75	0.63	0.75	0.63	0.63	0.63	0.63	0.63	0.75	0.5	0.63	0.75	0.63	0.75	0.63	0.75	0.63	0.75	0.75	0.63	0.75	0.5	0.75	0.75
Review of EPAs Integrated Science Assessment for Particulate Matter	0.6	0.64	0.64	0.75	0.71	0.69	0.54	0.5800000000000001	0.71	0.6599999999999999	0.5900000000000001	0.6799999999999999	0.6799999999999999	0.6599999999999999	0.71	0.65	0.65	0.6	0.38	0.71	0.63	0.63	0.65	0.6699999999999999	0.5800000000000001	0.6599999999999999	0.64	0.63	0.54	0.6799999999999999	0.5900000000000001	0.54	0.5800000000000001	0.65	0.69	0.5700000000000001	0.43999999999999995	0.5800000000000001	0.5700000000000001	0.63	0.6	0.6	0.64	0.63	0.62
SAB Advisory on EPAs Issues in Valuing Mortality Risk Reduction	0.61	0.69	0.56	0.74	0.7	0.69	0.5	0.5800000000000001	0.72	0.5800000000000001	0.6599999999999999	0.74	0.6699999999999999	0.64	0.65	0.72	0.61	0.6699999999999999	0.63	0.7	0.69	0.64	0.65	0.6699999999999999	0.53	0.6599999999999999	0.5800000000000001	0.6599999999999999	0.6	0.7	0.62	0.65	0.63	0.6799999999999999	0.6599999999999999	0.5800000000000001	0.5900000000000001	0.6799999999999999	0.6599999999999999	0.6599999999999999	0.56	0.61	0.62	0.69	0.6699999999999999
Quarterly Financial Report for Manufacturing Mining and Trade Corporations 1st Qyarter Reports	0.63	0.6	0.47	0.7	0.71	0.69	0.61	0.55	0.71	0.5900000000000001	0.62	0.74	0.64	0.65	0.77	0.72	0.56	0.69	0.75	0.6799999999999999	0.65	0.62	0.61	0.5900000000000001	0.5800000000000001	0.64	0.61	0.030000000000000027	0.6699999999999999	0.6599999999999999	0.53	0.5	0.6	0.5	0.73	0.61	0.61	0.63	0.64	0.61	0.61	0.61	0.6	0.6799999999999999	0.6599999999999999
PPG Reaches Agreement with State of Maryland	0.6	0.6	0.69	0.64	0.71	0.73	0.61	0.6699999999999999	0.6599999999999999	0.64	0.5700000000000001	0.6599999999999999	0.69	0.6599999999999999	0.77	0.72	0.55	0.6599999999999999	0.63	0.69	0.0	0.64	0.6799999999999999	0.71	0.69	0.6	0.6699999999999999	0.6599999999999999	0.74	0.6599999999999999	0.64	0.54	0.69	0.72	0.73	0.64	0.53	0.64	0.62	0.69	0.6	0.5700000000000001	0.69	0.62	0.6
2009a About ASHTA	0.71	0.71	0.77	0.65	0.0	0.48	0.83	0.71	0.77	0.71	0.71	0.71	0.65	0.65	0.83	0.86	0.77	0.71	0.88	0.71	0.71	0.71	0.71	0.63	0.71	0.48	0.65	0.71	0.87	0.77	0.71	0.71	0.65	0.77	0.5900000000000001	0.71	0.71	0.65	0.71	0.71	0.71	0.65	0.71	0.71	0.65
BBT Capital Markets Presentation Manufacturing Materials Conference	0.54	0.69	0.6	0.72	0.6599999999999999	0.69	0.54	0.5800000000000001	0.71	0.63	0.5900000000000001	0.69	0.65	0.65	0.77	0.72	0.06000000000000005	0.65	0.63	0.6599999999999999	0.63	0.62	0.61	0.5900000000000001	0.5800000000000001	0.63	0.6699999999999999	0.51	0.6699999999999999	0.6799999999999999	0.53	0.5	0.6	0.61	0.71	0.6	0.5900000000000001	0.62	0.5900000000000001	0.6799999999999999	0.5700000000000001	0.5900000000000001	0.62	0.6799999999999999	0.65
ChlorAlkali Industry 2008 Mercury Use and Emissions in the United States Twelfth Annual Report	0.55	0.6	0.64	0.73	0.69	0.6599999999999999	0.5800000000000001	0.61	0.71	0.64	0.6	0.75	0.64	0.6599999999999999	0.65	0.65	0.6599999999999999	0.5900000000000001	0.63	0.69	0.7	0.6599999999999999	0.65	0.6699999999999999	0.64	0.61	0.6699999999999999	0.62	0.6	0.69	0.63	0.61	0.63	0.5	0.7	0.64	0.5900000000000001	0.7	0.65	0.65	0.5900000000000001	0.5700000000000001	0.5900000000000001	0.65	0.6599999999999999
ChlorAlkali Manufacturing Processes	0.43000000000000005	0.73	0.55	0.72	0.75	0.73	0.75	0.6699999999999999	0.6599999999999999	0.6599999999999999	0.6	0.6599999999999999	0.63	0.63	0.83	0.79	0.45999999999999996	0.5800000000000001	0.38	0.5800000000000001	0.6599999999999999	0.6599999999999999	0.6799999999999999	0.63	0.69	0.69	0.73	0.52	0.6	0.69	0.43000000000000005	0.72	0.6799999999999999	0.72	0.6599999999999999	0.6	0.6	0.69	0.69	0.6599999999999999	0.63	0.52	0.69	0.69	0.6599999999999999
Chlorine Product Bulletin	0.4	0.69	0.52	0.6799999999999999	0.6799999999999999	0.72	0.64	0.6	0.52	0.52	0.64	0.6799999999999999	0.56	0.64	0.71	0.65	0.6	0.48	0.88	0.0	0.72	0.6	0.6799999999999999	0.63	0.73	0.6799999999999999	0.72	0.6	0.6699999999999999	0.6799999999999999	0.64	0.64	0.52	0.72	0.6799999999999999	0.52	0.52	0.52	0.64	0.56	0.52	0.24	0.64	0.52	0.52
Chlorine Ensuring Rail Transportation Safety	0.53	0.69	0.0	0.6599999999999999	0.69	0.69	0.61	0.49	0.69	0.62	0.64	0.73	0.55	0.5700000000000001	0.77	0.72	0.5700000000000001	0.53	0.75	0.55	0.64	0.62	0.6799999999999999	0.63	0.5800000000000001	0.62	0.64	0.45999999999999996	0.6	0.64	0.5700000000000001	0.36	0.52	0.5800000000000001	0.64	0.6	0.5700000000000001	0.62	0.62	0.62	0.5700000000000001	0.5700000000000001	0.6	0.5700000000000001	0.5700000000000001
Olin Transportation of KOH	0.5800000000000001	0.73	0.31000000000000005	0.7	0.7	0.7	0.6599999999999999	0.5800000000000001	0.6599999999999999	0.62	0.7	0.74	0.5	0.5	0.77	0.72	0.54	0.62	0.88	0.62	0.6599999999999999	0.5800000000000001	0.73	0.52	0.5800000000000001	0.5800000000000001	0.6599999999999999	0.47	0.74	0.62	0.5800000000000001	0.33999999999999997	0.5800000000000001	0.61	0.6599999999999999	0.5800000000000001	0.62	0.5800000000000001	0.6599999999999999	0.5800000000000001	0.5800000000000001	0.62	0.62	0.5800000000000001	0.5800000000000001
PPG Industries Invests Nearly 6 milion in Marshall County Plant	0.5900000000000001	0.64	0.64	0.72	0.69	0.73	0.54	0.55	0.7	0.62	0.64	0.72	0.62	0.64	0.71	0.65	0.5900000000000001	0.64	0.5	0.72	0.64	0.62	0.65	0.63	0.69	0.6799999999999999	0.7	0.62	0.6699999999999999	0.7	0.56	0.65	0.63	0.5800000000000001	0.7	0.64	0.62	0.6699999999999999	0.64	0.61	0.5900000000000001	0.53	0.62	0.69	0.69
Sector 31 Manufacturing Industry Series Industry Statistics by Employment Size 2002	0.5700000000000001	0.6	0.6	0.73	0.69	0.6599999999999999	0.5800000000000001	0.5800000000000001	0.72	0.6799999999999999	0.6799999999999999	0.72	0.69	0.69	0.71	0.65	0.54	0.63	0.75	0.7	0.6699999999999999	0.7	0.6799999999999999	0.63	0.37	0.5900000000000001	0.49	0.55	0.6	0.6799999999999999	0.040000000000000036	0.61	0.6599999999999999	0.6799999999999999	0.72	0.6599999999999999	0.63	0.65	0.6699999999999999	0.69	0.63	0.63	0.69	0.6699999999999999	0.6699999999999999
2009b Potassium Hydroxide Liquid 	0.64	0.78	0.73	0.52	0.7	0.14	0.75	0.72	0.4	0.7	0.61	0.73	0.6699999999999999	0.64	0.77	0.72	0.7	0.7	0.75	0.7	0.76	0.7	0.75	0.6699999999999999	0.74	0.64	0.73	0.6699999999999999	0.74	0.73	0.6699999999999999	0.79	0.73	0.6799999999999999	0.64	0.64	0.6699999999999999	0.6699999999999999	0.64	0.6699999999999999	0.64	0.64	0.7	0.7	0.7
Form 10K405	0.73	0.8200000000000001	0.73	0.73	0.73	0.73	0.8200000000000001	0.64	0.73	0.73	0.73	0.73	0.8200000000000001	0.8200000000000001	0.0	0.28	0.73	0.73	1.0	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.8200000000000001	0.64	0.73	0.73	0.73	0.73	0.73	0.73	0.73	0.8200000000000001	0.73	0.64	0.64	0.73	0.73	0.8200000000000001
Toxicological Effects of Methylmercury	0.61	0.64	0.72	0.74	0.72	0.76	0.6799999999999999	0.76	0.64	0.48	0.61	0.72	0.69	0.6599999999999999	0.77	0.72	0.6599999999999999	0.69	0.75	0.69	0.69	0.53	0.5800000000000001	0.75	0.69	0.6599999999999999	0.76	0.61	0.54	0.72	0.69	0.6799999999999999	0.63	0.75	0.69	0.69	0.6599999999999999	0.6599999999999999	0.56	0.69	0.64	0.5800000000000001	0.64	0.6599999999999999	0.6599999999999999
nan	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.33999999999999997	0.33999999999999997	0.33999999999999997	0.33999999999999997	1.0	1.0	0.33999999999999997	0.6699999999999999	1.0	0.6699999999999999	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.0	0.6699999999999999	0.33999999999999997	0.6699999999999999	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.6699999999999999	0.33999999999999997	0.33999999999999997	0.6699999999999999	0.6699999999999999	0.33999999999999997
