	Regulatory Impact Analysis: Heavy‐Duty Engine and Vehicle Standards and Highway Diesel Fuel Sulfur Control Requirements, U.S. Environmental Protection Agency, Office of Transportation and Air Quality, Assessment and Standards Division,	Environmental Protection Agency (EPA). 2005a. Clean Air Interstate Rule Emissions Inventory Technical Support Document, U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Emissions Inventory and Emissions Processing for the Clean Air Mercury Rule (CAMR), U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA). 2007b, Proposed Emission Standards for New Nonroad Spark‐Ignition Engines, Equipment, and Vessels.	Environmental Protection Agency (EPA). 2008a. Air Quality Modeling Platform for the Ozone National Ambient Air Quality Standard Final Rule Regulatory Impact Analysis. North Carolina.	Environmental Protection Agency (EPA). 2008b. Final Ozone NAAQS Regulatory Impact Analysis. U.S. Environmental Protection Agency, Office of Air Quality Planning and Standards,	Environmental Protection Agency (EPA).	Development and applications of a standard visual index.	Cardiopulmonary Mortality, and Long-term Exposure to Fine Particulate Air Pollution.”	Expert Judgment Assessment of the Mortality Impact of Changes in Ambient Fine Particulate Matter in the U.S. Environ. Sci. Technol.,	Oxidants and Asthmatics in Los Angeles: A Benefits Analysis -- Executive Summary. Prepared for U.S. Environmental Protection Agency, Office of Policy Analysis. Prepared by Energy and Resource Consultants,	Ambient air pollution and asthma exacerbations in children: an eight-city analysis.	Guidelines for Preparing Economic Analyses.	Letter to Recipients of Third Draft EPA PM Criteria Document. National Center for Environmental Assessment,	Air Quality Criteria for Particulate Matter. Volume I	Regulatory Impact Analysis for the Final Clean Air Interstate Rule.	Regulatory Impact Analysis,	Willingness to Pay for Environmental	Forest Inventory and Analysis National Program: Forest Inventory Data Online. Online database. U.S. Department of Agriculture Forest Service, Forest Inventory and Analysis,	Investigations and Monitoring of Mercury in Indiana by the U.S. Geological Survey.	Episodic acidification of small streams in the northeastern United States: Fish mortality in field bioassays.	Pricing Environmental Health Risks: Survey Assessments of Risk-Risk and Risk-Dollar Trade-Offs for Chronic Bronchitis.”	The Value of a Statistical Life: A Critical Review of Market Estimates throughout the World.”	Effect of short-term exposure to low levels of gaseous pollutants on chronic obstructive pulmonary disease hospitalizations.	Association between ozone and respiratory admissions among children and the elderly in Vancouver,	Chapter 6: Cost Analysis Approach and Results Commercial, and Institutional	Pechan and Associates and Industrial Economics, Direct Cost Estimates for the Clean Air Act Second Section 812 Prospective Analysis: Draft Report, prepared for U.S. EPA, Office of Air and Radiation,	Learning and Cost Reductions for Generating Technologies in the National Energy Modeling System (NEMS),	Proposed Approach for Expanding the Treatment of Learning Curve Impacts for the Second Section 812 Prospective Analysis: Memorandum, prepared for U.S. EPA, Office of Air and Radiation,	Sulfur Dioxide Control by Electric Utilities: What Are the Gains from Trade?”	Ex Post Evaluation of Tradable Permits: The U.S.	Testimony of Jeffrey Holmstead, Assistant Administrator, Office of Air	Are the costs of proposed environmental regulations overestimated?	The Clean Air Act Amendment: Spurring Innovation and Growth While Cleaning the Air.	Incorporating Technological Learning in the Coal Utility Environmental Cost (CUECost) Model: Estimating the Future Cost Trends of SO2, NOx, and Mercury Control Technologies.” Prepared for ARCADIS Geraghty and Miller, Research Triangle Park, NC 27711. Available at http://steps.ucdavis.edu/People/slyeh/syeh‐ resources/Drft%20Fnl%20Rpt%20Lrng%20for%20CUECost_v3.pdf.	Census Bureau	f No data on budget or revenues for this NAICS code is included
Environmental Benefits and Mapping Program Version 30	0.8565217391304348	0.7989690721649485	0.8125	0.75	0.7897727272727273	0.7831325301204819	0.6415094339622641	0.7818181818181819	0.7261904761904762	0.7777777777777778	0.8256410256410256	0.7875	0.7547169811320755	0.8	0.8113207547169812	0.7878787878787878	0.8301886792452831	0.7735849056603774	0.8181818181818182	0.7848101265822784	0.7757009345794392	0.7241379310344828	0.7956989247311828	0.8114754098360656	0.7604166666666666	0.7671232876712328	0.8272251308900523	0.79	0.8089887640449438	0.7792207792207793	0.7735849056603774	0.7794117647058824	0.8	0.7654320987654321	0.8775510204081632	0.8867924528301887	0.8253968253968254
Expanded Expert Judgment Assessment of the ConcentrationResponse Relationship Between PM25 Exposure and Mortality	0.7869565217391304	0.7731958762886598	0.74375	0.7878787878787878	0.7443181818181818	0.7710843373493976	0.8141592920353983	0.7522123893805309	0.7876106194690266	0.6349206349206349	0.7538461538461538	0.7610619469026548	0.8230088495575221	0.8053097345132744	0.8141592920353983	0.7699115044247787	0.8938053097345132	0.8230088495575221	0.7575757575757576	0.7522123893805309	0.8230088495575221	0.8448275862068966	0.8053097345132744	0.7786885245901639	0.8053097345132744	0.7787610619469026	0.7225130890052356	0.7964601769911505	0.7247191011235955	0.7964601769911505	0.8141592920353983	0.7964601769911505	0.7522123893805309	0.7345132743362832	0.8279883381924198	0.9026548672566371	0.7787610619469026
Guidelines for Preparing Economic  Analyses External Review Draft	0.8304347826086956	0.8247422680412371	0.80625	0.8106060606060606	0.8011363636363636	0.7710843373493976	0.8307692307692308	0.7846153846153846	0.7857142857142857	0.7777777777777778	0.7794871794871795	0.8125	0.35384615384615387	0.7619047619047619	0.7846153846153846	0.8484848484848485	0.7846153846153846	0.7538461538461538	0.806060606060606	0.759493670886076	0.7663551401869159	0.8189655172413793	0.8064516129032258	0.8114754098360656	0.7708333333333334	0.7945205479452054	0.7853403141361257	0.7	0.7808988764044944	0.7792207792207793	0.8153846153846154	0.8529411764705882	0.8	0.7777777777777778	0.8746355685131195	0.8769230769230769	0.8769230769230769
Guidelines for Preparing Economic Analyses	0.8521739130434782	0.8556701030927835	0.825	0.7954545454545454	0.8352272727272727	0.8433734939759037	0.8333333333333334	0.7636363636363637	0.7857142857142857	0.8412698412698413	0.8256410256410256	0.725	0.0	0.7714285714285715	0.7692307692307693	0.7424242424242424	0.6666666666666666	0.7142857142857143	0.8242424242424242	0.7848101265822784	0.8130841121495327	0.8362068965517241	0.8279569892473119	0.819672131147541	0.7708333333333334	0.821917808219178	0.8481675392670157	0.73	0.8426966292134831	0.8051948051948052	0.9111111111111111	0.8235294117647058	0.7846153846153846	0.7777777777777778	0.9096209912536443	0.8571428571428571	0.7301587301587301
Integrated Science Assessment for Particulate Matter External Review Draft	0.8304347826086956	0.7938144329896907	0.775	0.7727272727272727	0.7840909090909091	0.7891566265060241	0.7702702702702703	0.7972972972972973	0.8095238095238095	0.6666666666666666	0.7948717948717948	0.8375	0.7702702702702703	0.7142857142857143	0.5945945945945946	0.7297297297297297	0.8243243243243243	0.7702702702702703	0.7696969696969697	0.7848101265822784	0.719626168224299	0.75	0.7741935483870968	0.7786885245901639	0.7708333333333334	0.8378378378378378	0.7905759162303665	0.75	0.7921348314606742	0.8181818181818182	0.7837837837837838	0.8513513513513513	0.8108108108108109	0.7654320987654321	0.8483965014577259	0.8783783783783784	0.8108108108108109
Integrated Science Assessment for Sulfur Oxides  Health Criteria Final Report	0.808695652173913	0.7835051546391752	0.76875	0.7575757575757576	0.7727272727272727	0.7771084337349398	0.8181818181818182	0.7792207792207793	0.8333333333333334	0.7063492063492064	0.7794871794871795	0.85	0.7532467532467533	0.7333333333333333	0.7532467532467533	0.7272727272727273	0.8441558441558441	0.8181818181818182	0.7575757575757576	0.759493670886076	0.7289719626168224	0.75	0.8172043010752689	0.7704918032786885	0.7604166666666666	0.8181818181818182	0.7853403141361257	0.78	0.7865168539325843	0.8701298701298701	0.8181818181818182	0.8311688311688312	0.8181818181818182	0.7530864197530864	0.8483965014577259	0.8831168831168831	0.7402597402597403
Letter to Recipients of Third Draft EPA PM Criteria Document	0.8434782608695652	0.8195876288659794	0.825	0.7878787878787878	0.8238636363636364	0.8313253012048193	0.8166666666666667	0.8166666666666667	0.7738095238095238	0.7698412698412699	0.8205128205128205	0.7875	0.7833333333333333	0.42857142857142855	0.7166666666666667	0.7878787878787878	0.8333333333333334	0.7833333333333333	0.8	0.7721518987341772	0.794392523364486	0.7672413793103449	0.7849462365591398	0.7704918032786885	0.7604166666666666	0.7671232876712328	0.8219895287958116	0.77	0.8146067415730337	0.7792207792207793	0.7666666666666667	0.7941176470588235	0.8307692307692308	0.7777777777777778	0.8717201166180758	0.8666666666666667	0.7777777777777778
Maple Syrup � June 12 2008 Maple Syrup Production Up 30 Percent Nationwide	0.8260869565217391	0.8144329896907216	0.79375	0.7727272727272727	0.8125	0.7831325301204819	0.7702702702702703	0.7972972972972973	0.8214285714285714	0.7936507936507936	0.8205128205128205	0.8125	0.8243243243243243	0.780952380952381	0.8243243243243243	0.8378378378378378	0.8513513513513513	0.7972972972972973	0.8242424242424242	0.8481012658227848	0.822429906542056	0.8448275862068966	0.8172043010752689	0.7868852459016393	0.78125	0.8243243243243243	0.8219895287958116	0.81	0.8033707865168539	0.8311688311688312	0.8513513513513513	0.8783783783783784	0.7837837837837838	0.8271604938271605	0.8833819241982507	0.8918918918918919	0.7972972972972973
Mercury in fish bed sediment and water from streams across the United States 1998�2005	0.7913043478260869	0.8144329896907216	0.79375	0.7803030303030303	0.8011363636363636	0.8132530120481928	0.8023255813953488	0.7558139534883721	0.813953488372093	0.7619047619047619	0.8051282051282052	0.8023255813953488	0.7674418604651163	0.780952380952381	0.7674418604651163	0.7558139534883721	0.8372093023255814	0.8023255813953488	0.7878787878787878	0.7790697674418605	0.7850467289719626	0.8103448275862069	0.8064516129032258	0.7786885245901639	0.75	0.813953488372093	0.7853403141361257	0.77	0.7921348314606742	0.7790697674418605	0.7906976744186046	0.8023255813953488	0.7906976744186046	0.7674418604651163	0.8542274052478134	0.9069767441860465	0.7674418604651163
OffHighway Vehicle Recreation in the United States Regions and States A National Report from the National Survey on Recreation and the Environment	0.7304347826086957	0.711340206185567	0.80625	0.7671232876712328	0.7443181818181818	0.7650602409638554	0.8356164383561644	0.7808219178082192	0.773972602739726	0.7534246575342466	0.7435897435897436	0.7328767123287672	0.8356164383561644	0.6917808219178082	0.815068493150685	0.7465753424657534	0.8972602739726028	0.821917808219178	0.7878787878787878	0.773972602739726	0.7328767123287672	0.7876712328767124	0.7191780821917808	0.7465753424657534	0.7328767123287672	0.7534246575342466	0.7539267015706806	0.7191780821917808	0.7640449438202247	0.7534246575342466	0.8287671232876712	0.7671232876712328	0.7602739726027398	0.7054794520547946	0.7871720116618076	0.9383561643835616	0.7876712328767124
Oxidants and Asthmatics in Los Angeles A Benefits Analysis  Executive Summary	0.8173913043478261	0.8041237113402062	0.75625	0.803030303030303	0.8011363636363636	0.7831325301204819	0.8181818181818182	0.7922077922077922	0.8214285714285714	0.753968253968254	0.6051282051282051	0.775	0.7532467532467533	0.8095238095238095	0.8051948051948052	0.7792207792207793	0.8181818181818182	0.8051948051948052	0.7636363636363637	0.7848101265822784	0.7383177570093458	0.7931034482758621	0.7741935483870968	0.7622950819672131	0.7916666666666666	0.8181818181818182	0.7486910994764397	0.72	0.7752808988764045	0.8831168831168831	0.7662337662337663	0.8051948051948052	0.8181818181818182	0.8518518518518519	0.8688046647230321	0.8961038961038961	0.7792207792207793
Profile of the Annual Fall Foliage Tourist in Vermont Travel Year 2001	0.8260869565217391	0.8195876288659794	0.80625	0.7954545454545454	0.7897727272727273	0.8072289156626506	0.7714285714285715	0.7857142857142857	0.75	0.7380952380952381	0.8205128205128205	0.8125	0.8	0.7428571428571429	0.8	0.7857142857142857	0.8428571428571429	0.7714285714285715	0.793939393939394	0.810126582278481	0.7663551401869159	0.7586206896551724	0.7526881720430108	0.7377049180327869	0.7708333333333334	0.8356164383561644	0.8115183246073299	0.76	0.7808988764044944	0.7922077922077922	0.7428571428571429	0.8	0.8285714285714286	0.7654320987654321	0.8542274052478134	0.8857142857142857	0.8142857142857143
Technical Support Document Calculating Benefit PerTon estimates Ozone NAAQS Docket EPAHQOAR200702250284	0.8260869565217391	0.7938144329896907	0.79375	0.8257575757575758	0.8011363636363636	0.8012048192771084	0.7572815533980582	0.8058252427184466	0.7961165048543689	0.8095238095238095	0.8153846153846154	0.8155339805825242	0.8349514563106796	0.8666666666666667	0.8058252427184466	0.7961165048543689	0.8640776699029126	0.8349514563106796	0.793939393939394	0.8155339805825242	0.8411214953271028	0.8706896551724138	0.8155339805825242	0.8278688524590164	0.8349514563106796	0.8252427184466019	0.7801047120418848	0.8155339805825242	0.7808988764044944	0.7766990291262136	0.8058252427184466	0.7961165048543689	0.8155339805825242	0.7572815533980582	0.8338192419825073	0.9223300970873787	0.7864077669902912
The Benefits and Costs of the Clean Air Act 1990 to 2010 EPA Report to Congress Office of Air and Radiation Office of Policy	0.7652173913043478	0.7319587628865979	0.65625	0.8409090909090909	0.7670454545454546	0.7530120481927711	0.8387096774193549	0.7983870967741935	0.7661290322580645	0.8095238095238095	0.7282051282051282	0.7580645161290323	0.8225806451612904	0.7661290322580645	0.8145161290322581	0.7741935483870968	0.8951612903225806	0.8387096774193549	0.7454545454545455	0.782258064516129	0.7741935483870968	0.8548387096774194	0.7661290322580645	0.8548387096774194	0.782258064516129	0.7258064516129032	0.6596858638743456	0.7580645161290323	0.7247191011235955	0.7741935483870968	0.8306451612903226	0.717741935483871	0.782258064516129	0.7419354838709677	0.8075801749271136	0.9354838709677419	0.7983870967741935
The Benefits and Costs of the Clean Air Act 1990�2010	0.8521739130434782	0.8556701030927835	0.80625	0.8257575757575758	0.8352272727272727	0.8433734939759037	0.7735849056603774	0.7818181818181819	0.75	0.7936507936507936	0.8461538461538461	0.75	0.8301886792452831	0.780952380952381	0.8679245283018868	0.6666666666666666	0.8301886792452831	0.7924528301886793	0.8242424242424242	0.7468354430379747	0.794392523364486	0.8103448275862069	0.7526881720430108	0.8032786885245902	0.78125	0.7808219178082192	0.806282722513089	0.77	0.8370786516853933	0.8181818181818182	0.8113207547169812	0.8088235294117647	0.7846153846153846	0.7654320987654321	0.880466472303207	0.8679245283018868	0.8253968253968254
Updated Outdoor Recreation Use Values With Emphasis On National Park Recreation Final Report	0.8	0.7783505154639175	0.78125	0.7424242424242424	0.7443181818181818	0.7530120481927711	0.7934782608695652	0.7717391304347826	0.7608695652173914	0.7222222222222222	0.7743589743589744	0.7391304347826086	0.782608695652174	0.6952380952380952	0.782608695652174	0.782608695652174	0.8369565217391305	0.8260869565217391	0.7757575757575758	0.7717391304347826	0.7476635514018691	0.7672413793103449	0.8494623655913979	0.7540983606557377	0.8020833333333334	0.7608695652173914	0.7486910994764397	0.71	0.7528089887640449	0.7717391304347826	0.7934782608695652	0.7717391304347826	0.7391304347826086	0.7934782608695652	0.8309037900874635	0.9021739130434783	0.7065217391304348
Valuation of Reductions in Human Health Symptoms and Risks	0.8391304347826087	0.8247422680412371	0.8125	0.7803030303030303	0.8068181818181818	0.8012048192771084	0.8448275862068966	0.7931034482758621	0.8095238095238095	0.7698412698412699	0.8205128205128205	0.6875	0.7931034482758621	0.7619047619047619	0.8275862068965517	0.7575757575757576	0.7586206896551724	0.7931034482758621	0.793939393939394	0.7341772151898734	0.7102803738317757	0.8017241379310345	0.7634408602150538	0.7950819672131147	0.75	0.7534246575342466	0.8219895287958116	0.7	0.8033707865168539	0.7792207792207793	0.7413793103448276	0.7794117647058824	0.8153846153846154	0.7654320987654321	0.8950437317784257	0.8793103448275862	0.7936507936507936
Willingness to Pay for Environmental Health Risk Reductions when there are Varying Degrees of Life Expectancy A White Paper	0.782608695652174	0.7525773195876289	0.75625	0.8257575757575758	0.7556818181818182	0.7710843373493976	0.7642276422764228	0.7804878048780488	0.7804878048780488	0.8253968253968254	0.764102564102564	0.7154471544715447	0.8048780487804879	0.7804878048780488	0.8211382113821138	0.7479674796747967	0.8780487804878049	0.7073170731707317	0.7575757575757576	0.7642276422764228	0.7642276422764228	0.7235772357723578	0.7886178861788617	0.8699186991869918	0.7723577235772358	0.7804878048780488	0.7486910994764397	0.7560975609756098	0.7471910112359551	0.7398373983739838	0.7886178861788617	0.7642276422764228	0.7560975609756098	0.7317073170731707	0.7959183673469388	0.926829268292683	0.7886178861788617
A New National Park Visibility Value Estimates	0.8739130434782608	0.8505154639175257	0.85	0.8181818181818182	0.8238636363636364	0.8373493975903614	0.8260869565217391	0.8181818181818182	0.8095238095238095	0.8095238095238095	0.8512820512820513	0.725	0.8260869565217391	0.8	0.75	0.7727272727272727	0.7391304347826086	0.8260869565217391	0.806060606060606	0.7721518987341772	0.7757009345794392	0.8189655172413793	0.7096774193548387	0.8032786885245902	0.7708333333333334	0.7534246575342466	0.8691099476439791	0.79	0.8651685393258427	0.7532467532467533	0.8695652173913043	0.8529411764705882	0.7230769230769231	0.8024691358024691	0.9154518950437318	0.8695652173913043	0.746031746031746
Ecosystems and Human Wellbeing Synthesis	0.8739130434782608	0.8608247422680413	0.84375	0.8257575757575758	0.8693181818181818	0.8554216867469879	0.85	0.7818181818181819	0.8095238095238095	0.8253968253968254	0.8666666666666667	0.75	0.7857142857142857	0.8380952380952381	0.8653846153846154	0.8181818181818182	0.8	0.825	0.8484848484848485	0.759493670886076	0.7757009345794392	0.8103448275862069	0.8494623655913979	0.8114754098360656	0.7916666666666666	0.7808219178082192	0.8691099476439791	0.8	0.8707865168539326	0.8441558441558441	0.8222222222222222	0.8088235294117647	0.7384615384615385	0.7901234567901234	0.9125364431486881	0.875	0.8095238095238095
