	Availability of Nutrition Information from Chain Restaurants in	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Prevalence and Trends in Obesity Among U.S.	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Size Matters: The Influence of Adolescent’s Weight and	Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	Will all Americans become Overweight or Obese? Estimating the Progression and	Department of Health and Human Services and U.S. Department of Agriculture, “2010 Dietary Guidelines for Americans,” 7th ed., Washington DC: U.S. Government Printing Office,	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	"Nutrient Contribution of Food Away From Home."" In America&apos;s Eating Habits: Changes and Consequences,"	Separating what We Eat from where:	Foundation. “Menu Labeling: Does Providing Nutrition Information at the Point of Purchase Affect Consumer Behavior?” Healthy Eating Research,	Taxing Caloric Sweetened Beverages: Potential Effects on	FDA Labeling Cost Model, Final Report.” Prepared for Amber Jessup, DHHS/PHS/FDA/CFSAN. Prepared by	Silliker Information.” Memo to File,	Online Appendix for ‘Are Restaurants Really Supersizing America?’”	Testing Laboratory. “Quality Nutrition Analysis.”	Evaluation Of Recordkeeping Costs For Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin DHHS/PHS/FDA/CFSAN. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	FDA Report,” ReCount Restaurant Census.	Under the Radar: Top 50	Acquisition Pace Quickens in 2010, but Despite Consolidation, Top Chains Still Account for Nearly 40	Sector 72: Sub: Single Unit & Multiunit Firms for the U.S:	Insights “New menu items at restaurants” Memo to File.	Display Signs & Design “Order/Get Menu Pricing” website http://www.dsdsign.com/Pages/menus3.htm. accessed on October 6,	McDonald’s meeting	Sector 72: Sub: Seating Capacity for the U.S. and States:	Statistics. “Job Openings and Labor Turnover Survey: Accommodation and food services,	Paying Attention to Retention.”	KFC’s New Computer-Based Training Program Proves a Time Saver and Better Tool for	Statistics. “Occupational Employment Statistics Query System:	Consumer Awareness of Fast-Food Calorie Information in New York City After Implementation of a Menu Labeling Regulation.”	"Calorie Posting in Chain Restaurants."""	Purchasing Behavior and Calorie Information at Fast-Food Chains in	The Psychology of Food Consumption: Strategies for Promoting Healthier Food Choices”. American Economic Review:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Measuring the Health of the U.S. Population,” Brookings Paper, Microeconomics,	Obesity-Related Quality-Adjusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Modeling Weight-Loss Maintenance to Help Prevent Body Weight Regain,”	Sectors 44-45: Sub: Single Unit & Multiunit Firms for the U.S:	Sector 71: Sub: Single Unit & Multiunit Firms for the US:	Sector 51: Sub: Single Unit & Multiunit Firms for the US:	Association.	Association. When American Flies, it Works:	Global Airline Industry Program, “Total Operating Fleet,” Airline Data Project.	Global Airline Industry Program, “Average Seat Capacity of Total Operating Fleet,” Airline Data Project.	Transportation Statistics. “Appendix D – Modal Profiles, Rail Profile,” National Transportation Statistics.	The Partner of Choice: Annual Report FY	Transportation Statistics. National Census of Ferry Operators.
FAQS Ask Dr NAICS	0.9206349206349206	0.9107142857142857	0.9387755102040817	0.8823529411764706	0.8536585365853658	0.9113924050632911	0.9345794392523364	0.9090909090909091	0.9210526315789473	0.9166666666666666	0.9056603773584906	0.9210526315789473	0.9401197604790419	0.9438202247191011	0.9285714285714286	0.9191919191919192	0.8787878787878788	0.9361702127659575	0.9272727272727272	0.8924731182795699	0.9166666666666666	0.9014084507042254	0.9019607843137255	0.9533898305084746	0.8461538461538461	0.8181818181818182	0.9183673469387755	0.8867924528301887	0.9122807017543859	0.9459459459459459	0.95	0.8846153846153846	0.9285714285714286	0.875	0.9146341463414634	0.9180327868852459	0.9256198347107438	0.8888888888888888	0.9076923076923077	0.9363636363636364	0.9081632653061225	0.9385964912280702	0.8636363636363636	0.9166666666666666	0.9054054054054054	0.9479166666666666	0.92	0.9041095890410958	0.8974358974358975	0.8536585365853658	0.927536231884058	0.8928571428571429	0.8867924528301887	0.8867924528301887	0.8823529411764706	0.9	0.9125	0.9238095238095239	0.9174311926605505	0.9210526315789473	0.9
Occupational Employment Statistics Query System SOC code 119051 NAICS 7221 7222 7224	0.8333333333333334	0.8452380952380952	0.8367346938775511	0.9047619047619048	0.8333333333333334	0.8571428571428571	0.822429906542056	0.8333333333333334	0.8690476190476191	0.8809523809523809	0.8333333333333334	0.8690476190476191	0.8143712574850299	0.8876404494382022	0.8690476190476191	0.8787878787878788	0.8333333333333334	0.8085106382978723	0.7976190476190477	0.8709677419354839	0.8452380952380952	0.8571428571428571	0.8452380952380952	0.826271186440678	0.8571428571428571	0.8809523809523809	0.8061224489795918	0.8095238095238095	0.8214285714285714	0.8468468468468469	0.8928571428571429	0.7857142857142857	0.8571428571428571	0.8452380952380952	0.8452380952380952	0.6071428571428571	0.8264462809917356	0.8571428571428571	0.8333333333333334	0.8090909090909091	0.8367346938775511	0.8245614035087719	0.8214285714285714	0.7857142857142857	0.8214285714285714	0.8229166666666666	0.8809523809523809	0.7976190476190477	0.8571428571428571	0.7976190476190477	0.8452380952380952	0.8095238095238095	0.8095238095238095	0.8095238095238095	0.9404761904761905	0.8214285714285714	0.8928571428571429	0.8666666666666667	0.8348623853211009	0.8452380952380952	0.7619047619047619
Occupational Employment Statistics Query System SOC code 350000 NAICS 722172227224	0.8414634146341463	0.8414634146341463	0.8367346938775511	0.9024390243902439	0.8292682926829268	0.8658536585365854	0.8130841121495327	0.8414634146341463	0.8658536585365854	0.8780487804878049	0.8292682926829268	0.8780487804878049	0.8263473053892215	0.8764044943820225	0.8780487804878049	0.8787878787878788	0.8292682926829268	0.8085106382978723	0.8048780487804879	0.8602150537634409	0.8414634146341463	0.8536585365853658	0.8414634146341463	0.8347457627118644	0.8536585365853658	0.8658536585365854	0.7959183673469388	0.8292682926829268	0.8170731707317073	0.8468468468468469	0.8902439024390244	0.7926829268292683	0.8571428571428571	0.8414634146341463	0.8780487804878049	0.5975609756097561	0.8181818181818182	0.8536585365853658	0.8414634146341463	0.8090909090909091	0.8469387755102041	0.8333333333333334	0.8170731707317073	0.7926829268292683	0.8414634146341463	0.8333333333333334	0.9024390243902439	0.8048780487804879	0.8658536585365854	0.8048780487804879	0.8536585365853658	0.8292682926829268	0.8292682926829268	0.8292682926829268	0.9390243902439024	0.8170731707317073	0.9024390243902439	0.8666666666666667	0.8440366972477065	0.8536585365853658	0.7560975609756098
Occupational Employment Statistics Query System SOC code 351012 NAICS 72217222 7224	0.8313253012048193	0.8433734939759037	0.8367346938775511	0.9036144578313253	0.8313253012048193	0.8554216867469879	0.8130841121495327	0.8313253012048193	0.8674698795180723	0.8795180722891566	0.8313253012048193	0.8795180722891566	0.8203592814371258	0.8876404494382022	0.8795180722891566	0.8787878787878788	0.8313253012048193	0.8085106382978723	0.7951807228915663	0.8602150537634409	0.8433734939759037	0.8554216867469879	0.8433734939759037	0.8305084745762712	0.8554216867469879	0.8674698795180723	0.8061224489795918	0.8192771084337349	0.8192771084337349	0.8558558558558559	0.891566265060241	0.7951807228915663	0.8571428571428571	0.8433734939759037	0.8674698795180723	0.6024096385542169	0.8181818181818182	0.8554216867469879	0.8313253012048193	0.8	0.8367346938775511	0.8333333333333334	0.8192771084337349	0.7951807228915663	0.8313253012048193	0.8333333333333334	0.891566265060241	0.8072289156626506	0.8674698795180723	0.8072289156626506	0.8554216867469879	0.8192771084337349	0.8192771084337349	0.8192771084337349	0.9397590361445783	0.8192771084337349	0.9036144578313253	0.8761904761904762	0.8348623853211009	0.8433734939759037	0.7590361445783133
Sector 51 Sub Single Unit  Multiunit Firms for the US 2007 	0.873015873015873	0.8305084745762712	0.7959183673469388	0.8135593220338984	0.7966101694915254	0.7974683544303798	0.7570093457943925	0.847457627118644	0.7796610169491526	0.8813559322033898	0.8135593220338984	0.8157894736842105	0.7904191616766467	0.8089887640449438	0.7857142857142857	0.8080808080808081	0.7288135593220338	0.7801418439716312	0.864406779661017	0.8172043010752689	0.7966101694915254	0.8450704225352113	0.8305084745762712	0.847457627118644	0.847457627118644	0.847457627118644	0.7755102040816326	0.13559322033898305	0.864406779661017	0.8108108108108109	0.864406779661017	0.576271186440678	0.7738095238095238	0.7966101694915254	0.8170731707317073	0.819672131147541	0.8264462809917356	0.7627118644067796	0.8153846153846154	0.7909090909090909	0.7959183673469388	0.7807017543859649	0.847457627118644	0.8166666666666667	0.8378378378378378	0.7291666666666666	0.7466666666666667	0.7534246575342466	0.8076923076923077	0.7966101694915254	0.8260869565217391	0.1864406779661017	0.11864406779661017	0.1016949152542373	0.9152542372881356	0.7966101694915254	0.8	0.8095238095238095	0.8165137614678899	0.8135593220338984	0.8333333333333334
Sector 71 Sub Single Unit  Multiunit Firms for the US 2007	0.873015873015873	0.8448275862068966	0.7959183673469388	0.8103448275862069	0.7931034482758621	0.7974683544303798	0.7570093457943925	0.8448275862068966	0.7758620689655172	0.8793103448275862	0.8275862068965517	0.8289473684210527	0.7964071856287425	0.8089887640449438	0.7857142857142857	0.8080808080808081	0.7241379310344828	0.7801418439716312	0.8620689655172413	0.8279569892473119	0.7931034482758621	0.8450704225352113	0.8275862068965517	0.8516949152542372	0.8448275862068966	0.8448275862068966	0.7653061224489796	0.10344827586206896	0.8620689655172413	0.8198198198198198	0.8620689655172413	0.5689655172413793	0.7857142857142857	0.7931034482758621	0.8170731707317073	0.8032786885245902	0.8264462809917356	0.7586206896551724	0.8	0.7909090909090909	0.7959183673469388	0.7807017543859649	0.8620689655172413	0.8	0.8378378378378378	0.7291666666666666	0.7333333333333333	0.7534246575342466	0.8076923076923077	0.7931034482758621	0.8260869565217391	0.1724137931034483	0.08620689655172414	0.10344827586206896	0.9137931034482759	0.7931034482758621	0.8	0.8095238095238095	0.8165137614678899	0.8103448275862069	0.8333333333333334
�Sectors 4445 Sub Single Unit  Multiunit Firms for the US 2007�	0.9047619047619048	0.8253968253968254	0.8061224489795918	0.8253968253968254	0.7936507936507936	0.810126582278481	0.7663551401869159	0.8095238095238095	0.7936507936507936	0.873015873015873	0.8095238095238095	0.8289473684210527	0.8023952095808383	0.8202247191011236	0.8	0.8080808080808081	0.746031746031746	0.7872340425531915	0.8571428571428571	0.8387096774193549	0.8095238095238095	0.8591549295774648	0.7936507936507936	0.8559322033898306	0.8571428571428571	0.8571428571428571	0.7857142857142857	0.19047619047619047	0.8253968253968254	0.8198198198198198	0.873015873015873	0.6031746031746031	0.8095238095238095	0.8095238095238095	0.8292682926829268	0.8253968253968254	0.8264462809917356	0.7777777777777778	0.8307692307692308	0.7909090909090909	0.826530612244898	0.7807017543859649	0.8412698412698413	0.7777777777777778	0.8378378378378378	0.7395833333333334	0.7866666666666666	0.7808219178082192	0.8076923076923077	0.7936507936507936	0.8405797101449275	0.1111111111111111	0.19047619047619047	0.19047619047619047	0.9206349206349206	0.8095238095238095	0.8125	0.8095238095238095	0.8165137614678899	0.7936507936507936	0.8253968253968254
County Business Patterns United States NAICS 722 20002008	0.8888888888888888	0.8771929824561403	0.8367346938775511	0.8421052631578947	0.8421052631578947	0.8354430379746836	0.8037383177570093	0.8771929824561403	0.8245614035087719	0.8596491228070176	0.8421052631578947	0.8289473684210527	0.844311377245509	0.8426966292134831	0.8285714285714286	0.8080808080808081	0.8070175438596491	0.8226950354609929	0.8596491228070176	0.8387096774193549	0.8596491228070176	0.8450704225352113	0.8947368421052632	0.8559322033898306	0.8596491228070176	0.8070175438596491	0.7857142857142857	0.8421052631578947	0.8771929824561403	0.8198198198198198	0.8947368421052632	0.8421052631578947	0.8214285714285714	0.7719298245614035	0.7682926829268293	0.8360655737704918	0.7933884297520661	0.7894736842105263	0.8461538461538461	0.8181818181818182	0.826530612244898	0.7894736842105263	0.8070175438596491	0.8333333333333334	0.7972972972972973	0.8020833333333334	0.84	0.7671232876712328	0.7948717948717948	0.7543859649122807	0.782608695652174	0.8421052631578947	0.8421052631578947	0.8421052631578947	0.9122807017543859	0.8245614035087719	0.8125	0.8095238095238095	0.8440366972477065	0.8245614035087719	0.85
Occupational Employment Statistics	0.8095238095238095	0.8392857142857143	0.8469387755102041	0.8529411764705882	0.8780487804878049	0.810126582278481	0.8411214953271028	0.8	0.7894736842105263	0.8529411764705882	0.8113207547169812	0.8289473684210527	0.8802395209580839	0.8314606741573034	0.8571428571428571	0.8282828282828283	0.8235294117647058	0.8581560283687943	0.8181818181818182	0.8602150537634409	0.8888888888888888	0.8309859154929577	0.8235294117647058	0.902542372881356	0.8205128205128205	0.9117647058823529	0.8061224489795918	0.8113207547169812	0.8245614035087719	0.8738738738738738	0.7352941176470589	0.75	0.8095238095238095	0.8235294117647058	0.8658536585365854	0.4426229508196721	0.8429752066115702	0.8888888888888888	0.7538461538461538	0.8454545454545455	0.8979591836734694	0.8421052631578947	0.6590909090909091	0.8333333333333334	0.8378378378378378	0.8020833333333334	0.8133333333333334	0.8493150684931506	0.8461538461538461	0.7560975609756098	0.8115942028985508	0.8035714285714286	0.8113207547169812	0.8113207547169812	0.8823529411764706	0.75	0.85	0.8666666666666667	0.7706422018348624	0.8421052631578947	0.7666666666666667
Statistical Abstract of the United States 2011 130th Edition	0.8095238095238095	0.8833333333333333	0.7653061224489796	0.8833333333333333	0.8166666666666667	0.810126582278481	0.7757009345794392	0.8333333333333334	0.7666666666666667	0.7666666666666667	0.8166666666666667	0.7763157894736842	0.8203592814371258	0.7528089887640449	0.8714285714285714	0.7777777777777778	0.7666666666666667	0.7943262411347518	0.75	0.8064516129032258	0.7666666666666667	0.8732394366197183	0.7833333333333333	0.8516949152542372	0.8166666666666667	0.8166666666666667	0.7857142857142857	0.8	0.85	0.8288288288288288	0.8666666666666667	0.7833333333333333	0.7261904761904762	0.7666666666666667	0.7926829268292683	0.6885245901639344	0.7851239669421488	0.7666666666666667	0.8307692307692308	0.8	0.7959183673469388	0.7543859649122807	0.8333333333333334	0.85	0.7702702702702703	0.7604166666666666	0.76	0.8082191780821918	0.782051282051282	0.31666666666666665	0.7971014492753623	0.8	0.8	0.8	0.85	0.7833333333333333	0.8	0.780952380952381	0.7706422018348624	0.7833333333333333	0.8666666666666667
Prevalence of Overweight Obesity and Extreme Obesity Among Adults United States Trends 19761980 Through 20072008	0.7946428571428571	0.7767857142857143	0.7946428571428571	0.9107142857142857	0.7053571428571429	0.29464285714285715	0.7678571428571429	0.7857142857142857	0.8035714285714286	0.8571428571428571	0.8035714285714286	0.7946428571428571	0.7904191616766467	0.7410714285714286	0.7589285714285714	0.8125	0.8303571428571429	0.8156028368794326	0.7857142857142857	0.8482142857142857	0.8660714285714286	0.7857142857142857	0.8303571428571429	0.7923728813559322	0.8303571428571429	0.8660714285714286	0.7946428571428571	0.7678571428571429	0.7857142857142857	0.8571428571428571	0.9017857142857143	0.7767857142857143	0.8035714285714286	0.8303571428571429	0.7767857142857143	0.7946428571428571	0.8347107438016529	0.8214285714285714	0.7767857142857143	0.8303571428571429	0.8214285714285714	0.8508771929824561	0.8214285714285714	0.7767857142857143	0.7946428571428571	0.8482142857142857	0.7946428571428571	0.75	0.7857142857142857	0.7767857142857143	0.7767857142857143	0.7678571428571429	0.7678571428571429	0.7678571428571429	0.9375	0.8303571428571429	0.8214285714285714	0.8660714285714286	0.8839285714285714	0.8392857142857143	0.8035714285714286
Nutrient Contribution of Food Away From Home	0.746031746031746	0.7857142857142857	0.7755102040816326	0.7727272727272727	0.8409090909090909	0.7974683544303798	0.8130841121495327	0.8363636363636363	0.7954545454545454	0.7727272727272727	0.8301886792452831	0.8026315789473685	0.8562874251497006	0.8314606741573034	0.7428571428571429	0.5555555555555556	0.7272727272727273	0.8156028368794326	0.8181818181818182	0.8172043010752689	0.7272727272727273	0.8450704225352113	0.8235294117647058	0.8728813559322034	0.8863636363636364	0.7954545454545454	0.7551020408163265	0.7924528301886793	0.8070175438596491	0.8378378378378378	0.9090909090909091	0.8461538461538461	0.7857142857142857	0.7272727272727273	0.7926829268292683	0.7868852459016393	0.8099173553719008	0.75	0.7538461538461538	0.7909090909090909	0.8061224489795918	0.7982456140350878	0.75	0.7	0.7972972972972973	0.78125	0.7333333333333333	0.7671232876712328	0.7564102564102564	0.8181818181818182	0.8260869565217391	0.7857142857142857	0.7924528301886793	0.7924528301886793	0.8636363636363636	0.8636363636363636	0.7875	0.780952380952381	0.8348623853211009	0.7954545454545454	0.75
2010 Dietary Guidelines for Americans 7th edition	0.7619047619047619	0.7857142857142857	0.7551020408163265	0.8367346938775511	0.8163265306122449	0.7974683544303798	0.7850467289719626	0.7272727272727273	0.7959183673469388	0.7755102040816326	0.8301886792452831	0.75	0.7125748502994012	0.7415730337078652	0.8142857142857143	0.7676767676767676	0.8163265306122449	0.8226950354609929	0.8	0.7741935483870968	0.7959183673469388	0.8169014084507042	0.8627450980392157	0.8686440677966102	0.7959183673469388	0.8367346938775511	0.7857142857142857	0.8679245283018868	0.8070175438596491	0.8108108108108109	0.7959183673469388	0.8269230769230769	0.7976190476190477	0.7959183673469388	0.7926829268292683	0.8360655737704918	0.7768595041322314	0.7959183673469388	0.7846153846153846	0.8	0.8163265306122449	0.7807017543859649	0.8367346938775511	0.8	0.8243243243243243	0.7604166666666666	0.8133333333333334	0.7808219178082192	0.7564102564102564	0.8163265306122449	0.7681159420289855	0.8392857142857143	0.8679245283018868	0.8679245283018868	0.8367346938775511	0.6938775510204082	0.7875	0.8	0.7981651376146789	0.7959183673469388	0.8166666666666667
Appendix D � Modal Profiles Rail Profile	0.7936507936507936	0.7857142857142857	0.8061224489795918	0.825	0.8780487804878049	0.8354430379746836	0.8130841121495327	0.8363636363636363	0.875	0.8	0.7924528301886793	0.8026315789473685	0.8502994011976048	0.8202247191011236	0.8285714285714286	0.8080808080808081	0.8	0.8439716312056738	0.8181818181818182	0.7849462365591398	0.775	0.7183098591549296	0.8431372549019608	0.8940677966101694	0.9	0.775	0.8061224489795918	0.8301886792452831	0.8070175438596491	0.8468468468468469	0.825	0.8653846153846154	0.7976190476190477	0.825	0.8048780487804879	0.7868852459016393	0.8181818181818182	0.85	0.8153846153846154	0.8272727272727273	0.8367346938775511	0.8333333333333334	0.8181818181818182	0.8333333333333334	0.8108108108108109	0.7916666666666666	0.7733333333333333	0.8493150684931506	0.8205128205128205	0.8292682926829268	0.7971014492753623	0.8392857142857143	0.8301886792452831	0.8301886792452831	0.875	0.85	0.75	0.8	0.6422018348623854	0.825	0.8166666666666667
Job Openings and Labor Turnover Survey Accomodation and food services Total US Total Separations Rate Series Id JTU720000000TSR 39	0.7923076923076923	0.8153846153846154	0.7692307692307693	0.9076923076923077	0.823076923076923	0.7769230769230769	0.8307692307692308	0.8153846153846154	0.823076923076923	0.8923076923076924	0.823076923076923	0.7923076923076923	0.8143712574850299	0.8	0.7923076923076923	0.7769230769230769	0.8461538461538461	0.7872340425531915	0.7846153846153846	0.8076923076923077	0.8538461538461538	0.8076923076923077	0.8	0.7754237288135594	0.8461538461538461	0.8769230769230769	0.7846153846153846	0.8076923076923077	0.8307692307692308	0.8153846153846154	0.9153846153846154	0.7923076923076923	0.5846153846153846	0.8538461538461538	0.7692307692307693	0.8076923076923077	0.7692307692307693	0.8461538461538461	0.7692307692307693	0.8153846153846154	0.7846153846153846	0.7923076923076923	0.8307692307692308	0.8076923076923077	0.7769230769230769	0.7846153846153846	0.7923076923076923	0.7923076923076923	0.8	0.8384615384615385	0.7923076923076923	0.8153846153846154	0.8076923076923077	0.8076923076923077	0.9307692307692308	0.823076923076923	0.7769230769230769	0.7461538461538462	0.8	0.823076923076923	0.7846153846153846
Sector 72 Sub Seating capacity for the US 2007	0.8095238095238095	0.8214285714285714	0.8061224489795918	0.782608695652174	0.782608695652174	0.7721518987341772	0.7570093457943925	0.8181818181818182	0.782608695652174	0.782608695652174	0.7547169811320755	0.8289473684210527	0.8203592814371258	0.8089887640449438	0.8142857142857143	0.797979797979798	0.6956521739130435	0.8297872340425532	0.8	0.8064516129032258	0.8043478260869565	0.8169014084507042	0.7647058823529411	0.8728813559322034	0.8478260869565217	0.782608695652174	0.7959183673469388	0.5094339622641509	0.8245614035087719	0.8558558558558559	0.8260869565217391	0.21153846153846154	0.8095238095238095	0.8043478260869565	0.7804878048780488	0.7868852459016393	0.8181818181818182	0.782608695652174	0.8153846153846154	0.7909090909090909	0.826530612244898	0.7807017543859649	0.8913043478260869	0.7833333333333333	0.8108108108108109	0.7708333333333334	0.7866666666666666	0.7397260273972602	0.8205128205128205	0.782608695652174	0.8260869565217391	0.5714285714285714	0.5283018867924528	0.5471698113207547	0.8913043478260869	0.8695652173913043	0.775	0.7714285714285715	0.8440366972477065	0.8260869565217391	0.7833333333333333
Sector 72 Sub Single Unit  Multiunit Firms for the US 2007	0.873015873015873	0.8448275862068966	0.7959183673469388	0.8103448275862069	0.7931034482758621	0.7974683544303798	0.7570093457943925	0.8448275862068966	0.7758620689655172	0.8793103448275862	0.8275862068965517	0.8289473684210527	0.7964071856287425	0.8089887640449438	0.7857142857142857	0.8080808080808081	0.7241379310344828	0.7801418439716312	0.8620689655172413	0.8279569892473119	0.7931034482758621	0.8450704225352113	0.8275862068965517	0.8516949152542372	0.8448275862068966	0.8448275862068966	0.7653061224489796	0.08620689655172414	0.8620689655172413	0.8198198198198198	0.8620689655172413	0.5517241379310345	0.7857142857142857	0.7931034482758621	0.8170731707317073	0.8032786885245902	0.8264462809917356	0.7586206896551724	0.8	0.7909090909090909	0.7959183673469388	0.7807017543859649	0.8620689655172413	0.8	0.8378378378378378	0.7291666666666666	0.7333333333333333	0.7534246575342466	0.8076923076923077	0.7931034482758621	0.8260869565217391	0.1724137931034483	0.10344827586206896	0.1206896551724138	0.9137931034482759	0.7931034482758621	0.8	0.8095238095238095	0.8165137614678899	0.8103448275862069	0.8333333333333334
National Census of Ferry Operators	0.7936507936507936	0.8571428571428571	0.7857142857142857	0.7941176470588235	0.7804878048780488	0.8227848101265823	0.8411214953271028	0.7818181818181819	0.8421052631578947	0.7941176470588235	0.7735849056603774	0.7763157894736842	0.8682634730538922	0.8202247191011236	0.8285714285714286	0.797979797979798	0.8529411764705882	0.8368794326241135	0.7818181818181819	0.8279569892473119	0.8888888888888888	0.7887323943661971	0.803921568627451	0.885593220338983	0.8461538461538461	0.8823529411764706	0.8061224489795918	0.8113207547169812	0.7894736842105263	0.8558558558558559	0.7352941176470589	0.7884615384615384	0.7619047619047619	0.8235294117647058	0.8170731707317073	0.7704918032786885	0.8429752066115702	0.8055555555555556	0.8	0.8454545454545455	0.8163265306122449	0.8333333333333334	0.6818181818181818	0.8	0.7972972972972973	0.78125	0.7866666666666666	0.8082191780821918	0.8076923076923077	0.6829268292682927	0.8115942028985508	0.8214285714285714	0.8113207547169812	0.8113207547169812	0.8529411764705882	0.75	0.7875	0.8095238095238095	0.8073394495412844	0.8157894736842105	0.43333333333333335
Taxing Calorie Sweetened Beverages Potential Effects on Beverage Consumption Calorie Intake and Obesity	0.7572815533980582	0.8058252427184466	0.7766990291262136	0.883495145631068	0.7961165048543689	0.7669902912621359	0.7476635514018691	0.7766990291262136	0.8058252427184466	0.8543689320388349	0.7864077669902912	0.7475728155339806	0.7724550898203593	0.8058252427184466	0.7766990291262136	0.7864077669902912	0.8252427184466019	0.7375886524822695	0.47572815533980584	0.7864077669902912	0.8155339805825242	0.7961165048543689	0.7766990291262136	0.7923728813559322	0.7961165048543689	0.8737864077669902	0.8446601941747572	0.8058252427184466	0.7864077669902912	0.8288288288288288	0.8932038834951457	0.7864077669902912	0.7961165048543689	0.7864077669902912	0.7961165048543689	0.8155339805825242	0.7768595041322314	0.7572815533980582	0.7669902912621359	0.8272727272727273	0.7572815533980582	0.7894736842105263	0.7961165048543689	0.7281553398058253	0.7087378640776699	0.7961165048543689	0.7766990291262136	0.7961165048543689	0.7281553398058253	0.7961165048543689	0.7766990291262136	0.8058252427184466	0.8058252427184466	0.8058252427184466	0.9223300970873787	0.8155339805825242	0.7572815533980582	0.819047619047619	0.7981651376146789	0.7961165048543689	0.7378640776699029
Average Seat Capacity of Total Operating Fleet	0.8095238095238095	0.8035714285714286	0.7755102040816326	0.8260869565217391	0.782608695652174	0.7215189873417721	0.7757009345794392	0.8	0.717391304347826	0.6956521739130435	0.7358490566037735	0.7368421052631579	0.8263473053892215	0.7640449438202247	0.7714285714285715	0.797979797979798	0.7391304347826086	0.8226950354609929	0.8181818181818182	0.8172043010752689	0.8043478260869565	0.7746478873239436	0.8235294117647058	0.8771186440677966	0.8478260869565217	0.782608695652174	0.8061224489795918	0.8301886792452831	0.8245614035087719	0.8288288288288288	0.8478260869565217	0.6346153846153846	0.7976190476190477	0.7608695652173914	0.7804878048780488	0.8032786885245902	0.7768595041322314	0.8043478260869565	0.7846153846153846	0.8	0.7959183673469388	0.7982456140350878	0.8478260869565217	0.75	0.7837837837837838	0.7708333333333334	0.76	0.7945205479452054	0.782051282051282	0.7608695652173914	0.782608695652174	0.8392857142857143	0.8301886792452831	0.8301886792452831	0.8695652173913043	0.8260869565217391	0.6625	0.5619047619047619	0.7706422018348624	0.7608695652173914	0.7666666666666667
Evaluation of Recordkeeping Costs For Food Manufacturers Final Report	0.7536231884057971	0.8260869565217391	0.7755102040816326	0.8405797101449275	0.8405797101449275	0.810126582278481	0.7850467289719626	0.8115942028985508	0.7536231884057971	0.8405797101449275	0.782608695652174	0.8421052631578947	0.8203592814371258	0.7752808988764045	0.8428571428571429	0.7777777777777778	0.782608695652174	0.7446808510638298	0.8260869565217391	0.7849462365591398	0.782608695652174	0.8591549295774648	0.7971014492753623	0.711864406779661	0.7971014492753623	0.8405797101449275	0.7755102040816326	0.7971014492753623	0.7971014492753623	0.7747747747747747	0.8840579710144928	0.7536231884057971	0.7738095238095238	0.7971014492753623	0.7926829268292683	0.8115942028985508	0.7768595041322314	0.782608695652174	0.7971014492753623	0.7454545454545455	0.7755102040816326	0.7368421052631579	0.8115942028985508	0.6811594202898551	0.8243243243243243	0.7604166666666666	0.8133333333333334	0.8904109589041096	0.8205128205128205	0.7681159420289855	0.855072463768116	0.8115942028985508	0.7971014492753623	0.7971014492753623	0.8985507246376812	0.7536231884057971	0.8375	0.7714285714285715	0.7431192660550459	0.7536231884057971	0.7971014492753623
