	State of the Vending Industry Report.” http://www.vendingmarketwatch.com/content/reports/ accessed,	National Automatic Merchandising Association. “Comments of: The National Automatic Merchandising Association.” Docket No.	Business Administration. “Table of Small Business Size Standards Matched to North American Industry Classification System Codes,” Effective	Operators Find Today&apos;s Patrons Favor &apos;Better-For-You&apos; Food Selections In	Is the Obesity Epidemic a Public Health Problem? A Decade	Strategies for Promoting Healthier Food Choices.” American Economic Review: Papers and Proceedings,	Doing it Now or	Will all Americans Become Overweight or Obese? Estimating the Progression and	Prevalence of Overweight, Obesity, and Extreme Obesity Among Adults: United States,	The Effect of Obesity and Cardiometabolic Risk Factor on Expenditures and Productivity in the US.” Obesity,	Social Network and Weight Misperception Among Adolescents”. Southern Economic Journal, Forthcoming,	Size Matters: The Influence of Adolescent’s Weight and	Body Weight, Self-Perception and Mental Health among	The Impact of Obesity on	Annual Medical Spending Attributable to Obesity: Payer-	The Growth of Obesity and Technological Change: A Theoretical and Empirical Examination,”	The Long-Run Growth in Obesity as a Function of Technological Change.”	An Economic Analysis of Adult Obesity: Results from the Behavioral Risk Factor Surveillance System.”	A Pricing Strategy to Promote Low-Fat Snack Choices through Vending Machines”.	Department of Agriculture Economic Research Service. “Table 15: Sales of meals and snacks away from home by type of outlet.” Food CPI and Expenditures: Food Expenditure Tables. http://www.ers.usda.gov/Briefing/CPIFoodAndExpenditures/Data/ Accessed 10/8/2010.	Testing Laboratory. “Quality Nutrition Analysis.” http://www.rlfoodtestinglaboratory.com/services.asp, accessed	Evaluation of Recordkeeping Costs for Food Manufacturers, Final Report.” Prepared for Andy Estrin and Cristina McLaughlin of FDA&apos;s Center for Food Safety and Applied Nutrition. Prepared by Aylin Sertkaya, Ayesha Berlind and Seda Erdem. Contract No. 223-01-2461, Task Order Number 5,	City’s Soda Cost Millions Monthly: Tax on Soft Drinks	Taxing Food: Implications for Public	Ounces of Prevention — The Public Policy Case for Taxes on Sugared Beverages.” New England	The Effects of Soft Drink Taxes on Child and Adolescent Consumption and Weight Outcomes.”	Schoolchildren’s Consumption of Competitive Foods and Beverages, Excluding à la	Choose Beverages and Foods to Moderate your Intake of Sugars: Measurement Requires Quantification.	Measuring the Health of the U.S.	Obesity-Related Quality-Adusted Life Years Lost in the U.S. from 1993-2008,”	Trends in Quality-Adjusted Life-Years Lost Contributed by Smoking and Obesity,”	Statistical Abstract of the United States:	Separating what We Eat from where:	"Calorie Labeling And Food Choices: A First Look At The Effects On Low-Income People In New York City."""	Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information.”	Do Nutrition Labels Improve Dietary Outcomes?	Mandatory Menu Labeling in One Fast-Food Chain in King County,	Child and Adolescent Fast-Food Choice and the Influence of Calorie Labeling:	"Nutrition Menu Labeling May Lead to Lower-Calorie Restaurant Meal Choices for Children."" Pediatrics,"	Modeling weight-loss maintenance to help prevent body weight regain,”	School Vending Machine Use and Fast-Food Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth.”
Quality Nutrition Analysis	0.6875	0.6	0.6176470588235294	0.5925925925925926	0.5925925925925926	0.7058823529411764	0.5882352941176471	0.6428571428571428	0.6	0.7027027027027026	0.625	0.6206896551724138	0.6785714285714286	0.6666666666666667	0.5	0.6666666666666667	0.6451612903225806	0.625	0.65625	0.7391304347826086	0.5483870967741935	0.7234042553191489	0.6296296296296297	0.6153846153846154	0.6571428571428571	0.6764705882352942	0.7058823529411764	0.6451612903225806	0.5454545454545454	0.6285714285714286	0.5806451612903225	0.5454545454545454	0.7083333333333333	0.6470588235294117	0.6666666666666667	0.5	0.56	0.56	0.5555555555555556	0.6428571428571428	0.6764705882352942
Table of Small Business Size Standards Matched to North American Industry Classification System Codes	0.5135135135135135	0.38235294117647056	0.18181818181818177	0.4545454545454546	0.4545454545454546	0.5384615384615384	0.7666666666666666	0.5	0.4285714285714286	0.475	0.5	0.34375	0.4375	0.4482758620689655	0.4193548387096774	0.45945945945945943	0.5135135135135135	0.41666666666666663	0.4864864864864865	0.4893617021276596	0.43243243243243246	0.47916666666666663	0.48484848484848486	0.46875	0.42105263157894735	0.4736842105263158	0.5	0.38235294117647056	0.5	0.5476190476190477	0.45945945945945943	0.3928571428571429	0.625	0.4054054054054054	0.41666666666666663	0.46875	0.46875	0.3666666666666667	0.375	0.5	0.5128205128205128
The Growth of Obesity and Technological Change A Theoretical and Empirical Examination	0.5135135135135135	0.4722222222222222	0.46153846153846156	0.5428571428571429	0.40625	0.41666666666666663	0.7241379310344828	0.3548387096774194	0.28125	0.39473684210526316	0.5	0.5277777777777778	0.48484848484848486	0.3928571428571429	0.4193548387096774	0.09999999999999998	0.38235294117647056	0.45945945945945943	0.5263157894736843	0.4565217391304348	0.38888888888888884	0.5102040816326531	0.5294117647058824	0.4193548387096774	0.3783783783783784	0.34285714285714286	0.45945945945945943	0.5526315789473684	0.59375	0.5813953488372092	0.45945945945945943	0.4482758620689655	0.48275862068965514	0.2647058823529411	0.45945945945945943	0.5151515151515151	0.46875	0.4193548387096774	0.4242424242424242	0.40625	0.6190476190476191
Strategies for Promoting Healthier Food Choices	0.5151515151515151	0.46875	0.5405405405405406	0.5	0.5	0.30000000000000004	0.7083333333333333	0.4482758620689655	0.4193548387096774	0.4722222222222222	0.5	0.4838709677419355	0.3076923076923077	0.5555555555555556	0.4642857142857143	0.5	0.5151515151515151	0.5	0.4375	0.5555555555555556	0.5555555555555556	0.574468085106383	0.5333333333333333	0.40740740740740744	0.5	0.47058823529411764	0.40625	0.4193548387096774	0.375	0.625	0.5428571428571429	0.375	0.48	0.4411764705882353	0.4545454545454546	0.6129032258064516	0.4642857142857143	0.34615384615384615	0.4137931034482759	0.5	0.5555555555555556
Taxing Food Implications for Public Health Nutrition	0.5	0.4571428571428572	0.4871794871794872	0.4375	0.3870967741935484	0.4444444444444444	0.7142857142857143	0.48484848484848486	0.4117647058823529	0.42105263157894735	0.4864864864864865	0.47058823529411764	0.4193548387096774	0.4285714285714286	0.4516129032258065	0.4444444444444444	0.5	0.5263157894736843	0.5526315789473684	0.4782608695652174	0.41666666666666663	0.5306122448979591	0.6	0.15384615384615385	0.4473684210526315	0.45945945945945943	0.4444444444444444	0.5	0.48275862068965514	0.6363636363636364	0.5641025641025641	0.48275862068965514	0.5666666666666667	0.34285714285714286	0.4864864864864865	0.4516129032258065	0.5	0.3448275862068966	0.40625	0.48484848484848486	0.575
ObesityRelated QualityAdjusted Life Years Lost in the US from 19932008	0.6046511627906976	0.6363636363636364	0.5869565217391304	0.6	0.5641025641025641	0.6222222222222222	0.8333333333333334	0.6	0.46153846153846156	0.5333333333333333	0.6521739130434783	0.6190476190476191	0.625	0.6111111111111112	0.5405405405405406	0.5909090909090908	0.5714285714285714	0.4878048780487805	0.6136363636363636	0.5384615384615384	0.5348837209302326	0.5	0.6585365853658536	0.65	0.6170212765957447	0.6	0.6521739130434783	0.5714285714285714	0.5714285714285714	0.11428571428571432	0.41025641025641024	0.48484848484848486	0.6756756756756757	0.5454545454545454	0.5909090909090908	0.5789473684210527	0.5405405405405406	0.5405405405405406	0.5384615384615384	0.6341463414634146	0.6
Size Matters The Influence of Adolescent�s Weight and Height on Dating and Sex	0.5526315789473684	0.4285714285714286	0.46153846153846156	0.5428571428571429	0.5	0.5384615384615384	0.7241379310344828	0.5428571428571429	0.4722222222222222	0.5813953488372092	0.5	0.23333333333333328	0.4375	0.59375	0.46875	0.5384615384615384	0.5897435897435898	0.575	0.5641025641025641	0.5510204081632653	0.55	0.5961538461538461	0.48484848484848486	0.46875	0.5365853658536586	0.38888888888888884	0.5384615384615384	0.5135135135135135	0.3928571428571429	0.6444444444444444	0.575	0.4482758620689655	0.5806451612903225	0.5609756097560976	0.5	0.6	0.5588235294117647	0.4193548387096774	0.5142857142857142	0.5833333333333333	0.5128205128205128
The Economics of Childhood Obesity	0.6176470588235294	0.53125	0.47058823529411764	0.5666666666666667	0.4642857142857143	0.5588235294117647	0.7916666666666666	0.4642857142857143	0.43333333333333335	0.4411764705882353	0.6388888888888888	0.59375	0.5517241379310345	0.31818181818181823	0.5357142857142857	0.3666666666666667	0.4838709677419355	0.46875	0.6285714285714286	0.6	0.5294117647058824	0.5869565217391304	0.5517241379310345	0.5357142857142857	0.47058823529411764	0.48484848484848486	0.5588235294117647	0.5757575757575757	0.6296296296296297	0.6052631578947368	0.5151515151515151	0.45833333333333337	0.6153846153846154	0.40625	0.5588235294117647	0.5357142857142857	0.4814814814814815	0.4814814814814815	0.48275862068965514	0.5172413793103448	0.717948717948718
The Impact of Obesity on Wages	0.5	0.5882352941176471	0.5675675675675675	0.5333333333333333	0.48275862068965514	0.6111111111111112	0.75	0.48275862068965514	0.5	0.5405405405405406	0.6111111111111112	0.5161290322580645	0.4642857142857143	0.09999999999999998	0.5	0.4375	0.5	0.5714285714285714	0.6388888888888888	0.6086956521739131	0.5	0.625	0.65625	0.4444444444444444	0.5675675675675675	0.5	0.6111111111111112	0.5454545454545454	0.5925925925925926	0.65	0.5714285714285714	0.5384615384615384	0.45833333333333337	0.4242424242424242	0.5714285714285714	0.4444444444444444	0.5517241379310345	0.5	0.5483870967741935	0.48275862068965514	0.6923076923076923
Doing it Now or Later	0.6774193548387097	0.6333333333333333	0.7567567567567568	0.7241379310344828	0.7241379310344828	0.696969696969697	0.23076923076923073	0.6296296296296297	0.6774193548387097	0.7948717948717949	0.65625	0.7	0.6666666666666667	0.7083333333333333	0.6538461538461539	0.696969696969697	0.6333333333333333	0.7714285714285715	0.6451612903225806	0.7608695652173914	0.625	0.7446808510638299	0.7142857142857143	0.7037037037037037	0.6857142857142857	0.7058823529411764	0.7352941176470589	0.71875	0.5909090909090908	0.7631578947368421	0.696969696969697	0.6521739130434783	0.5	0.6363636363636364	0.696969696969697	0.5416666666666667	0.6	0.6	0.5384615384615384	0.6296296296296297	0.7058823529411764
The Economics of Immediate Gratification	0.5161290322580645	0.5161290322580645	0.5	0.5517241379310345	0.5	0.5454545454545454	0.7272727272727273	0.5	0.5161290322580645	0.5555555555555556	0.5882352941176471	0.48275862068965514	0.5357142857142857	0.36363636363636365	0.6206896551724138	0.4516129032258065	0.5625	0.5454545454545454	0.6176470588235294	0.6222222222222222	0.5588235294117647	0.6666666666666667	0.5862068965517242	0.46153846153846156	0.5833333333333333	0.5151515151515151	0.5454545454545454	0.5161290322580645	0.56	0.6666666666666667	0.6285714285714286	0.4347826086956522	0.4782608695652174	0.48484848484848486	0.5454545454545454	0.5714285714285714	0.6206896551724138	0.46153846153846156	0.5666666666666667	0.5517241379310345	0.6388888888888888
Mandatory Menu Labeling in One FastFood Chain in King County Washington	0.6216216216216216	0.5428571428571429	0.5641025641025641	0.53125	0.53125	0.6052631578947368	0.7307692307692308	0.4838709677419355	0.5	0.5384615384615384	0.5277777777777778	0.5151515151515151	0.5161290322580645	0.5862068965517242	0.3928571428571429	0.5277777777777778	0.40625	0.5277777777777778	0.47058823529411764	0.6326530612244898	0.5405405405405406	0.5625	0.5625	0.5483870967741935	0.5263157894736843	0.5405405405405406	0.5675675675675675	0.5	0.4814814814814815	0.575	0.48571428571428577	0.5357142857142857	0.6206896551724138	0.4722222222222222	0.48571428571428577	0.5	0.04347826086956519	0.33333333333333337	0.3448275862068966	0.4838709677419355	0.5789473684210527
The Economics of Obesity	0.625	0.625	0.5588235294117647	0.6206896551724138	0.5185185185185186	0.6470588235294117	0.7619047619047619	0.5185185185185186	0.48275862068965514	0.5294117647058824	0.6857142857142857	0.6451612903225806	0.6071428571428572	0.21052631578947367	0.5925925925925926	0.4666666666666667	0.5333333333333333	0.5161290322580645	0.6764705882352942	0.6666666666666667	0.5757575757575757	0.6521739130434783	0.6551724137931034	0.5925925925925926	0.5588235294117647	0.5757575757575757	0.6470588235294117	0.625	0.64	0.6486486486486487	0.6060606060606061	0.5217391304347826	0.5652173913043479	0.5	0.6470588235294117	0.5384615384615384	0.5925925925925926	0.5925925925925926	0.5862068965517242	0.5714285714285714	0.7631578947368421
Separating what We Eat from where Measuring the Effect of Food Away from Home on Diet	0.4285714285714286	0.4722222222222222	0.5	0.5428571428571429	0.40625	0.37142857142857144	0.6785714285714286	0.4545454545454546	0.38235294117647056	0.5121951219512195	0.32352941176470584	0.4411764705882353	0.33333333333333337	0.5483870967741935	0.4193548387096774	0.45945945945945943	0.5526315789473684	0.45945945945945943	0.4	0.4893617021276596	0.4736842105263158	0.5102040816326531	0.5714285714285714	0.5151515151515151	0.5365853658536586	0.38888888888888884	0.45945945945945943	0.4285714285714286	0.4482758620689655	0.6136363636363636	0.575	0.5	0.37037037037037035	0.4473684210526315	0.45945945945945943	0.5588235294117647	0.5151515151515151	0.46875	0.47058823529411764	0.4545454545454546	0.5128205128205128
Social Dynamics of Obesity	0.59375	0.59375	0.5714285714285714	0.5357142857142857	0.4814814814814815	0.6176470588235294	0.7142857142857143	0.5357142857142857	0.4482758620689655	0.5428571428571429	0.6571428571428571	0.6129032258064516	0.5185185185185186	0.33333333333333337	0.43999999999999995	0.53125	0.5483870967741935	0.4838709677419355	0.6470588235294117	0.6444444444444444	0.5882352941176471	0.6304347826086957	0.5714285714285714	0.5555555555555556	0.5714285714285714	0.5454545454545454	0.6176470588235294	0.59375	0.5416666666666667	0.5833333333333333	0.53125	0.40909090909090906	0.5833333333333333	0.5588235294117647	0.6176470588235294	0.375	0.5555555555555556	0.5555555555555556	0.5517241379310345	0.5357142857142857	0.7027027027027026
School Vending Machine Use and FastFood Restaurant Use Are Associated with Sugar Sweetened Beverage Intake in Youth	0.4	0.5263157894736843	0.5121951219512195	0.4242424242424242	0.5945945945945945	0.4736842105263158	0.7333333333333334	0.47058823529411764	0.4444444444444444	0.5238095238095238	0.43243243243243246	0.4571428571428572	0.5428571428571429	0.6857142857142857	0.48484848484848486	0.6190476190476191	0.5641025641025641	0.43243243243243246	0.41666666666666663	0.5	0.5609756097560976	0.5490196078431373	0.6216216216216216	0.5714285714285714	0.5476190476190477	0.5609756097560976	0.5128205128205128	0.3529411764705882	0.4666666666666667	0.5909090909090908	0.5853658536585367	0.4666666666666667	0.6363636363636364	0.5	0.34285714285714286	0.6111111111111112	0.5294117647058824	0.4375	0.48571428571428577	0.5142857142857142	0.09677419354838712
Measuring the Health of the US Population	0.5454545454545454	0.5454545454545454	0.6052631578947368	0.5333333333333333	0.5333333333333333	0.48484848484848486	0.6956521739130435	0.5806451612903225	0.4516129032258065	0.5405405405405406	0.5294117647058824	0.4666666666666667	0.34615384615384615	0.5925925925925926	0.3846153846153846	0.6111111111111112	0.5882352941176471	0.6111111111111112	0.5588235294117647	0.6382978723404256	0.5833333333333333	0.625	0.5666666666666667	0.5	0.5675675675675675	0.5428571428571429	0.5294117647058824	0.5454545454545454	0.09999999999999998	0.6153846153846154	0.6111111111111112	0.41666666666666663	0.45833333333333337	0.5945945945945945	0.5714285714285714	0.6	0.5	0.5	0.4482758620689655	0.5333333333333333	0.5428571428571429
Why Have Americans Become More Obese	0.6285714285714286	0.6285714285714286	0.5277777777777778	0.5806451612903225	0.48275862068965514	0.6111111111111112	0.8	0.37037037037037035	0.5	0.6153846153846154	0.6111111111111112	0.6060606060606061	0.4642857142857143	0.48	0.5	0.5714285714285714	0.6285714285714286	0.48484848484848486	0.6	0.6666666666666667	0.5833333333333333	0.625	0.696969696969697	0.6875	0.6052631578947368	0.6216216216216216	0.6486486486486487	0.5454545454545454	0.5925925925925926	0.65	0.6486486486486487	0.5384615384615384	0.6296296296296297	0.5945945945945945	0.5294117647058824	0.5	0.5517241379310345	0.6	0.59375	0.48275862068965514	0.6216216216216216
Will all Americans Become Overweight or Obese Estimating the Progression and Cost of the US Obesity Epidemic	0.4736842105263158	0.55	0.42500000000000004	0.4571428571428572	0.4117647058823529	0.33333333333333337	0.75	0.19999999999999996	0.1875	0.3589743589743589	0.46153846153846156	0.5263157894736843	0.34375	0.5	0.375	0.33333333333333337	0.5128205128205128	0.3783783783783784	0.4871794871794872	0.42553191489361697	0.4358974358974359	0.44897959183673475	0.6052631578947368	0.5142857142857142	0.3421052631578947	0.39473684210526316	0.42105263157894735	0.4736842105263158	0.5454545454545454	0.5454545454545454	0.5	0.4	0.43333333333333335	0.32432432432432434	0.42105263157894735	0.5142857142857142	0.5142857142857142	0.47058823529411764	0.4285714285714286	0.4117647058823529	0.5121951219512195
Adolescent Fast Food and Restaurant Ordering Behavior with and without Calorie and Fat Content Menu Information	0.4285714285714286	0.4285714285714286	0.42105263157894735	0.4545454545454546	0.5	0.37142857142857144	0.7241379310344828	0.3548387096774194	0.38235294117647056	0.475	0.45945945945945943	0.4411764705882353	0.48484848484848486	0.5483870967741935	0.46875	0.45945945945945943	0.4285714285714286	0.37142857142857144	0.4444444444444444	0.4565217391304348	0.4736842105263158	0.47916666666666663	0.6111111111111112	0.46875	0.46153846153846156	0.4736842105263158	0.41666666666666663	0.28125	0.5	0.5813953488372092	0.5384615384615384	0.5	0.5806451612903225	0.4054054054054054	0.09999999999999998	0.5151515151515151	0.4193548387096774	0.31034482758620685	0.375	0.4545454545454546	0.34285714285714286
