0583-AC60,,4,The Consumer Product Safety Commission’s Revised Injury Cost Model,U.S. Consumer Product Safety Commission,,Miller et al,,1997,,,,Government Report,Peer Review Draft
0583-AC60,,4,"Cost Analysis for Nutrition Labeling of Ground, Chopped, and Single-Ingredient Meat and Poultry Products","RTI, International ",,,,2003,,,,Non-Government Report,
0583-AC60,,4,National Meat Case Study,National Cattlemen’s Beef Association,,,,2004,,,,Non-Government Report,
0583-AC60,,4,"The Journey towards Retail Meat Case Nutrition Labeling, A white paper",National Cattlemen’s Beef Association,,,,2009,,,,Non-Government Report, http://www.beefretail.org/CMDocs/BeefRetail/nutrition/NutritionLabelingWhitePaper.pdf 
0583-AC60,,4,Uniform Retail Meat Identity Standards,National Livestock and Meat Board,,,,1995,,,,Non-Government Report,
0583-AC60,,4,"Re: Docket #98–005F, Food Safety and Inspection Service Proposed Rule: ‘‘Nutrition Labeling of Ground or Chopped Meat and Poultry Products and Single-Ingredient Products.’’",American Meat Institute,,"Dopp, M.D.",,2001,,,,Other,"Comments submitted to the FSIS Docket Clerk, Washington, DC."
0583-AC60,,4,,Personal communication,,"Amstein, D.",,2003,,,,Other,"Personal communication between author, NCBA Consultant, King Marketing Services, Raleigh, North Carolina, and Mary Muth, RTI International, Research Triangle Park, NC."
0583-AC60,,4,,Personal communication,,"McGowan, A.",,2003,,,,Other,"Personnal communication between author, NCBA, and Mary Muth, RTI International, Research Triangle Park, NC."
0583-AC60,,4,,Personal communication,,"Schuller, B",,2003,,,,Other,"Personal communication between author, Hobart Corporation, troy, OH and Mary Muth, RTI International, Research Triangle Park, NC."
0583-AC60,,4,"Guidelines for Ensuring and Maximizing, the Quality, Objectivity, Utility, and Integrity of Information Disseminated by Federal Agencies",Office of Management and Budget,,,,2002,,,,Regulation,67 FR 8452
0583-AC60,,4,"Labeling: Trans Fatty Acids in Nutrition labeling, Nutrient Content Claims, and Health Claims; Final Rule",Food and Drug Administration,,,,2003,,,,Regulation,68 FR 41434–41504
0583-AC60,,4,Prevention of Salmonella Enteritidis in Shell Eggs During Production; Proposed Rule,Food and Drug Administration,,,,2004,,,,Regulation,69 FR 56824–56906
0583-AC60,,4,Procedures for the Safe and Sanitary Processing and Importing of Fish and Fishery Products; Final Rule,Food and Drug Administration,,,,1995,,,,Regulation,60 FR 65095
0583-AC60,,4,Use of food nutrition labels is associated with lower fat intake,Journal of the American Dietetic Association,0002-8223,"Neuhouser, M.L.; Kristal, A.R.; Patterson, R.E.",10.1016/S0002-8223(99)00013-9,1999,"Cancer Prevention Research Program, Fred Hutchinson Cancer Research Center",National Cancer Institute,"Objective. The Nutrition Labeling and Education Act of 1990 mandated that standardized nutrition information appear on almost all packaged foods manufactured after May 1994. This study describes the demographic and diet-related psychosocial correlates of nutrition label use, and examines the relationship between label use and diet.",Scholarly Journal,
0583-AC60,,4,"Information Advertising, and Health Choices: A Study of the Cereal Market ",Rand Journal of Economics,0741-6261,"Ippolito, Pauline M.; Mathios, Alan",10.2307/2555620,1990,Federal Trade Commission,,,Scholarly Journal,
0583-AC60,,4,Information and Advertising: The Case of Fat Consumption in the United States,American Economic Review,0002-8282 ,"Ippolito, Pauline M.; Mathios, Alan",N/A,1995,Federal Trade Commission,,,Scholarly Journal,
0583-AC60,,4,The Regulation of Science Based Claims in Advertising,Journal of Consumer Policy,0168-7034,"Ippolito, Pauline M.; Mathios, Alan",10.1007/BF00412338   ,1990,Federal Trade Commission,,,Scholarly Journal,
0583-AC60,,4,A New Approach to Consumer Theory,Journal of Political Economy,0022-3808,"Lancaster, Kelvin J.",,1966,Johns Hopkins University,,,Scholarly Journal,Article not found in Web of Science
0583-AC60,,4,The Effect of Food Label Use on Nutrient Intakes: An Endogenous Switching Regression Analysis,Journal of Agricultural and Resource Economics,1068-5502,"Sung-Yong, Kim; Nayaga, Jr., R.M.; Capps, Jr., Oral",N/A,2000,Texas A&M University,Western Agricultural Economics Association,"This study examines the impact of consumers' use of food labels on selected nutrient intakes of Americans. Endogenous switching regression techniques are employed to control for heterogeneity in the label use decision. When the nutrient intakes of label users and the expected nutrient intakes of label users in the absence of labels are compared, food label use decreases individuals' average daily intakes of calories from total fat and saturated fat, cholesterol, and sodium by 6.90%, 2.10%, 67.60 milligrams, and 29.58 milligrams, respectively. In addition, consumer nutrition label use increases average daily fiber intake by 7.51 grams.",Scholarly Journal,
0583-AC60,,4,The Economics of Information,Journal of Political Economy,0022-3808,"Stigler, George J",,1961,University of Chicago,,,Scholarly Journal,Article not found in Web of Science
0583-AC60,,4,The Economic Benefits of Nutrition Labeling: A Case Study for Fresh Meat and Poultry Products,Journal of Consumer Policy,0168-7034,"Crutchfield, Stephen; Kuchler, Fred; Variyam, Jayachandian N.",,2001,US Department of Agriculture,,,Scholarly Journal,Article not found in Web of Science
0583-AD32,,5,2008 Employment Cost Index,Bureau of Labor Statistics,,,,2008,,,,Database,
0583-AD32,,5,FSIS Animal Disposition Reporting System,,,,,2010,,,,Database,
0583-AD32,,5,"Local Food Systems: Concepts, Impacts, and Issues","U.S. Department of Agriculture, Economic Research Service",,"Martinez, Steve; et al",,10-May,,,,Government Report,
0583-AD32,,5,Poultry Slaughter and Processing Sector Facility-Level Model,"U.S. Department of Agriculture, Food Safety, and Inspection Service",,"Muth, MK; Beach, RH; Viator, CL; Karns, SA; Taylor, JL",,2006,,,,Government Report,
0583-AD32,,5,"Prevention of Salmonella Enteritidis in Shell Eggs During Production, Storage, and Transportation",Food and Drug Administration,,"Batz, Michael B.",,9-Jul,,,,Government Report,
0583-AD32,,5,Structural Change in U.S. Chickens and Turkey Slaughter,U.S. Department of Agriculture,,"Ollinger, Michael; MacDonald, James",,,,,,Government Report,
0583-AD32,,5,Ranking the Risks: The 10 Pathogen-Food Combinations with the Greatest Burden on Public Health,University of Florida: Emerging Pathogens Institute,,"Batz, Michael B; Hoffman, Sandra; Glenn Morris, J Jr.",,,,,,Other,Non-scholarly paper
0583-AD32,,5,Economic feasibility analysis for an automated on-line poultry inspection technology,Poultry Science,0032-5791,"Watkinks, B; Lu, YC; Chen, YR",,Feb-00,"US Department of Agriculture, Agricultural Research Service",,"On-line carcass inspection of chickens in the United States is currently done using visual (organoleptic) methods. Inspectors from the USDA Food Safety and Inspection Service (FSIS) inspect the viscera and carcass and, for older birds, the heads using a sequence of observations and palpations at a postmortem inspection station. The streamlined inspection system (SIS) and:the new line speed inspection system (NELS) are the most prevalent visual inspection methods. The former has a line speed of 70 birds/min with two inspectors per line, and the latter has a line speed of 91 birds/min requiring three inspectors per line. Both inspection methods are labor intensive and prone to human error. In addition, the speed of the slaughter line is dictated by the number of birds per minute that can be inspected by FSIS inspectors. Ninety-one birds/min is currently the maximum visual inspection Line speed allowed under current Federal regulations. This study evaluates the economic benefits of using automated inspection in place of visual inspection from the perspective of both the slaughter plant and FSIS. The results indicate that FSIS and slaughter plants would gain economic benefits by using automated inspection in place of visual inspection. The economic benefits to FSIS would accrue from labor savings, whereas the economic benefits to slaughter plants would accrue primarily from increased throughput from faster inspection line speeds.",Scholarly Journal,
0583-AD36,,17,"From Quality of 
Life Assessment: Key Issues in the 1990s",Kluwer Academic Publishers,,"Kaplan, Robert M., J. Anderson and T. Ganiats",,1993,,,,Book,
0583-AD36,,17,"Measuring the Health of the United 
States Population",Microeconomics,,"Cutler, D.M. and E. Richardson",,1997,,,,Book,
0583-AD36,,17,"“Managing for Safer Food: The Economics 
of Sanitation and Process Controls in Meat and Poultry Establishments","U.S. Department 
of Agriculture.",,"Ollinger, M. and V. Mueller",,2003,,,,Government Report,
0583-AD36,,17,"“Per Capita Consumption of Selected Food 
Products",Economic Research Service,,,,2008,,,,Government Report,
0583-AD36,,17,"21 CFR Parts 123 and 
1240: Procedures for the Safe and Sanitary Processing and Importing of Fish 
and Fishery Products; Final Rule",U.S. Food & Drug Administration,,,,1994,,,,Government Report,
0583-AD36,,17,Catfish 2007 Summary,"U.S. Department of Agriculture /National Agricultural Statistics 
Service (USDA/NASS)",,,,2008,,,,Government Report,
0583-AD36,,17,"Catfish and Basa Imports Continue to 
Increase Despite Confirmed Antidumping",Foreign Agricultural Service,,,,2007,,,,Government Report,
0583-AD36,,17,Catfish January 2009 Reports,"U.S. Department of Agriculture /National Agricultural Statistics 
Service (USDA/NASS)",,,,2009,,,,Government Report,
0583-AD36,,17,Consumer Price Index – All Urban Consumers,"Bureau of 
Labor Statistics",,,,2004,,,,Government Report,
0583-AD36,,17,"Cost 
Calculator for Salmonella",U.S. Department of Agriculture. Economic Research Service,,,,2009,,,,Government Report
0583-AD36,,17,"Draft Risk Assessment of the Potential 
Human Health Effect of Applying Continuous Inspection to Catfish","U.S. Department of Agriculture. Food Safety and Inspection Service. Office of 
Public Health Science",,,,2010,,,,Government Report
0583-AD36,,17,"Economic News Release: Employment Cost 
Index",Bureau of Labor Statistics,,,,2010,,,,Government Report
0583-AD36,,17,"Estimate of the Burden of 
Illness Caused by Nontyphoidal Salmonella Infections in the United States 
from FoodNet",American Public Health Association 126th Annual Meeting,,"Voetsch, D., F. Angulo, S. Shallow, M. Farley, C. Hedberg, P. Cieslak and 
R.V. Tauxe and the Food Networking Group",,1998,,,,Government Report
0583-AD36,,17,"Foodborne Illness Cost Calculator for 
Salmonella",Economic Research Service,,,,2009,,,,Government Report
0583-AD36,,17,"FoodNet, Foodborne Diseases Active Surveillance Network","Emerging 
Infections Program",,,,2003,,,,Government Report
0583-AD36,,17,"Industry and 
Trade Summary: Catfish",U.S. International Trade Commission (USITC),,,,1999,,,,Government Report
0583-AD36,,17,"Preliminary FoodNet Data on the Incidence of Infection with Pathogens Transmitted Commonly Through Food
",Center for Disease Control,,,,2004,,,,Government Report
0583-AD36,,17,Statistical Abstract of the United States,U.S. Census Bureau,,,,2002,,,,Government Report
0583-AD36,,17,"FDA Labeling 
Cost Model","Research Triangle Park, NC: RTI",,"Muth, M.K., E.C. Gledhill, and S.A. Karns",,2001,,,,Non-Government Report
0583-AD36,,17,"Health Status Index in Cost 
Effectiveness. Analysis of PKO Program",Chicago: Hospital Research & Education Trust,,"Bush, J.W., M.M. Chen, and D.L. Patrick",,1973,,,,Non-Government Report
0583-AD36,,17,"Physician Characteristics and Distribution 
in the United States","Chicago: American Medical 
Association. ",,"Pasko, T. and B. Seidman",,2002,,,,Non-Government Report
0583-AD36,,17,Physician Socioeconomic Statistics,"Chicago: American Medical 
Association. ",,"Wassenaar, J.D. and S.L. Thran",,2001,,,,Non-Government Report
0583-AD36,,17,Processing Channel Catfish,"South Regional Aquaculture 
Center",,"Silva, J",,2001,,,,Non-Government Report
0583-AD36,,17,"The economic impact of the catfish industry 
on Chicot County, Arkansas",,,"Kaliba, A. and C.R. Engle",,2004,,,,Non-Government Report
0583-AD36,,17,"The Value of a Statistical Life: A 
Critical Review of Market Estimates throughout the World","AEI-Brookings 
Joint Center for Regulatory Studies",,"Viscusi, W. Kip and Joseph Aldy",,2003,,,,Non-Government Report
0583-AD36,,17,Bacterial Pathogens,"Foodborne Disease 
Handbook",,"Hui, Y.H., Pierson, M.D., Gorham, J.R.",,,,,,Other
0583-AD36,,17,"Food Poisoning, Economic 
Implications",Encyclopedia of Food Sciences and Nutrition,,"Raybourne, R. B., K. Williams and T. Roberts",,2003,,,,Other
0583-AD36,,17,"Personal communication with Catherine Viator, RTI","North Carolina State University, Raleigh, NC",,"Curtis, P.",,2001,,,,Other
0583-AD36,,17,"Personal communication with Catherine Viator, RTI",USDA/FSIS Technical Center,,"Glasshof, R",,2001,,,,Other
0583-AD36,,17,"Food-Related Illness and Death in the 
United States","Emerging Infectious Diseases, vol. 5 (5), Sept-Oct, pp. 607_
625.",1080-6040,"Mead, Paul S; Stutsker, L.; Dietz, V.; McCraig, F.; Bresee, J.S.; Shapiro, L.; Griffin, P.M.; Tauxe, R.V.",,1999,Centers for Disease Control and Prevention,,"To better quantify the impact of foodborne diseases on health in the United States, we compiled and analyzed information from multiple surveillance systems and other sources. We estimate that foodborne diseases cause approximately 76 million illnesses, 325,000 hospitalizations, and 5,000 deaths in the United States each year. Known pathogens account for an estimated 14 million illnesses, 60,000 hospitalizations, and 1,800 deaths. Three pathogens, Salmonella, Listeria, and Toxoplasma, are responsible for 1,500 deaths each year, more than 75% of those caused by known pathogens, while unknown agents account for the remaining 62 million illnesses, 265,000 hospitalizations, and 3,200 deaths. Overall, foodborne diseases appear to cause more illnesses but fewer deaths than previously estimated.",Scholarly Journal
0583-AD36,,17,Health Care Contingent Valuation Studies: A Review and Classification of Literature,"Health Economics 7: 
pp. 313-326",1057-9230,"Diener, A.; O’Brien, B; Gafni, A",10.1002/(SICI)1099-1050(199806)7:4<313::AID-HEC350>3.0.CO;2-B,1998,McMaster University; St. Joseph's Hospital,Centre for Health Economics and Policy Analysis at McMaster University; medical Research Council and Prescription Drug Manufacturers Association of Canada,"Purpose: The contingent valuation method (CVM) is a survey-based approach for eliciting consumer's monetary valuations for programme benefits for use in cost-benefit analysis (CBA). We used the conceptual framework of O'Brien and Gafni (1996) to classify and critically appraise health care CVM studies.
Methods: Search of computerized health care and economic citation databases (e.g. MEDLINE, ECONLIT) and manual search for papers published between 1984–1996 reporting primary data valuing health programme benefits in monetary units by CVM using willingness-to-pay (WTP) or accept (WTA). We classified studies using both empirical (i.e. who was surveyed and how) and conceptual criteria (i.e. which measure of consumer utility was measured and why).
Results: 48 CVM studies were retrieved; the majority (42) undertook money valuation in the context of cost benefit analysis (CBA), with the remainder being pricing/demand studies. Among the 42 CBA studies, the consumer utility being measured (i.e. compensating (CV) vs. equivalent variation (EV) was explicitly stated in only three (7%) studies). WTP was measured in 95% of studies and WTA in 5%. By cross-tabulation, 42 (91%) studies were designed as WTP/CV, two (4%) were WTP/EV, two (4%) were WTA/CV and no studies used WTA/EV. Most studies were administered by mail (52%) with 38% being in-person interviews. Value elicitation techniques included open-ended questions (38%), payment cards (19%) discrete choice questions (26%) or bidding games (29%). Some form of construct validation tests, particularly associations between WTP and income, were done in 21 studies (50%).
Conclusions: (i) The number of health care CVM studies is growing rapidly and the majority are done in the context of CBA; (ii) there is wide variation among health care CVM studies in terms of the types of questions being posed and the elicitation formats being used; (iii) classification and appraisal of the literature is difficult because reporting of methods and their relationship with the conceptual framework of CBA is poor; (iii) the applicability to health care of the CVM guidelines issued by the National Oceanic and Atmospheric Administration (NOAA) panel for environmental economics is unclear. © 1998 John Wiley & Sons, Ltd.
",Scholarly Journal
0583-AD36,,17,Microbiology of Aquaculture Products,Food Technology,0015-6639,"Ward, D",,1989,North Carolina State University,,,Scholarly Journal
0583-AD36,,17,Occurrence and Control of Salmonella in Freshwater Catfish,"Journal of Food Science. Volume 44, Issue 4, pages 1067-1073",0022-1147,"Wyatt, Lawrence",10.1111/j.1365-2621.1979.tb03448.x,1979,Texas A&M University,National Oceanic and Atmospheric Administration,,Scholarly Journal
0583-AD36,,17,"HACCP as a Regulatory Innovation to 
Improve Food Safety in the Meat Industry","Amer. Jour. Agr. Econ. (78) 
August, pp. 764-769",0002-9092,"Unnevehr, L.J.; Jensen, H.H.",10.2307/1243301,1996,"University of Illinois, Urbana-Champaign; Iowa State University",Food Safety Consortium,,Scholarly Journal
0583-AD36,,17,The Costs of Visits to Emergency Departments,"The New 
England Journal of Medicine, vol. 334(10): pp. 642-646",0028-4793,"Williams, R.M.",,1996,University of Michigan,,,Scholarly Journal
0583-AD36,,17,Willingness to Pay for a Quality-adjusted Life Year: In Search of a Standard,Health Economics. July-Sept vol. 20: pp.332-342,1057-9230,"Hirth, Richard A.; Chernew, M.; Miller, E.; Fendrick, A.; Weissert, W.",10.1016/S0167-6296(96)00506-1,2000,University of Michigan,Robert Wood Johnson Foundation,"To address controversies in the application of cost-effectiveness analysis, we investigate the principles underlying the technique and discuss the implications for the evaluation of medical interventions. Using a standard von Neumann-Morgenstern utility framework, we show how a cost-effectiveness criterion can be derived to guide resource allocation decisions, and how it varies with age, gender, income level, and risk aversion. Although cost-effectiveness analysis can be a useful and powerful tool for resource allocation decisions, a uniform cost-effectiveness criterion that is applied to a heterogeneous population level is unlikely to yield Pareto-optimal resource allocations.",Scholarly Journal
0583-AD36,,17,What is the Price of Life and Why Doesn’t It Increase at the Rate of Inflation?,"Arch Intern Med, 
vol. 163",0003-9926,"Hirth, Richard A.; Chernew, M.; Fendrick, A.",10.1001/archinte.163.14.1637,2003,University of Michigan Health Systems,Department of Veterans Affairs; Presidential Early Career Award for Scientists and Engineers; National Institutes of Health,,Scholarly Journal
0583-AD36,,17,Post-Salmonella Reactive Arthritis: Late Clinical Sequelae in A Point Source Cohort,"American Journal of Medicine, vol. 98 (January): pp.13-21",0002-9343,"Thompson, Glen T.D.; DeRubeis, D.; Hodge, M.; Rajanayagam, C.; Inman, R.D.",10.1016/S0002-9343(99)80076-X,1995,"University of Toronto, Toronto, Ontario, Canada; University of Manitoba, Winnipeg, Manitoba, Canada",The Physicians Services Incorporated; The Arthritis Society of Canada,"PURPOSE: To define the natural history of post-Salmonella-infection reactive arthritis (ReA) in a point source cohort concurrently exposed to the same microorganism, and to determine any relationship between anti-Salmonella humoral immune response to the organism and clinical outcome at 5 years. 
PATIENTS AND METHODS: A cohort of 423 Ontario Provincial Police officers with a clinical diagnosis of Salmonella food poisoning were defined in 1984. Five years following the food poisoning, a mail and telephone survey was carried out to determine all those who developed ReA within 3 months of the onset of dysentery. Medical and physiotherapy charts from an earlier study on the same cohort were incorporated. All patients with a history compatible with reactive arthritis were interviewed and examined. Serum was taken to determine the presence of isotypic antibodies to the lipopolysaccharide of the causative Salmonella typhimurium. 
RESULTS: Twenty-seven of the 423 individuals with dysentery were identified as developing acute ReA. In one third of them, the arthritis resolved within 4 months of onset. Two thirds continued to have subjective complaints, mostly of minor significance. However, symptoms were severe enough to force a change in work for 4 patients. Another 4 patients had objective damage to joints radiographically. Objective changes to joints were documented on physical examination in 37% of ReA patients 5 years following onset of disease. IgA antilipopolysaccharide antibodies correlated with the severity and duration of disease. Tests of cellular immune function did not correlate with clinical variables. 
CONCLUSIONS: Chronic symptoms persist 5 years after the onset of ReA in the majority of patients. Joint damage by physical examination and radiographic assessment correlate with functional disability. Some early clinical features of disease, including prolonged diarrhea during the acute illness, may predict a worse outcome. IgA antilipopolysaccharides may serve as a disease marker for late post-Salmonella-infection ReA.",Scholarly Journal
0583-AD36,,17,Salmonella Cost Estimate Updated Using FoodNet Data,"FoodReview, (22) 2: pp.10-15",,"Frenzen, P. D.; Riggs, T.L.; Buzby, J.C.; Breuer, T.; Roberts, T.; Voetsch, D.; Reddy, S. and the FoodNet Working Group",,1999,"US Department of Agriculture, Economic Research Service; Centers for Disease Control and Prevention; Department of Health, New South Wales, Australia",,,Scholarly Journal
0583-AD36,,17,Economic Foundations of Cost-Effectiveness Analysis,"Journal of Health Economics, vol. 16, pp. 1-31",0167-6296,"Garber, Alan M.; Phelps, C.E.",,1997,Veterans Affairs Palo Alto Care System; Stanford University; National Bureau of Economic Research; University of Rochester,"National Institute on Aging; National Heart, Lung, and Blood Institute; Agency for Health Care Policy and Research; Henry J. Kaiser Family Foundation",,Scholarly Journal
0583-AD36,,17,Income,U.S. Census Bureau,,,,,,,,
0583-AD36,,17,The Value of Consumer Loss  Relating to Foodborne Reactive Arthritis,Appendix,,"Zorn, David J. and Karl Klontz",,1998,,,,,
0583-AD36 ,,17,"Does the Value 
of a Statistical Life Vary with Age and Health Status? Evidence from the 
United States and Canada",Resources for the Future,,"Alberini, A., N. Cropper, A. Krupnick and N.B. Simon",,2002,,,,Non-Government Report,
0583-AD36 ,,17,"The Value of Reducing Risks 
of Death: A Note on New Empirical Evidence","Journal of Policy Analysis and 
Management 8(1): pp.88-100",0276-8739,"Fisher, A.; Chestnut, L; Violette, D",,1989,"US Environmental Protection Agency; RCG/Hagler, Bailly, Inc.",US Environmental Protection Agency,,Scholarly Journal,
0596-AC74,,8,"Cumulative Set Aside Program Analysis Spreadsheets, by Forest Unit",USDA Forest Service,,,,2005,,,,Database,
0596-AC74,,8,2007 Annual Report-advanced tables,Colorado Department of Local Affairs,,,,2007,,,,Government Report,
0596-AC74,,1,2007 Annual Report—advanced tables.,"Colorado Department of Local Affairs, Division of Property Taxation",,,,2007,,,,Government Report,
0596-AC74,,8,Job Generation in the Colorado Mountain Resort Economy ,Northwest Colorado Council of Governments,,Lloyd Levy Consulting,,2004,,,,Government Report,
0596-AC74,,8,Managing the Impacts of Wildland fires on Communities and the Environment - The National Fire Plan,USDA Forest Service and US Department of the Interior,,,,2001,,,,Government Report,
0596-AC74,,8,Oil and Gas Economic Impact Analysis,Colorado Energy Research Institute,,"McDonald, Lisa A; Bender, Holly Wise; Hurley, Eric; Donnelly, Sheri; Taylor, David",,7-Jun,,,,Government Report,
0596-AC74,,8,Personal communication regarding coal mining,USDI - Bureau of Land Management,,"Dyer, Desty",,21-May-08,,,,Government Report,
0596-AC74,,8,The Economic Impact of Travel on Colorado: 1996-2005,"State of Colorado, Colorado Tourism Office, Office of Economic Development and International Trade",,"Dean Runyan Associates, Inc",,6-Jun,,,,Government Report,
0596-AC74,,8,Tourism Jobs Gain Ground in Colorado,Colorado Department of Local Affairs,,Center for Business and Economic Forecasting,,2001,,,,Government Report,
0596-AC74,,8,Western National Forests: A Cohesive Strategy is Needed to Address Catastrophic Wildland Fire Threats,General Accounting Office,,,,Apr-99,,,,Government Report,
0596-AC74,,8,Forest Economic Program Analysis Spreadsheet Tool,USDA Forest Service,,,,2004,,,,Other,Software tool
0596-AC74,,8,Minnesota IMPLAN Group 2003,IMPLAN Professional Version 2.0,,,,2003,,,,Other,regional economic impact modeling software
0596-AC74,,8,Opportunities for Small Entities: Proposed Roadless Area Conservation Rule for Colorado,USDA Forest Service,,,,2008,,,,Other,Draft Environmental Impact Statement
0596-AC74,,8,Profile 2005: Softwood Sawmills in the United States and Canada,USDA Forest Service,,,,2005,,,,Other,Government Research Paper
0596-AC74,,8,Proposed Roadless Area Conservation Rule for Colorado,USDA Forest Service,,,,2008,,,,Other,Draft Environmental Impact Statement
0596-AC74,,8,Social and Economics Specialist Report: Proposed Roadless Area Conservation Rule for Colorado,USDA Forest Service,,,,2008,,,,Other,Draft Environmental Impact Statement
0596-AC74,,8,Validation of a forest values typology for use in national forest planning,Forest Science,0015-749X,"Brown, G; Reed, P",,May-00,"Alaska Pacific University; US Department of Agriculture, Forest Service",,"Public values for national forestlands are assumed to underlie preferences for actual forest use and define the context for forest planning and decision making, but the relationship between preferences and attitudes toward forest management activities and public forest values (both use and nonuse values) is not well understood. Using data from a survey of Alaskan residents in the Chugach National Forest plan revision process, the relationship between attitudes toward forest management actions and forest values is examined using a variety of statistical procedures. Key findings indicate that: (1) survey respondents were able to identify with 13 distinct forest values based on a modified forest value typology developed by Rolston and Coufal (1991), (2) no obvious latent structure of variables or constructs emerged from factor analysis of the 13 forest values indicating that the forest value typology may not be easily simplified without compromising the exclusiveness of measured forest values, (3) small, but statistically significant correlations were found between attitudes toward specific forest management practices such as logging and mining and held forest values, and (4) forest values are modestly predictive of respondent preferences for specific forest planning decisions.",Scholarly Journal,
0596-AC75,,1,2007 Annual Report—advanced tables.,Colorado Department of Revenue,,,,8-Jan,,,,Government Report,
